DLiP-ID,C002K8
DLiP-Mol-ID,31864
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H10N2O2/c1-7-12-9(6-11(14-7)13(16)17)8-4-2-3-5-10(8)15-12/h2-6,15H,1H3,(H,16,17)"
Standard Inchi Key(RDKit),MFEZJNMQTQMDRQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1nc(C(=O)O)cc2c1[nH]c1ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),226.235
MW Monoisotopic(RDKit),226.07422756
MolLogP(RDKit),2.72272
XLogP(SDF),
XLogP(CDK),2.298
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),65.98
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.670030803318458
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,12387.382040859937
qed,0.6700308033184578
Chi0,11.991199352633217
Chi1,8.164703797946448
TPSA,65.97999999999999
Chi0n,9.189426827411909
Chi0v,9.189426827411909
Chi1n,5.2796450768611205
Chi1v,5.2796450768611205
Chi2n,3.9912030548293473
Chi2v,3.9912030548293473
Chi3n,2.8963775128210014
Chi3v,2.8963775128210014
Chi4n,2.1140540390608824
Chi4v,2.1140540390608824
MolMR,65.29600000000002
MolWt,226.23499999999999
fr_SH,0
Kappa1,9.83701137204142
Kappa2,3.3149156081687883
Kappa3,1.3766051848744305
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,743.5939035808242
MolLogP,2.7227200000000007
NOCount,4
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,2.4994379985553175
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,41.71969133200497
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,96.90918066596119
NHOHCount,2
PEOE_VSA1,10.090505915787915
PEOE_VSA2,0.0
PEOE_VSA3,9.77851570501903
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,19.056471336613843
PEOE_VSA8,16.289149146545853
PEOE_VSA9,11.210628712464722
RingCount,3
