DLiP-ID,T007TH
AATSC3i,-0.11414265798998426
AATSC3m,-5.943416862954219
AATSC3p,-0.015936842103530798
AATSC3s,-0.2770682964996774
AATSC3v,-3.0373781242993005
AATSC4Z,-1.0391789872127049
AATSC4c,-0.0036447716621936777
AATSC4d,-0.031329222216790374
AATSC4i,-0.060064526797892
AATSC4m,-4.7973045492094055
AATSC4p,-0.014728385617739943
AATSC4s,-0.5277067555078051
AATSC4v,-1.5926829843475876
AATSC5Z,-1.027932921347519
AATSC5c,0.00616075936774252
AATSC5d,-0.03195367637169331
AATSC5i,0.08454482658107508
AATSC5m,-4.791545889411966
AATSC5p,-0.02043027127061314
AATSC5s,0.46857628786320377
AATSC5v,-1.7259027282326418
AATSC6Z,-0.10166564024152859
AATSC6c,-0.005167749834648598
AATSC6d,-0.05016741347943963
AATSC6i,-0.07665225062454267
AATSC6m,-0.4973292254056881
AATSC6p,0.0016329250470366414
AATSC6s,-0.00801460692551704
AATSC6v,-0.941712630878246
AATSC7Z,-0.07892960598475682
AATSC7c,0.0014505942621624334
AATSC7d,-0.02248502404589814
AATSC7i,-0.11474346304363933
AATSC7m,-0.40846970858711457
AATSC7p,-0.018721342293676533
AATSC7s,0.07975199871665233
AATSC7v,-2.388533712011489
AATSC8Z,0.28138497284506714
AATSC8c,0.002019457699449209
AATSC8d,0.019649908058101566
AATSC8i,-0.055008508632776024
AATSC8m,1.2767131498140951
AATSC8p,-0.007510314964131944
AATSC8s,-0.05786167052212155
AATSC8v,-0.30432044418296905
ATS0are,403.8880999999999
ATS1are,412.21920000000006
ATS2are,695.9438999999998
ATS3are,879.1038999999996
ATS4are,979.9262000000002
ATS5are,974.3609
ATS6are,924.6980000000001
ATS7are,935.0768
ATS8are,927.3228999999998
ATSC0dv,273.08323377140584
ATSC0pe,10.26947096774193
ATSC0se,7.2272284677419325
ATSC1dv,18.262894875451256
ATSC1pe,-1.717155983350671
ATSC1se,-1.23288145915713
ATSC2dv,48.17544738633886
ATSC2pe,4.40260884495318
ATSC2se,3.6073259981789736
ATSC3dv,-86.98220732004984
ATSC3pe,-2.415192299687821
ATSC3se,-2.05583177549428
ATSC4dv,-106.92782723757401
ATSC4pe,-5.439251196670124
ATSC4se,-3.841995478928212
ATSC5dv,69.84546704179033
ATSC5pe,3.7638607700312257
ATSC5se,3.2214407297086245
ATSC6dv,-56.79810125769196
ATSC6pe,-2.41539406867846
ATSC6se,-1.5815659960978135
ATSC7dv,35.23102221194486
ATSC7pe,1.6591660770031202
ATSC7se,1.0903690286160257
ATSC8dv,-38.01280816022404
ATSC8pe,-0.4793219562955257
ATSC8se,-0.5182500530697208
AXp-0dv,0.5685722826851598
AXp-1dv,0.33631049945733354
AXp-2dv,0.18988417074456496
AXp-3dv,0.11129374553199732
AXp-4dv,0.06535741693971732
AXp-5dv,0.03612016408977275
AXp-6dv,0.019553523132326438
AXp-7dv,0.010951948750508067
BertzCT,979.7313295403934
ECIndex,1019
ETA_eta,31.43682954660638
GATS1dv,0.7052096539395872
GATS1pe,0.9203977928744983
GATS1se,0.9496833627933008
GATS2dv,0.8642030126211532
GATS2pe,0.6888600315887144
GATS2se,0.6878142994789559
GATS3dv,1.151477907602758
GATS3pe,1.1074967259928246
GATS3se,1.1426364574519658
GATS4dv,1.2725385727516183
GATS4pe,1.4111753050400688
GATS4se,1.4520703677071642
GATS5dv,0.9912962705907432
GATS5pe,1.0388301488881386
GATS5se,1.0567549925113056
GATS6dv,1.085518286053017
GATS6pe,1.0788196565974801
GATS6se,1.0909679340284588
GATS7dv,0.9090405892569192
GATS7pe,0.9074656909631135
GATS7se,0.9163615293631309
GATS8dv,1.083244666038156
GATS8pe,1.0667514735746928
GATS8se,1.072802404597233
LogEE_A,4.413380141706385
LogEE_D,256.21806698127784
MATS1dv,0.06581512679116343
MATS1pe,-0.16455565671092015
MATS1se,-0.16788066374293933
MATS2dv,0.10416770833680565
MATS2pe,0.25314212456421675
MATS2se,0.2947243362677241
MATS3dv,-0.1441472992257906
MATS3pe,-0.10643262321872297
MATS3se,-0.12873211744985863
MATS4dv,-0.16293002576227822
MATS4pe,-0.2203923245500783
MATS4se,-0.2212027320905398
MATS5dv,0.10787418894570919
MATS5pe,0.15458232435814281
MATS5se,0.18799777796796127
MATS6dv,-0.08772293129865988
MATS6pe,-0.09920059539664915
MATS6se,-0.09229748982622678
MATS7dv,0.05404557992670786
MATS7pe,0.06768177849359275
MATS7se,0.06320212744474259
MATS8dv,-0.05911174098890829
MATS8pe,-0.01982065879635659
MATS8se,-0.030451339769047823
MAXaaCH,1.755620628885489
MAXaasC,0.7757872628724349
MAXdCH2,3.444291746285864
MAXdsCH,1.332105945711838
MAXdssC,0.6367172111110815
MAXsNH2,5.444539017194706
MAXssNH,2.4770712927044096
MDEC-11,0.12499999999999997
MDEC-12,2.9436010454607873
MDEC-13,1.440573164156407
MDEC-22,8.819806195678444
MDEC-23,17.26204488591829
MDEC-33,6.00773379248077
MDEN-11,0.4999999999999999
MDEN-12,0.5851649837961701
MDEN-22,0.6082201995573401
MDEO-11,1.2438160584536437
MDEO-12,2.3711718605907453
MDEO-22,0.5503212081491045
MINaaCH,1.689976990881825
MINaasC,0.578813924533226
MINdCH2,3.444291746285864
MINdsCH,1.332105945711838
MINdssC,-1.359560305348544
MINsNH2,5.444539017194706
MINssNH,2.3129644726991825
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.064285714285714
SM1_Dzi,2.2644165724905725
SM1_Dzm,3.069580121358516
SM1_Dzp,-9.627024037701887
SM1_Dzv,-4.2320056124518555
SddssSe,0
SpAD_Dt,610.2048676893395
SpAbs_A,42.11324256397394
SpAbs_D,512.4361339625558
SpMAD_A,1.2386247812933513
SpMAD_D,15.071650998898697
SpMax_A,2.370245995305114
SpMax_D,256.21806698127784
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,195.22999999999996
TpiPC10,7.737343677016999
VAdjMat,6.129283016944966
VE1_DzZ,5.749389555681956
VE1_Dzi,5.745288243287367
VE1_Dzm,5.749382938311669
VE1_Dzp,5.747397644451681
VE1_Dzv,5.750504814536693
VE2_DzZ,0.1690996928141752
VE2_Dzi,0.1689790659790402
VE2_Dzm,0.16909949818563733
VE2_Dzp,0.16904110718975532
VE2_Dzv,0.16913249454519685
VE3_DzZ,2.9728691165663292
VE3_Dzi,2.9721555145601903
VE3_Dzm,2.9728679655964685
VE3_Dzp,2.972522600410897
VE3_Dzv,2.97306307641019
VR1_DzZ,216.833288839104
VR1_Dzi,217.9067620366498
VR1_Dzm,216.82534350135987
VR1_Dzp,218.59840739073547
VR1_Dzv,217.8077699390175
VR2_DzZ,6.377449671738353
VR2_Dzi,6.409022412842641
VR2_Dzm,6.3772159853341135
VR2_Dzp,6.429364923256926
VR2_Dzv,6.406110880559338
VR3_DzZ,6.60290423570641
VR3_Dzi,6.607842705843134
VR3_Dzm,6.6028675924245634
VR3_Dzp,6.611011721842751
VR3_Dzv,6.607388316135787
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.07276399142501253
Xch-7dv,0.07564666575811103
Xpc-4dv,1.872083318793014
Xpc-5dv,2.3603328108576465
Xpc-6dv,2.6185011293122864
Zagreb1,164.0
Zagreb2,184.0
fragCpx,103.13
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,7
nBondsM,13
nBondsO,35
nBondsS,50
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,13
naHRing,0
AATS0are,6.5143241935483855
AATS1are,6.543161904761906
AATS2are,6.62803714285714
AATS3are,6.416816788321165
AATS4are,6.57668590604027
AATS5are,6.628305442176871
AATS6are,6.290462585034014
AATS7are,6.318086486486487
AATS8are,6.3515267123287655
AATSC0dv,4.404568286635578
AATSC0pe,0.16563662851196662
AATSC0se,0.11656820109261182
AATSC1dv,0.28988722024525804
AATSC1pe,-0.027256444180169384
AATSC1se,-0.019569546970748097
AATSC2dv,0.45881378463179867
AATSC2pe,0.04192960804717315
AATSC2se,0.034355485696942606
AATSC3dv,-0.6349066227740864
AATSC3pe,-0.01762914087363373
AATSC3se,-0.015006071353972845
AATSC4dv,-0.7176364244132484
AATSC4pe,-0.036505041588390096
AATSC4se,-0.025785204556565182
AATSC5dv,0.47513923157680493
AATSC5pe,0.025604495034226026
AATSC5se,0.0219145627871335
AATSC6dv,-0.3863816412087889
AATSC6pe,-0.01643125216788068
AATSC6se,-0.010758952354406895
AATSC7dv,0.23804744737800582
AATSC7pe,0.011210581601372433
AATSC7se,0.007367358301459633
AATSC8dv,-0.2603616997275619
AATSC8pe,-0.0032830270979145597
AATSC8se,-0.003549657897737814
AETA_eta,0.924612633723717
ATSC0are,11.32164677419355
ATSC1are,-2.27347656087408
ATSC2are,5.248586914672232
ATSC3are,-2.6752533558792826
ATSC4are,-6.164551118626402
ATSC5are,4.6447052289282205
ATSC6are,-2.7445173517169628
ATSC7are,1.8626431841831388
ATSC8are,-0.7393553069719019
BCUTZ-1h,15.010401141384225
BCUTZ-1l,5.687533383048281
BCUTc-1h,0.5123182446196086
BCUTc-1l,-0.44304115199905975
BCUTd-1h,4.029479502472633
BCUTd-1l,0.9567064265586385
BCUTi-1h,14.557869508316255
BCUTi-1l,10.463895021407689
BCUTm-1h,30.97863316748662
BCUTm-1l,11.699295268307731
BCUTp-1h,3.6564479233929346
BCUTp-1l,0.7414043521092113
BCUTs-1h,7.0100605089226695
BCUTs-1l,0.29436179639269444
BCUTv-1h,24.436758375119435
BCUTv-1l,14.696921844755899
BalabanJ,1.7673297679114743
Diameter,19
ETA_beta,37.25
GATS1are,0.976224928224815
GATS2are,0.6843875666016976
GATS3are,1.1226514152247067
GATS4are,1.4388591185443462
GATS5are,1.0386550303754094
GATS6are,1.0771181015882512
GATS7are,0.902205324342278
GATS8are,1.071536964158888
HybRatio,0.3333333333333333
Lipinski,True
LogEE_Dt,305.10243384466975
MATS1are,-0.19762051192378483
MATS2are,0.2737380584795358
MATS3are,-0.10693661647974365
MATS4are,-0.2265673255604718
MATS5are,0.1730305988268298
MATS6are,-0.10224232915805344
MATS7are,0.0689207572548804
MATS8are,-0.02773207889743338
MAXdsssP,-3.9923430544205116
MAXssCH2,0.3684878039748054
MAXsssCH,-0.5308615902679312
MINdsssP,-3.9923430544205116
MINssCH2,-0.3750019834346965
MINsssCH,-1.4439704013329002
NsssssAs,0
RotRatio,0.42857142857142855
SM1_Dzpe,2.4525840026156507
SM1_Dzse,2.348929660532356
SMR_VSA1,33.14573295507594
SMR_VSA2,5.409283605791522
SMR_VSA3,10.404083667083484
SMR_VSA4,10.889380203912726
SMR_VSA5,24.98745046274828
SMR_VSA6,19.75852033493841
SMR_VSA7,60.702282838105184
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,406.19595259292845
SpAD_Dzi,433.27391752435005
SpAD_Dzm,405.7650009591389
SpAD_Dzp,565.087097451356
SpAD_Dzv,536.1396769155261
SpAbs_Dt,610.2048676893395
SpDiam_A,4.687344259893335
SpDiam_D,391.4848069653676
SpMAD_Dt,17.947201990862926
SpMax_Dt,305.10243384466975
SsssssAs,0
VE1_Dzpe,5.747380744496971
VE1_Dzse,5.7480729003654485
VE2_Dzpe,0.16904061013226387
VE2_Dzse,0.16906096765780732
VE3_Dzpe,2.972519659953215
VE3_Dzse,2.9726400824942814
VMcGowan,357.7800000000012
VR1_Dzpe,217.52481885050724
VR1_Dzse,217.40560455742005
VR2_Dzpe,6.397788789720801
VR2_Dzse,6.394282486982942
VR3_Dzpe,6.606088385298348
VR3_Dzse,6.605540185909863
mZagreb1,13.20138888888889
mZagreb2,7.791666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,53
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.18260720603537983
AATSC1are,-0.03608692953768381
AATSC2are,0.04998654204449744
AATSC3are,-0.01952739675824294
AATSC4are,-0.04137282629950605
AATSC5are,0.03159663421039606
AATSC6are,-0.01867018606610179
AATSC7are,0.012585426920156344
AATSC8are,-0.005064077445013027
AETA_beta,1.0955882352941178
BCUTdv-1h,6.0245600031873945
BCUTdv-1l,0.5409202633418326
BCUTpe-1h,3.5039484582577747
BCUTpe-1l,2.129647291650373
BCUTse-1h,3.718759998321431
BCUTse-1l,2.432033749513535
ETA_alpha,15.833333333333337
ETA_dBeta,-6.25
ETA_eta_B,0.7453607062418293
ETA_eta_F,36.41059740149112
ETA_eta_L,8.101157502960328
ETA_eta_R,67.84742694809749
ETA_psi_1,0.5113024757804093
LabuteASA,196.4718880992901
LogEE_DzZ,202.85266781660775
LogEE_Dzi,216.70355924960123
LogEE_Dzm,202.6247817890404
LogEE_Dzp,281.44515538127183
LogEE_Dzv,267.6964261978408
PEOE_VSA1,20.994572059745856
PEOE_VSA2,24.0458522973588
PEOE_VSA3,9.652343348008483
PEOE_VSA4,0.0
PEOE_VSA5,13.157871367196995
PEOE_VSA6,41.57322121426474
PEOE_VSA7,5.563451491696996
PEOE_VSA8,18.52902952053558
PEOE_VSA9,25.346270554722548
SM1_Dzare,2.7147465292052746
SpAD_Dzpe,438.3134005236112
SpAD_Dzse,439.6289679862845
SpAbs_DzZ,403.49217108032343
SpAbs_Dzi,431.14270192671177
SpAbs_Dzm,403.0565479108815
SpAbs_Dzp,572.5173348002454
SpAbs_Dzv,539.6248580081335
SpDiam_Dt,457.873962885987
SpMAD_DzZ,11.946939782144954
SpMAD_Dzi,12.74335051542206
SpMAD_Dzm,11.93426473409232
SpMAD_Dzp,16.620208748569297
SpMAD_Dzv,15.76881402692724
SpMax_DzZ,202.85266781660775
SpMax_Dzi,216.70355924960123
SpMax_Dzm,202.6247817890404
SpMax_Dzp,281.44515538127183
SpMax_Dzv,267.6964261978408
VE1_Dzare,5.746897411343569
VE2_Dzare,0.16902639445128143
VE3_Dzare,2.972435560169455
VR1_Dzare,217.58757236662913
VR2_Dzare,6.399634481371445
VR3_Dzare,6.606376832687223
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46568627450980404
AETA_dBeta,-0.18382352941176472
AETA_eta_B,0.021922373712994978
AETA_eta_F,1.0708999235732681
AETA_eta_L,0.2382693383223626
AETA_eta_R,1.9955125572969852
BCUTare-1h,3.557600404560959
BCUTare-1l,2.0073914462543594
ETA_beta_s,21.75
ETA_dPsi_A,0.20269752421959064
ETA_dPsi_B,0.0
ETA_eta_BR,0.9173607062418292
ETA_eta_FL,8.067695353170938
ETA_eta_RL,16.168852856131267
LogEE_Dzpe,219.22883508541196
LogEE_Dzse,219.8835701596285
PEOE_VSA10,17.981427002653533
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,16.13775114424567
SlogP_VSA2,60.43464475250669
SlogP_VSA3,28.03920556023524
SlogP_VSA4,5.409283605791522
SlogP_VSA5,23.96854622924601
SlogP_VSA6,54.73109258146173
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,433.0568168789382
SpAbs_Dzpe,436.0050861682084
SpAbs_Dzse,437.41821065872466
SpDiam_DzZ,320.44708264577304
SpDiam_Dzi,336.2367587023329
SpDiam_Dzm,320.17797696219094
SpDiam_Dzp,431.96411904286543
SpDiam_Dzv,413.50291126735203
SpMAD_Dzpe,12.891570603635625
SpMAD_Dzse,12.930263764302486
SpMax_Dzpe,219.22883508541196
SpMax_Dzse,219.8835701596285
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6397058823529411
AETA_eta_BR,0.026981197242406742
AETA_eta_FL,0.23728515744620407
AETA_eta_RL,0.4755544957685667
DetourIndex,5006
EState_VSA1,31.76878066520318
EState_VSA2,32.01496174362169
EState_VSA3,17.695958117393708
EState_VSA4,5.563451491696996
EState_VSA5,12.152040213667762
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,28.71766776103102
EState_VSA9,25.028033990113975
ETA_beta_ns,15.5
ETA_shape_p,0.1978947368421052
ETA_shape_x,0.0631578947368421
ETA_shape_y,0.2526315789473684
GhoseFilter,False
LogEE_Dzare,216.60825392562217
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,430.50176132203893
SpDiam_Dzpe,341.00979481728154
SpDiam_Dzse,342.59405946419093
SpMAD_Dzare,12.736965202321713
SpMax_Dzare,216.60825392562217
TopoPSA(NO),185.41999999999996
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,22.870707794625645
VSA_EState9,70.60151442759658
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.45588235294117646
EState_VSA10,19.260650047915675
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.034313725490195957
FilterItLogS,-3.2135884666433707
SpDiam_Dzare,336.6178657155301
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6349462365591385
ETA_epsilon_2,0.9107843137254898
ETA_epsilon_3,0.43599999999999894
ETA_epsilon_4,0.5884259259259245
ETA_epsilon_5,0.8191666666666663
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.19894623655913957
ETA_dEpsilon_B,0.046520310633214046
ETA_dEpsilon_C,-0.15242592592592552
ETA_dEpsilon_D,0.09161764705882358
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.3235294117647059
MDEDescriptor,"0.12499999999999997,2.9436010454607873,1.440573164156407,0.0,8.819806195678444,17.26204488591829,0.0,6.00773379248077,0.0,0.0,1.2438160584536437,2.3711718605907453,0.5503212081491045,0.4999999999999999,0.5851649837961701,0.0,0.6082201995573401,0.0,0.0"
APolDescriptor,70.37420399999998
BCUTDescriptor,"11.790000000000008,30.973763503312533,-0.3305616293233229,0.38926008007833135,4.032359519686848,9.658247086532175"
BPolDescriptor,47.37179599999999
TPSADescriptor,195.22999999999996
ALOGPDescriptor,"0.7358999999999988,0.5415488099999982,119.7175"
XLogPDescriptor,-1.2129999999999999
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,493.17263508999997
ChiPathDescriptor,"25.13961743368831,16.168852856131267,14.502246308310777,10.739283812351399,8.064701391481288,6.283046263927378,4.09860610201011,2.9495145592930703,18.660972880009584,10.614452379375038,7.598070481214145,4.917348882558246,3.1909792519201714,2.0176134572345172,1.150501573541729,0.6857830903603508"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.2347080484106438,0.2886751345948129,0.0,0.0,0.037267799624996496,0.07276399142501253,0.07564666575811103"
AtomCountDescriptor,62
BondCountDescriptor,35
SmallRingDescriptor,"2,1,2,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.7529093084567147,0.17677669529663687,0.41666666666666663,0.0,0.8761344051175847,0.022833192681299627,0.06904247486346915,0.0"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,5,7,2,3,4,0,0"
ZagrebIndexDescriptor,164.0
LargestChainDescriptor,20
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"67.2112749253878,1.9768022036878765,36.47860286054613,18.909175439177385,13.987898890460333"
FractionalPSADescriptor,0.3958654355677542
WienerNumbersDescriptor,"4202.0,47.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.0662200164134275,6.719476924155184,8.582142382362967,1.4843239323627753,1.7333710959830355,1.7399737635711672"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,2,5,0,2,4,2,0,0,4,2,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"30.22530612244898,15.29741964689905,10.493884297520662"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,2847.13
HBondAcceptorCountDescriptor,10
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"46.87159855545408,47.85625595131621,61.56059491588534,61.59164290870851,66.9477213377306"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,16
AutocorrelationDescriptorCharge,"1.0312613354224553,-0.6251203667611109,0.4137964241563127,-0.3129009920108259,-0.32068916446768253"
EccentricConnectivityIndexDescriptor,1019
AutocorrelationDescriptorPolarizability,"1750.9156616413454,1967.3618236605748,2575.883157351118,2522.698975720103,2437.2930796094024"
