DLiP-ID,T001HP
DLiP-Mol-ID,17194
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H28N6O5/c1-16-13-29(22(32)28-21(16)26-9-5-8-19-24-10-11-25-19)14-18(12-20(30)31)27-23(33)34-15-17-6-3-2-4-7-17/h2-4,6-7,10-11,13,18H,5,8-9,12,14-15H2,1H3,(H,24,25)(H,27,33)(H,30,31)(H,26,28,32)/t18-/m1/s1"
Standard Inchi Key(RDKit),FHDYMEIDWKIBAW-GOSISDBHSA-N
Canonical SMILES(RDKit),Cc1cn(C[C@@H](CC(=O)O)NC(=O)OCc2ccccc2)c(=O)nc1NCCCc1ncc[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),468.514
MW Monoisotopic(RDKit),468.212117996
MolLogP(RDKit),2.08922
XLogP(SDF),
XLogP(CDK),2.717
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),11
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),151.23
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),12
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.295032931803069
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,42966630.92936455
qed,0.29503293180306883
Chi0,24.338288046437576
Chi1,16.40188724096433
TPSA,151.23000000000002
Chi0n,18.860640653681205
Chi0v,18.860640653681205
Chi1n,10.896583732725146
Chi1v,10.896583732725146
Chi2n,7.774512022810463
Chi2v,7.774512022810463
Chi3n,4.986642797745933
Chi3v,4.986642797745933
Chi4n,3.346109635312527
Chi4v,3.346109635312527
MolMR,124.43590000000003
MolWt,468.51400000000024
fr_SH,0
Kappa1,24.491596573419855
Kappa2,12.186936941843479
Kappa3,7.764828447368193
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1130.5074061355676
MolLogP,2.089219999999999
NOCount,11
fr_Ar_N,4
fr_COO2,1
fr_urea,0
BalabanJ,1.5648683811567214
SMR_VSA1,19.4324647167844
SMR_VSA2,0.0
SMR_VSA3,24.83582381463931
SMR_VSA4,0.0
SMR_VSA5,45.379681268042106
SMR_VSA6,11.861545009918906
SMR_VSA7,76.35795412081649
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,195.7651581750905
NHOHCount,4
PEOE_VSA1,25.460946077600624
PEOE_VSA2,9.361636831863176
PEOE_VSA3,14.573052889090853
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,18.90801031431363
PEOE_VSA8,43.664316641287385
