DLiP-ID,T001LO
piPC6,5.746203190540153
piPC7,5.9888830930206245
piPC8,6.189418487348532
piPC9,6.337655033198116
AATS0Z,20.464285714285715
AATS0d,3.2142857142857144
AATS0i,162.0142576745799
AATS0m,80.47894064285717
AATS0p,1.4454191667102145
AATS0s,3.7104414682539684
AATS0v,209.76846895780474
AATS1Z,23.033898305084747
AATS1d,3.9322033898305087
AATS1i,144.886245021828
AATS1m,86.52056581355936
AATS1p,1.8147534295932208
AATS1s,2.8338041431261773
AATS1v,260.81322210551974
AATS2Z,18.733333333333334
AATS2d,3.466666666666667
AATS2i,152.06621605275893
AATS2m,68.79824771428572
AATS2p,1.5391459238113145
AATS2s,2.8025132275132267
AATS2v,213.21425649850508
AATS3Z,14.633802816901408
AATS3d,2.9295774647887325
AATS3i,156.84954863491149
AATS3m,50.980530366197186
AATS3p,1.3405519193026758
AATS3s,2.4244913928012513
AATS3v,177.38127702648606
AATS4Z,12.620915032679738
AATS4d,2.522875816993464
AATS4i,161.009112427738
AATS4m,43.482627189542484
AATS4p,1.209288719432098
AATS4s,2.25998547567175
AATS4v,155.3819038320454
AATS5Z,12.485915492957746
AATS5d,2.4295774647887325
AATS5i,159.24915479934242
AATS5m,42.762697267605624
AATS5p,1.2000315303018734
AATS5s,2.462245696400626
AATS5v,153.52288878809043
AATS6Z,11.609022556390977
AATS6d,2.225563909774436
AATS6i,163.11273293948244
AATS6m,38.87542969924812
AATS6p,1.0884111129967222
AATS6s,2.707915622389306
AATS6v,139.2368986178619
AATS7Z,12.542056074766355
AATS7d,2.392523364485981
AATS7i,164.15945774925575
AATS7m,44.01018101869159
AATS7p,1.0792448416846916
AATS7s,2.5533489096573203
AATS7v,141.7853364120366
AATS8Z,14.072289156626505
AATS8d,2.674698795180723
AATS8i,162.90452711939736
AATS8m,48.729739012048185
AATS8p,1.1875509929311088
AATS8s,2.718038821954485
AATS8v,161.93705935864847
AMID_C,1.702401087531703
AMID_N,0.14725414763242176
AMID_O,0.19429326325720314
AMID_X,0.0
AMID_h,0.34154741088962487
ATS0dv,348.0
ATS0pe,339.0615
ATS0se,422.0072799999999
ATS1dv,354.0
ATS1pe,375.76950000000005
ATS1se,451.4587479999998
ATS2dv,448.0
ATS2pe,649.0321999999998
ATS2se,794.4421759999998
ATS3dv,412.0
ATS3pe,861.1039999999999
ATS3se,1068.86316
ATS4dv,371.0
ATS4pe,900.3626000000002
ATS4se,1132.4614639999998
ATS5dv,316.0
ATS5pe,833.1885
ATS5se,1048.4317359999998
ATS6dv,322.0
ATS6pe,793.5235999999998
ATS6se,1002.58628
ATS7dv,292.0
ATS7pe,631.4005
ATS7se,799.5649240000001
ATS8dv,252.0
ATS8pe,517.7155
ATS8se,646.5249840000002
ATSC0Z,402.8571428571429
ATSC0c,1.0589634558672885
ATSC0d,35.35714285714285
ATSC0i,79.48877857561986
ATSC0m,1921.6221377142854
ATSC0p,12.993691837028859
ATSC0s,66.6030505952381
ATSC0v,2877.5118453888567
ATSC1Z,18.168367346938783
ATSC1c,-0.6081735956915543
ATSC1d,13.141581632653063
ATSC1i,-1.3793266349077338
ATSC1m,88.6401038367341
ATSC1p,0.45313879814695435
ATSC1s,-3.472534456490928
ATSC1v,141.2294398394026
ATSC2Z,38.107142857142875
ATSC2c,0.24818240834530872
ATSC2d,-10.866071428571434
ATSC2i,-1.5962988461150678
ATSC2m,174.41971199999955
ATSC2p,-0.15716833993467916
ATSC2s,27.86121961805556
ATSC2v,20.083216099301758
ATSC3Z,-172.2448979591837
ATSC3c,-0.20771185555226052
ATSC3d,-11.155612244897961
ATSC3i,-21.475245928464332
ATSC3m,-817.1166542040818
ATSC3p,-3.411385951710316
ATSC3s,-20.041440795068027
ATSC3v,-989.6177173643671
ATSC4Z,-16.62755102040815
ATSC4c,0.010669206379636916
ATSC4d,-11.136479591836736
ATSC4i,8.202570213829468
ATSC4m,-81.54036361224482
ATSC4p,-0.5399451534734849
ATSC4s,-9.20131581278345
ATSC4v,-98.69238078167061
ATSC5Z,-40.1020408163265
ATSC5c,-0.04654793343258556
ATSC5d,-5.012755102040816
ATSC5i,-23.915925712551328
ATSC5m,-203.7863687755101
ATSC5p,-4.733234250306174
ATSC5s,3.4470264668367356
ATSC5v,-747.1042110599045
ATSC6Z,-78.89285714285718
ATSC6c,0.1801523764702539
ATSC6d,6.3125
ATSC6i,-6.287341506756073
ATSC6m,-370.79124914285694
ATSC6p,-0.9867262879102496
ATSC6s,-21.563693576388896
ATSC6v,-367.94076368131095
ATSC7Z,142.71938775510205
ATSC7c,0.029778241766235485
ATSC7d,5.228316326530613
ATSC7i,0.22486959854461785
ATSC7m,681.4190855102042
ATSC7p,1.733749686563363
ATSC7s,7.746056104733558
ATSC7v,774.19082158998
ATSC8Z,-83.84183673469386
ATSC8c,-0.44652077219335384
ATSC8d,-0.7614795918367347
ATSC8i,16.883289245058442
ATSC8m,-374.4697668979594
ATSC8p,3.472073041812229
ATSC8s,-19.65844006873582
ATSC8v,301.785215805148
AXp-0d,0.7044787096898292
AXp-1d,0.43379118948590195
AXp-2d,0.28396880806146646
AXp-3d,0.17491458120736889
AXp-4d,0.11325594594327988
AXp-5d,0.07630605837809956
AXp-6d,0.04984291433387784
AXp-7d,0.03251752199885361
GATS1Z,0.8735274672436592
GATS1c,1.505202927115871
GATS1d,0.9096045197740116
GATS1i,1.2203770947332844
GATS1m,0.878290064893517
GATS1p,1.1007591786608828
GATS1s,0.7301458877365857
GATS1v,1.0163099542146161
GATS2Z,0.8906619385342789
GATS2c,0.7860382095793539
GATS2d,1.5703703703703706
GATS2i,1.1205186399633276
GATS2m,0.8963962546353338
GATS2p,1.0704096261313636
GATS2s,0.4154609340137941
GATS2v,1.023504944467216
GATS3Z,1.134021326540805
GATS3c,0.9941009171278964
GATS3d,1.259780907668232
GATS3i,1.1557005684726045
GATS3m,1.1343089382380132
GATS3p,1.1142815405694
GATS3s,0.9119893157603942
GATS3v,1.1295457785495913
GATS4Z,0.9744124600194688
GATS4c,0.7963993085707233
GATS4d,1.0827886710239654
GATS4i,0.9609679093755535
GATS4m,0.9772732002061961
GATS4p,0.9951977183502623
GATS4s,0.7265000372196612
GATS4v,1.0011919043804571
GATS5Z,0.992689291779043
GATS5c,0.8721865628810217
GATS5d,0.942097026604069
GATS5i,1.090494903804885
GATS5m,0.9979940898732466
GATS5p,1.1455547468480216
GATS5s,0.7942878716871663
GATS5v,1.105163747116184
GATS6Z,1.110675625233296
GATS6c,1.0549431029405547
GATS6d,0.6900584795321639
GATS6i,0.945862146778868
GATS6m,1.1046305703542696
GATS6p,0.9865529673540028
GATS6s,1.612015616797553
GATS6v,1.009057991749862
GATS7Z,0.8325462318552396
GATS7c,1.1762060145673974
GATS7d,0.7705088265835931
GATS7i,0.9077307240460256
GATS7m,0.8291978994313459
GATS7p,0.8796323300828357
GATS7s,1.0039637672303876
GATS7v,0.8208787183343008
GATS8Z,1.2336580364009229
GATS8c,2.0531422591408837
GATS8d,0.9370816599732266
GATS8i,0.803709061294188
GATS8m,1.213118053119947
GATS8p,0.7602975234019731
GATS8s,1.3758642364844484
GATS8v,0.8493520244515935
MATS1Z,0.042805625676163014
MATS1c,-0.5451080595429327
MATS1d,0.3527820578668038
MATS1i,-0.01647014088963308
MATS1m,0.04378227033380565
MATS1p,0.03310051120985488
MATS1s,-0.04948669585551156
MATS1v,0.046584788902355345
MATS2Z,0.05044917257683217
MATS2c,0.12499387999096932
MATS2d,-0.16390572390572405
MATS2i,-0.010710434854459126
MATS2m,0.048409020990281146
MATS2p,-0.006451062229516127
MATS2s,0.22310265065684579
MATS2v,0.0037223299717978457
MATS3Z,-0.1686145240235741
MATS3c,-0.07735350462769489
MATS3d,-0.12442737231469629
MATS3i,-0.10654473778740231
MATS3m,-0.16769331558426975
MATS3p,-0.10353757205984866
MATS3s,-0.11866823999479507
MATS3v,-0.1356282082686836
MATS4Z,-0.015106846521114341
MATS4c,0.0036876333928812775
MATS4d,-0.11528355449924083
MATS4i,0.03776945595591853
MATS4m,-0.015531065334565324
MATS4p,-0.015209456000386899
MATS4s,-0.050565279458199545
MATS4v,-0.012553450134517431
MATS5Z,-0.03925681750074914
MATS5c,-0.017334811123870655
MATS5d,-0.05591122492530944
MATS5i,-0.11865363695832591
MATS5m,-0.04182219475642806
MATS5p,-0.14365644614955436
MATS5s,0.020410337171749424
MATS5v,-0.1023914626406544
MATS6Z,-0.08245614035087721
MATS6c,0.07163007540791642
MATS6d,0.07517278043593835
MATS6i,-0.03330409316249259
MATS6m,-0.08124522930598023
MATS6p,-0.03197426146345615
MATS6s,-0.13632183279529447
MATS6v,-0.053839023134324544
MATS7Z,0.18541128123550077
MATS7c,0.014717102945397667
MATS7d,0.07739072972717835
MATS7i,0.0014805707668934243
MATS7m,0.18558828108116152
MATS7p,0.06983257913987681
MATS7s,0.06086824305200973
MATS7v,0.14081053464373544
MATS8Z,-0.14041698709732542
MATS8c,-0.28449237351187434
MATS8d,-0.014530850675428994
MATS8i,0.14330494336998637
MATS8m,-0.13147969915572705
MATS8p,0.18028775250882348
MATS8s,-0.1991429177938706
MATS8v,0.07076048073733372
MAXaaN,4.698846814525164
MAXsOH,9.092373543428739
MAXssO,5.897992619887461
MINaaN,4.698846814525164
MINsOH,9.092373543428739
MINssO,5.897992619887461
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.157471193648384
SpAD_D,370.89474806779106
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.857673924545164
SssNH2,0
SsssAs,0
SsssCH,0.5188024235341495
SsssNH,0
SssssB,0
SssssC,0.04852874141705099
SssssN,0
TMPC10,815
TMWC10,136.6937382895661
TSRW10,84.8759826218174
VE1_Dt,5.217285085664616
VE2_Dt,0.18633161020230773
VE3_Dt,2.681596585245867
VR1_Dt,174.2415999181709
VR2_Dt,6.222914282791818
VR3_Dt,6.190062258590473
Xc-3dv,1.5899350800707432
Xc-4dv,0.16666666666666666
Xc-5dv,0.25178401453825094
Xc-6dv,0.0
Xch-3d,0.16666666666666666
Xch-4d,0.5474095083960289
Xch-5d,0.8669845437679664
Xch-6d,1.4090443631413738
Xch-7d,1.9010738507817255
Xp-0dv,16.572366612563936
Xp-1dv,10.121615215832222
Xp-2dv,8.51154066947236
Xp-3dv,6.096306643271042
Xp-4dv,4.245085234740175
Xp-5dv,2.960467654474671
Xp-6dv,1.5578320303544275
Xp-7dv,0.939700767457948
Xpc-4d,4.312320576125936
Xpc-5d,6.224696397440761
Xpc-6d,9.334828216965652
n3Ring,1
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,59
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,6.471959821066139
AATS0dv,6.214285714285714
AATS0pe,6.054669642857143
AATS0se,7.535844285714284
AATS1dv,6.0
AATS1pe,6.368974576271187
AATS1se,7.651843186440674
AATS2dv,4.266666666666667
AATS2pe,6.181259047619045
AATS2se,7.56611596190476
AATS3dv,2.9014084507042255
AATS3pe,6.064112676056338
AATS3se,7.527205352112677
AATS4dv,2.4248366013071894
AATS4pe,5.884722875816994
AATS4se,7.401708915032678
AATS5dv,2.2253521126760565
AATS5pe,5.867524647887324
AATS5se,7.383322084507041
AATS6dv,2.4210526315789473
AATS6pe,5.966342857142855
AATS6se,7.538242706766917
AATS7dv,2.7289719626168223
AATS7pe,5.900939252336448
AATS7se,7.4725693831775715
AATS8dv,3.036144578313253
AATS8pe,6.237536144578313
AATS8se,7.78945763855422
AATSC0Z,7.1938775510204085
AATSC0c,0.018910061711915865
AATSC0d,0.6313775510204079
AATSC0i,1.4194424745646403
AATSC0m,34.31468103061224
AATSC0p,0.23203021137551533
AATSC0s,1.1893401892006803
AATSC0v,51.38414009622959
AATSC1Z,0.3079384296091319
AATSC1c,-0.010308027045619565
AATSC1d,0.22273867173988243
AATSC1i,-0.023378417540809045
AATSC1m,1.5023746413005779
AATSC1p,0.007680318612660243
AATSC1s,-0.05885651621171065
AATSC1v,2.3937193193119084
AATSC2Z,0.3629251700680274
AATSC2c,0.0023636419842410356
AATSC2d,-0.10348639455782319
AATSC2i,-0.015202846153476836
AATSC2m,1.66114011428571
AATSC2p,-0.0014968413327112302
AATSC2s,0.26534494874338627
AATSC2v,0.19126872475525483
AATSC3Z,-1.212992239149181
AATSC3c,-0.0014627595461426796
AATSC3d,-0.07856064961195747
AATSC3i,-0.15123412625679108
AATSC3m,-5.754342635240013
AATSC3p,-0.02402384473035434
AATSC3s,-0.14113690700752132
AATSC3v,-6.969138854678642
AATSC4Z,-0.10867680405495522
AATSC4c,6.973337503030665e-05
AATSC4d,-0.0727874483126584
