DLiP-ID,C000JJ
DLiP-Mol-ID,30918
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H10O7/c16-7-3-8(17)14-9(18)5-12(22-13(14)4-7)6-1-10(19)15(21)11(20)2-6/h1-5,16-17,19-21H"
Standard Inchi Key(RDKit),ARSRJFRKVXALTF-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
SMILES(SDF),
MW(SDF),
MW(RDKit),302.238
MW Monoisotopic(RDKit),302.04265266
MolLogP(RDKit),1.988
XLogP(SDF),
XLogP(CDK),3.446
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),131.36
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.434190440299098
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,82425.04414427302
qed,0.43419044029909815
Chi0,16.016143379015546
Chi1,10.363081100704115
TPSA,131.36
Chi0n,10.939315904375647
Chi0v,10.939315904375647
Chi1n,6.1171577703938205
Chi1v,6.1171577703938205
Chi2n,4.676037607999606
Chi2v,4.676037607999606
Chi3n,3.1488205667268137
Chi3v,3.1488205667268137
Chi4n,2.1426335146607967
Chi4v,2.1426335146607967
MolMR,76.244
MolWt,302.23800000000006
fr_SH,0
Kappa1,13.624737496262508
Kappa2,4.589937946900745
Kappa3,2.0455024083044804
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,932.9926827834672
MolLogP,1.988
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.3131799783912985
