DLiP-ID,J000MW
AATSC3p,-0.05416528287117251
AATSC3s,0.016349454602749537
AATSC3v,-11.490609359738023
AATSC4Z,-0.15684969883737201
AATSC4c,-0.0037887371874584944
AATSC4d,-0.028601694915254237
AATSC4i,-0.20786465603454857
AATSC4m,-0.4396468140782552
AATSC4p,0.016719472930503323
AATSC4s,-0.3493947599544974
AATSC4v,3.333584624993082
AATSC5Z,1.0469589986359626
AATSC5c,0.004713352998584525
AATSC5d,-0.05643203883495146
AATSC5i,0.2471661632595693
AATSC5m,4.90806443403074
AATSC5p,-0.012970898753018833
AATSC5s,0.5464069560680135
AATSC5v,-0.05287576476769836
AATSC6Z,-1.7764548010564882
AATSC6c,-0.00225506191410683
AATSC6d,0.018685567010309278
AATSC6i,-0.25015616553952175
AATSC6m,-8.744937685980755
AATSC6p,-0.037048225037366316
AATSC6s,-0.611511766991744
AATSC6v,-8.491570675420995
AATSC7Z,0.35052196607220587
AATSC7c,-0.0027890935011396097
AATSC7d,-0.026973684210526316
AATSC7i,-0.11806247509091357
AATSC7m,1.4752570585231446
AATSC7p,0.0037335437885480647
AATSC7s,0.8138750214614396
AATSC7v,4.002665016598873
AATSC8Z,4.510898760330578
AATSC8c,0.0021087056911729698
AATSC8d,-0.08125
AATSC8i,-0.3013030085443269
AATSC8m,22.19660131460649
AATSC8p,0.014742308865800649
AATSC8s,1.1305758265702766
AATSC8v,6.019410252055477
ATS0are,308.31229999999994
ATS1are,305.85400000000004
ATS2are,530.647
ATS3are,675.482
ATS4are,780.0839000000002
ATS5are,691.2988000000001
ATS6are,633.1519
ATS7are,609.9910000000002
ATS8are,530.3870000000001
ATSC0dv,219.5294924554184
ATSC0pe,10.279118181818179
ATSC0se,6.9603927954545455
ATSC1dv,44.14060356652948
ATSC1pe,-0.6503553719008264
ATSC1se,-0.4941460816115714
ATSC2dv,53.61556927297667
ATSC2pe,6.092515909090908
ATSC2se,4.086143267045454
ATSC3dv,-41.72085048010974
ATSC3pe,-0.9986421487603298
ATSC3se,-0.4376460712809932
ATSC4dv,-7.706447187928662
ATSC4pe,-3.455085123966943
ATSC4se,-2.807190065082645
ATSC5dv,42.62791495198903
ATSC5pe,3.0778324380165283
ATSC5se,1.4906156379132218
ATSC6dv,-34.16358024691356
ATSC6pe,-3.6671469008264443
ATSC6se,-2.490975549070249
ATSC7dv,136.991426611797
ATSC7pe,4.1831630165289235
ATSC7se,2.467564009814047
ATSC8dv,25.807270233196167
ATSC8pe,5.498612396694212
ATSC8se,3.5077895764462794
AXp-0dv,0.5749535325109968
AXp-1dv,0.2967718713473634
AXp-2dv,0.16298630234636963
AXp-3dv,0.0844306262310292
AXp-4dv,0.04535542089341523
AXp-5dv,0.02533688510831396
AXp-6dv,0.014842034311767076
AXp-7dv,0.0074738818135157556
BertzCT,1130.1823416924062
ECIndex,707
ETA_eta,24.909888694766146
GATS1dv,0.44070066949191905
GATS1pe,0.5985349956773719
GATS1se,0.6441702219258626
GATS2dv,0.6639643559699547
GATS2pe,0.45239819828902916
GATS2se,0.47788883999955584
GATS3dv,0.8743629996347659
GATS3pe,0.7342423817089812
GATS3se,0.7491434407621841
GATS4dv,1.0047411970303899
GATS4pe,1.0426774428933723
GATS4se,1.0518648654623537
GATS5dv,0.9081049885854674
GATS5pe,0.833400556741017
GATS5se,0.8668351999505952
GATS6dv,1.0137939428826672
GATS6pe,1.0576994381681588
GATS6se,1.0741430336908797
GATS7dv,0.7021832122374332
GATS7pe,0.6423890688964485
GATS7se,0.6567894616274402
GATS8dv,0.9340916866099713
GATS8pe,0.6482032195899368
GATS8se,0.6584693408744177
LogEE_A,4.295086000830648
LogEE_D,169.678811453018
MATS1dv,0.19232699177445645
MATS1pe,-0.06051871769348266
MATS1se,-0.06790729823125206
MATS2dv,0.13955969110714572
MATS2pe,0.33869030404725453
MATS2se,0.33546081066934635
MATS3dv,-0.0819809193633776
MATS3pe,-0.04190892658780229
MATS3se,-0.0271232539433962
MATS4dv,-0.013089769600949258
MATS4pe,-0.125335345221033
MATS4se,-0.15038646073408413
MATS5dv,0.08295005323708213
MATS5pe,0.12791001944670405
MATS5se,0.09148446991928265
MATS6dv,-0.0705913432776402
MATS6pe,-0.16182789703378675
MATS6se,-0.16233667932137374
MATS7dv,0.2890211243913004
MATS7pe,0.18848552393371293
MATS7se,0.1641964448702122
MATS8dv,0.06465645444490964
MATS8pe,0.2942116983858714
MATS8se,0.2771803723929725
MAXaaCH,1.8849538482665424
MAXaaaC,0.9004578188299329
MAXaasC,0.882905597807224
MAXaasN,1.6818212639866679
MAXdssC,-0.8663946103132611
MAXsCH3,1.2791078908415217
MAXssNH,2.2964364974384814
MDEC-12,2.024643790007419
MDEC-13,1.5052294597734053
MDEC-14,0.7559289460184545
MDEC-22,9.469952826891795
MDEC-23,17.690166746279285
MDEC-24,4.194581250034137
MDEC-33,4.617464022019029
MDEC-34,3.5619752022926945
MDEC-44,0.16666666666666669
MDEN-12,0.16666666666666669
MDEN-13,0.09999999999999998
MDEN-23,0.25
MDEO-11,0.33333333333333337
MINaaCH,0.6757126398666802
MINaaaC,0.7907460760806723
MINaasC,-1.1533116741296754
MINaasN,1.6818212639866679
MINdssC,-0.8663946103132611
MINsCH3,1.2791078908415217
MINssNH,2.2964364974384814
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.7571428571428576
SM1_Dzi,2.1299786953388393
SM1_Dzm,2.8790807309386146
SM1_Dzp,-9.261288970420978
SM1_Dzv,-3.171887980116079
SddssSe,0
SpAD_Dt,553.6365298868158
SpAbs_A,35.34252457872364
SpAbs_D,339.35762290603606
SpMAD_A,1.2187077440939187
SpMAD_D,11.701986996759862
SpMax_A,2.452376133941678
SpMax_D,169.678811453018
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,78.05000000000001
TpiPC10,8.491071374405859
VAdjMat,5.954196310386875
VE1_DzZ,5.324842614688023
VE1_Dzi,5.316663191405066
VE1_Dzm,5.325442408947498
VE1_Dzp,5.303815288920704
VE1_Dzv,5.321844767819298
VE2_DzZ,0.18361526257544905
VE2_Dzi,0.18333321349672643
VE2_Dzm,0.1836359451361206
VE2_Dzp,0.182890182376576
VE2_Dzv,0.18351188854549305
VE3_DzZ,2.7370938922240002
VE3_Dzi,2.735556623900739
VE3_Dzm,2.737206526629329
VE3_Dzp,2.73313716440547
VE3_Dzv,2.7365307411066158
VR1_DzZ,177.03428148180828
VR1_Dzi,178.1398570447269
VR1_Dzm,176.9342265671109
VR1_Dzp,180.43066286710416
VR1_Dzv,178.05177010394905
VR2_DzZ,6.104630395924423
VR2_Dzi,6.14275369119748
VR2_Dzm,6.1011802264521
VR2_Dzp,6.2217469954173845
VR2_Dzv,6.1397162104810015
VR3_DzZ,6.241054131500757
VR3_Dzi,6.2472796925074885
VR3_Dzm,6.240488799189622
VR3_Dzp,6.260057301724566
VR3_Dzv,6.246785088278418
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.11749798455839885
Xch-7dv,0.18718580162486578
Xpc-4dv,2.167933633195464
Xpc-5dv,2.6114241648187515
Xpc-6dv,3.184094279700064
Zagreb1,156.0
Zagreb2,183.0
fragCpx,149.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,18
nBondsO,31
nBondsS,28
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,1
AATS0are,7.0070977272727255
AATS1are,6.649000000000001
AATS2are,6.891519480519481
AATS3are,6.622372549019608
AATS4are,6.610880508474578
AATS5are,6.711638834951458
AATS6are,6.527339175257731
AATS7are,6.420957894736844
AATS8are,6.629837500000001
AATSC0dv,4.989306646714055
AATSC0pe,0.23361632231404952
AATSC0se,0.15819074535123967
AATSC1dv,0.9595783384028147
AATSC1pe,-0.014138160258713617
AATSC1se,-0.010742306121990683
AATSC2dv,0.6963060944542425
AATSC2pe,0.07912358323494685
AATSC2se,0.05306679567591499
AATSC3dv,-0.40902794588342883
AATSC3pe,-0.00979060930157186
AATSC3se,-0.004290647757656796
AATSC4dv,-0.06530887447397171
AATSC4pe,-0.029280382406499515
AATSC4se,-0.023789746314259702
AATSC5dv,0.4138632519610585
AATSC5pe,0.029881868330257556
AATSC5se,0.014471996484594386
AATSC6dv,-0.35220185821560374
AATSC6pe,-0.037805638152849944
AATSC6se,-0.025680160299693288
AATSC7dv,1.4420150169662844
AATSC7pe,0.04403329491083077
AATSC7se,0.025974357998042603
AATSC8dv,0.3225908779149521
AATSC8pe,0.06873265495867766
AATSC8se,0.043847369705578496
AETA_eta,0.8589616791298671
ATSC0are,11.651788636363628
ATSC1are,-0.7691585743801652
ATSC2are,7.2197130681818145
ATSC3are,-0.7422691115702472
ATSC4are,-4.170353615702477
ATSC5are,3.406985692148759
ATSC6are,-3.9753817665289244
ATSC7are,4.611763171487602
ATSC8are,5.738725206611567
BCUTZ-1h,35.000418305561524
BCUTZ-1l,5.679485979400298
BCUTc-1h,0.5066357852877741
BCUTc-1l,-0.45862638759023405
BCUTd-1h,4.024229612480603
BCUTd-1l,0.9113108060605714
BCUTi-1h,17.430702219134492
BCUTi-1l,10.93913546269829
BCUTm-1h,79.90417864626929
BCUTm-1l,11.691099267695142
BCUTp-1h,3.0589893008786775
BCUTp-1l,0.5269722289279725
BCUTs-1h,8.007393147282961
BCUTs-1l,1.0438280989991118
BCUTv-1h,26.52389305450718
BCUTv-1l,13.302785202772451
BalabanJ,1.5579645746088377
Diameter,15
ETA_beta,37.75
GATS1are,0.613889421258934
GATS2are,0.45339452231137023
GATS3are,0.713568135976247
GATS4are,1.0418823388817353
GATS5are,0.8321127965646253
GATS6are,1.0426503274526322
GATS7are,0.6207636950989506
GATS8are,0.6598471908429199
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,276.8182649434079
MATS1are,-0.0631419707474894
MATS2are,0.3540701306407197
MATS3are,-0.027480288967591998
MATS4are,-0.133459948465493
MATS5are,0.12490883666514724
MATS6are,-0.15476301641136195
MATS7are,0.18331730759902537
MATS8are,0.2708853517807547
MAXssCH2,-0.10478887156714478
MAXssssC,-1.8975006298815815
MINssCH2,-0.10478887156714478
MINssssC,-4.743404083250018
NsssssAs,0
RotRatio,0.12903225806451613
SM1_Dzpe,2.217397452793758
SM1_Dzse,2.005218623265899
SMR_VSA1,23.07230972193699
SMR_VSA2,5.261891554738487
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,25.24584293403036
SMR_VSA6,5.316788604006331
SMR_VSA7,64.26103555007074
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,262.52631709278586
SpAD_Dzi,257.7348497753165
SpAD_Dzm,262.0866222250811
SpAD_Dzp,373.95890082218665
SpAD_Dzv,328.0893336337766
SpAbs_Dt,553.6365298868161
SpDiam_A,4.864845956687821
SpDiam_D,258.33660124707757
SpMAD_Dt,19.090914823683303
SpMax_Dt,276.8182649434079
SsssssAs,0
VE1_Dzpe,5.319042921170797
VE1_Dzse,5.319218808632508
VE2_Dzpe,0.18341527314382058
VE2_Dzse,0.18342133822870715
VE3_Dzpe,2.7360041221261047
VE3_Dzse,2.736037189081251
VMcGowan,281.5400000000004
VR1_Dzpe,177.7013460569894
VR1_Dzse,177.7122459071228
VR2_Dzpe,6.127632622654807
VR2_Dzse,6.128008479555958
VR3_Dzpe,6.244815047008922
VR3_Dzse,6.244876383155785
mZagreb1,11.76388888888889
mZagreb2,6.124999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.2648133780991734
AATSC1are,-0.016720838573481854
AATSC2are,0.0937625073789846
AATSC3are,-0.007277148152649482
AATSC4are,-0.03534197979408879
AATSC5are,0.03307753099173552
AATSC6are,-0.04098331718071056
AATSC7are,0.04854487548934318
AATSC8are,0.07173406508264459
AETA_beta,1.3017241379310345
BCUTdv-1h,7.0140948728973385
BCUTdv-1l,0.25601166645883733
BCUTpe-1h,4.007168360824325
BCUTpe-1l,2.2266875600712392
BCUTse-1h,4.030614864565223
BCUTse-1l,2.422672677241104
ETA_alpha,14.05714285714286
ETA_dBeta,1.25
ETA_eta_B,0.9060265165303143
ETA_eta_F,32.647657238839145
ETA_eta_L,6.101976900582729
ETA_eta_R,57.55754593360529
ETA_psi_1,0.5316045380875206
LabuteASA,172.04129798302216
LogEE_DzZ,131.14564883409238
LogEE_Dzi,128.94087242887684
LogEE_Dzm,130.89091063104578
LogEE_Dzp,185.2782845141276
LogEE_Dzv,163.49778957893722
PEOE_VSA1,14.99041564663839
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,18.433136697762947
PEOE_VSA5,0.0
PEOE_VSA6,15.929943897949348
PEOE_VSA7,49.38830667892189
PEOE_VSA8,27.259874294210107
PEOE_VSA9,23.74088070209884
SM1_Dzare,2.386754776950547
SpAD_Dzpe,263.2184508585776
SpAD_Dzse,265.95033690748517
SpAbs_DzZ,260.1494698021456
SpAbs_Dzi,255.75176616241484
SpAbs_Dzm,259.60465607772016
SpAbs_Dzp,379.81785799867606
SpAbs_Dzv,330.16746713799057
SpDiam_Dt,399.0334971148489
SpMAD_DzZ,9.052631623889168
SpMAD_Dzi,8.887408612941949
SpMAD_Dzm,9.037469731899348
SpMAD_Dzp,12.895134511109884
SpMAD_Dzv,11.313425297716435
SpMax_DzZ,131.14564883409238
SpMax_Dzi,128.94087242887684
SpMax_Dzm,130.89091063104578
SpMax_Dzp,185.2782845141276
SpMax_Dzv,163.49778957893722
VE1_Dzare,5.3180231841922145
VE2_Dzare,0.18338010979973154
VE3_Dzare,2.735812389373557
VR1_Dzare,177.77569542610215
VR2_Dzare,6.130196394003522
VR3_Dzare,6.245233354587306
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48472906403940896
AETA_dBeta,0.04310344827586207
AETA_eta_B,0.031242293673459112
AETA_eta_F,1.1257812840979016
AETA_eta_L,0.21041299657181825
AETA_eta_R,1.9847429632277687
BCUTare-1h,4.124544547783489
BCUTare-1l,2.176359010206904
ETA_beta_s,18.25
ETA_dPsi_A,0.18239546191247935
ETA_dPsi_B,0.0
ETA_eta_BR,1.1640265165303143
ETA_eta_FL,7.406210145260053
ETA_eta_RL,13.508187045842782
LogEE_Dzpe,131.68568741041963
LogEE_Dzse,133.04431392351034
PEOE_VSA10,0.0
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,21.181857582967254
SlogP_VSA3,17.51559210742787
SlogP_VSA4,11.33111286753076
SlogP_VSA5,18.050640183084614
SlogP_VSA6,53.134132566676755
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,260.45597790425643
SpAbs_Dzpe,261.1539773680456
SpAbs_Dzse,264.0834092237548
SpDiam_DzZ,203.74039374326674
SpDiam_Dzi,198.55224804220748
SpDiam_Dzm,203.4789277159203
SpDiam_Dzp,284.52838097131
SpDiam_Dzv,254.31746852730035
SpMAD_Dzpe,9.076498305468194
SpMAD_Dzse,9.170701272671902
SpMax_Dzpe,131.68568741041963
SpMax_Dzse,133.04431392351034
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6293103448275862
AETA_eta_BR,0.040138845397597045
AETA_eta_FL,0.2553865567331053
AETA_eta_RL,0.4657995533049235
DetourIndex,3867
EState_VSA1,28.811432041172658
EState_VSA2,12.232142680596137
EState_VSA3,6.06636706846161
EState_VSA4,21.442011516375082
EState_VSA5,19.059325580944506
EState_VSA6,10.763943219404432
EState_VSA7,24.26546827384644
EState_VSA8,21.24673250195568
EState_VSA9,5.261891554738487
ETA_beta_ns,19.5
ETA_shape_p,0.26727642276422753
ETA_shape_x,0.0711382113821138
ETA_shape_y,0.2774390243902438
GhoseFilter,True
LogEE_Dzare,130.31029084098856
SlogP_VSA10,18.858631417708022
SlogP_VSA11,0.0
SpAbs_Dzare,258.23382690502655
SpDiam_Dzpe,203.70839772763716
SpDiam_Dzse,205.88183608890628
SpMAD_Dzare,8.981240617388153
SpMax_Dzare,130.31029084098856
TopoPSA(NO),78.05000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,41.85159745738374
VSA_EState9,41.19471385213868
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6724137931034483
EState_VSA10,23.07230972193699
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.015270935960591018
FilterItLogS,-5.713426611744236
SpDiam_Dzare,201.3988598263516
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7032467532467532
ETA_epsilon_2,0.9118226600985218
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.6059113300492607
ETA_epsilon_5,0.8723502304147462
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.2634877171021753
ETA_dEpsilon_B,0.09733542319749255
ETA_dEpsilon_C,-0.16615229390468272
ETA_dEpsilon_D,0.03947242968377551
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.6551724137931034
MDEDescriptor,"0.0,2.024643790007419,1.5052294597734053,0.7559289460184545,9.469952826891795,17.690166746279285,4.194581250034137,4.617464022019029,3.5619752022926945,0.16666666666666669,0.33333333333333337,0.0,0.0,0.0,0.16666666666666669,0.09999999999999998,0.0,0.25,0.0"
APolDescriptor,54.82689499999999
BCUTDescriptor,"11.84999999999999,78.91833752717983,-0.3791269894245256,0.41802838888565097,3.7756723632812452,10.274266603257477"
BPolDescriptor,25.555104999999994
TPSADescriptor,78.05000000000001
ALOGPDescriptor,"4.674099999999999,21.847210809999993,103.83170000000001"
XLogPDescriptor,4.167000000000001
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,465.0299736
ChiPathDescriptor,"21.396976746569035,13.508187045842783,13.828967962413907,10.365157182855263,8.150065736978688,6.614683704143882,4.270224881273265,3.0232231371525913,16.673652442818906,9.199928011768268,7.660356210279373,4.896976321399695,3.3109457252193137,2.2549827746399433,1.3357830880590376,0.7473881813515749"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.34020690871988585,0.5514378406470748,0.0,0.0,0.037267799624996496,0.11749798455839885,0.1871858016248658"
AtomCountDescriptor,44
BondCountDescriptor,31
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"3.867359538180777,0.49279927982674443,1.0413609990068515,0.2621886974951644,1.5050901591652768,0.09255567268311046,0.1746752956831848,0.020034178649126003"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,10,3,3,0,1,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"57.97484278215706,1.9991325097295538,23.68222047005946,4.993279957201624,8.993289321030637"
FractionalPSADescriptor,0.1678386435949083
WienerNumbersDescriptor,"2385.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.561691086202512,9.130347545745769,12.888900336796354,2.1679336331954637,2.6114241648187497,2.999598126252376"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,8,0,0,1,1,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.658688865764827,9.240380262562246,5.626634958382877"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1304.09
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"79.39310218335469,40.05930634906784,67.768123645033,66.3355490843164,64.11241030910409"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.7034747110781318,-0.30911163283852966,-0.03620860462819014,0.04278473617992496,-0.1628467008518956"
EccentricConnectivityIndexDescriptor,707
AutocorrelationDescriptorPolarizability,"1893.194150527869,2235.9664896644963,3194.7412706032824,3083.5441117778487,2704.9757808425015"
