DLiP-ID,C0022Q
DLiP-Mol-ID,28028
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H11N3O2S/c19-12-9-5-4-8-11(12)13(20)16-15-18-17-14(21-15)10-6-2-1-3-7-10/h1-9,19H,(H,16,18,20)"
Standard Inchi Key(RDKit),OOQQYSZSLAIKLR-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1nnc(-c2ccccc2)s1)c1ccccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),297.339
MW Monoisotopic(RDKit),297.057197592
MolLogP(RDKit),3.163
XLogP(SDF),
XLogP(CDK),4.24
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),75.11
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.778360577769772
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,110137.21432541405
qed,0.7783605777697715
Chi0,14.656489770562878
Chi1,10.237183443017882
TPSA,75.11
Chi0n,10.854289790134235
Chi0v,11.670786371061961
Chi1n,6.221226700658317
Chi1v,7.037723281586043
Chi2n,4.249665808883178
Chi2v,5.227186616249081
Chi3n,2.8148779631025724
Chi3v,3.7026399433665853
Chi4n,1.8012314399238922
Chi4v,2.545336347349679
MolMR,81.40500000000003
MolWt,297.33900000000006
fr_SH,0
Kappa1,13.262204645280816
Kappa2,5.7202607568210375
Kappa3,2.899022767959377
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,771.3546117416395
MolLogP,3.1630000000000016
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.7912829445654384
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,10.197363616602075
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,60.160755107851486
SMR_VSA8,0.0
SMR_VSA9,16.320587021833667
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,124.46426448257873
NHOHCount,2
PEOE_VSA1,5.106527394840706
PEOE_VSA2,10.111325788078153
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,10.197363616602075
PEOE_VSA6,53.801355357166
PEOE_VSA7,12.13273413692322
PEOE_VSA8,5.563451491696996
PEOE_VSA9,5.563451491696996
