DLiP-ID,T0040R
DLiP-Mol-ID,21123
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H21N7O3/c17-16(18)19-8-4-5-12-9-22(21-20-12)10-14(24)23(11-15(25)26)13-6-2-1-3-7-13/h1-3,6-7,9H,4-5,8,10-11H2,(H,25,26)(H4,17,18,19)"
Standard Inchi Key(RDKit),MVUIXUPFBQSSTE-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)NCCCc1cn(CC(=O)N(CC(=O)O)c2ccccc2)nn1
SMILES(SDF),
MW(SDF),
MW(RDKit),359.39
MW Monoisotopic(RDKit),359.170587532
MolLogP(RDKit),-0.188429999999999
XLogP(SDF),
XLogP(CDK),-1.91
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),150.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.275175980477602
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,668005.1081990297
qed,0.2751759804776017
Chi0,18.940946820939043
Chi1,12.452397498181153
TPSA,150.22000000000003
Chi0n,14.129550348687639
Chi0v,14.129550348687639
Chi1n,7.995577337330296
Chi1v,7.995577337330296
Chi2n,5.5606356297746755
Chi2v,5.5606356297746755
Chi3n,3.4707947077641865
Chi3v,3.4707947077641865
Chi4n,2.313517908536067
Chi4v,2.313517908536067
MolMR,94.69060000000002
MolWt,359.39
fr_SH,0
Kappa1,18.90221437187165
Kappa2,9.157344753487356
Kappa3,5.890688018655194
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,4
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,760.2136811118744
MolLogP,-0.18842999999999877
NOCount,10
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.961210130126657
SMR_VSA1,14.69560176298435
SMR_VSA2,5.409283605791522
SMR_VSA3,20.31065844310742
SMR_VSA4,5.733667477162185
SMR_VSA5,19.386399651764595
SMR_VSA6,17.98942254267563
SMR_VSA7,42.222606908769585
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,149.65558474941847
NHOHCount,5
PEOE_VSA1,16.156983476009223
PEOE_VSA2,19.898267704785642
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,23.4124863010397
PEOE_VSA7,24.974377382775238
PEOE_VSA8,18.428986252209214
PEOE_VSA9,5.693927994848461
RingCount,2
SMR_VSA10,23.523425860730754
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,359.17058753200007
NumHDonors,4
PEOE_VSA10,13.08951281182515
PEOE_VSA11,5.959554568743835
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,15.950365812018994
SlogP_VSA2,51.02594963181413
SlogP_VSA3,22.554652396982227
SlogP_VSA4,5.409283605791522
SlogP_VSA5,12.114749617774471
SlogP_VSA6,36.52867891392113
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,1
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,18.421241423215932
EState_VSA2,12.50431097465641
EState_VSA3,30.767713921296618
EState_VSA4,0.0
EState_VSA5,9.581712665995664
EState_VSA6,36.52867891392113
EState_VSA7,0.0
EState_VSA8,15.628855507962236
EState_VSA9,16.249478477794412
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.3827968316956412
VSA_EState9,67.95053650163769
