DLiP-ID,C001XS
DLiP-Mol-ID,26873
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H14N2OS/c11-9(13)8-6-4-2-1-3-5-7(6)14-10(8)12/h1-5,12H2,(H2,11,13)"
Standard Inchi Key(RDKit),LULYZYNTDPUEKK-UHFFFAOYSA-N
Canonical SMILES(RDKit),NC(=O)c1c(N)sc2c1CCCCC2
SMILES(SDF),
MW(SDF),
MW(RDKit),210.302
MW Monoisotopic(RDKit),210.082684068
MolLogP(RDKit),1.6981
XLogP(SDF),
XLogP(CDK),1.042
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),69.11
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.692543803365573
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1793.1180756936162
qed,0.6925438033655726
Chi0,10.129392033067417
Chi1,6.698377302757662
TPSA,69.11
Chi0n,8.006731025239716
Chi0v,8.823227606167443
Chi1n,4.896829486071968
Chi1v,5.713326066999694
Chi2n,3.66795351042133
Chi2v,4.804703341107454
Chi3n,2.6949360273011735
Chi3v,3.815896800405505
Chi4n,2.034085220560209
Chi4v,3.199121668389293
MolMR,58.50830000000001
MolWt,210.30199999999994
fr_SH,0
Kappa1,9.522159782005515
Kappa2,3.612029393614709
Kappa3,1.499115350705525
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,2
fr_N_O,0
fr_azo,0
BertzCT,370.4440575568748
MolLogP,1.6981000000000002
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.4895490027802083
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,32.10410811463005
SMR_VSA6,5.733667477162185
SMR_VSA7,16.00405017709529
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,87.09689141682807
NHOHCount,4
PEOE_VSA1,11.46733495432437
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,6.4208216229260096
PEOE_VSA7,31.246737983401033
PEOE_VSA8,4.8771471937013
PEOE_VSA9,10.564533468384862
RingCount,2
SMR_VSA10,22.24504758397411
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
