DLiP-ID,T003FI
ATSC4se,-0.2772040000000003
ATSC5dv,-16.233499935922083
ATSC5pe,-0.614688581314879
ATSC5se,-0.4803839999999991
ATSC6dv,-20.592814729377594
ATSC6pe,-0.5175965397923874
ATSC6se,-0.3379999999999992
ATSC7dv,-6.052728437780342
ATSC7pe,-0.21153114186851207
ATSC7se,-0.12009600000000001
ATSC8dv,0.0
ATSC8pe,0.0
ATSC8se,0.0
AXp-0dv,0.6822087189536608
AXp-1dv,0.3412547832798963
AXp-2dv,0.20622544020214834
AXp-3dv,0.10068524040651836
AXp-4dv,0.05616645318759174
AXp-5dv,0.033078325098025094
AXp-6dv,0.01939240108473636
AXp-7dv,0.008502370394400795
BertzCT,370.65521819466426
ECIndex,124
ETA_eta,6.24101324766547
GATS1dv,0.4940582499153546
GATS1pe,0.475103835776796
GATS1se,0.4458072237675351
GATS2dv,0.7520722949900835
GATS2pe,0.5240525632141942
GATS2se,0.477322619163678
GATS3dv,0.9038853324956535
GATS3pe,0.7847615357677721
GATS3se,0.7035264248511209
GATS4dv,0.9958342622306945
GATS4pe,1.1373482678795876
GATS4se,1.1696006869901245
GATS5dv,1.3689643116382504
GATS5pe,1.578382336818554
GATS5se,1.7025869694116935
GATS6dv,1.7213578224579877
GATS6pe,1.8080757655910586
GATS6se,1.913871667936671
GATS7dv,2.0365207174942013
GATS7pe,2.3833160722135713
GATS7se,2.2551446475130827
LogEE_A,3.4219394560707155
LogEE_D,33.1761459582102
MATS1dv,0.2139079821949622
MATS1pe,0.30088491179443644
MATS1se,0.4386658556366593
MATS2dv,-0.00029181420883770754
MATS2pe,0.20681553451106346
MATS2se,0.3106626937950328
MATS3dv,-0.021493531347629515
MATS3pe,-0.043519629246049206
MATS3se,-0.022360626256216185
MATS4dv,-0.021686198198414674
MATS4pe,-0.14331553346030354
MATS4se,-0.21147437931792132
MATS5dv,-0.2007205721171728
MATS5pe,-0.3151440514065597
MATS5se,-0.4537335086367133
MATS6dv,-0.48609599664153585
MATS6pe,-0.5066078817727316
MATS6se,-0.6094746256599625
MATS7dv,-0.523876541588504
MATS7pe,-0.7591477725704665
MATS7se,-0.7940336401142497
MAXaaCH,2.0216836734693877
MAXaaNH,2.7050925925925924
MAXaasC,1.1680555555555556
MDEC-22,3.5327755290014426
MDEC-23,6.447419590941252
MDEC-33,1.6509636244473134
MDEN-22,4.242640687119286
MINaaCH,1.9626537037037037
MINaaNH,2.7050925925925924
MINaasC,0.7023296296296297
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4582210242587599
SM1_Dzi,0.8235875798746166
SM1_Dzm,1.475354717613569
SM1_Dzp,-1.3848768054375526
SM1_Dzv,-0.9102219726495469
SddssSe,0
SpAD_Dt,131.83301999641867
SpAbs_A,15.589924771589851
SpAbs_D,66.35229191642037
SpMAD_A,1.2991603976324877
SpMAD_D,5.529357659701698
SpMax_A,2.3155412080603814
SpMax_D,33.17614595821018
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,54.46
TpiPC10,7.277949363633298
VAdjMat,4.700439718141093
VE1_DzZ,3.438270421000025
VE1_Dzi,3.4233317343675624
VE1_Dzm,3.4383501987845344
VE1_Dzp,3.410897621872492
VE1_Dzv,3.418310823495741
VE2_DzZ,0.2865225350833354
VE2_Dzi,0.2852776445306302
VE2_Dzm,0.2865291832320445
VE2_Dzp,0.2842414684893743
VE2_Dzv,0.28485923529131174
VE3_DzZ,1.4172901171476897
VE3_Dzi,1.412935824987594
VE3_Dzm,1.417313319760986
VE3_Dzp,1.4092970456705298
VE3_Dzv,1.4114680745955697
VR1_DzZ,46.98445762239627
VR1_Dzi,47.873862287297285
VR1_Dzm,46.968206759863044
VR1_Dzp,48.11830616728097
VR1_Dzv,48.02919639914887
VR2_DzZ,3.9153714685330225
VR2_Dzi,3.9894885239414406
VR2_Dzm,3.914017229988587
VR2_Dzp,4.0098588472734145
VR2_Dzv,4.002433033262406
VR3_DzZ,4.032138414929201
VR3_Dzi,4.050891239778392
VR3_Dzm,4.031792477689376
VR3_Dzp,4.0559842470996985
VR3_Dzv,4.054130641103338
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.03895811766527672
Xch-7dv,0.09722835460362333
Xpc-4dv,0.7385269597468515
Xpc-5dv,0.9184009365742452
Xpc-6dv,1.0136558483217
Zagreb1,60.0
Zagreb2,68.0
fragCpx,37.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,13
nBondsS,7
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.501982352941177
AATS1are,6.758538888888889
AATS2are,6.528840740740741
AATS3are,6.0587333333333335
AATS4are,6.292230769230769
AATS5are,6.477400000000001
AATS6are,6.467036363636364
AATS7are,6.1160000000000005
AATSC0dv,3.8512435388098587
AATSC0pe,0.09288096885813146
AATSC0se,0.05041599999999998
AATSC1dv,0.8238117343282025
AATSC1pe,0.027946482122260682
AATSC1se,0.022115777777777807
AATSC2dv,-0.001123847586319132
AATSC2pe,0.0192092272202999
AATSC2se,0.015662370370370368
AATSC3dv,-0.08277682372876533
AATSC3pe,-0.004042145328719723
AATSC3se,-0.0011273333333333949
AATSC4dv,-0.08351883069299451
AATSC4pe,-0.013311285600212951
AATSC4se,-0.010661692307692318
AATSC5dv,-0.7730238064724801
AATSC5pe,-0.029270884824518048
AATSC5se,-0.02287542857142853
AATSC6dv,-1.8720740663070539
AATSC6pe,-0.047054230890217034
AATSC6se,-0.030727272727272655
AATSC7dv,-2.0175761459267805
AATSC7pe,-0.07051038062283736
AATSC7se,-0.040032000000000005
AETA_eta,0.5200844373054558
ATSC0are,1.819576470588234
ATSC1are,0.7223837370242212
ATSC2are,0.7485961937716259
ATSC3are,0.10321799307958464
ATSC4are,-0.3218287197231832
ATSC5are,-1.0487356401384078
ATSC6are,-0.8656435986159163
ATSC7are,-0.24777820069204134
ATSC8are,0.0
BCUTZ-1h,53.00025769742746
BCUTZ-1l,5.694153996512428
BCUTc-1h,0.37370306818132537
BCUTc-1l,-0.30180952178375753
BCUTd-1h,3.143501377479133
BCUTd-1l,0.9938527111470785
BCUTi-1h,14.781733331404538
BCUTi-1l,10.435596704528939
BCUTm-1h,126.90457540823522
BCUTm-1l,11.705568956943852
BCUTp-1h,5.353304085544625
BCUTp-1l,0.8579129356762658
BCUTs-1h,3.2268460951841504
BCUTs-1l,1.005296741729377
BCUTv-1h,32.51604682781443
BCUTv-1l,15.356444059525193
BalabanJ,1.8486105390203456
Diameter,6
ETA_beta,17.5
GATS1are,0.45207101271861
GATS2are,0.49416465034837764
GATS3are,0.6773151261228642
GATS4are,1.0864912127132165
GATS5are,1.7251738330463826
GATS6are,2.097071422861523
GATS7are,2.2185382506594937
HybRatio,0.0
Lipinski,True
LogEE_Dt,65.91650999820934
MATS1are,0.3749506097806285
MATS2are,0.25903739240714885
MATS3are,0.03214495077501334
MATS4are,-0.1156458516526147
MATS5are,-0.46657916515802006
MATS6are,-0.7352330917931186
MATS7are,-0.7716501577613407
NsssssAs,0
RotRatio,0.07692307692307693
SM1_Dzpe,0.68609022556391
SM1_Dzse,0.5725710509220626
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,20.62413380791181
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,27.835650544911836
SMR_VSA8,0.0
SMR_VSA9,11.387855989696924
SpAD_DzZ,43.841008524208824
SpAD_Dzi,45.98898709808705
SpAD_Dzm,43.851693710387664
SpAD_Dzp,59.25768971359528
SpAD_Dzv,55.07475138467354
SpAbs_Dt,131.83301999641867
SpDiam_A,4.577652576000217
SpDiam_D,49.84047094181517
SpMAD_Dt,10.986084999701555
SpMax_Dt,65.91650999820934
SsssssAs,0
VE1_Dzpe,3.425646405539535
VE1_Dzse,3.424781156181758
VE2_Dzpe,0.28547053379496123
VE2_Dzse,0.28539842968181317
VE3_Dzpe,1.4136117422449757
VE3_Dzse,1.4133591304613804
VMcGowan,132.01999999999998
VR1_Dzpe,47.79279767467273
VR1_Dzse,47.83636690103874
VR2_Dzpe,3.9827331395560606
VR2_Dzse,3.9863639084198947
VR3_Dzpe,4.04919650867648
VR3_Dzse,4.050107720848498
mZagreb1,3.3333333333333335
mZagreb2,2.694444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,13
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.107033910034602
AATSC1are,0.040132429834678955
AATSC2are,0.027725784954504663
AATSC3are,0.003440599769319488
AATSC4are,-0.012378027681660892
AATSC5are,-0.04993979238754323
AATSC6are,-0.07869487260144693
AATSC7are,-0.08259273356401378
AETA_beta,1.4583333333333333
BCUTdv-1h,5.223823742038246
BCUTdv-1l,0.15240104796788767
BCUTpe-1h,3.3038523438214487
BCUTpe-1l,2.2390239295876095
BCUTse-1h,3.459228454479802
BCUTse-1l,2.4338022221961126
ETA_alpha,6.742857142857144
ETA_dBeta,3.5
ETA_eta_B,0.05404021706695783
ETA_eta_F,8.304748755523228
ETA_eta_L,2.360659198554058
ETA_eta_R,14.545762003188697
ETA_psi_1,0.691068814055637
LabuteASA,82.52380051567265
LogEE_DzZ,21.74661211249037
LogEE_Dzi,23.063125848024097
LogEE_Dzm,21.715537232525588
LogEE_Dzp,29.148598884967587
LogEE_Dzv,27.309820199181996
PEOE_VSA1,0.0
PEOE_VSA2,0.0
PEOE_VSA3,5.098681808301038
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,12.13273413692322
PEOE_VSA7,45.15037495530101
PEOE_VSA8,9.133633762762392
PEOE_VSA9,0.0
SM1_Dzare,0.6114492903149733
SpAD_Dzpe,46.492409123684865
SpAD_Dzse,46.98026426554332
SpAbs_DzZ,42.868861174702985
SpAbs_Dzi,45.46341706186173
SpAbs_Dzm,42.86812389864528
SpAbs_Dzp,59.719315315407805
SpAbs_Dzv,55.52986237099833
SpDiam_Dt,94.73149796952556
SpMAD_DzZ,3.653417377017402
SpMAD_Dzi,3.8324155915072544
SpMAD_Dzm,3.654307809198972
SpMAD_Dzp,4.938140809466273
SpMAD_Dzv,4.589562615389462
SpMax_DzZ,21.746612109720445
SpMax_Dzi,23.063125847366408
SpMax_Dzm,21.715537229645953
SpMax_Dzp,29.148598884966326
SpMax_Dzv,27.309820199174375
VE1_Dzare,3.421863278341156
VE2_Dzare,0.2851552731950963
VE3_Dzare,1.4125067777373093
VR1_Dzare,47.94850041117932
VR2_Dzare,3.9957083675982763
VR3_Dzare,4.052449083623501
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.561904761904762
AETA_dBeta,0.2916666666666667
AETA_eta_B,0.004503351422246486
AETA_eta_F,0.6920623962936023
AETA_eta_L,0.19672159987950485
AETA_eta_R,1.2121468335990582
BCUTare-1h,3.3316594152597236
BCUTare-1l,2.1434454432339805
ETA_beta_s,7.0
ETA_dPsi_A,0.022931185944362942
ETA_dPsi_B,0.0
ETA_eta_BR,0.22604021706695782
ETA_eta_FL,3.499514146752079
ETA_eta_RL,5.860173345306137
LogEE_Dzpe,23.30337874780466
LogEE_Dzse,23.537846387403462
PEOE_VSA10,0.0
PEOE_VSA11,5.824404497999927
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,20.62413380791181
SlogP_VSA3,0.0
SlogP_VSA4,3.5701822710653963
SlogP_VSA5,0.0
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,46.874750715448144
SpAbs_Dzpe,45.92066726904828
SpAbs_Dzse,46.503121723108265
SpDiam_DzZ,33.85815203940015
SpDiam_Dzi,35.256205601782085
SpDiam_Dzm,33.823763421784804
SpDiam_Dzp,44.36564204901535
SpDiam_Dzv,41.43631484576625
SpMAD_Dzpe,3.874367426973739
SpMAD_Dzse,3.91502202212861
SpMax_Dzpe,23.30337874730609
SpMax_Dzse,23.537846387015165
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,12
AETA_beta_s,0.5833333333333334
AETA_eta_BR,0.018836684755579817
AETA_eta_FL,0.29162617889600656
AETA_eta_RL,0.48834777877551144
DetourIndex,388
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.824404497999927
EState_VSA4,5.563451491696996
EState_VSA5,3.5701822710653963
EState_VSA6,0.0
EState_VSA7,24.26546827384644
EState_VSA8,43.215004434979875
EState_VSA9,0.0
ETA_beta_ns,10.5
ETA_shape_p,0.24364406779661013
ETA_shape_x,0.0
ETA_shape_y,0.22245762711864403
GhoseFilter,False
LogEE_Dzare,23.488329465667405
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,46.36788056897741
SpDiam_Dzpe,35.63026559367243
SpDiam_Dzse,35.94142677615409
SpMAD_Dzare,3.9062292262873455
SpMax_Dzare,23.48832946525032
TopoPSA(NO),54.46
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.1680555555555556
VSA_EState9,23.204096145124716
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.875
EState_VSA10,0.0
ETA_dAlpha_A,0.06190476190476198
ETA_dAlpha_B,0.0
FilterItLogS,-3.351993317023212
SpDiam_Dzare,35.820901125446895
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.66218487394958
ETA_epsilon_2,0.813095238095238
ETA_epsilon_3,0.4411764705882358
ETA_epsilon_4,0.5677018633540376
ETA_epsilon_5,0.7736263736263737
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.22100840336134425
ETA_dEpsilon_B,0.09448301059554243
ETA_dEpsilon_C,-0.12652539276580183
ETA_dEpsilon_D,0.03946886446886433
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.9166666666666666
MDEDescriptor,"0.0,0.0,0.0,0.0,3.5327755290014426,6.447419590941252,0.0,1.6509636244473134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.242640687119286,0.0,0.0"
APolDescriptor,25.403965000000007
BCUTDescriptor,"11.850000000000007,126.9044730963804,-0.16474224288346215,0.15886929149459067,5.581376636034904,12.300941969181313"
BPolDescriptor,9.716034999999998
TPSADescriptor,54.46
ALOGPDescriptor,"2.2662999999999998,5.136115689999999,57.207300000000004"
XLogPDescriptor,3.426
VAdjMaDescriptor,4.700439718141093
WeightDescriptor,271.9558942
ChiPathDescriptor,"8.38890505706126,5.860173345306138,5.076393996848817,4.043453320333735,3.337976373634063,2.169733973922587,1.3233205570143174,0.7673650468604046,8.186504627443927,4.436312182638652,3.5058324834365213,2.1143900485368854,1.4603277828773849,0.8600364525486522,0.4460252249489363,0.1700474078880159"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.16666666666666666,0.2492969859635601,0.0,0.0,0.022360679774997897,0.03895811766527672,0.09722835460362333"
AtomCountDescriptor,17
BondCountDescriptor,13
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"0.6220084679281462,0.0,0.08333333333333333,0.0,0.5618121601350864,0.0,0.018633899812498248,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,5,1,0,0,0,0"
ZagrebIndexDescriptor,60.0
LargestChainDescriptor,7
MannholdLogPDescriptor,1.68
WeightedPathDescriptor,"24.336224978182436,2.0280187481818697,14.543819463212085,0.0,12.017964686050059"
FractionalPSADescriptor,0.20025306000519846
WienerNumbersDescriptor,"194.0,13.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.2919737681478412,1.996030159476016,2.39782369805684,0.7385269597468515,0.918400936574245,0.9779594861534264"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"8.591715976331361,3.8062283737024223,2.0408163265306123"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,192.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"124.07858378966252,23.978224634762306,37.876508365695166,33.12893132822662,31.461295194587517"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.0535933537158093,-0.014460644337190796,-0.006290291614548241,1.365397814613467E-4,-0.011819520993635813"
EccentricConnectivityIndexDescriptor,124
AutocorrelationDescriptorPolarizability,"897.8491944379886,997.1067254289553,1261.9207001943362,992.667282091797,721.6699193046878"
