DLiP-ID,T005DE
AATSC3v,-8.771244386863904
AATSC4Z,-1.0624918881435252
AATSC4c,-0.004833225872037236
AATSC4d,-0.04232256820448924
AATSC4i,-0.18705273786407772
AATSC4m,-4.945479624511541
AATSC4p,0.0037625535261917756
AATSC4s,-0.60466114226064
AATSC4v,-0.7124621755977253
AATSC5Z,-0.43330129835867875
AATSC5c,0.0018268847308783782
AATSC5d,-0.02121845968304219
AATSC5i,0.028172251184901725
AATSC5m,-2.2300749010172707
AATSC5p,-0.02999640389071651
AATSC5s,0.3507066800250417
AATSC5v,-7.32419466791337
AATSC6Z,2.055666358879655
AATSC6c,0.00473275911733282
AATSC6d,-0.05769775315481686
AATSC6i,0.02534434383286652
AATSC6m,9.88186830611036
AATSC6p,-0.0027205134680133203
AATSC6s,0.18857545911562537
AATSC6v,5.122621409225994
AATSC7Z,-1.553426483418929
AATSC7c,-0.005670822294569915
AATSC7d,0.016157546250721768
AATSC7i,-0.40425879823915567
AATSC7m,-7.319725065653881
AATSC7p,-0.033717900738705515
AATSC7s,-0.6440293771255747
AATSC7v,-7.544551921381221
AATSC8Z,-0.05494644764646435
AATSC8c,0.00029159049640887396
AATSC8d,0.030879572512292085
AATSC8i,0.6410961398696801
AATSC8m,-0.17155224435177077
AATSC8p,0.0629076676712906
AATSC8s,-0.31399399556683233
AATSC8v,9.361894967281128
ATS0are,396.78450000000004
ATS1are,402.30800000000005
ATS2are,714.3988999999999
ATS3are,896.4886999999998
ATS4are,1091.0260000000003
ATS5are,959.9830000000001
ATS6are,940.2247999999998
ATS7are,788.494
ATS8are,778.8449999999999
ATSC0dv,296.140350877193
ATSC0pe,13.080003508771927
ATSC0se,8.85624589473684
ATSC1dv,75.67682363804248
ATSC1pe,-0.8900124653739617
ATSC1se,-0.783113362880887
ATSC2dv,66.7088334872268
ATSC2pe,6.805521668205603
ATSC2se,4.748270437673129
ATSC3dv,-115.70329332102186
ATSC3pe,-2.160229424438288
ATSC3se,-1.4256565207756238
ATSC4dv,-144.4087411511234
ATSC4pe,-6.9966856571252665
ATSC4se,-4.7707575180055395
ATSC5dv,80.98891966759001
ATSC5pe,2.993904986149585
ATSC5se,2.7230892188365634
ATSC6dv,133.36749769159746
ATSC6pe,6.362946906740531
ATSC6se,2.948107855955676
ATSC7dv,-119.57863958140967
ATSC7pe,-5.1601109572176025
ATSC7se,-3.642056864265928
ATSC8dv,-34.871960603262536
ATSC8pe,-2.1417266235764836
ATSC8se,-1.17189995567867
AXp-0dv,0.5374361400087464
AXp-1dv,0.278856903469779
AXp-2dv,0.1479896832003913
AXp-3dv,0.07966069171186224
AXp-4dv,0.04333636257808367
AXp-5dv,0.022513169892251137
AXp-6dv,0.012029347662337486
AXp-7dv,0.006416129738255308
BertzCT,1320.2193310444172
ECIndex,1043
ETA_eta,31.804296285765588
GATS1dv,0.42074644549763035
GATS1pe,0.6229570194331726
GATS1se,0.6706359711846223
GATS2dv,0.7163962814436748
GATS2pe,0.4951045484373309
GATS2se,0.4826087769920713
GATS3dv,0.9406310984109284
GATS3pe,0.7265583138218829
GATS3se,0.736619910553802
GATS4dv,1.1414320790270085
GATS4pe,1.080630674339573
GATS4se,1.0850255648987726
GATS5dv,0.7724779959377116
GATS5pe,0.6858509882904156
GATS5se,0.6432500881402218
GATS6dv,0.7683744075829384
GATS6pe,0.565644088834141
GATS6se,0.596801110706256
GATS7dv,1.111155066389879
GATS7pe,1.021058183902055
GATS7se,1.0542922717236987
GATS8dv,1.0964594368553109
GATS8pe,1.0265872403533531
GATS8se,0.9890959759457849
LogEE_A,4.48793763185507
LogEE_D,247.13112289445573
MATS1dv,0.24276658767772513
MATS1pe,-0.06464156080219953
MATS1se,-0.08400373065284554
MATS2dv,0.12346028527160036
MATS2pe,0.2851642488736349
MATS2se,0.2938510834442377
MATS3dv,-0.16375104544187344
MATS3pe,-0.06921942129989676
MATS3se,-0.06746852036444084
MATS4dv,-0.16744132929823555
MATS4pe,-0.18367551650326436
MATS4se,-0.18497134082996788
MATS5dv,0.10604386304284745
MATS5pe,0.08875394663513644
MATS5se,0.11922565728936255
MATS6dv,0.17113388625592424
MATS6pe,0.1848562061118605
MATS6se,0.12649614730423486
MATS7dv,-0.19021532646586503
MATS7pe,-0.1858406283396804
MATS7se,-0.19372538886712898
MATS8dv,-0.05640358038950175
MATS8pe,-0.07843033484680882
MATS8se,-0.06338241254173932
MAXaaCH,1.6273193788534697
MAXaaNH,2.9262681963925163
MAXaaaC,0.42460514863667287
MAXaasC,0.6494499542179988
MAXdssC,-0.3568989092550596
MAXsCH3,1.5559093180048267
MAXssNH,2.944161892614863
MAXsssN,1.3968436172323604
MDEC-11,0.12499999999999997
MDEC-12,3.202712728402867
MDEC-13,4.1370912530713015
MDEC-14,0.18898223650461363
MDEC-22,6.858831646690654
MDEC-23,22.479416452522955
MDEC-24,1.443290913943662
MDEC-33,11.08390642589906
MDEC-34,1.5858508740108603
MDEN-22,0.5503212081491045
MDEN-23,1.2354293410542652
MDEN-33,0.16666666666666669
MDEO-11,1.0259855680060181
MINaaCH,0.9504266847050622
MINaaNH,2.9262681963925163
MINaaaC,0.1485171856737102
MINaasC,-0.805452264142607
MINdssC,-1.1098704857506358
MINsCH3,1.540799432299703
MINssNH,2.944161892614863
MINsssN,1.3713677797220813
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.714285714285715
SM1_Dzi,2.8798942513510686
SM1_Dzm,2.8129301275581264
SM1_Dzp,-12.914700151856362
SM1_Dzv,-4.832580049351369
SddssSe,0
SpAD_Dt,873.8935840170054
SpAbs_A,43.4784480297088
SpAbs_D,494.2622457889114
SpMAD_A,1.2422413722773944
SpMAD_D,14.121778451111757
SpMax_A,2.4514315879356343
SpMax_D,247.13112289445573
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,118.63000000000001
TpiPC10,8.903624657733065
VAdjMat,6.247927513443585
VE1_DzZ,5.826089645996999
VE1_Dzi,5.823600066343207
VE1_Dzm,5.826615357032165
VE1_Dzp,5.798762011049328
VE1_Dzv,5.819442111985223
VE2_DzZ,0.16645970417134281
VE2_Dzi,0.16638857332409163
VE2_Dzm,0.16647472448663328
VE2_Dzp,0.16567891460140935
VE2_Dzv,0.16626977462814924
VE3_DzZ,3.0151090141433734
VE3_Dzi,3.0146816071045315
VE3_Dzm,3.01519924401453
VE3_Dzp,3.0104074168940174
VE3_Dzv,3.0139673685969215
VR1_DzZ,240.67105707006908
VR1_Dzi,241.0123508008299
VR1_Dzm,240.58563959473605
VR1_Dzp,245.42183932268796
VR1_Dzv,242.30611924384544
VR2_DzZ,6.876315916287688
VR2_Dzi,6.886067165737997
VR2_Dzm,6.873875416992458
VR2_Dzp,7.012052552076799
VR2_Dzv,6.923031978395584
VR3_DzZ,6.736194061227106
VR3_Dzi,6.737611148809106
VR3_Dzm,6.735839084447263
VR3_Dzp,6.755741491607357
VR3_Dzv,6.7429648508229105
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.10015161902691633
Xch-7dv,0.14565526466726325
Xpc-4dv,2.2203283962462654
Xpc-5dv,2.792016752716336
Xpc-6dv,3.3792893522632474
Zagreb1,190.0
Zagreb2,224.0
fragCpx,254.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,1
n7FRing,0
n7HRing,1
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,38
nBondsS,41
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,12
naHRing,1
AATS0are,6.961131578947369
AATS1are,6.705133333333334
AATS2are,6.869220192307692
AATS3are,6.591828676470587
AATS4are,6.572445783132532
AATS5are,6.5304965986394565
AATS6are,6.268165333333332
AATS7are,6.516479338842975
AATS8are,6.5449159663865535
AATSC0dv,5.195444752231456
AATSC0pe,0.22947374576792856
AATSC0se,0.15537273499538318
AATSC1dv,1.2612803939673747
AATSC1pe,-0.014833541089566029
AATSC1se,-0.013051889381348115
AATSC2dv,0.6414310912233346
AATSC2pe,0.0654377083481308
AATSC2se,0.04565644651608777
AATSC3dv,-0.850759509713396
AATSC3pe,-0.015884039885575647
AATSC3se,-0.010482768535114881
AATSC4dv,-0.869932175609177
AATSC4pe,-0.04214870877786305
AATSC4se,-0.0287395031205153
AATSC5dv,0.550945031752313
AATSC5pe,0.020366700586051598
AATSC5se,0.0185244164546705
AATSC6dv,0.8891166512773164
AATSC6pe,0.04241964604493687
AATSC6se,0.01965405237303784
AATSC7dv,-0.9882532196810717
AATSC7pe,-0.04264554510097192
AATSC7se,-0.030099643506329984
AATSC8dv,-0.293041685741702
AATSC8pe,-0.017997702719130114
AATSC8se,-0.009847898787215714
AETA_eta,0.9086941795933026
ATSC0are,14.837087719298239
ATSC1are,-1.1615484764542932
ATSC2are,7.9295908279470595
ATSC3are,-2.326044382887044
ATSC4are,-7.918588796552783
ATSC5are,3.816765004616798
ATSC6are,6.568455124653721
ATSC7are,-5.790493228685753
ATSC8are,-2.2562708525700232
BCUTZ-1h,9.014115341985816
BCUTZ-1l,5.687940130182712
BCUTc-1h,0.5036285408182518
BCUTc-1l,-0.41050529808652336
BCUTd-1h,4.022121678126629
BCUTd-1l,0.9724090685931421
BCUTi-1h,17.430707272909324
BCUTi-1l,10.949244171677101
BCUTm-1h,19.005613235307493
BCUTm-1l,11.69977699246719
BCUTp-1h,2.000182242101603
BCUTp-1l,0.5269465931717443
BCUTs-1h,8.00740085051503
BCUTs-1l,1.218933363120731
BCUTv-1h,20.901304921294795
BCUTv-1l,13.302777995673395
BalabanJ,1.291263864734043
Diameter,18
ETA_beta,42.25
GATS1are,0.6445478731580652
GATS2are,0.4963655516567612
GATS3are,0.7216246898374348
GATS4are,1.072326829221454
GATS5are,0.6662968467219076
GATS6are,0.5581384628846158
GATS7are,1.0084654881179473
GATS8are,1.0065761627940137
HybRatio,0.30434782608695654
Lipinski,True
LogEE_Dt,436.9467920085027
MATS1are,-0.0743724828961091
MATS2are,0.2929163609774609
MATS3are,-0.06570603794719096
MATS4are,-0.18325924560614373
MATS5are,0.09974801873726487
MATS6are,0.16822795649593084
MATS7are,-0.18384692873430433
MATS8are,-0.07284008820114277
MAXssCH2,0.18773021198855777
MAXsssCH,-0.922294648357197
MAXssssC,-4.479593329636769
MINssCH2,-0.3809548510262084
MINsssCH,-0.922294648357197
MINssssC,-4.479593329636769
NsssssAs,0
RotRatio,0.13157894736842105
SM1_Dzpe,2.9186942207979927
SM1_Dzse,2.6357941664361784
SMR_VSA1,32.66138409008063
SMR_VSA2,0.0
SMR_VSA3,19.76777650359537
SMR_VSA4,0.0
SMR_VSA5,31.728473781342597
SMR_VSA6,19.41213256936071
SMR_VSA7,58.91296138386057
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,388.53877263536043
SpAD_Dzi,375.1261412353292
SpAD_Dzm,388.1111776071109
SpAD_Dzp,554.0844321140603
SpAD_Dzv,488.334497316574
SpAbs_Dt,873.8935840170054
SpDiam_A,4.817115282143978
SpDiam_D,381.22264725221714
SpMAD_Dt,24.968388114771585
SpMax_Dt,436.9467920085027
SsssssAs,0
VE1_Dzpe,5.826094215009256
VE1_Dzse,5.825839199011095
VE2_Dzpe,0.16645983471455017
VE2_Dzse,0.16645254854317415
VE3_Dzpe,3.0151097983761512
VE3_Dzse,3.0150660260700213
VMcGowan,327.15000000000106
VR1_Dzpe,240.6454209871465
VR1_Dzse,240.71532583716186
VR2_Dzpe,6.875583456775614
VR2_Dzse,6.877580738204625
VR3_Dzpe,6.736087536376553
VR3_Dzse,6.7363779832024235
mZagreb1,13.506944444444445
mZagreb2,7.333333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,1
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,1
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,50
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.2602997845490919
AATSC1are,-0.01935914127423822
AATSC2are,0.07624606565333711
AATSC3are,-0.017103267521228264
AATSC4are,-0.047702342147908326
AATSC5are,0.02596438778650883
AATSC6are,0.043789700831024805
AATSC7are,-0.047855315939551675
AATSC8are,-0.018960259265294314
AETA_beta,1.207142857142857
BCUTdv-1h,7.014106898159528
BCUTdv-1l,0.9960222281983114
BCUTpe-1h,4.007200485562766
BCUTpe-1l,2.2355891426031134
BCUTse-1h,4.030662749305643
BCUTse-1l,2.4309981532560014
ETA_alpha,15.690476190476192
ETA_dBeta,-5.25
ETA_eta_B,0.9964710033632684
ETA_eta_F,41.30294609762035
ETA_eta_L,7.534575634976122
ETA_eta_R,73.10724238338594
ETA_psi_1,0.4767761539574593
LabuteASA,197.08749603481465
LogEE_DzZ,194.3469373380884
LogEE_Dzi,187.64535331056035
LogEE_Dzm,194.1359582357714
LogEE_Dzp,275.0746305964044
LogEE_Dzv,243.47688007980827
PEOE_VSA1,25.2071139814952
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,41.96165390246666
PEOE_VSA8,31.890938137647513
PEOE_VSA9,29.562430955768104
SM1_Dzare,3.2419276123891994
SpAD_Dzpe,384.9543141343693
SpAD_Dzse,389.2825672911546
SpAbs_DzZ,385.97958896189107
SpAbs_Dzi,372.4108123697695
SpAbs_Dzm,385.45898634398463
SpAbs_Dzp,563.0639613446648
SpAbs_Dzv,491.78634020896783
SpDiam_Dt,617.2117288396355
SpMAD_DzZ,11.101107789581727
SpMAD_Dzi,10.717889749580834
SpMAD_Dzm,11.088890788774597
SpMAD_Dzp,15.830983774687438
SpMAD_Dzv,13.952414209044973
SpMax_DzZ,194.3469373380884
SpMax_Dzi,187.64535331056035
SpMax_Dzm,194.1359582357714
SpMax_Dzp,275.0746305964044
SpMax_Dzv,243.47688007980827
VE1_Dzare,5.826158610678627
VE2_Dzare,0.16646167459081793
VE3_Dzare,3.0151208512893235
VR1_Dzare,240.59330897749058
VR2_Dzare,6.874094542214016
VR3_Dzare,6.735870961913133
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,1
n11FHRing,1
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.44829931972789117
AETA_dBeta,-0.15
AETA_eta_B,0.028470600096093385
AETA_eta_F,1.1800841742177244
AETA_eta_L,0.21527358957074633
AETA_eta_R,2.0887783538110267
BCUTare-1h,4.124572860449735
BCUTare-1l,2.1865117111862062
ETA_beta_s,23.75
ETA_dPsi_A,0.23722384604254065
ETA_dPsi_B,0.0
ETA_eta_BR,1.3404710033632683
ETA_eta_FL,8.883166924033706
ETA_eta_RL,16.417742559009827
LogEE_Dzpe,192.56054833063604
LogEE_Dzse,194.7165920503326
PEOE_VSA10,11.866245327147887
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,62.79515343959327
SlogP_VSA3,28.854885697412268
SlogP_VSA4,0.0
SlogP_VSA5,33.73011778008875
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
SpAD_Dzare,380.04827182085984
SpAbs_Dzpe,382.2024024404742
SpAbs_Dzse,386.79738993422916
SpDiam_DzZ,300.2830293582771
SpDiam_Dzi,289.1473359502814
SpDiam_Dzm,300.0739814137078
SpDiam_Dzp,418.8373461271957
SpDiam_Dzv,375.25784748767205
SpMAD_Dzpe,10.998694689553409
SpMAD_Dzse,11.12235906546156
SpMax_Dzpe,192.56054833063604
SpMax_Dzse,194.7165920503326
n10FAHRing,0
n10FaHRing,0
n11FAHRing,1
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6785714285714286
AETA_eta_BR,0.03829917152466481
AETA_eta_FL,0.25380476925810586
AETA_eta_RL,0.46907835882885224
DetourIndex,7487
EState_VSA1,23.750896126240278
EState_VSA2,36.84139461107043
EState_VSA3,28.15539447369374
EState_VSA4,12.13273413692322
EState_VSA5,15.866186530162565
EState_VSA6,32.29444517073921
EState_VSA7,0.0
EState_VSA8,15.284745645900749
EState_VSA9,5.106527394840706
ETA_beta_ns,18.5
ETA_shape_p,0.2033383915022762
ETA_shape_x,0.03186646433990895
ETA_shape_y,0.40151745068285283
GhoseFilter,False
LogEE_Dzare,190.11676241364106
SlogP_VSA10,18.858631417708022
SlogP_VSA11,0.0
SpAbs_Dzare,376.991597214893
SpDiam_Dzpe,297.4894763869202
SpDiam_Dzse,300.803720995256
SpMAD_Dzare,10.858522052024567
SpMax_Dzare,190.11676241364106
TopoPSA(NO),118.63000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,38.854053716030194
VSA_EState9,63.89594628396981
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5285714285714286
EState_VSA10,27.554856695239923
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.051700680272108814
FilterItLogS,-5.359446841019926
SpDiam_Dzare,293.6981223877509
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6931495405179603
ETA_epsilon_2,0.9402721088435371
ETA_epsilon_3,0.4414141414141403
ETA_epsilon_4,0.6247757073844015
ETA_epsilon_5,0.8897243107769418
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.25173539910382
ETA_dEpsilon_B,0.06837383313355883
ETA_dEpsilon_C,-0.18336156597026115
ETA_dEpsilon_D,0.05054779806659526
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6571428571428571
MDEDescriptor,"0.12499999999999997,3.202712728402867,4.1370912530713015,0.18898223650461363,6.858831646690654,22.479416452522955,1.443290913943662,11.08390642589906,1.5858508740108603,0.0,1.0259855680060181,0.0,0.0,0.0,0.0,0.0,0.5503212081491045,1.2354293410542652,0.16666666666666669"
APolDescriptor,65.52844599999996
BCUTDescriptor,"11.99427812542052,19.000420180089794,-0.331632642401011,0.41680936604828833,3.588666057586665,10.486558344995547"
BPolDescriptor,37.133554
TPSADescriptor,118.63000000000001
ALOGPDescriptor,"2.148099999999999,4.614333609999996,121.1171"
XLogPDescriptor,2.658000000000001
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,489.16238902
ChiPathDescriptor,"25.490834873703704,16.417742559009834,16.596418917781868,12.858759912524608,10.178529842431335,8.31109334944746,6.362399508519264,4.746175339550353,18.810264900306123,10.596562331851601,8.435411942422306,5.7355698032540765,3.986945357183696,2.656554047285636,1.6961380203895853,1.0394130175973604"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.34020690871988585,0.5367720005294971,0.0,0.0,0.02795084971874737,0.10015161902691633,0.1342443780525723"
AtomCountDescriptor,57
BondCountDescriptor,38
SmallRingDescriptor,"4,3,2,2,0,0,1,2,1,0,0"
ChiClusterDescriptor,"3.979040107028422,0.2886751345948129,1.0642949852646701,0.14433756729740646,1.2720010252195286,0.01349873117890097,0.18720204421836795,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,9,3,3,2,0,0"
ZagrebIndexDescriptor,190.0
LargestChainDescriptor,19
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"70.76495881182498,2.0218559660521422,33.01211898441511,9.909959791160933,15.946335748640973"
FractionalPSADescriptor,0.2425166011591085
WienerNumbersDescriptor,"4178.0,61.0"
AminoAcidCountDescriptor,"1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.337712224375213,10.067506681814965,13.886571122175038,2.220328396246266,2.7920167527163366,3.206549489766127"
FractionalCSP3Descriptor,0.30434782608695654
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,6,1,0,0,3,5,2,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"28.019390581717452,11.39612188365651,6.716049382716049"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2410.12
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.30434782608695654
AutocorrelationDescriptorMass,"44.40391006567413,43.067906441271056,69.14777525571054,71.27330609558582,65.91328061123178"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"1.040307424615795,-0.6061206955993701,0.1582578134398723,0.06347891318485087,-0.4528687276030388"
EccentricConnectivityIndexDescriptor,1043
AutocorrelationDescriptorPolarizability,"2252.6361903710704,2683.827220505079,3856.694769009446,4166.020468853478,3635.116378806371"
