DLiP-ID,T0080X
DLiP-Mol-ID,26417
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H31N3O3/c25-19(4-2-1-3-5-20(26)27)24-16-10-21(11-17-24)8-14-23(15-9-21)18-6-12-22-13-7-18/h6-7,12-13H,1-5,8-11,14-17H2,(H,26,27)"
Standard Inchi Key(RDKit),ZMQYECIGILMMEL-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CCCCCC(=O)N1CCC2(CC1)CCN(c1ccncc1)CC2
SMILES(SDF),
MW(SDF),
MW(RDKit),373.497
MW Monoisotopic(RDKit),373.236541852
MolLogP(RDKit),3.3257
XLogP(SDF),
XLogP(CDK),2.612
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),73.74
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.742318561401969
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1435006.2328677846
qed,0.7423185614019685
Chi0,19.114673407305983
Chi1,13.078917360319544
TPSA,73.74000000000001
Chi0n,16.107140195111185
Chi0v,16.107140195111185
Chi1n,10.225714806691409
Chi1v,10.225714806691409
Chi2n,8.027646062007197
Chi2v,8.027646062007197
Chi3n,6.310067094356705
Chi3v,6.310067094356705
Chi4n,4.411930279416181
Chi4v,4.411930279416181
MolMR,104.65180000000008
MolWt,373.49700000000007
fr_SH,0
Kappa1,19.646065681416836
Kappa2,9.197936873715026
Kappa3,5.435901235870536
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,616.8188198685895
MolLogP,3.325700000000002
NOCount,6
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.3739463129220033
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,5.41499046939678
SMR_VSA5,57.787394606334104
SMR_VSA6,31.07893535450078
SMR_VSA7,24.52642128014937
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,161.11540791642108
NHOHCount,1
PEOE_VSA1,14.906346856541662
PEOE_VSA2,14.573052889090853
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.4208216229260096
