DLiP-ID,P0003L
SRW08,8.19946419761216
SRW09,6.842683282238422
SRW10,9.858124010784598
SaaCH,10.11705653712102
SaaNH,3.1142268990929707
SaaSe,0
SaaaC,0
SaasC,4.410422808012095
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.21376081296716287
SdssS,0
SsCH3,1.9080614606953892
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.920925925925926
SsssP,0
VE1_A,3.807939097525938
VE1_D,4.2917794836385745
VE2_A,0.20041784723820727
VE2_D,0.2258831307178197
VE3_A,1.9789420096768597
VE3_D,2.098555331158341
VR1_A,132.28094487697663
VR1_D,99.00224986462884
VR2_A,6.962154993525086
VR2_D,5.210644729717307
VR3_A,5.526781917267557
VR3_D,5.236996461954097
WPath,691
Xc-3d,1.0078677873714246
Xc-4d,0.0
Xc-5d,0.3094894492412678
Xc-6d,0.0
Xp-0d,13.242276208189782
Xp-1d,9.292024997884274
Xp-2d,8.021893601600137
Xp-3d,7.213413404109967
Xp-4d,5.803273523559263
Xp-5d,4.631759516204742
Xp-6d,3.267676509143863
Xp-7d,2.5076014563508875
ZMIC0,63.47611249244649
ZMIC1,33.57504189204552
ZMIC2,25.235086399751047
ZMIC3,21.166082644778324
ZMIC4,20.70066910305156
ZMIC5,20.70066910305156
nAcid,0
nAtom,36
nBase,0
nRing,3
piPC1,3.349904087274605
piPC2,3.907010463604602
piPC3,4.478756261132433
piPC4,5.016865843846892
piPC5,5.444309858673831
piPC6,5.714763627165435
piPC7,6.104374618022491
piPC8,6.401554361424513
piPC9,6.585115062374625
AATS0Z,21.333333333333332
AATS0d,3.25
AATS0i,162.90796944429815
AATS0m,84.04975141666665
AATS0p,1.4906978717342503
AATS0s,3.6705246913580245
AATS0v,217.4308466165324
AATS1Z,24.05263157894737
AATS1d,3.9473684210526314
AATS1i,147.51573424862366
AATS1m,90.97580476315788
AATS1p,1.8244505594736844
AATS1s,2.9451754385964914
AATS1v,263.23905900729784
AATS2Z,19.82089552238806
AATS2d,3.5970149253731343
AATS2i,154.78071987084542
AATS2m,73.42762491044775
AATS2p,1.5624857297603432
AATS2s,2.684908789386402
AATS2v,219.10677922159812
AATS3Z,16.658823529411766
AATS3d,3.164705882352941
AATS3i,158.5476709575669
AATS3m,60.11685742352941
AATS3p,1.3713632585868942
AATS3s,2.6447712418300657
AATS3v,187.2541698214426
AATS4Z,15.344827586206897
AATS4d,2.896551724137931
AATS4i,163.53741103896826
AATS4m,53.38085610344827
AATS4p,1.2794510663274714
AATS4s,2.900063856960409
AATS4v,173.08009218252369
AATS5Z,13.890243902439025
AATS5d,2.6341463414634148
AATS5i,161.4151200830315
AATS5m,48.61388441463414
AATS5p,1.2530148364546585
AATS5s,2.468834688346884
AATS5v,164.35192219946916
AATS6Z,13.012820512820513
AATS6d,2.4358974358974357
AATS6i,163.05821283259974
AATS6m,45.49783583333333
AATS6p,1.1801141452138206
AATS6s,2.509615384615385
AATS6v,151.4824124192604
AATS7Z,11.553846153846154
AATS7d,2.292307692307692
AATS7i,163.48926834045287
AATS7m,38.667246907692295
AATS7p,1.145584634516677
AATS7s,2.4282051282051285
AATS7v,143.95949824217973
AATS8Z,10.117647058823529
AATS8d,2.0
AATS8i,165.50612231161833
AATS8m,32.32270117647058
AATS8p,1.0741239283340587
AATS8s,2.5816993464052285
AATS8v,132.0178141487433
AMID_C,1.6312013264320615
AMID_N,0.33453515340200274
AMID_O,0.09197083662355367
AMID_X,0.0
AMID_h,0.4265059900255564
ATS0dv,244.0
ATS0pe,219.3759
ATS0se,271.278252
ATS1dv,258.0
ATS1pe,244.25660000000002
ATS1se,291.81732399999987
ATS2dv,354.0
ATS2pe,419.22260000000006
ATS2se,509.8524840000001
ATS3dv,311.0
ATS3pe,521.64
ATS3se,643.1305560000001
ATS4dv,301.0
ATS4pe,547.9166999999999
ATS4se,675.075188
ATS5dv,259.0
ATS5pe,490.5425
ATS5se,612.1980240000001
ATS6dv,220.0
ATS6pe,459.4147
ATS6se,577.1396040000002
ATS7dv,118.0
ATS7pe,381.724
ATS7se,480.91629200000006
ATS8dv,72.0
ATS8pe,299.241
ATS8se,379.01544
ATSC0Z,254.22222222222223
ATSC0c,0.45787086211097355
ATSC0d,20.30555555555556
ATSC0i,55.747753738589594
ATSC0m,1214.99068875
ATSC0p,8.130786778950748
ATSC0s,39.2307098765432
ATSC0v,1821.8166459173513
ATSC1Z,16.98765432098766
ATSC1c,-0.18433904788418223
ATSC1d,9.510802469135804
ATSC1i,-1.0775788036532203
ATSC1m,79.49935612499962
ATSC1p,-0.06270476063987188
ATSC1s,0.340577846364883
ATSC1v,26.145331157553297
ATSC2Z,25.086419753086417
ATSC2c,-0.05103394178624385
ATSC2d,1.403549382716051
ATSC2i,-5.741692966102334
ATSC2m,117.67101943749958
ATSC2p,0.09615166171594022
ATSC2s,0.9818887174211242
ATSC2v,76.7910310069478
ATSC3Z,-0.24691358024690402
ATSC3c,-0.006937370447488038
ATSC3d,-5.832561728395061
ATSC3i,-18.30123559601331
ATSC3m,-1.4144596875001838
ATSC3p,-1.0953187349561857
ATSC3s,-3.500750171467765
ATSC3v,-116.29184201542441
ATSC4Z,-162.25925925925924
ATSC4c,0.08591959022390389
ATSC4d,-4.349537037037036
ATSC4i,13.169474736777422
ATSC4m,-763.5093340625002
ATSC4p,-0.6832714984605628
ATSC4s,-25.45955504115227
ATSC4v,-563.3359210778103
ATSC5Z,-17.83950617283952
ATSC5c,-0.16159924996436134
ATSC5d,-1.3348765432098764
ATSC5i,-9.156353837732391
ATSC5m,-83.91439137499998
ATSC5p,-0.6717212707243752
ATSC5s,-4.419795953360767
ATSC5v,-115.7847032328668
ATSC6Z,54.18518518518519
ATSC6c,0.12139292459845569
ATSC6d,-6.939814814814817
ATSC6i,-3.7807607182939447
ATSC6m,249.56259462500017
ATSC6p,-0.27757589575137587
ATSC6s,15.779449588477366
ATSC6v,59.0487288823646
ATSC7Z,-44.01234567901236
ATSC7c,-0.03706500688770312
ATSC7d,-9.107253086419751
ATSC7i,-4.957362952698629
ATSC7m,-211.14338443749983
ATSC7p,-1.4235028603909385
ATSC7s,1.3426997599451311
ATSC7v,-304.9800722159011
ATSC8Z,-67.03703703703704
ATSC8c,-0.013249297853323072
ATSC8d,-3.571759259259261
ATSC8i,6.263265677149902
ATSC8m,-317.3242223124997
ATSC8p,-0.711307428647814
ATSC8s,-4.192579732510287
ATSC8v,-265.1493607070385
AXp-0d,0.696961905694199
AXp-1d,0.44247738085163213
AXp-2d,0.2766170207448323
AXp-3d,0.18033533510274918
AXp-4d,0.11160141391460122
AXp-5d,0.07125783871084218
AXp-6d,0.045384395960331426
AXp-7d,0.030580505565254726
GATS1Z,0.8061223316157528
GATS1c,1.4292346245142946
GATS1d,0.6350349197206421
GATS1i,1.2184313443569073
GATS1m,0.8118418607207274
GATS1p,1.0573737688691964
GATS1s,0.5233603549419938
GATS1v,0.9760006009514626
GATS2Z,0.8671459137877048
GATS2c,1.19482184906821
GATS2d,1.2091389836045487
GATS2i,1.1683927122982456
GATS2m,0.870291115740755
GATS2p,0.9917249330916068
GATS2s,0.5862648287191388
GATS2v,0.9482743632690035
GATS3Z,0.9604843685726039
GATS3c,1.1743837468488747
GATS3d,1.3282369035165362
GATS3i,1.1632660775229247
GATS3m,0.960300447260139
GATS3p,1.0353960940258378
GATS3s,1.0216086198458696
GATS3v,0.9917102457829152
GATS4Z,1.2857562695924765
GATS4c,1.2135414946967256
GATS4d,1.1193924241709512
GATS4i,0.9444458553996965
GATS4m,1.2747172274853436
GATS4p,0.9457679879297028
GATS4s,1.8877179037293308
GATS4v,1.028153632677142
GATS5Z,0.9989819631587924
GATS5c,1.0610767071069565
GATS5d,0.9984651830102429
GATS5i,1.043876581371198
GATS5m,0.998955514202666
GATS5p,1.006426640266013
GATS5s,0.9467092143533204
GATS5v,1.0006343800498403
GATS6Z,0.874588152232383
GATS6c,0.7634873041517201
GATS6d,1.1049142376091758
GATS6i,0.9664711129020717
GATS6m,0.87948332844205
GATS6p,0.9850820527446092
GATS6s,0.5722140102487446
GATS6v,0.9687671744823532
GATS7Z,1.0717455621301775
GATS7c,0.9969471844369788
GATS7d,1.1270125223613592
GATS7i,0.9778343010767919
GATS7m,1.0727558226698009
GATS7p,1.0593813905028742
GATS7s,0.8439282920725796
GATS7v,1.0689924596376619
GATS8Z,1.1918320649938297
GATS8c,0.9512312871645953
GATS8d,0.844934416995252
GATS8i,0.8128038608344362
GATS8m,1.18799056645744
GATS8p,1.01251558438203
GATS8s,1.3739528028035561
GATS8v,1.067321999156055
MATS1Z,0.06330511593669491
MATS1c,-0.38141102040700864
MATS1d,0.44373245014039886
MATS1i,-0.018312202040708856
MATS1m,0.06198827709891925
MATS1p,-0.007306120759883532
MATS1s,0.008224492943705952
MATS1v,0.013595913261708732
MATS2Z,0.05302160526041123
MATS2c,-0.05988855094619251
MATS2d,0.03713988198542176
MATS2i,-0.0553401446876626
MATS2m,0.052038439458578535
MATS2p,0.006354068903049926
MATS2s,0.013448188908143031
MATS2v,0.02264819161346983
MATS3Z,-0.0004113533525298072
MATS3c,-0.006417050456699165
MATS3d,-0.12165446205842113
MATS3i,-0.13903899308469095
MATS3m,-0.000493061621754624
MATS3p,-0.05705471218502668
MATS3s,-0.037793623044875185
MATS3v,-0.027035111108574875
MATS4Z,-0.2641065830721003
MATS4c,0.07764838697496415
MATS4d,-0.08863625642718993
MATS4i,0.0977517022061213
MATS4m,-0.26003071445632786
MATS4p,-0.03477314576465083
MATS4s,-0.2685393235565606
MATS4v,-0.12795169019289726
MATS5Z,-0.030807607027119245
MATS5c,-0.15494764583268159
MATS5d,-0.028861232524773933
MATS5i,-0.07210806518443197
MATS5m,-0.030321602335899013
MATS5p,-0.03626980135023099
MATS5s,-0.04946120601776007
MATS5v,-0.027901989396295488
MATS6Z,0.09837278106508876
MATS6c,0.12236529619403122
MATS6d,-0.1577396611596338
MATS6i,-0.03130110844553256
MATS6m,0.09480133226310647
MATS6p,-0.01575640283876474
MATS6s,0.18564086425935653
MATS6v,0.014959386580006388
MATS7Z,-0.09588488434642285
MATS7c,-0.04483428233976625
MATS7d,-0.24840576660002098
MATS7i,-0.04925070913971165
MATS7m,-0.09624843421728581
MATS7p,-0.09696498083771674
MATS7s,0.018955789996051204
MATS7v,-0.09271626778415218
MATS8Z,-0.18613739201974497
MATS8c,-0.020425946085329685
MATS8d,-0.12416512432606425
MATS8i,0.07930595255933873
MATS8m,-0.18435825950372026
MATS8p,-0.061752862920757996
MATS8s,-0.07543753492585596
MATS8v,-0.10273495691027075
MAXaaN,4.424697184429327
MINaaN,4.424697184429327
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.464038623191506
SpAD_D,150.73740592828955
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.8825323601662887
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,618
TMWC10,113.25978730013608
TSRW10,66.4445853775932
VE1_Dt,4.3300720236322245
VE2_Dt,0.22789852755959075
VE3_Dt,2.1074380616817643
VR1_Dt,95.32835236796942
VR2_Dt,5.017281703577337
VR3_Dt,5.199181159070736
Xc-3dv,0.4923648493792447
Xc-4dv,0.0
Xc-5dv,0.10192299640694577
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3617417734034528
Xch-7d,0.47824910285772054
Xp-0dv,11.0178539521581
Xp-1dv,6.685850626004872
Xp-2dv,4.814192958812785
Xp-3dv,3.6358661007358744
Xp-4dv,2.566332714138309
Xp-5dv,1.76794869849513
Xp-6dv,1.0239071964164215
Xp-7dv,0.6636475188609655
Xpc-4d,2.8764640110224704
Xpc-5d,4.491940706726125
Xpc-6d,6.542147101530726
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,38
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.746256050001268
AATS0dv,6.777777777777778
AATS0pe,6.093775
AATS0se,7.535507
AATS1dv,6.7894736842105265
AATS1pe,6.427805263157896
AATS1se,7.679403263157892
AATS2dv,5.2835820895522385
AATS2pe,6.257053731343285
AATS2se,7.609738567164181
AATS3dv,3.6588235294117646
AATS3pe,6.136941176470588
AATS3se,7.566241835294118
AATS4dv,3.4597701149425286
AATS4pe,6.297893103448274
AATS4se,7.75948491954023
AATS5dv,3.158536585365854
AATS5pe,5.982225609756098
AATS5se,7.465829560975611
AATS6dv,2.8205128205128207
AATS6pe,5.889932051282051
AATS6se,7.399225692307695
AATS7dv,1.8153846153846154
AATS7pe,5.872676923076923
AATS7se,7.398712184615386
AATS8dv,1.411764705882353
AATS8pe,5.867470588235294
AATS8se,7.431675294117647
AATSC0Z,7.061728395061729
AATSC0c,0.012718635058638154
AATSC0d,0.5640432098765433
AATSC0i,1.5485487149608221
AATSC0m,33.749741354166666
AATSC0p,0.22585518830418744
AATSC0s,1.089741941015089
AATSC0v,50.60601794214865
AATSC1Z,0.44704353476283315
AATSC1c,-0.004851027575899533
AATSC1d,0.2502842755035738
AATSC1i,-0.02835733693824264
AATSC1m,2.0920883190789374
AATSC1p,-0.0016501252799966282
AATSC1s,0.008962574904339026
AATSC1v,0.6880350304619288
AATSC2Z,0.37442417541920026
AATSC2c,-0.0007617006236752813
AATSC2d,0.020948498249493297
AATSC2i,-0.08569690994182588
AATSC2m,1.7562838722014862
AATSC2p,0.0014350994285961228
AATSC2s,0.014655055483897375
AATSC2v,1.1461347911484747
AATSC3Z,-0.002904865649963577
AATSC3c,-8.161612291162398e-05
AATSC3d,-0.06861837327523601
AATSC3i,-0.21530865407074481
AATSC3m,-0.016640702205884515
AATSC3p,-0.01288610276419042
AATSC3s,-0.04118529613491488
AATSC3v,-1.3681393178285224
AATSC4Z,-1.8650489570029798
AATSC4c,0.0009875814968264814
AATSC4d,-0.049994678586632604
AATSC4i,0.1513732728365221
AATSC4m,-8.775969357040232
AATSC4p,-0.00785369538460417
AATSC4s,-0.2926385636914054
AATSC4v,-6.475125529630004
AATSC5Z,-0.21755495332731123
AATSC5c,-0.001970722560540992
AATSC5d,-0.016278982234266784
AATSC5i,-0.1116628516796633
AATSC5m,-1.0233462362804875
AATSC5p,-0.008191722813711892
