DLiP-ID,C003IY
DLiP-Mol-ID,34072
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H24N3O3PS/c1-6-16(7-2)13-14-11(5)10-12(15-13)19-20(21,17-8-3)18-9-4/h10H,6-9H2,1-5H3"
Standard Inchi Key(RDKit),TZBPRYIIJAJUOY-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),333.394
MW Monoisotopic(RDKit),333.127599258
MolLogP(RDKit),3.30752
XLogP(SDF),
XLogP(CDK),4.557
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),56.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.642595090784644
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,32465.402886662294
qed,0.6425950907846439
Chi0,15.880468888623982
Chi1,9.974005513223737
TPSA,56.71
Chi0n,13.327624937791102
Chi0v,15.038548709718745
Chi1n,7.168038072481167
Chi1v,9.72407667417194
Chi2n,4.19390335340939
Chi2v,7.128943296238556
Chi3n,2.644952552823463
Chi3v,5.060533905316812
Chi4n,1.7399252307189241
Chi4v,3.7365094958382326
MolMR,88.49500000000005
MolWt,333.3940000000001
fr_SH,0
Kappa1,18.299382716049383
Kappa2,8.634226916926185
Kappa3,5.5074364521362895
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,487.54987095075955
MolLogP,3.307520000000002
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,3.0404116488432686
SMR_VSA1,13.571241485135452
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,34.61868599845312
SMR_VSA6,31.203186471701464
SMR_VSA7,11.760295063310071
SMR_VSA8,0.0
SMR_VSA9,5.879988336435371
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,131.6355755728964
NHOHCount,0
PEOE_VSA1,9.423656892562295
PEOE_VSA2,9.047494323423635
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,34.61868599845312
PEOE_VSA8,36.65666396377387
PEOE_VSA9,13.213763929025836
RingCount,1
SMR_VSA10,24.47380260198832
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,333.127599258
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,11.828327617421866
PEOE_VSA13,0.0
