DLiP-ID,C101ME
DLiP-Mol-ID,40188
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H30N4O4/c1-28-11-13-29(14-12-28)15-18-5-7-19(8-6-18)17-34-23-4-2-3-20-21(23)16-30(26(20)33)22-9-10-24(31)27-25(22)32/h2-8,22H,9-17H2,1H3,(H,27,31,32)"
Standard Inchi Key(RDKit),GPZBQVIQHPNOAY-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1CCN(Cc2ccc(COc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),462.55
MW Monoisotopic(RDKit),462.22670544
MolLogP(RDKit),1.774
XLogP(SDF),
XLogP(CDK),1.399
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),82.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.659383746666167
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cereblon/Aiolos
Common Target Pref Name,Uncategorized
RDKit Descriptors
Ipc,73810047.82593559
qed,0.6593837466661673
Chi0,23.656125291633366
Chi1,16.474366886035767
TPSA,82.19
Chi0n,19.45739713255126
Chi0v,19.45739713255126
Chi1n,11.858078722954646
Chi1v,11.858078722954646
Chi2n,9.366812207917363
Chi2v,9.366812207917363
Chi3n,6.958484082915453
Chi3v,6.958484082915453
