DLiP-ID,J1005G
DLiP-Mol-ID,36898
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H16N2O3/c1-12-16(17(20-23-12)13-6-4-3-5-7-13)19-18(21)14-8-10-15(22-2)11-9-14/h3-11H,1-2H3,(H,19,21)"
Standard Inchi Key(RDKit),RYKGBRHYSMJGTC-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C(=O)Nc2c(-c3ccccc3)noc2C)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),308.337
MW Monoisotopic(RDKit),308.116092372
MolLogP(RDKit),3.91092
XLogP(SDF),
XLogP(CDK),4.049
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),64.36
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.793342606348123
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,270842.27298216283
qed,0.7933426063481226
Chi0,16.233840039752504
Chi1,11.185871848001627
TPSA,64.36
Chi0n,12.868110889598182
Chi0v,12.868110889598182
Chi1n,7.15885251731357
Chi1v,7.15885251731357
Chi2n,5.011018290671562
Chi2v,5.011018290671562
Chi3n,3.500691101242866
Chi3v,3.500691101242866
Chi4n,2.2405085123011714
Chi4v,2.2405085123011714
