DLiP-ID,C0008C
DLiP-Mol-ID,30430
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C8H10NO5P/c1-5-8(10)7-4-14-15(11,12)13-3-6(7)2-9-5/h2,10H,3-4H2,1H3,(H,11,12)"
Standard Inchi Key(RDKit),KCAJHODRYGNBSX-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ncc2c(c1O)COP(=O)(O)OC2
SMILES(SDF),
MW(SDF),
MW(RDKit),231.144
MW Monoisotopic(RDKit),231.02965905
MolLogP(RDKit),1.24282
XLogP(SDF),
XLogP(CDK),-1.154
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),88.88
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.652803779391194
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2475.7089004348927
qed,0.6528037793911944
Chi0,11.05204176387779
Chi1,6.994800481421252
TPSA,88.88000000000001
Chi0n,8.005163084954143
Chi0v,8.899590275954058
Chi1n,4.276267227723273
Chi1v,5.771712342733604
Chi2n,3.21143747891163
Chi2v,4.664946802462545
Chi3n,2.185434689585815
Chi3v,3.0962107083646098
Chi4n,1.3041979883633756
Chi4v,1.9732069186895498
MolMR,50.042100000000026
MolWt,231.14399999999995
fr_SH,0
Kappa1,10.573572094975564
Kappa2,3.5720636312827736
Kappa3,2.0289815480420996
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,446.9033237265266
MolLogP,1.2428199999999998
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.44040820721425
SMR_VSA1,23.612481605948144
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,20.137501128716462
SMR_VSA6,0.0
SMR_VSA7,23.017674549855528
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
