DLiP-ID,T007DL
AMID,2.005373494003138
BIC0,0.25954096275461014
BIC1,0.6117421112642977
BIC2,0.7959572502394853
BIC3,0.8693874692560826
BIC4,0.888968860993842
BIC5,0.888968860993842
CIC0,4.391048469844984
CIC1,2.1773225895163613
CIC2,1.0194563462536994
CIC3,0.5579178847152377
CIC4,0.4348409616383142
CIC5,0.4348409616383142
GGI1,9.0
GGI2,2.88888888888889
GGI3,2.3472222222222223
GGI4,2.014444444444445
GGI5,1.0697222222222222
GGI6,1.0540589569160999
GGI7,0.3715277777777778
GGI8,0.5059366339128243
GGI9,0.2343827160493827
JGI1,0.2432432432432432
JGI2,0.0577777777777778
JGI3,0.04994089834515367
JGI4,0.04111111111111112
JGI5,0.021831065759637187
JGI6,0.023955885384456813
JGI7,0.008845899470899471
JGI8,0.012339917900312788
JGI9,0.006334668001334668
MIC0,17.268486325324375
MIC1,36.71896624564077
MIC2,43.045364934925416
MIC3,44.92622647338696
MIC4,45.0502880118485
MIC5,45.0502880118485
MPC2,50
MPC3,58
MPC4,74
MPC5,84
MPC6,83
MPC7,91
MPC8,92
MPC9,90
Mare,0.9828923076923076
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.14616924398489167
RPCG,0.09822373425208195
SIC0,0.27087673716214505
SIC1,0.6384607089580177
SIC2,0.8307216732846731
SIC3,0.9073590484612598
SIC4,0.927795681841683
SIC5,0.927795681841683
SaaN,4.415222759979352
SaaO,0
SaaS,1.3635293149888803
Sare,63.888
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.98299218654709
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,106.03575730692562
TIC1,249.92793952828606
TIC2,325.1892453403591
TIC3,355.1892453403591
TIC4,363.1892453403591
TIC5,363.1892453403591
Vabc,457.1386241708025
WPol,47
apol,73.93178999999998
bpol,38.010210000000015
nRot,10
ABCGG,20.4283901658197
ATS0Z,1674.0
ATS0d,204.0
ATS0i,10538.278020717573
ATS0m,6617.848866000001
ATS0p,101.67260314547
ATS0s,324.4756515775034
ATS0v,14379.548815921285
ATS1Z,1733.0
ATS1d,247.0
ATS1i,9831.51766322645
ATS1m,6576.049123
ATS1p,125.57139694599998
ATS1s,213.70987654320987
ATS1v,17851.429480693165
ATS2Z,2528.0
ATS2d,390.0
ATS2i,17361.66663263622
ATS2m,9450.182719
ATS2p,184.321666358188
ATS2s,371.1759259259259
ATS2v,25267.894190384333
ATS3Z,2614.0
ATS3d,419.0
ATS3i,23626.419801012617
ATS3m,9313.906324
ATS3p,207.81051315758398
ATS3s,437.9907407407407
ATS3v,27686.682575938492
ATS4Z,2740.0
ATS4d,436.0
ATS4i,27219.27593520311
ATS4m,9834.515258000001
ATS4p,212.93386817420497
ATS4s,481.1820987654321
ATS4v,27617.297926582738
ATS5Z,2955.0
ATS5d,409.0
ATS5i,24980.178683762253
ATS5m,10768.960595
ATS5p,200.36829871947
ATS5s,500.09259259259255
ATS5v,27013.65539450365
ATS6Z,2412.0
ATS6d,388.0
ATS6i,23740.763372608097
ATS6m,8397.461770999998
ATS6p,197.592161861225
ATS6s,444.4691358024691
ATS6v,26021.1376294846
ATS7Z,2300.0
ATS7d,393.0
ATS7i,22655.96720629528
ATS7m,8140.903588
ATS7p,199.099797766678
ATS7s,424.06481481481484
ATS7v,26015.61078118691
ATS8Z,2271.0
ATS8d,368.0
ATS8i,24355.448880671578
ATS8m,7951.417487
ATS8p,199.47110490116796
ATS8s,426.61111111111114
ATS8v,25826.777526308324
C1SP1,0
C1SP2,4
C1SP3,3
C2SP1,0
C2SP2,11
C2SP3,4
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.3076923076923077
GGI10,0.1946719722477298
JGI10,0.007786878889909194
JGT10,0.47316734588383597
Kier1,29.554419284149013
Kier2,14.8104
Kier3,10.349583828775268
MAXdO,12.75194335397729
MID_C,53.06091921738069
MID_N,8.13531570334773
MID_O,6.951162589281714
MID_X,0.0
MID_h,17.127153072729136
MINdO,10.95348557809131
MPC10,94
MWC01,37.0
MWC02,5.1647859739235145
MWC03,5.968707559985366
MWC04,6.825460036255307
MWC05,7.64826303090192
MWC06,8.50532301884575
MWC07,9.337413454539659
MWC08,10.193504397284627
MWC09,11.031027376277418
MWC10,11.886108399157669
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.168720000000003
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.616771097666572
SRW05,2.3978952727983707
SRW06,7.072421900537371
SRW07,4.59511985013459
SRW08,8.603554357064281
SRW09,6.580639137284949
SRW10,10.176373195745152
SaaCH,16.36002093728827
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.338702233001117
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4235483969102336
SdssS,0
SsCH3,6.044114053950452
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,8.649470087123142
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.512414692793226
VE1_D,5.824763761681122
VE2_A,0.12892613407980646
VE2_D,0.16642182176231776
VE3_A,2.7595953873315118
VE3_D,3.0148814111901467
VR1_A,577.0186961329478
VR1_D,233.95414703301975
VR2_A,16.486248460941365
VR2_D,6.684404200943422
VR3_A,7.610637636788659
VR3_D,6.707888111801458
WPath,4645
Xc-3d,2.7419215462086624
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,25.37166824125719
Xp-1d,16.689580941199036
Xp-2d,15.520059873697015
Xp-3d,10.964433492415493
Xp-4d,9.319431610388182
Xp-5d,7.009153494836719
Xp-6d,4.446474787295467
Xp-7d,3.2089787717778195
ZMIC0,114.26763090271334
ZMIC1,54.29603842134641
ZMIC2,32.89753204147446
ZMIC3,27.568059367519496
ZMIC4,27.072998713608307
ZMIC5,27.072998713608307
nAcid,1
nAtom,65
nBase,0
nRing,3
piPC1,3.901972669574645
piPC2,4.433788569232471
piPC3,4.8352893510387265
piPC4,5.362758226666926
piPC5,5.732531887942187
piPC6,5.764799176461976
piPC7,6.013791558991993
piPC8,6.166270956622629
piPC9,6.212793953856583
AATS0Z,25.753846153846155
AATS0d,3.1384615384615384
AATS0i,162.12735416488573
AATS0m,101.8130594769231
AATS0p,1.5641938945456924
AATS0s,4.99193310119236
AATS0v,221.22382793725055
AATS1Z,25.865671641791046
AATS1d,3.6865671641791047
AATS1i,146.73906960039477
AATS1m,98.14998691044775
AATS1p,1.8741999544179102
AATS1s,3.189699649898655
AATS1v,266.439245980495
AATS2Z,22.17543859649123
AATS2d,3.4210526315789473
AATS2i,152.29532133891422
AATS2m,82.89633964035087
AATS2p,1.6168567224402457
AATS2s,3.255929174788824
AATS2v,221.64819465249414
AATS3Z,17.543624161073826
AATS3d,2.8120805369127515
AATS3i,158.56657584572227
AATS3m,62.50943841610738
AATS3p,1.394701430587812
AATS3s,2.939535172756649
AATS3v,185.8166615834798
AATS4Z,16.30952380952381
AATS4d,2.5952380952380953
AATS4i,162.01949961430424
AATS4m,58.53878129761905
AATS4p,1.2674635010369344
AATS4s,2.864179159318048
AATS4v,164.38867813442107
AATS5Z,19.18831168831169
AATS5d,2.655844155844156
AATS5i,162.2089524919627
AATS5m,69.92831555194806
AATS5p,1.3010928488277274
AATS5s,3.247354497354497
AATS5v,175.41334671755618
AATS6Z,16.408163265306122
AATS6d,2.639455782312925
AATS6i,161.5017916503952
AATS6m,57.12559027891155
AATS6p,1.3441643664028913
AATS6s,3.0235995632821027
AATS6v,177.01454169717417
AATS7Z,15.862068965517242
AATS7d,2.7103448275862068
AATS7i,156.24804969858815
AATS7m,56.14416267586207
AATS7p,1.3731020535632965
AATS7s,2.924584929757344
AATS7v,179.41800538749595
AATS8Z,14.843137254901961
AATS8d,2.4052287581699345
AATS8i,159.18594039654627
AATS8m,51.97004893464052
AATS8p,1.3037327117723396
AATS8s,2.7883079157588964
AATS8v,168.80246749221126
AMID_C,1.516026263353734
AMID_N,0.23243759152422086
AMID_O,0.19860464540804898
AMID_X,0.0
AMID_h,0.4893472306494039
ATS0dv,464.44444444444446
ATS0pe,405.22220000000004
ATS0se,500.5645929999999
ATS1dv,439.66666666666663
ATS1pe,433.31149999999997
ATS1se,519.3391839999999
ATS2dv,567.0
ATS2pe,716.8017
ATS2se,873.180898
ATS3dv,551.3333333333333
ATS3pe,930.7718000000001
ATS3se,1147.410678
ATS4dv,603.3333333333334
ATS4pe,1014.0362000000001
ATS4se,1268.537934
ATS5dv,549.0
ATS5pe,967.4222
ATS5se,1199.3664199999998
ATS6dv,473.6666666666667
ATS6pe,915.5009999999999
ATS6se,1138.16367
ATS7dv,438.0
ATS7pe,882.2369
ATS7se,1095.6077559999999
ATS8dv,443.0
ATS8pe,921.7855
ATS8se,1153.437224
ATSC0Z,617.9384615384615
ATSC0c,1.370885923786994
ATSC0d,37.60000000000001
ATSC0i,100.35922247003145
ATSC0m,2854.1711413846156
ATSC0p,17.581686643868462
ATSC0s,123.43139179065106
ATSC0v,3316.6678100737836
ATSC1Z,20.17112426035505
ATSC1c,-1.0140367744994232
ATSC1d,8.919999999999998
ATSC1i,-1.949267042425778
ATSC1m,96.28350714201193
ATSC1p,1.2213385678954363
ATSC1s,-8.994322448681421
ATSC1v,147.8932715918689
ATSC2Z,103.52331360946748
ATSC2c,0.6790915471963933
ATSC2d,-6.160000000000006
ATSC2i,-16.12929295590841
ATSC2m,464.700600325444
ATSC2p,-1.2326614589988358
ATSC2s,40.069816478762355
ATSC2v,-150.04519587788707
ATSC3Z,-193.08970414201184
ATSC3c,-0.5006157145521766
ATSC3d,0.4399999999999984
ATSC3i,-17.72582406527167
ATSC3m,-920.8810488047335
ATSC3p,-3.121618846705702
ATSC3s,-42.50877298073879
ATSC3v,-1084.2628681736553
ATSC4Z,112.62059171597633
ATSC4c,0.20766585976206195
ATSC4d,-2.7200000000000006
ATSC4i,-23.769355224724805
ATSC4m,559.0149074674555
ATSC4p,-1.6671540193953307
ATSC4s,38.7684833726999
ATSC4v,451.5520019096927
ATSC5Z,148.53041420118345
ATSC5c,0.057958106881509555
ATSC5d,-3.1600000000000006
ATSC5i,-8.074753235158864
ATSC5m,647.7731397810653
ATSC5p,-0.32987670009635395
ATSC5s,-28.743323430816307
ATSC5v,186.88432571855643
ATSC6Z,-395.3377514792899
ATSC6c,-0.39954204158731627
ATSC6d,-8.48
ATSC6i,28.74522885985427
ATSC6m,-1756.687197023669
ATSC6p,-2.3511518713401367
ATSC6s,-31.175693541448535
ATSC6v,-130.43837428729566
ATSC7Z,-92.41656804733725
ATSC7c,0.7638875004074492
ATSC7d,-8.600000000000001
ATSC7i,-2.3248461367746667
ATSC7m,-460.0769113964496
ATSC7p,-1.7084557011916441
ATSC7s,-19.62848515839969
ATSC7v,-910.7302897665903
ATSC8Z,-96.23976331360947
ATSC8c,-1.0140927518340115
ATSC8d,-3.5199999999999982
ATSC8i,4.273094322239292
ATSC8m,-438.91944213609474
ATSC8p,0.43520143626577473
ATSC8s,-33.3092306880626
ATSC8v,-143.42768979195807
AXp-0d,0.7249048068930626
AXp-1d,0.4510697551675415
AXp-2d,0.3104011974739403
AXp-3d,0.18904195676578436
AXp-4d,0.12593826500524571
AXp-5d,0.08344230350996093
AXp-6d,0.05357198538910202
AXp-7d,0.035263502986569446
GATS1Z,0.7968720853235194
GATS1c,1.7424074301263406
GATS1d,0.9653858367735787
GATS1i,1.2105319382846005
GATS1m,0.7996728809039254
GATS1p,0.9612991292421337
GATS1s,0.6535221748534461
GATS1v,0.9510096981459517
GATS2Z,0.8253816835570977
GATS2c,0.6057168757802965
GATS2d,1.388577827547592
GATS2i,1.203045885362743
GATS2m,0.8276756708040555
GATS2p,1.0782763674287177
GATS2s,0.4307513850041553
GATS2v,1.0303074972214834
GATS3Z,1.0596828530725009
GATS3c,1.1260905484896135
GATS3d,0.9938597743824074
GATS3i,1.1365651367449339
GATS3m,1.067242303989883
GATS3p,1.0305813268955455
GATS3s,1.0399693556643281
GATS3v,1.1034675857202145
GATS4Z,1.032927636024783
GATS4c,0.9000359259333515
GATS4d,1.0283687943262407
GATS4i,1.1073176673317933
GATS4m,1.0166561659354918
GATS4p,1.0962059187888902
GATS4s,0.6074482486228048
GATS4v,0.9496631168045075
GATS5Z,1.0091367577798889
GATS5c,1.1574256434472623
GATS5d,1.0610665929814864
GATS5i,1.068963344534582
GATS5m,1.0021536103047544
GATS5p,1.0347642694490502
GATS5s,1.3031500549761783
GATS5v,0.9297808735212282
GATS6Z,1.536995617845804
GATS6c,1.1362397552036403
GATS6d,1.094224924012158
GATS6i,0.944994118513566
GATS6m,1.498191206741515
GATS6p,1.2071435676025228
GATS6s,1.2177096232212772
GATS6v,0.99580205006185
GATS7Z,0.892132134400857
GATS7c,0.5291122631506232
GATS7d,1.1562729273661039
GATS7i,0.9721567063430768
GATS7m,0.9110281281414719
GATS7p,0.980340270298243
GATS7s,1.0120604681899823
GATS7v,1.127053070554845
GATS8Z,1.0065938772395213
GATS8c,1.1000644490341869
GATS8d,0.9178139340842717
GATS8i,0.936233881466326
GATS8m,1.009960862403046
GATS8p,0.9730733632066789
GATS8s,1.0486154374927548
GATS8v,1.0237587929378102
MATS1Z,0.03166820381981943
MATS1c,-0.7176140647203917
MATS1d,0.23015242934264835
MATS1i,-0.018843110976643648
MATS1m,0.032727320112677115
MATS1p,0.0673928914897529
MATS1s,-0.0706938088019539
MATS1v,0.04325984852355371
MATS2Z,0.0955215679491514
MATS2c,0.28244605481122154
MATS2d,-0.09341172079134014
MATS2i,-0.09163608942997317
MATS2m,0.09283285951734309
MATS2p,-0.03997530511503924
MATS2s,0.185097363432547
MATS2v,-0.02579458971113163
MATS3Z,-0.1363141619995141
MATS3c,-0.15930530898868359
MATS3d,0.0051049550192774325
MATS3i,-0.07705063721678526
MATS3m,-0.14075071610247764
MATS3p,-0.07745445936910181
MATS3s,-0.1502380822787487
MATS3v,-0.1426131910585381
MATS4Z,0.0705142112613606
MATS4c,0.05860947919359658
MATS4d,-0.027988855116514687
MATS4i,-0.09163559160293461
MATS4m,0.07577875290617084
MATS4p,-0.03668759670208709
MATS4s,0.12152265814326887
MATS4v,0.05267564609752149
MATS5Z,0.10145251104022206
MATS5c,0.017844546286200445
MATS5d,-0.03547250621718707
MATS5i,-0.0339597595806958
MATS5m,0.09579339404435516
MATS5p,-0.00791924432159915
MATS5s,-0.09828879064953956
MATS5v,0.023782830354200316
MATS6Z,-0.2828909684672555
MATS6c,-0.12887159071079413
MATS6d,-0.09972499638153132
MATS6i,0.126649798925949
MATS6m,-0.2721513214118976
MATS6p,-0.05913112878085302
MATS6s,-0.11168285809291016
MATS6v,-0.017389993653470145
MATS7Z,-0.06704246343192989
MATS7c,0.2497890756824659
MATS7d,-0.10253118121790167
MATS7i,-0.010384420888190658
MATS7m,-0.07225963821294146
MATS7p,-0.04356006723196909
MATS7s,-0.07128637194995939
MATS7v,-0.12309294422475033
MATS8Z,-0.06616544607851274
MATS8c,-0.3142666436528072
MATS8d,-0.03977193714365176
MATS8i,0.018088690050057744
MATS8m,-0.06533211738462405
MATS8p,0.010516027433104015
MATS8s,-0.114646526725347
MATS8v,-0.018371852640618178
MAXaaN,4.415222759979352
MAXaaS,1.3635293149888803
MAXsOH,8.98299218654709
MINaaN,4.415222759979352
MINaaS,1.3635293149888803
MINsOH,8.98299218654709
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.393777943478355
SpAD_D,550.034330062031
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7405461637464572
SssNH2,0
SsssAs,0
SsssCH,0.04576435274938451
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,788
TMWC10,148.56059324717123
TSRW10,84.3602629247676
VE1_Dt,5.819101444886953
VE2_Dt,0.16626004128248437
VE3_Dt,3.0139088274063157
VR1_Dt,234.91777725106627
VR2_Dt,6.711936492887608
VR3_Dt,6.71199853737781
Xc-3dv,1.365151695876453
Xc-4dv,0.0
Xc-5dv,0.0975683661041614
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.31804138174397717
Xch-7d,0.45256011835984555
Xp-0dv,20.81609023842862
Xp-1dv,12.252825605528129
Xp-2dv,9.654671491563805
Xp-3dv,6.219252182456313
Xp-4dv,4.428397838583269
Xp-5dv,2.9719007664047767
Xp-6dv,1.6676037431413409
Xp-7dv,0.9582649747539264
Xpc-4d,4.207688302246484
Xpc-5d,6.585232785693417
Xpc-6d,8.882656599575121
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,67
nFRing,0
nHBAcc,5
nHBDon,4
nHRing,1
nSpiro,0
naRing,3
piPC10,6.487065486289323
AATS0dv,7.145299145299146
AATS0pe,6.234187692307693
AATS0se,7.700993738461537
AATS1dv,6.5621890547263675
AATS1pe,6.467335820895522
AATS1se,7.751331104477611
AATS2dv,4.973684210526316
AATS2pe,6.287734210526316
AATS2se,7.659481561403508
AATS3dv,3.700223713646532
AATS3pe,6.246790604026846
AATS3se,7.700742805369127
AATS4dv,3.5912698412698414
AATS4pe,6.035929761904763
AATS4se,7.550821035714286
AATS5dv,3.564935064935065
AATS5pe,6.281962337662337
AATS5se,7.7880936363636355
AATS6dv,3.2222222222222223
AATS6pe,6.2278979591836725
AATS6se,7.742609999999999
AATS7dv,3.0206896551724136
AATS7pe,6.084392413793103
AATS7se,7.555915558620689
AATS8dv,2.895424836601307
AATS8pe,6.024741830065359
AATS8se,7.538805385620915
AATSC0Z,9.506745562130178
AATSC0c,0.02109055267364606
AATSC0d,0.5784615384615386
AATSC0i,1.543988038000484
AATSC0m,43.91032525207101
AATSC0p,0.27048748682874557
AATSC0s,1.8989444890869394
AATSC0v,51.02565861651975
AATSC1Z,0.30106155612470226
AATSC1c,-0.015134877231334675
AATSC1d,0.13313432835820893
AATSC1i,-0.029093537946653404
AATSC1m,1.4370672707762975
AATSC1p,0.018228933849185617
AATSC1s,-0.13424361863703613
AATSC1v,2.2073622625652076
AATSC2Z,0.9080992421883112
AATSC2c,0.00595694339645959
AATSC2d,-0.054035087719298304
AATSC2i,-0.14148502592902115
AATSC2m,4.076321055486351
AATSC2p,-0.010812819815779261
AATSC2s,0.3514896182347575
AATSC2v,-1.3161859287533952
AATSC3Z,-1.2959040546443747
AATSC3c,-0.0033598370104172925
AATSC3d,0.002953020134228177
AATSC3i,-0.11896526218303134
AATSC3m,-6.180409723521701
AATSC3p,-0.020950462058427533
AATSC3s,-0.28529377839422004
AATSC3v,-7.276932001165472
AATSC4Z,0.6703606649760496
AATSC4c,0.0012361063081075116
