DLiP-ID,C000MK
AATSC5p,-0.0031053635146149534
AATSC5s,-0.13944303559688176
AATSC5v,-2.308488472395827
AATSC6Z,-1.3834442800788953
AATSC6c,-0.0001747814492464603
AATSC6d,-0.0965647600262985
AATSC6i,-0.2594730924461693
AATSC6m,-6.675398689898318
AATSC6p,-0.04261024529312263
AATSC6s,-0.15177959949594566
AATSC6v,-10.172722244584055
AATSC7Z,0.03587865126326663
AATSC7c,-0.0005041303058541117
AATSC7d,-0.009768009768009797
AATSC7i,0.04260845359341909
AATSC7m,0.12384082076845887
AATSC7p,-0.0025729245567091556
AATSC7s,0.054462394205983956
AATSC7v,-0.5689486628654801
AATSC8Z,1.4548362722874777
AATSC8c,0.0021534587707890108
AATSC8d,0.007163394074989918
AATSC8i,0.02994849094434123
AATSC8m,7.079937457107515
AATSC8p,0.012925950703073757
AATSC8s,0.31395319043616027
AATSC8v,5.7206123177845996
ATS0are,244.10490000000001
ATS1are,260.85400000000004
ATS2are,448.4570000000001
ATS3are,548.5279999999999
ATS4are,609.655
ATS5are,647.4069999999999
ATS6are,589.0340000000001
ATS7are,540.667
ATS8are,388.14200000000005
ATSC0dv,165.58974358974348
ATSC0pe,5.900866666666666
ATSC0se,3.834766358974358
ATSC1dv,49.63642340565416
ATSC1pe,0.02138888888888818
ATSC1se,-0.12013591584483926
ATSC2dv,4.5161078238001355
ATSC2pe,-1.2046111111111117
ATSC2se,-0.9648862432610128
ATSC3dv,-6.612754766600929
ATSC3pe,0.5470444444444434
ATSC3se,0.3793832925706766
ATSC4dv,-65.96909927679157
ATSC4pe,-0.5809111111111106
ATSC4se,-0.284110132807364
ATSC5dv,-82.28007889546348
ATSC5pe,-1.7787333333333322
ATSC5se,-1.093498043392505
ATSC6dv,-48.451676528599606
ATSC6pe,-1.5490666666666653
ATSC6se,-0.7940844733727812
ATSC7dv,33.2136752136752
ATSC7pe,0.5831444444444449
ATSC7se,0.4832081367521374
ATSC8dv,44.75608152531228
ATSC8pe,2.172977777777777
ATSC8se,1.2291882550953326
AXp-0dv,0.5785774524113062
AXp-1dv,0.3029960913233073
AXp-2dv,0.15827046769421296
AXp-3dv,0.08700934153805978
AXp-4dv,0.047831123838895755
AXp-5dv,0.026861941612655024
AXp-6dv,0.014815161524803283
AXp-7dv,0.008344042714801575
BertzCT,657.2335221305327
ECIndex,343
ETA_eta,15.705066624785568
GATS1dv,0.517735612475357
GATS1pe,0.6660881838219713
GATS1se,0.7295878966403353
GATS2dv,0.9696456845750882
GATS2pe,0.9984260289289884
GATS2se,1.0761422171583674
GATS3dv,0.973998071454715
GATS3pe,0.821460997511408
GATS3se,0.8253281293259903
GATS4dv,1.1181432932417321
GATS4pe,1.0040067906547567
GATS4se,0.9914659750910684
GATS5dv,1.2107950272087784
GATS5pe,1.1462814986014966
GATS5se,1.1715301926843182
GATS6dv,1.1115573707030049
GATS6pe,1.1704581883452148
GATS6se,1.1674037492592735
GATS7dv,0.8889306729195245
GATS7pe,0.992493621412537
GATS7se,0.9590423843999473
GATS8dv,0.8031898420563648
GATS8pe,0.6911850877457749
GATS8se,0.6807532525501762
LogEE_A,3.9797143899044674
LogEE_D,85.53898395099687
MATS1dv,0.2851332059310065
MATS1pe,0.003447888183987191
MATS1se,-0.029799893023366948
MATS2dv,0.014980873160922824
MATS2pe,-0.11213400180096096
MATS2se,-0.13821127203715827
MATS3dv,-0.017698274163123997
MATS3pe,0.04108551594372879
MATS3se,0.043845116403453205
MATS4dv,-0.15854248171860885
MATS4pe,-0.03917711153694243
MATS4se,-0.029483996139889886
MATS5dv,-0.18455957173826487
MATS5pe,-0.11196192326873691
MATS5se,-0.10591425346337038
MATS6dv,-0.11886903840198211
MATS6pe,-0.10664676375221711
MATS6se,-0.08412424307226209
MATS7dv,0.08596204043711014
MATS7pe,0.04235293927768484
MATS7se,0.054003081825456926
MATS8dv,0.15732887128310144
MATS8pe,0.2143528625780747
MATS8se,0.18658180813315767
MAXaaCH,1.988939909297052
MAXaasC,1.166345427059713
MAXsCH3,1.6246724353321575
MAXssNH,3.384830640589569
MDEC-11,0.19999999999999996
MDEC-12,2.581550928950117
MDEC-13,3.1825594946832263
MDEC-22,8.041703967884972
MDEC-23,18.737942659438865
MDEC-33,8.857542075624217
MDEO-22,0.33333333333333337
MINaaCH,1.4921109693877552
MINaasC,-0.19663435899050974
MINsCH3,1.6097309618291762
MINssNH,3.384830640589569
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9761904761904763
SM1_Dzi,0.9252211507307917
SM1_Dzm,1.0088203095970463
SM1_Dzp,-4.680975014723677
SM1_Dzv,-1.6639732496601876
SddssSe,0
SpAD_Dt,394.1017978298047
SpAbs_A,27.739268674261712
SpAbs_D,171.07796790199382
SpMAD_A,1.3209175559172244
SpMAD_D,8.146569900094944
SpMax_A,2.4694062222043383
SpMax_D,85.53898395099687
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,30.490000000000002
TpiPC10,8.272806053247104
VAdjMat,5.523561956057013
VE1_DzZ,4.520248440617056
VE1_Dzi,4.516086333886094
VE1_Dzm,4.520371688279025
VE1_Dzp,4.440450098701033
VE1_Dzv,4.483763260414832
VE2_DzZ,0.21524992574366936
VE2_Dzi,0.2150517301850521
VE2_Dzm,0.21525579467995357
VE2_Dzp,0.2114500047000492
VE2_Dzv,0.21351253621023009
VE3_DzZ,2.250504301801298
VE3_Dzi,2.2495831081693325
VE3_Dzm,2.2505315671127963
VE3_Dzp,2.23269308961687
VE3_Dzv,2.24240005202785
VR1_DzZ,113.90733223669957
VR1_Dzi,114.24119852429257
VR1_Dzm,113.88189155736006
VR1_Dzp,120.86135571197052
VR1_Dzv,117.4166702404827
VR2_DzZ,5.424158677938075
VR2_Dzi,5.44005707258536
VR2_Dzm,5.422947217017146
VR2_Dzp,5.755302652950977
VR2_Dzv,5.591270011451558
VR3_DzZ,5.477322587445076
VR3_Dzi,5.4802493345496925
VR3_Dzm,5.477099217093998
VR3_Dzp,5.536581412809628
VR3_Dzv,5.507666237277099
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.08469550293546271
Xch-7dv,0.1300152505143085
Xpc-4dv,1.2780993263169074
Xpc-5dv,1.875249228518334
Xpc-6dv,2.639186787338443
Zagreb1,110.0
Zagreb2,132.0
fragCpx,109.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,0
nBondsM,12
nBondsO,23
nBondsS,29
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,4
naHRing,0
AATS0are,6.2591
AATS1are,6.362292682926831
AATS2are,6.316295774647889
AATS3are,6.233272727272726
AATS4are,6.220969387755102
AATS5are,6.165780952380952
AATS6are,6.135770833333335
AATS7are,5.941395604395605
AATS8are,5.793164179104479
AATSC0dv,4.245890861275474
AATSC0pe,0.15130427350427347
AATSC0se,0.09832734253780405
AATSC1dv,1.2106444733086381
AATSC1pe,0.0005216802168021507
AATSC1se,-0.002930144288898519
AATSC2dv,0.06360715244788924
AATSC2pe,-0.016966353677621292
AATSC2se,-0.013589947088183278
AATSC3dv,-0.07514494052955602
AATSC3pe,0.00621641414141413
AATSC3se,0.004311173779212234
AATSC4dv,-0.6731540742529751
AATSC4pe,-0.005927664399092965
AATSC4se,-0.002899082987830245
AATSC5dv,-0.783619799004414
AATSC5pe,-0.01694031746031745
AATSC5se,-0.010414267079928619
AATSC6dv,-0.5047049638395792
AATSC6pe,-0.016136111111111098
AATSC6se,-0.008271713264299804
AATSC7dv,0.3649854419085187
AATSC7pe,0.006408180708180713
AATSC7se,0.005309979524748763
AATSC8dv,0.6680012167957057
AATSC8pe,0.032432504145936965
AATSC8se,0.01834609335963183
AETA_eta,0.7478603154659794
ATSC0are,6.466107692307689
ATSC1are,-0.06997988165680662
ATSC2are,-1.442901183431955
ATSC3are,0.5409313609467434
ATSC4are,-0.501221893491126
ATSC5are,-1.8762360946745567
ATSC6are,-1.5150420118343197
ATSC7are,0.6910384615384637
ATSC8are,2.2644970414201206
BCUTZ-1h,9.004065457793331
BCUTZ-1l,5.682673950216948
BCUTc-1h,0.41482322231520646
BCUTc-1l,-0.5283704519452737
BCUTd-1h,3.2323768021547323
BCUTd-1l,0.9871954887127463
BCUTi-1h,17.424770760038175
BCUTi-1l,10.943466341903724
BCUTm-1h,19.00014084851839
BCUTm-1l,11.694323545091782
BCUTp-1h,2.0009170430959307
BCUTp-1l,0.5458610975635667
BCUTs-1h,8.00191737784605
BCUTs-1l,1.2602950937757564
BCUTv-1h,20.90757557702937
BCUTv-1l,13.304121317111369
BalabanJ,1.730578035071914
Diameter,10
ETA_beta,26.75
GATS1are,0.6806118867047386
GATS2are,1.0133501169042536
GATS3are,0.8285415107974512
GATS4are,1.0051810908447492
GATS5are,1.1472458534707373
GATS6are,1.1676062428274927
GATS7are,0.9827683077170938
GATS8are,0.6763008809086993
HybRatio,0.29411764705882354
Lipinski,True
LogEE_Dt,197.05089891490235
MATS1are,-0.01029463659757005
MATS2are,-0.12257443906115108
MATS3are,0.037075000210889705
MATS4are,-0.030847901869975162
MATS5are,-0.10777545402417824
MATS6are,-0.09518644702436617
MATS7are,0.045801795261106344
MATS8are,0.2038537141060062
MAXssCH2,0.8895240457294029
MAXsssCH,-0.15763321995464907
MINssCH2,0.8070278250188965
MINsssCH,-0.15763321995464907
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,1.0379225534034924
SM1_Dzse,0.9507525935499613
SMR_VSA1,13.864140955274918
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,20.764351488467643
SMR_VSA7,58.90577772690654
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,132.25810532369803
SpAD_Dzi,133.33634706025566
SpAD_Dzm,132.1341745863474
SpAD_Dzp,185.9918486161395
SpAD_Dzv,157.30130884401214
SpAbs_Dt,394.10179782980475
SpDiam_A,4.938812444408676
SpDiam_D,123.02909682437404
SpMAD_Dt,18.766752277609747
SpMax_Dt,197.05089891490235
SsssssAs,0
VE1_Dzpe,4.5206979669678935
VE1_Dzse,4.520093213593475
VE2_Dzpe,0.21527133176037588
VE2_Dzse,0.21524253398064164
VE3_Dzpe,2.2506037441231395
VE3_Dzse,2.250469960837309
VMcGowan,215.48999999999967
VR1_Dzpe,113.84563640195647
VR1_Dzse,113.93091564157858
VR2_Dzpe,5.421220781045546
VR2_Dzse,5.425281697218027
VR3_Dzpe,5.476780808897723
VR3_Dzse,5.477529606285703
mZagreb1,6.527777777777777
mZagreb2,4.8055555555555545
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,35
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.16579763313609458
AATSC1are,-0.001706826381873332
AATSC2are,-0.02032255187932331
AATSC3are,0.006146947283485721
AATSC4are,-0.0051145091172563875
AATSC5are,-0.01786891518737673
AATSC6are,-0.015781687623274164
AATSC7are,0.007593829247675425
AATSC8are,0.03379846330477792
AETA_beta,1.2738095238095237
BCUTdv-1h,7.004060030290551
BCUTdv-1l,0.9966232906142157
BCUTpe-1h,3.988663214525723
BCUTpe-1l,2.231475998594257
BCUTse-1h,4.009940810636171
BCUTse-1l,2.427418365336867
ETA_alpha,9.852380952380953
ETA_dBeta,0.25
ETA_eta_B,0.17350015950507824
ETA_eta_F,18.855133671361315
ETA_eta_L,4.6848713206419115
ETA_eta_R,34.56020029614688
ETA_psi_1,0.5551381808425009
LabuteASA,123.24986478956286
LogEE_DzZ,66.17553792262
LogEE_Dzi,66.71223168016265
LogEE_Dzm,66.11512635553545
LogEE_Dzp,91.88140644742124
LogEE_Dzv,78.25447031494409
PEOE_VSA1,14.790514511606428
PEOE_VSA2,0.0
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,35.74682581170483
PEOE_VSA8,12.10820789760957
PEOE_VSA9,20.26143591170303
SM1_Dzare,1.1473402263105923
SpAD_Dzpe,131.8002338922641
SpAD_Dzse,132.3984714157894
SpAbs_DzZ,131.37488536904962
SpAbs_Dzi,132.4992422095945
SpAbs_Dzm,131.2214324014739
SpAbs_Dzp,188.4437879095662
SpAbs_Dzv,158.17291387954845
SpDiam_Dt,269.47200339413087
SpMAD_DzZ,6.298005015414192
SpMAD_Dzi,6.3493498600121745
SpMAD_Dzm,6.292103551730828
SpMAD_Dzp,8.856754696006643
SpMAD_Dzv,7.49053851638153
SpMax_DzZ,66.17553792262
SpMax_Dzi,66.71223168016265
SpMax_Dzm,66.11512635553545
SpMax_Dzp,91.88140644742124
SpMax_Dzv,78.25447031494409
VE1_Dzare,4.521966624831845
VE2_Dzare,0.21533174403961167
VE3_Dzare,2.2508843379369203
VR1_Dzare,113.6947071530458
VR2_Dzare,5.414033673954561
VR3_Dzare,5.475454193417692
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4691609977324263
AETA_dBeta,0.011904761904761904
AETA_eta_B,0.008261912357384679
AETA_eta_F,0.8978635081600627
AETA_eta_L,0.2230891105067577
AETA_eta_R,1.6457238236260419
BCUTare-1h,4.107711990281341
BCUTare-1l,2.181710713596761
ETA_beta_s,13.25
ETA_dPsi_A,0.15886181915749908
ETA_dPsi_B,0.0
ETA_eta_BR,0.43150015950507825
ETA_eta_FL,5.555842082226106
ETA_eta_RL,10.240713402868018
LogEE_Dzpe,65.94954182962746
LogEE_Dzse,66.2445096409209
PEOE_VSA10,5.817220841045895
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,14.790514511606428
SlogP_VSA2,20.764351488467643
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,5.817220841045895
SlogP_VSA5,22.732195304238946
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,130.71565746671914
SpAbs_Dzpe,130.86116110585158
SpAbs_Dzse,131.5382666882919
SpDiam_DzZ,96.4574926226759
SpDiam_Dzi,97.06071520492989
SpDiam_Dzm,96.38984786892476
SpDiam_Dzp,125.41086975247421
SpDiam_Dzv,109.84393962445819
SpMAD_Dzpe,6.276201613917338
SpMAD_Dzse,6.304689115037591
SpMax_Dzpe,65.94954182962746
SpMax_Dzse,66.2445096409209
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6309523809523809
AETA_eta_BR,0.020547626643098966
AETA_eta_FL,0.2645639086774336
AETA_eta_RL,0.4876530191841913
DetourIndex,2046
EState_VSA1,0.0
EState_VSA2,11.859061670193856
EState_VSA3,17.062475158264807
EState_VSA4,18.52902952053558
EState_VSA5,11.629818560158606
EState_VSA6,20.285962151016676
EState_VSA7,24.26546827384644
EState_VSA8,5.316788604006331
EState_VSA9,9.473725907600098
ETA_beta_ns,13.5
ETA_shape_p,0.13049782503624938
ETA_shape_x,0.0
ETA_shape_y,0.35524407926534557
GhoseFilter,True
LogEE_Dzare,65.4124639822315
SlogP_VSA10,4.39041504767482
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,129.6775877381525
SpDiam_Dzpe,96.21611289509086
SpDiam_Dzse,96.53291917983816
SpMAD_Dzare,6.224555117462816
SpMax_Dzare,65.4124639822315
TopoPSA(NO),30.490000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.100106056311414
VSA_EState9,33.733227277021925
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6428571428571429
EState_VSA10,4.39041504767482
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.030839002267573672
FilterItLogS,-5.1866118464742454
SpDiam_Dzare,95.62065323202505
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.5935286935286938
ETA_epsilon_2,0.8451247165532878
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.524463118580766
ETA_epsilon_5,0.8203463203463202
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.15115581217276125
ETA_dEpsilon_B,0.06906557494792775
ETA_dEpsilon_C,-0.0820902372248335
ETA_dEpsilon_D,0.024778396206967646
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7619047619047619
MDEDescriptor,"0.19999999999999996,2.581550928950117,3.1825594946832263,0.0,8.041703967884972,18.737942659438865,0.0,8.857542075624217,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,45.18327399999999
BCUTDescriptor,"11.899999999999995,18.998406529610985,-0.34698525450290885,0.12838293150905056,4.809835169636223,10.995748009021803"
BPolDescriptor,25.372725999999997
TPSADescriptor,30.490000000000002
ALOGPDescriptor,"3.289099999999998,10.818178809999988,79.6629"
XLogPDescriptor,2.678
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,287.13215718000004
ChiPathDescriptor,"14.819626477379408,10.240713402868018,8.752348493790798,7.891418384938198,6.68931451474829,5.621474664063267,3.820675749245546,2.7709505496492817,12.15012650063743,6.968910100436067,5.064654966214817,3.9154203692126908,2.8698674303337435,2.1220933873997474,1.2444735680834758,0.7843400151913479"
ChiChainDescriptor,"0.0,0.0,0.0,0.20693027063286604,0.4168807558493962,0.0,0.0,0.0,0.08469550293546273,0.1300152505143085"
AtomCountDescriptor,39
BondCountDescriptor,23
SmallRingDescriptor,"3,2,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.1439505508593788,0.0,0.3587108710533592,0.0,0.5133031256880917,0.0,0.10776107061387682,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,9,3,1,2,0,0"
ZagrebIndexDescriptor,110.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"43.06244168888644,2.050592461375545,11.311234558963566,5.620113864624235,3.1357672697415295"
FractionalPSADescriptor,0.10618803654543699
WienerNumbersDescriptor,"868.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.289701658732504,5.561231551565138,8.141589401835912,1.2780993263169076,1.8752492285183349,2.3807306357913407"
FractionalCSP3Descriptor,0.29411764705882354
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,6,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,8
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.05078125,3.2"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1261.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.29411764705882354
AutocorrelationDescriptorMass,"24.41096251140102,25.242516886416308,34.99048393112191,40.51292001136843,37.665499037801936"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.43847866216198567,-0.23504890547564572,-0.04414989774653488,0.1282679296704359,-0.1009565082373339"
EccentricConnectivityIndexDescriptor,343
AutocorrelationDescriptorPolarizability,"1404.5672114727763,1673.6215524474921,2388.0915775735666,2553.905798357439,2174.0022967720456"
