DLiP-ID,T006UV
MIC2,47.97074883893525
MIC3,49.80927830533747
MIC4,49.930866280376414
MIC5,49.930866280376414
MPC2,47
MPC3,55
MPC4,67
MPC5,76
MPC6,71
MPC7,71
MPC8,71
MPC9,74
Mare,1.0125714285714285
NaaN,2
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.12512928460043538
RPCG,0.08342721773131093
SIC0,0.31326490995271017
SIC1,0.6947308976158122
SIC2,0.8734324834284382
SIC3,0.9607797609566077
SIC4,0.9815504892363466
SIC5,0.9815504892363466
SaaN,7.976080408410649
SaaO,0
SaaS,1.0602351564208803
Sare,56.70399999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.098352716919965
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,101.877468936421
TIC1,225.9347382753823
TIC2,284.0506161764956
TIC3,312.4569881330623
TIC4,319.2118756352258
TIC5,319.2118756352258
Vabc,416.1019724745614
WPol,44
apol,64.919446
bpol,32.562554
nRot,10
ABCGG,19.956796593700606
ATS0Z,1684.0
ATS0d,188.0
ATS0i,9159.69079158608
ATS0m,6681.023969
ATS0p,90.023303906678
ATS0s,368.17009602194787
ATS0v,13139.830376884249
ATS1Z,1686.0
ATS1d,229.0
ATS1i,8698.266361011654
ATS1m,6480.735958000001
ATS1p,108.23691045600003
ATS1s,214.20987654320987
ATS1v,15951.435724367188
ATS2Z,2430.0
ATS2d,336.0
ATS2i,14575.198834803174
ATS2m,9167.118312000004
ATS2p,154.17650367454706
ATS2s,376.3765432098765
ATS2v,22016.344255984517
ATS3Z,2376.0
ATS3d,364.0
ATS3i,19632.904715812616
ATS3m,8622.436106
ATS3p,166.52029564903697
ATS3s,434.36419753086415
ATS3v,23140.109369861857
ATS4Z,2585.0
ATS4d,350.0
ATS4i,20677.653615876232
ATS4m,9494.148992000002
ATS4p,160.3763022709801
ATS4s,453.23148148148147
ATS4v,22567.378581327943
ATS5Z,2478.0
ATS5d,337.0
ATS5i,19942.411029514737
ATS5m,9155.913936
ATS5p,155.910491210376
ATS5s,512.6851851851852
ATS5v,22160.03520198817
ATS6Z,2446.0
ATS6d,313.0
ATS6i,19095.792063288558
ATS6m,8923.810721
ATS6p,147.43687003358397
ATS6s,579.4475308641976
ATS6v,21000.49195958576
ATS7Z,2267.0
ATS7d,283.0
ATS7i,17281.19919731438
ATS7m,8367.119706000001
ATS7p,131.948797979584
ATS7s,473.5
ATS7v,18774.65869962889
ATS8Z,1900.0
ATS8d,267.0
ATS8i,14774.601106450877
ATS8m,6940.026863000001
ATS8p,127.09622083788598
ATS8s,338.3734567901234
ATS8v,17453.48073093542
C1SP1,0
C1SP2,6
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.18181818181818182
GGI10,0.16396694214876034
JGI10,0.004968695216629101
JGT10,0.4027782427606943
Kier1,28.569444444444443
Kier2,15.29741964689905
Kier3,10.493884297520662
MAXdO,12.313114553344601
MID_C,45.564935974455366
MID_N,12.107596903262799
MID_O,8.71730840466913
MID_X,0.0
MID_h,22.858412349755383
MINdO,11.124653082961071
MPC10,71
MWC01,36.0
MWC02,5.117993812416755
MWC03,5.916202062607435
MWC04,6.75343791859778
MWC05,7.569927655242652
MWC06,8.409385238781931
MWC07,9.23356849809539
MWC08,10.073610001873085
MWC09,10.901929536770998
MWC10,11.74223397382184
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,4
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,4
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.9217999999999997
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.564520407322694
SRW05,2.3978952727983707
SRW06,7.002155954403621
SRW07,4.59511985013459
SRW08,8.511778558714738
SRW09,6.580639137284949
SRW10,10.061046702637492
SaaCH,17.101270003681453
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.7206999167148629
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.740243869711631
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,10.23602085536063
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.588696875222817
VE1_D,5.744616074886408
VE2_A,0.1349616728006711
VE2_D,0.16895929632018847
VE3_A,2.7473715102056504
VE3_D,2.9720385129937523
VR1_A,440.62891350602575
VR1_D,222.8367023162975
VR2_A,12.959673926647817
VR2_D,6.554020656361692
VR3_A,7.3119784868650095
VR3_D,6.630214658228226
WPath,4405
Xc-3d,2.1295491105128677
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,24.338288046437572
Xp-1d,16.40188724096433
Xp-2d,14.544644670171389
Xp-3d,10.8252643922309
Xp-4d,8.63744031022974
Xp-5d,6.655388979755974
Xp-6d,4.078599214598415
Xp-7d,2.6714554163692603
ZMIC0,110.15732297056704
ZMIC1,54.0409334013489
ZMIC2,32.22945451890352
ZMIC3,27.044495477872
ZMIC4,26.54102803376539
ZMIC5,26.54102803376539
nAcid,1
nAtom,56
nBase,0
nRing,3
piPC1,3.901972669574645
piPC2,4.3975308212098465
piPC3,4.798884926611489
piPC4,5.261718214099707
piPC5,5.619494658133612
piPC6,5.565477803279021
piPC7,5.684642128003773
piPC8,5.770467128702183
piPC9,5.952756202671429
AATS0Z,30.071428571428573
AATS0d,3.357142857142857
AATS0i,163.56590699260855
AATS0m,119.30399944642856
AATS0p,1.6075589983335357
AATS0s,6.574466000391927
AATS0v,234.6398281586473
AATS1Z,29.06896551724138
AATS1d,3.9482758620689653
AATS1i,149.97010967261474
AATS1m,111.73682686206898
AATS1p,1.8661536285517246
AATS1s,3.6932737335036183
AATS1v,275.0247538683998
AATS2Z,25.851063829787233
AATS2d,3.574468085106383
AATS2i,155.05530675322524
AATS2m,97.52253523404259
AATS2p,1.64017557100582
AATS2s,4.004005778828473
AATS2v,234.21642825515443
AATS3Z,19.475409836065573
AATS3d,2.9836065573770494
AATS3i,160.92544849026734
AATS3m,70.67570578688525
AATS3p,1.3649204561396473
AATS3s,3.5603622748431487
AATS3v,189.6730276218185
AATS4Z,20.515873015873016
AATS4d,2.7777777777777777
AATS4i,164.10836203076374
AATS4m,75.35038882539685
AATS4p,1.2728277958014294
AATS4s,3.5970752498530274
AATS4v,179.10617921688842
AATS5Z,20.311475409836067
AATS5d,2.762295081967213
AATS5i,163.4623854878257
AATS5m,75.04847488524591
AATS5p,1.2779548459866885
AATS5s,4.202337583485125
AATS5v,181.6396328031817
AATS6Z,21.086206896551722
AATS6d,2.6982758620689653
AATS6i,164.61889709731514
AATS6m,76.92940276724138
AATS6p,1.271007500289517
AATS6s,4.995237335036186
AATS6v,181.0387237895324
AATS7Z,21.798076923076923
AATS7d,2.7211538461538463
AATS7i,166.16537689725368
AATS7m,80.45307409615386
AATS7p,1.2687384421113845
AATS7s,4.552884615384615
AATS7v,180.52556441950856
AATS8Z,20.87912087912088
AATS8d,2.934065934065934
AATS8i,162.3582539170426
AATS8m,76.26403146153847
AATS8p,1.3966617674492965
AATS8s,3.718389635056301
AATS8v,191.79649154874085
AMID_C,1.3401451757192755
AMID_N,0.35610579127243525
AMID_O,0.2563914236667391
AMID_X,0.0
AMID_h,0.6723062455810407
ATS0dv,522.4444444444445
ATS0pe,370.8090000000001
ATS0se,450.40980499999995
ATS1dv,470.66666666666663
ATS1pe,390.27450000000005
ATS1se,463.4330279999998
ATS2dv,611.6666666666666
ATS2pe,625.5501
ATS2se,750.7289979999998
ATS3dv,576.3333333333334
ATS3pe,790.6574
ATS3se,966.84362
ATS4dv,614.3333333333333
ATS4pe,817.7873000000001
ATS4se,1004.022152
ATS5dv,698.6666666666667
ATS5pe,790.9668999999999
ATS5se,970.2967880000001
ATS6dv,677.3333333333334
ATS6pe,778.5612000000001
ATS6se,951.2156640000001
ATS7dv,551.6666666666667
ATS7pe,695.5181000000002
ATS7se,850.9796680000001
ATS8dv,450.0
ATS8pe,592.3612000000003
ATS8se,727.946194
ATSC0Z,550.0
ATSC0c,1.7550725878603286
ATSC0d,30.214285714285715
ATSC0i,93.19934911453444
ATSC0m,2523.5110185535714
ATSC0p,14.763759818340212
ATSC0s,144.91022437781697
ATSC0v,2635.2975296628492
ATSC1Z,7.5
ATSC1c,-1.2927430680697358
ATSC1d,2.992346938775508
ATSC1i,-9.63747504637982
ATSC1m,40.674414176658004
ATSC1p,0.9535283439406396
ATSC1s,-11.059893864953388
ATSC1v,125.0036023116256
ATSC2Z,-9.0
ATSC2c,0.7331881389434569
ATSC2d,-8.46683673469388
ATSC2i,-8.493486901784555
ATSC2m,-69.16750850063781
ATSC2p,-3.1113998574199266
ATSC2s,29.14474241342627
ATSC2v,-630.4472679442724
ATSC3Z,-135.0
ATSC3c,-0.32506408620047195
ATSC3d,-2.2882653061224496
ATSC3i,-13.927289335057097
ATSC3m,-631.6209142774237
ATSC3p,-1.7213616716860014
ATSC3s,-42.541728779989356
ATSC3v,-688.2012826768586
ATSC4Z,105.5
ATSC4c,0.05240241266731799
ATSC4d,-1.6607142857142865
ATSC4i,-10.211816742260643
ATSC4m,441.72600461160715
ATSC4p,-1.9549260560663397
ATSC4s,-42.63246497158535
ATSC4v,-124.05756676645457
ATSC5Z,106.5
ATSC5c,-0.173280280861734
ATSC5d,-4.10969387755102
ATSC5i,-20.721914609891382
ATSC5m,513.6342376868622
ATSC5p,-1.27762997381311
ATSC5s,31.4900662425464
ATSC5v,289.25986493160195
ATSC6Z,-132.5
ATSC6c,-0.034616717272078046
ATSC6d,0.3061224489795917
ATSC6i,-9.26342156637952
ATSC6m,-585.2816335216838
ATSC6p,-2.1776232956509802
ATSC6s,22.15885963438873
ATSC6v,-336.3182319552651
ATSC7Z,66.5
ATSC7c,0.584439492393997
ATSC7d,3.6377551020408165
ATSC7i,18.965539377721957
ATSC7m,287.4171091505101
ATSC7p,2.6961047290042424
ATSC7s,-20.221991265642064
ATSC7v,228.6518095742226
ATSC8Z,-95.75
ATSC8c,-0.4848320898304075
ATSC8d,3.044642857142856
ATSC8i,14.60176947976492
ATSC8m,-407.1267229709823
ATSC8p,2.3880480007181526
ATSC8s,-38.04941639721733
ATSC8v,310.6633923411181
AXp-0d,0.7158320013658109
AXp-1d,0.4556079789156759
AXp-2d,0.3094605248972636
AXp-3d,0.19682298894965275
AXp-4d,0.12891701955566776
AXp-5d,0.08757090762836808
AXp-6d,0.057445059360541055
AXp-7d,0.03762613262491916
GATS1Z,0.7327586206896551
GATS1c,1.739092863117915
GATS1d,0.9729355180565744
GATS1i,1.2945728788628101
GATS1m,0.7308854463803979
GATS1p,0.917521503751237
GATS1s,0.6354054111004088
GATS1v,0.865780660289084
GATS2Z,0.8877659574468085
GATS2c,0.7319813031668728
GATS2d,1.3071525577184246
GATS2i,1.1986328702403006
GATS2m,0.8901802388026044
GATS2p,1.1323240664712166
GATS2s,0.5137647892654708
GATS2v,1.0793980172033661
GATS3Z,0.996311475409836
GATS3c,1.0383947311243906
GATS3d,1.0817540596054722
GATS3i,1.0652820388435866
GATS3m,1.005689720246018
GATS3p,0.9750166575898634
GATS3s,1.0562866059099183
GATS3v,1.084417097720743
GATS4Z,0.8904761904761905
GATS4c,0.9932441700516553
GATS4d,1.0185185185185186
GATS4i,1.0311016162639046
GATS4m,0.9002198414453686
GATS4p,1.0006258654831655
GATS4s,1.1177102769816538
GATS4v,0.9882930672720227
GATS5Z,0.8967213114754099
GATS5c,1.1127508216957829
GATS5d,1.0892144324303374
GATS5i,1.069989428524676
GATS5m,0.8941062257910191
GATS5p,0.9971661301127066
GATS5s,0.9060504433080967
GATS5v,0.9293644437988873
GATS6Z,1.2366379310344828
GATS6c,1.2003970752678734
GATS6d,0.9807817722344502
GATS6i,1.0303928879534632
GATS6m,1.219325321048151
GATS6p,1.1024436759230445
GATS6s,1.2652201315894127
GATS6v,0.999309476549566
GATS7Z,0.9822115384615385
GATS7c,1.0406111207013937
GATS7d,0.9364202582287687
GATS7i,0.8630523009039217
GATS7m,0.9815243191966955
GATS7p,0.8601961295563828
GATS7s,1.3764851243917948
GATS7v,0.8834815130235031
GATS8Z,1.2917582417582418
GATS8c,1.2489966662901013
GATS8d,1.0201854882705947
GATS8i,0.9146287315609622
GATS8m,1.2641344737470364
GATS8p,1.0330454531693933
GATS8s,1.2501970760384857
GATS8v,0.9194029784597283
MATS1Z,0.01316614420062696
MATS1c,-0.7111761242972865
MATS1d,0.09562240156517479
MATS1i,-0.09984134448414775
MATS1m,0.015562384266138941
MATS1p,0.06235864492152452
MATS1s,-0.07369057815131251
MATS1v,0.04579867430826234
MATS2Z,-0.009748549323017408
MATS2c,0.24887456898359112
MATS2d,-0.16694331271062826
MATS2i,-0.05429168434854693
MATS2m,-0.016328906422050937
MATS2p,-0.12555066851982066
MATS2s,0.11981780679811724
MATS2v,-0.14252113934282662
MATS3Z,-0.11266766020864383
MATS3c,-0.08501628110286279
MATS3d,-0.03476339960469713
MATS3i,-0.06859333441431566
MATS3m,-0.11488927607723873
MATS3p,-0.05351842864350404
MATS3s,-0.13475481802093062
MATS3v,-0.11987096985490413
MATS4Z,0.08525252525252526
MATS4c,0.013270084295412694
MATS4d,-0.0244286840031521
MATS4i,-0.04869760638784027
MATS4m,0.07779742877001515
MATS4p,-0.058850593318311835
MATS4s,-0.13075517818668173
MATS4v,-0.02092238000454562
MATS5Z,0.0888822652757079
MATS5c,-0.04531920225182601
MATS5d,-0.06243460062783398
MATS5i,-0.10205756370432623
MATS5m,0.09342797935029876
MATS5p,-0.03972247652019968
MATS5s,0.09974766582540497
MATS5v,0.05038331287988986
MATS6Z,-0.11630094043887146
MATS6c,-0.009521839038831872
MATS6d,0.0048911714355588136
MATS6i,-0.04798313143535435
MATS6m,-0.11196691912043581
MATS6p,-0.07120587381028765
MATS6s,0.07382074356094052
MATS6v,-0.06160994117134058
MATS7Z,0.0651048951048951
MATS7c,0.17930779067993535
MATS7d,0.06482996908528824
MATS7i,0.10957387157855653
MATS7m,0.06132846563200617
MATS7p,0.09833190989937574
MATS7s,-0.0751414510218665
MATS7v,0.046719660216545715
MATS8Z,-0.10713286713286714
MATS8c,-0.169997646359541
MATS8d,0.06201127477723219
MATS8i,0.09641380954492772
MATS8m,-0.09928211923239444
MATS8p,0.09953887211145064
MATS8s,-0.1615829771553032
MATS8v,0.07254492901011349
MAXaaN,4.047833910551263
MAXaaS,1.0602351564208803
MAXsOH,9.098352716919965
MINaaN,3.928246497859386
MINaaS,1.0602351564208803
MINsOH,9.098352716919965
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.389795771892395
SpAD_D,536.3647566563022
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.38063853087222244
SssNH2,0
SsssAs,0
SsssCH,-0.791596656124175
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,673
TMWC10,145.71828869820789
TSRW10,83.00361532444485
VE1_Dt,5.719975517467146
VE2_Dt,0.16823457404315137
VE3_Dt,2.967739956841576
VR1_Dt,225.36645600502897
VR2_Dt,6.628425176618499
VR3_Dt,6.641503202299553
Xc-3dv,0.7563991881932025
Xc-4dv,0.0
Xc-5dv,0.04719684778935683
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.35549886030924205
Xch-7d,0.3434732977889658
Xp-0dv,18.671552124392445
Xp-1dv,11.019935156148252
Xp-2dv,7.876276164880949
Xp-3dv,5.221150466439264
Xp-4dv,3.546043529393184
Xp-5dv,2.139538801177192
Xp-6dv,1.0747293397991962
Xp-7dv,0.6008202490117949
Xpc-4d,3.688487256621397
Xpc-5d,5.325650236300012
Xpc-6d,7.2664542478185385
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,58
nFRing,0
nHBAcc,7
nHBDon,5
nHRing,2
nSpiro,0
naRing,3
piPC10,5.8763342398543505
AATS0dv,9.329365079365079
AATS0pe,6.621589285714287
AATS0se,8.043032232142856
AATS1dv,8.114942528735632
AATS1pe,6.7288706896551735
AATS1se,7.990224620689652
AATS2dv,6.50709219858156
AATS2pe,6.654788297872341
AATS2se,7.986478702127657
AATS3dv,4.724043715846995
AATS3pe,6.480798360655738
AATS3se,7.924947704918033
AATS4dv,4.875661375661375
AATS4pe,6.490375396825398
AATS4se,7.968429777777778
AATS5dv,5.726775956284154
AATS5pe,6.483335245901639
AATS5se,7.953252360655738
AATS6dv,5.839080459770115
AATS6pe,6.711734482758621
AATS6se,8.20013503448276
AATS7dv,5.304487179487181
AATS7pe,6.687674038461541
AATS7se,8.182496807692308
AATS8dv,4.945054945054945
AATS8pe,6.509463736263739
AATS8se,7.9994087252747255
AATSC0Z,9.821428571428571
AATSC0c,0.0313405819260773
AATSC0d,0.5395408163265306
AATSC0i,1.6642740913309721
AATSC0m,45.062696759885206
AATSC0p,0.26363856818464665
AATSC0s,2.5876825781753032
AATSC0v,47.05888445826516
AATSC1Z,0.12931034482758622
AATSC1c,-0.022288673587409238
AATSC1d,0.051592188599577725
AATSC1i,-0.16616336286861758
AATSC1m,0.7012830030458277
AATSC1p,0.01644014386104551
AATSC1s,-0.19068782525781702
AATSC1v,2.1552345226142346
AATSC2Z,-0.09574468085106383
AATSC2c,0.007799873818547414
AATSC2d,-0.09007273122014765
AATSC2i,-0.0903562436360059
AATSC2m,-0.7358245585174235
AATSC2p,-0.03309999848319071
AATSC2s,0.3100504512066624
AATSC2v,-6.706885829194388
AATSC3Z,-1.1065573770491803
AATSC3c,-0.002664459722954688
AATSC3d,-0.018756273001003684
AATSC3i,-0.11415810930374669
AATSC3m,-5.177220608831342
AATSC3p,-0.014109521899065586
AATSC3s,-0.34870269491794553
AATSC3v,-5.640994120302119
AATSC4Z,0.8373015873015873
AATSC4c,0.0004158921640263332
AATSC4d,-0.013180272108843543
