DLiP-ID,T004FT
AATSC5Z,10.821969696969697
AATSC5c,0.0023905293695815704
AATSC5d,-0.19236742424242415
AATSC5i,-0.19262730358025043
AATSC5m,56.55814330857957
AATSC5p,0.011957015719832839
AATSC5s,0.04299338550110155
AATSC5v,0.5465518320560642
AATSC6Z,-9.918141592920353
AATSC6c,0.001172710108105006
AATSC6d,-0.04893252212389376
AATSC6i,0.02064328350856605
AATSC6m,-51.5273578942865
AATSC6p,-0.052123486524766366
AATSC6s,0.040677252145623274
AATSC6v,-7.621304093858084
AATSC7Z,-3.551282051282051
AATSC7c,-0.002558217914434232
AATSC7d,0.01344551282051286
AATSC7i,-0.3508665225790604
AATSC7m,-18.435615415400648
AATSC7p,-0.07409223019950605
AATSC7s,-0.07793020822341809
AATSC7v,-13.603541707156618
AATSC8Z,9.975
AATSC8c,0.000956013270698905
AATSC8d,0.1677083333333334
AATSC8i,0.27770081313210754
AATSC8m,48.981565697291664
AATSC8p,0.09567848576952613
AATSC8s,-0.01904892546867868
AATSC8v,23.524444646059532
ATS0are,250.06990000000002
ATS1are,275.92900000000003
ATS2are,512.7867999999999
ATS3are,693.1884999999996
ATS4are,813.0050000000001
ATS5are,805.4372000000001
ATS6are,687.9397999999999
ATS7are,457.6508000000001
ATS8are,337.1100000000002
ATSC0dv,163.30919067215362
ATSC0pe,4.634839999999998
ATSC0se,3.0463163999999985
ATSC1dv,68.35633744855964
ATSC1pe,-0.007892999999998662
ATSC1se,-0.18194607999999993
ATSC2dv,41.89849108367625
ATSC2pe,1.272020000000002
ATSC2se,0.5863900000000001
ATSC3dv,-70.2566255144033
ATSC3pe,-0.7698879999999942
ATSC3se,-0.23988167999999888
ATSC4dv,-107.09972565157753
ATSC4pe,-4.2205999999999975
ATSC4se,-2.540269999999999
ATSC5dv,-28.43500685871056
ATSC5pe,3.0712579999999976
ATSC5se,2.0162714799999986
ATSC6dv,-48.770960219478724
ATSC6pe,-2.497842999999999
ATSC6se,-1.464408479999999
ATSC7dv,-5.782825788751718
ATSC7pe,-0.7490680000000021
ATSC7se,-0.3710576800000005
ATSC8dv,36.34883401920439
ATSC8pe,2.4299099999999934
ATSC8se,1.2525623999999984
AXp-0dv,0.7057697357960949
AXp-1dv,0.34819463375009335
AXp-2dv,0.20809849431542443
AXp-3dv,0.10297407723512927
AXp-4dv,0.054111014327953316
AXp-5dv,0.03259046638304426
AXp-6dv,0.01664375189340974
AXp-7dv,0.00838261833096976
BertzCT,750.8409378553856
ECIndex,348
ETA_eta,28.438391407563365
GATS1dv,0.5081290958610917
GATS1pe,0.6906567909421324
GATS1se,0.754391404312679
GATS2dv,0.9247326177380717
GATS2pe,0.7491771560614823
GATS2se,0.7937760072295841
GATS3dv,1.1617776430098565
GATS3pe,0.9390381688832121
GATS3se,0.8992176584152586
GATS4dv,1.1873233970923727
GATS4pe,1.2705972590208074
GATS4se,1.2457167285709392
GATS5dv,1.022723645600211
GATS5pe,0.7846708545788771
GATS5se,0.7850064649167166
GATS6dv,1.1298789143282872
GATS6pe,1.3904303328472623
GATS6se,1.435581281341937
GATS7dv,0.9158215206077324
GATS7pe,1.0239673861449368
GATS7se,0.9863514997982483
GATS8dv,0.8101195355994503
GATS8pe,0.7003904126140277
GATS8se,0.7005663052596901
LogEE_A,4.122465747758346
LogEE_D,87.32697261953034
MATS1dv,0.38936749602461534
MATS1pe,-0.0015841594491706524
MATS1se,-0.05555961535770233
MATS2dv,0.12827964828932464
MATS2pe,0.1372237229332623
MATS2se,0.09624574781529593
MATS3dv,-0.15933562774785634
MATS3pe,-0.06152180090438973
MATS3se,-0.029164753427013128
MATS4dv,-0.20178755159654338
MATS4pe,-0.28019222968778934
MATS4se,-0.25657923729181203
MATS5dv,-0.052762913768655786
MATS5pe,0.20080180597911518
MATS5se,0.20056726792258267
MATS6dv,-0.10571393222759677
MATS6pe,-0.19077081676808275
MATS6se,-0.1701644265138843
MATS7dv,-0.018159123037311143
MATS7pe,-0.08288040922608703
MATS7se,-0.062464289573988474
MATS8dv,0.14838452087764156
MATS8pe,0.34951368332024324
MATS8se,0.2741151903984758
MAXaaCH,2.08385156840514
MAXaasC,1.11900746409675
MAXdssC,0.5148152872260019
MAXsCH3,2.0008564814814815
MAXsssN,2.1287910997732427
MDEC-11,0.7211247851537042
MDEC-12,2.1261061937313577
MDEC-13,5.167036627438231
MDEC-14,2.2104188991842326
MDEC-22,2.249576847278282
MDEC-23,10.519539269360907
MDEC-24,2.6358665872816966
MDEC-33,7.4306131705385
MDEC-34,6.182049812436845
MDEC-44,0.33333333333333337
MDEN-13,0.8164965809277259
MDEN-33,0.4999999999999999
MDEO-12,0.4999999999999999
MINaaCH,1.996992787855883
MINaasC,0.9954697604350382
MINdssC,-0.23842887849584238
MINsCH3,1.424636768287562
MINsssN,2.0550231481481482
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.5857142857142854
SM1_Dzi,1.1157211014488841
SM1_Dzm,2.625395930728451
SM1_Dzp,-2.8142159504368727
SM1_Dzv,-1.307855127581575
SddssSe,0
SpAD_Dt,526.9628152002019
SpAbs_A,29.275050421541938
SpAbs_D,174.6539452390606
SpMAD_A,1.2728282791974757
SpMAD_D,7.593649793002637
SpMax_A,2.749597872151508
SpMax_D,87.32697261953034
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,56.63
TpiPC10,8.511200269679827
VAdjMat,5.700439718141092
VE1_DzZ,4.7254319233978785
VE1_Dzi,4.713089164610536
VE1_Dzm,4.725355379990921
VE1_Dzp,4.694832248225126
VE1_Dzv,4.717023100285715
VE2_DzZ,0.20545356188686428
VE2_Dzi,0.2049169202004581
VE2_Dzm,0.20545023391264874
VE2_Dzp,0.20412314122717937
VE2_Dzv,0.2050879608819876
VE3_DzZ,2.3858680920622946
VE3_Dzi,2.383252689562694
VE3_Dzm,2.3858518937489683
VE3_Dzp,2.3793715050795003
VE3_Dzv,2.38408702446622
VR1_DzZ,136.2323641320253
VR1_Dzi,138.4118606430428
VR1_Dzm,136.20068069172876
VR1_Dzp,138.18757383091238
VR1_Dzv,137.08408074591208
VR2_DzZ,5.9231462666097965
VR2_Dzi,6.017906984480121
VR2_Dzm,5.921768725727338
VR2_Dzp,6.008155383952713
VR2_Dzv,5.960177423735308
VR3_DzZ,5.747271110537576
VR3_Dzi,5.763142860734666
VR3_Dzm,5.747038514374656
VR3_Dzp,5.761521115833313
VR3_Dzv,5.753503588581527
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.11384700234734942
Xch-6dv,0.5019435557341552
Xch-7dv,1.106961275234977
Xpc-4dv,5.186457114572365
Xpc-5dv,8.501839789018065
Xpc-6dv,14.986097905281786
Zagreb1,140.0
Zagreb2,182.0
fragCpx,170.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,3
n5FRing,0
n5HRing,3
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,3
nBondsA,6
nBondsD,2
nBondsM,8
nBondsO,26
nBondsS,35
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.2517475000000005
AATS1are,6.416953488372093
AATS2are,6.409834999999998
AATS3are,6.418412037037034
AATS4are,6.253884615384616
AATS5are,6.10179696969697
AATS6are,6.087962831858406
AATS7are,5.86731794871795
AATS8are,5.618500000000003
AATSC0dv,4.0827297668038405
AATSC0pe,0.11587099999999995
AATSC0se,0.07615790999999997
AATSC1dv,1.5896822662455732
AATSC1pe,-0.0001835581395348526
AATSC1se,-0.00423130418604651
AATSC2dv,0.5237311385459531
AATSC2pe,0.015900250000000025
AATSC2se,0.007329875000000001
AATSC3dv,-0.6505243103185491
AATSC3pe,-0.00712859259259254
AATSC3se,-0.0022211266666666563
AATSC4dv,-0.8238440434736733
AATSC4pe,-0.032466153846153825
AATSC4se,-0.019540538461538456
AATSC5dv,-0.21541671862659517
AATSC5pe,0.023267106060606044
AATSC5se,0.015274783939393929
AATSC6dv,-0.43160141787149314
AATSC6pe,-0.022104805309734507
AATSC6se,-0.01295936707964601
AATSC7dv,-0.07413879216348357
AATSC7pe,-0.009603435897435925
AATSC7se,-0.00475714974358975
AATSC8dv,0.6058139003200732
AATSC8pe,0.04049849999999989
AATSC8se,0.020876039999999974
AETA_eta,1.236451800328842
ATSC0are,4.599197499999997
ATSC1are,-0.08185981249999848
ATSC2are,1.2842200000000024
ATSC3are,-0.4340682499999953
ATSC4are,-4.2831268749999944
ATSC5are,2.379635749999999
ATSC6are,-1.9018654374999995
ATSC7are,-0.6515976250000026
ATSC8are,1.752281249999995
BCUTZ-1h,35.00142638374556
BCUTZ-1l,5.692054189480252
BCUTc-1h,0.4456166492186586
BCUTc-1l,-0.4989915978166626
BCUTd-1h,4.031458915101493
BCUTd-1l,0.977193402862465
BCUTi-1h,14.55439490271109
BCUTi-1l,10.95054251987784
BCUTm-1h,79.90518207662481
BCUTm-1l,11.703539777976992
BCUTp-1h,3.060177041559994
BCUTp-1l,0.7409844600395291
BCUTs-1h,7.008271777922004
BCUTs-1l,0.9990950832163168
BCUTv-1h,26.524933647680587
BCUTv-1l,14.701389732637006
BalabanJ,1.7836834009775895
Diameter,9
ETA_beta,25.0
GATS1are,0.7480314089678715
GATS2are,0.7951134409861722
GATS3are,0.9265450959409526
GATS4are,1.3138118117345474
GATS5are,0.829026299005029
GATS6are,1.347130552455412
GATS7are,0.9874603123697123
GATS8are,0.7464079331231157
HybRatio,0.5
Lipinski,True
LogEE_Dt,263.48140760010097
MATS1are,-0.016556945595551462
MATS2are,0.13961348691809855
MATS3are,-0.034955232628848164
MATS4are,-0.2865467708894196
MATS5are,0.15678860114710066
MATS6are,-0.14637916800481462
MATS7are,-0.07265455075698093
MATS8are,0.2539981159756669
MAXssCH2,0.6259953703703703
MAXsssCH,-0.08481481481481512
MAXssssC,-0.3838888888888887
MINssCH2,0.6259953703703703
MINsssCH,-0.3640216364323514
MINssssC,-0.5240010865457296
NsssssAs,0
RotRatio,0.038461538461538464
SM1_Dzpe,1.2780215190710909
SM1_Dzse,1.2116586667576668
SMR_VSA1,9.53140013787187
SMR_VSA2,5.409283605791522
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,42.339096209505286
SMR_VSA6,12.009707272128011
SMR_VSA7,28.23527221291424
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,140.85969292787308
SpAD_Dzi,143.61066073155064
SpAD_Dzm,140.8952024951614
SpAD_Dzp,194.40896145145007
SpAD_Dzv,175.8421084534362
SpAbs_Dt,526.9628152002019
SpDiam_A,5.129035960127705
SpDiam_D,118.74705289843803
SpMAD_Dt,22.911426747834867
SpMax_Dt,263.48140760010097
SsssssAs,0
VE1_Dzpe,4.721147791676453
VE1_Dzse,4.721969183129723
VE2_Dzpe,0.20526729529028054
VE2_Dzse,0.20530300796216186
VE3_Dzpe,2.384961069172666
VE3_Dzse,2.385135035344542
VMcGowan,248.0399999999999
VR1_Dzpe,137.54150644125585
VR1_Dzse,137.43450888295772
VR2_Dzpe,5.980065497445906
VR2_Dzse,5.9754134296938135
VR3_Dzpe,5.756834859516965
VR3_Dzse,5.75605662754228
mZagreb1,9.375
mZagreb2,4.736111111111109
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,3
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,38
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.11497993749999993
AATSC1are,-0.0019037165697674064
AATSC2are,0.01605275000000003
AATSC3are,-0.00401915046296292
AATSC4are,-0.032947129807692266
AATSC5are,0.01802754356060605
AATSC6are,-0.016830667588495572
AATSC7are,-0.00835381570512824
AATSC8are,0.029204687499999916
AETA_beta,1.0869565217391304
BCUTdv-1h,6.028085234579997
BCUTdv-1l,0.2550737287532026
BCUTpe-1h,3.501602093982008
BCUTpe-1l,2.23845184435685
BCUTse-1h,3.7145062652643266
BCUTse-1l,2.43459324770684
ETA_alpha,12.533333333333333
ETA_dBeta,-6.0
ETA_eta_B,0.683978968528633
ETA_eta_F,15.569777747552898
ETA_eta_L,6.69012092264415
ETA_eta_R,44.00816915511626
ETA_psi_1,0.6608084358523728
LabuteASA,151.2785116833803
LogEE_DzZ,70.17386758187658
LogEE_Dzi,71.8538399788818
LogEE_Dzm,70.11053417318075
LogEE_Dzp,96.83691313295768
LogEE_Dzv,87.75046442746832
PEOE_VSA1,9.636772684650527
PEOE_VSA2,15.103730520713821
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,31.859887795898697
PEOE_VSA7,44.030848719389084
PEOE_VSA8,10.160105790515976
PEOE_VSA9,16.97298128719308
SM1_Dzare,1.3036143105093867
SpAD_Dzpe,144.6873860733249
SpAD_Dzse,145.85824050634494
SpAbs_DzZ,138.94851280364952
SpAbs_Dzi,142.59195885631468
SpAbs_Dzm,138.9546924594056
SpAbs_Dzp,196.48804221635237
SpAbs_Dzv,176.8087839825182
SpDiam_Dt,324.6700123101838
SpMAD_DzZ,6.1243344751249165
SpMAD_Dzi,6.243941770936984
SpMAD_Dzm,6.125878369354844
SpMAD_Dzp,8.452563541367395
SpMAD_Dzv,7.645309063192878
SpMax_DzZ,70.17386758187658
SpMax_Dzi,71.8538399788818
SpMax_Dzm,70.11053417318075
SpMax_Dzp,96.83691313295768
SpMax_Dzv,87.75046442746832
VE1_Dzare,4.720063558214861
VE2_Dzare,0.20522015470499394
VE3_Dzare,2.3847313881653935
VR1_Dzare,137.70917260416874
VR2_Dzare,5.987355330616032
VR3_Dzare,5.758053139408095
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5449275362318841
AETA_dBeta,-0.2608695652173913
AETA_eta_B,0.029738216022984047
AETA_eta_F,0.6769468585892564
AETA_eta_L,0.29087482272365867
AETA_eta_R,1.9133986589180985
BCUTare-1h,3.555484081897217
BCUTare-1l,2.187653319073178
ETA_beta_s,15.5
ETA_dPsi_A,0.05319156414762716
ETA_dPsi_B,0.0
ETA_eta_BR,1.027978968528633
ETA_eta_FL,4.040113671200313
ETA_eta_RL,10.730234593844463
LogEE_Dzpe,72.39925918966551
LogEE_Dzse,72.98180106477062
PEOE_VSA10,18.043236227039756
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,41.56117403950296
SlogP_VSA3,13.855658631404069
SlogP_VSA4,5.409283605791522
SlogP_VSA5,25.831747514004253
SlogP_VSA6,22.671820721217244
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,143.44106538494106
SpAbs_Dzpe,143.52049686025998
SpAbs_Dzse,144.75194346278354
SpDiam_DzZ,97.97447298489926
SpDiam_Dzi,99.09024302811221
SpDiam_Dzm,97.91368406306032
SpDiam_Dzp,129.92824220308225
SpDiam_Dzv,118.42183200976174
SpMAD_Dzpe,6.290755916231517
SpMAD_Dzse,6.341662630710649
SpMax_Dzpe,72.39925918966551
SpMax_Dzse,72.98180106477062
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6739130434782609
AETA_eta_BR,0.044694737762114474
AETA_eta_FL,0.17565711613914403
AETA_eta_RL,0.46653193886280275
DetourIndex,3019
EState_VSA1,5.538925252383345
EState_VSA2,22.501180222766536
EState_VSA3,12.25644140868328
EState_VSA4,15.723557282212973
EState_VSA5,7.109797541277533
EState_VSA6,0.0
EState_VSA7,25.98020853630447
EState_VSA8,47.726074326061266
EState_VSA9,10.146146559591571
ETA_beta_ns,9.5
ETA_shape_p,0.3909574468085107
ETA_shape_x,0.0797872340425532
ETA_shape_y,0.34308510638297873
GhoseFilter,True
LogEE_Dzare,71.77721157553614
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,142.2508088405629
SpDiam_Dzpe,100.10857071361279
SpDiam_Dzse,100.92257016784023
SpMAD_Dzare,6.236568060214829
SpMax_Dzare,71.77721157553614
TopoPSA(NO),56.63
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.6115808715461495
VSA_EState9,43.917311166750665
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.41304347826086957
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.04492753623188405
ETA_dAlpha_B,0.0
FilterItLogS,-4.255684395654717
SpDiam_Dzare,99.20422706388575
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6016666666666668
ETA_epsilon_2,0.82463768115942
ETA_epsilon_3,0.4460317460317464
ETA_epsilon_4,0.5623188405797104
ETA_epsilon_5,0.8027777777777776
AETA_beta_ns_d,0.021739130434782608
ETA_dEpsilon_A,0.1556349206349204
ETA_dEpsilon_B,0.03934782608695642
ETA_dEpsilon_C,-0.11628709454796399
ETA_dEpsilon_D,0.021859903381642454
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.6086956521739131
MDEDescriptor,"0.7211247851537042,2.1261061937313577,5.167036627438231,2.2104188991842326,2.249576847278282,10.519539269360907,2.6358665872816966,7.4306131705385,6.182049812436845,0.33333333333333337,0.0,0.4999999999999999,0.0,0.0,0.0,0.8164965809277259,0.0,0.0,0.4999999999999999"
APolDescriptor,50.499480999999996
BCUTDescriptor,"11.899999999999999,78.91933773446289,-0.31785535643804885,0.2788782862344991,4.967905059463183,14.606017052106642"
BPolDescriptor,27.998518999999995
TPSADescriptor,56.63
ALOGPDescriptor,"3.3754,11.39332516,91.76830000000001"
XLogPDescriptor,3.743000000000001
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,440.9687511200001
ChiPathDescriptor,"16.731686328639373,10.730234593844465,11.18686093020232,10.19211705549653,8.768401841995153,8.341771661031645,6.540622113071688,4.7858257092573275,16.232703923310183,9.053060477502427,9.156333749878678,7.00223725198879,5.735767518763052,5.149293688520986,3.411969138148992,2.1459502927282577"
ChiChainDescriptor,"0.0,0.0,0.17915249285508827,0.7841057745753757,1.885390179244594,0.0,0.0,0.11384700234734942,0.5019435557341552,1.1069612752349773"
AtomCountDescriptor,40
BondCountDescriptor,26
SmallRingDescriptor,"4,1,1,1,0,0,3,1,0,0,0"
ChiClusterDescriptor,"2.9880716095228945,0.2845177968644246,1.2732113440621118,0.2391768329188813,2.686990427988907,0.3122493303093078,0.7498482960424737,0.16022074214764462"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,1,3,2,2,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"47.029327790115424,2.0447533821789317,20.06857567515982,5.22382227922713,9.66222322716674"
FractionalPSADescriptor,0.1284217982706656
WienerNumbersDescriptor,"966.0,50.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.418415830699804,12.878474660549415,23.060623186137587,5.1864571145723675,8.501839789018055,14.249640843531163"
FractionalCSP3Descriptor,0.5
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,1,0,0,3,2,0,0,2,3,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.467455621301774,5.011363636363637,1.9031141868512111"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1343.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"112.14506055754214,39.464900385949974,76.24999216306686,96.23719979089508,88.0569174894315"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.5199923180156975,-0.3236063092611608,0.015012957725281408,0.25468450342714766,-0.3510659721595941"
EccentricConnectivityIndexDescriptor,348
AutocorrelationDescriptorPolarizability,"2411.3283838573416,3116.9468656001895,5260.46943570853,5501.811021187391,4519.5655412873675"
