DLiP-ID,J1009G
AATSC4v,-1.896877551688953
AATSC5Z,-1.773521505376344
AATSC5c,-0.001583293373741962
AATSC5d,-0.058257728494623656
AATSC5i,0.15481438572940592
AATSC5m,-8.185436429113468
AATSC5p,0.012088402583298255
AATSC5s,-0.5093716553414975
AATSC5v,-2.0679728188968314
AATSC6Z,-1.2278225806451613
AATSC6c,0.003194990104737269
AATSC6d,-0.08177923387096774
AATSC6i,-0.11480543516558538
AATSC6m,-5.841957589731746
AATSC6p,-0.02494403399413028
AATSC6s,-0.18396594048685788
AATSC6v,-7.447960409818665
AATSC7Z,-0.59
AATSC7c,-0.003346641565450363
AATSC7d,-0.01359375
AATSC7i,-0.1048673644176355
AATSC7m,-2.807595042274304
AATSC7p,-0.015952036736510605
AATSC7s,0.10581645447530869
AATSC7v,-3.960265344449532
AATSC8Z,0.7119565217391305
AATSC8c,0.0015595405088493222
AATSC8d,0.06844429347826086
AATSC8i,0.05203583560152183
AATSC8m,3.2915907282420025
AATSC8p,0.011139609212663026
AATSC8s,0.42668652291331194
AATSC8v,2.6296728701715124
ATS0are,306.73470000000003
ATS1are,322.199
ATS2are,520.1600000000001
ATS3are,641.8009999999999
ATS4are,674.9309000000001
ATS5are,613.4920000000001
ATS6are,588.8570000000001
ATS7are,609.726
ATS8are,549.05
ATSC0dv,205.0
ATSC0pe,6.1615249999999975
ATSC0se,4.263019916666665
ATSC1dv,68.125
ATSC1pe,0.37656562500000035
ATSC1se,0.20648167013888855
ATSC2dv,42.625
ATSC2pe,1.3711656249999997
ATSC2se,0.9341543923611108
ATSC3dv,-15.875
ATSC3pe,-0.8723156250000006
ATSC3se,-1.018162822916667
ATSC4dv,-72.0625
ATSC4pe,-0.3827890624999986
ATSC4se,-0.23591298784722425
ATSC5dv,-135.1875
ATSC5pe,-4.194067187499996
ATSC5se,-2.627015588541668
ATSC6dv,-62.9375
ATSC6pe,-1.2508546874999982
ATSC6se,-0.6060656718750002
ATSC7dv,-5.25
ATSC7pe,-0.7746562499999999
ATSC7se,-0.46134140972222115
ATSC8dv,74.25
ATSC8pe,2.0017062499999976
ATSC8se,1.5928238263888899
AXp-0dv,0.5463756247972982
AXp-1dv,0.29259882887160343
AXp-2dv,0.152620816691103
AXp-3dv,0.07889735905042203
AXp-4dv,0.04052657935927962
AXp-5dv,0.021801097929752263
AXp-6dv,0.011000325946663206
AXp-7dv,0.005839969982297334
BertzCT,1034.169378938393
ECIndex,838
ETA_eta,20.5450545997759
GATS1dv,0.40809756097560973
GATS1pe,0.6095901582806205
GATS1se,0.6533474425279779
GATS2dv,0.7353361094586556
GATS2pe,0.6745693995418659
GATS2se,0.7009034554500153
GATS3dv,1.0013629842180773
GATS3pe,1.0219999807470632
GATS3se,1.0779630613579705
GATS4dv,1.2643144683874024
GATS4pe,1.25748759635576
GATS4se,1.3159416165183724
GATS5dv,1.439706268030422
GATS5pe,1.6305918190812365
GATS5se,1.706460514727908
GATS6dv,1.0908733280881195
GATS6pe,1.0769520864235842
GATS6se,1.0807425589899464
GATS7dv,0.9422926829268293
GATS7pe,0.9475364459285647
GATS7se,0.9097042884642089
GATS8dv,0.737645811240721
GATS8pe,0.6586389097984106
GATS8se,0.5587743682727494
LogEE_A,4.2770477170399825
LogEE_D,190.92023501422568
MATS1dv,0.31902439024390244
MATS1pe,0.05867102705904796
MATS1se,0.046498118049686905
MATS2dv,0.12171326591314693
MATS2pe,0.13026540289706948
MATS2se,0.1282710599581021
MATS3dv,-0.036441893830703016
MATS3pe,-0.06662335551478502
MATS3se,-0.11239343363262456
MATS4dv,-0.16381719156997396
MATS4pe,-0.028951783190416257
MATS4se,-0.025789237517212012
MATS5dv,-0.34036191974822977
MATS5pe,-0.3513220896952745
MATS5se,-0.318055988464874
MATS6dv,-0.15845790715971675
MATS6pe,-0.1047796477909021
MATS6se,-0.07337711172465457
MATS7dv,-0.012292682926829269
MATS7pe,-0.06034788465517873
MATS7se,-0.05194530661255208
MATS8dv,0.1889713679745493
MATS8pe,0.1694983755256805
MATS8se,0.19494127035787978
MAXaaCH,1.881224916602907
MAXaasC,0.7814735059301432
MAXdssC,-0.35237677864797257
MAXsCH3,1.6803271146591021
MAXssNH,2.7942705183925423
MDEC-12,1.7178411824812312
MDEC-13,2.2458751630526876
MDEC-22,13.874006325998625
MDEC-23,20.7820628806745
MDEC-33,8.586999890785064
MDEN-12,0.15569978883230456
MDEN-22,0.25
MDEO-11,0.12499999999999997
MDEO-12,0.7952707287670507
MDEO-22,0.09999999999999998
MINaaCH,1.5702601410934744
MINaasC,0.3584991230952217
MINdssC,-0.47031555075885767
MINsCH3,1.6803271146591021
MINssNH,2.7942705183925423
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4285714285714288
SM1_Dzi,1.3682854998861482
SM1_Dzm,1.4245628518413376
SM1_Dzp,-5.883722511902063
SM1_Dzv,-2.553951796962389
SddssSe,0
SpAD_Dt,550.0412607495748
SpAbs_A,37.595822532880895
SpAbs_D,381.8404700284515
SpMAD_A,1.296407673547617
SpMAD_D,13.166912759601773
SpMax_A,2.4404775692817733
SpMax_D,190.92023501422568
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,105.22
TpiPC10,8.49013829865032
VAdjMat,5.954196310386875
VE1_DzZ,5.280295933255419
VE1_Dzi,5.276598329694594
VE1_Dzm,5.28029763910667
VE1_Dzp,5.278252195930123
VE1_Dzv,5.283858732068943
VE2_DzZ,0.18207917011225583
VE2_Dzi,0.1819516665411929
VE2_Dzm,0.18207922893471276
VE2_Dzp,0.18200869641138356
VE2_Dzv,0.18220202524375664
VE3_DzZ,2.7286928811050117
VE3_Dzi,2.72799237134903
VE3_Dzm,2.728693204164741
VE3_Dzp,2.728305756412144
VE3_Dzv,2.729367388258962
VR1_DzZ,180.17718833425587
VR1_Dzi,180.61806919571558
VR1_Dzm,180.1774028445079
VR1_Dzp,180.7530560886124
VR1_Dzv,180.03998740263904
VR2_DzZ,6.213006494284685
VR2_Dzi,6.228209282610882
VR2_Dzm,6.213013891189927
VR2_Dzp,6.2328640030555995
VR2_Dzv,6.208275427677209
VR3_DzZ,6.258651483333482
VR3_Dzi,6.261095423888138
VR3_Dzm,6.258652673884441
VR3_Dzp,6.261842505709183
VR3_Dzv,6.2578897154473685
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.10549633919152082
Xch-7dv,0.09588257696983307
Xpc-4dv,1.1264002089461296
Xpc-5dv,1.4513432833989794
Xpc-6dv,1.679632002813169
Zagreb1,144.0
Zagreb2,166.0
fragCpx,149.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,20
nBondsO,31
nBondsS,30
nBondsT,1
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.390306250000001
AATS1are,6.44398
AATS2are,6.343414634146343
AATS3are,6.292166666666666
AATS4are,6.55272718446602
AATS5are,6.596688172043011
AATS6are,6.331795698924732
AATS7are,6.09726
AATS8are,5.967934782608695
AATSC0dv,4.270833333333333
AATSC0pe,0.1283651041666666
AATSC0se,0.08881291493055553
AATSC1dv,1.3625
AATSC1pe,0.007531312500000007
AATSC1se,0.004129633402777771
AATSC2dv,0.5198170731707317
AATSC2pe,0.016721532012195117
AATSC2se,0.011392126736111107
AATSC3dv,-0.1556372549019608
AATSC3pe,-0.008552113970588242
AATSC3se,-0.009981988459967324
AATSC4dv,-0.6996359223300971
AATSC4pe,-0.0037163986650485302
AATSC4se,-0.0022904173577400415
AATSC5dv,-1.4536290322580645
AATSC5pe,-0.045097496639784906
AATSC5se,-0.0282474794466846
AATSC6dv,-0.676747311827957
AATSC6pe,-0.013450050403225788
AATSC6se,-0.0065168351814516145
AATSC7dv,-0.0525
AATSC7pe,-0.007746562499999999
AATSC7se,-0.004613414097222212
AATSC8dv,0.8070652173913043
AATSC8pe,0.021757676630434757
AATSC8se,0.017313302460748803
AETA_eta,0.708450158612962
ATSC0are,6.684697916666664
ATSC1are,0.39822717013888953
ATSC2are,1.509491059027778
ATSC3are,-1.224455989583333
ATSC4are,-0.3967267795138856
ATSC5are,-4.461054296874995
ATSC6are,-1.143725130208332
ATSC7are,-0.77278732638889
ATSC8are,2.2273519097222194
BCUTZ-1h,8.034288514665011
BCUTZ-1l,5.6897933397530585
BCUTc-1h,0.45552209061966253
BCUTc-1l,-0.4918020929920634
BCUTd-1h,3.2604784802156437
BCUTd-1l,0.9110184692606725
BCUTi-1h,14.565767019589913
BCUTi-1l,10.950798087612124
BCUTm-1h,16.017288081775725
BCUTm-1l,11.701344887053855
BCUTp-1h,1.9965442551929737
BCUTp-1l,0.7157202970693608
BCUTs-1h,7.009362701887733
BCUTs-1l,1.3556535954551678
BCUTv-1h,20.901609069703714
BCUTv-1l,14.681695296093059
BalabanJ,1.4165056380870316
Diameter,18
ETA_beta,40.5
GATS1are,0.623043561866265
GATS2are,0.6777696497784137
GATS3are,1.0454003862897658
GATS4are,1.284052113115841
GATS5are,1.6615272171371576
GATS6are,1.0695788975191647
GATS7are,0.9297420881958328
GATS8are,0.6264491562325348
HybRatio,0.19047619047619047
Lipinski,True
LogEE_Dt,275.02063037478746
MATS1are,0.05719003133711801
MATS2are,0.1321831642017317
MATS3are,-0.08619904601772395
MATS4are,-0.027657552366745466
MATS5are,-0.34444034207680496
MATS6are,-0.08830761718519274
MATS7are,-0.05549060276034672
MATS8are,0.1738443027699604
MAXssCH2,0.4982296665989796
MINssCH2,0.19435496773374195
NsssssAs,0
RotRatio,0.22580645161290322
SM1_Dzpe,1.51843635250918
SM1_Dzse,1.4147681802120078
SMR_VSA1,18.849032258917042
SMR_VSA2,5.261891554738487
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,19.765380445542643
SMR_VSA6,11.923670568519249
SMR_VSA7,71.48445401842292
SMR_VSA8,0.0
SMR_VSA9,17.32660079933773
SpAD_DzZ,302.1101717600701
SpAD_Dzi,300.70916133869935
SpAD_Dzm,302.1664375879754
SpAD_Dzp,407.8121207127062
SpAD_Dzv,362.0575751076043
SpAbs_Dt,550.0412607495748
SpDiam_A,4.787121138998922
SpDiam_D,291.9383616678697
SpMAD_Dt,18.966940025847407
SpMax_Dt,275.02063037478746
SsssssAs,0
VE1_Dzpe,5.2798223267984055
VE1_Dzse,5.280358824119975
VE2_Dzpe,0.18206283885511743
VE2_Dzse,0.18208133876275776
VE3_Dzpe,2.7286031839168423
VE3_Dzse,2.7287047915151144
VMcGowan,290.0800000000005
VR1_Dzpe,180.22366696875554
VR1_Dzse,180.17119858231445
VR2_Dzpe,6.214609205819157
VR2_Dzse,6.212799951114291
VR3_Dzpe,6.258909410772185
VR3_Dzse,6.258618239105622
mZagreb1,9.13888888888889
mZagreb2,6.638888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,39
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13926453993055551
AATSC1are,0.007964543402777791
AATSC2are,0.01840842754911924
AATSC3are,-0.012004470486111108
AATSC4are,-0.003851716305960054
AATSC5are,-0.0479683257728494
AATSC6are,-0.012298119679659485
AATSC7are,-0.0077278732638889
AATSC8are,0.024210346844806732
AETA_beta,1.396551724137931
BCUTdv-1h,6.034145964926526
BCUTdv-1l,0.9959518024004668
BCUTpe-1h,3.5159021742491436
BCUTpe-1l,2.2388390229235853
BCUTse-1h,3.7243404436693557
BCUTse-1l,2.4347233318934447
ETA_alpha,13.533333333333335
ETA_dBeta,4.5
ETA_eta_B,0.31765811184851067
ETA_eta_F,31.512272408296415
ETA_eta_L,5.83657241719654
ETA_eta_R,52.05732700807231
ETA_psi_1,0.5508819538670288
LabuteASA,167.44455117786515
LogEE_DzZ,151.10434696377888
LogEE_Dzi,150.40176292796642
LogEE_Dzm,151.13234165094772
LogEE_Dzp,202.8916254405079
LogEE_Dzv,180.58845103708444
PEOE_VSA1,14.576746494779728
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,35.4884985994335
PEOE_VSA7,37.61002709646307
PEOE_VSA8,17.67165938930657
PEOE_VSA9,18.239554769002186
SM1_Dzare,1.6998604001861328
SpAD_Dzpe,300.5842656913953
SpAD_Dzse,302.33894153460125
SpAbs_DzZ,300.78012249898626
SpAbs_Dzi,299.43524035604673
SpAbs_Dzm,300.8401204500541
SpAbs_Dzp,411.66697339291795
SpAbs_Dzv,363.73085387113133
SpDiam_Dt,404.1586943782512
SpMAD_DzZ,10.41759212965759
SpMAD_Dzi,10.36928142547239
SpMAD_Dzm,10.419532330619841
SpMAD_Dzp,14.0624869211278
SpMAD_Dzv,12.484743969227734
SpMax_DzZ,151.10434696377888
SpMax_Dzi,150.40176292796642
SpMax_Dzm,151.13234165094772
SpMax_Dzp,202.8916254405079
SpMax_Dzv,180.58845103708444
VE1_Dzare,5.279377530634565
VE2_Dzare,0.1820475010563643
VE3_Dzare,2.7285189358355275
VR1_Dzare,180.2566801913305
VR2_Dzare,6.2157475928045
VR3_Dzare,6.2590925731716185
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46666666666666673
AETA_dBeta,0.15517241379310345
AETA_eta_B,0.01095372799477623
AETA_eta_F,1.086630083044704
AETA_eta_L,0.20126111783436346
AETA_eta_R,1.7950802416576659
BCUTare-1h,3.5701974148656266
BCUTare-1l,2.189064636991098
ETA_beta_s,18.0
ETA_dPsi_A,0.1631180461329712
ETA_dPsi_B,0.0
ETA_eta_BR,0.5756581118485107
ETA_eta_FL,8.259983033328044
ETA_eta_RL,14.096555450524585
LogEE_Dzpe,150.34449271992207
LogEE_Dzse,151.21825587696313
PEOE_VSA10,17.0176269054199
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,23.64003023894172
SlogP_VSA3,4.736862953800049
SlogP_VSA4,18.254850067221383
SlogP_VSA5,39.3178680162641
SlogP_VSA6,59.120398553127835
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,297.82668709862855
SpAbs_Dzpe,299.17054908733496
SpAbs_Dzse,301.0217435737143
SpDiam_DzZ,232.7188516216035
SpDiam_Dzi,231.0298664274867
SpDiam_Dzm,232.7628950407129
SpDiam_Dzp,315.0953994941848
SpDiam_Dzv,279.8458607762817
SpMAD_Dzpe,10.36497467901363
SpMAD_Dzse,10.425480742572457
SpMax_Dzpe,150.34449271992207
SpMax_Dzse,151.21825587696313
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6206896551724138
AETA_eta_BR,0.019850279718914163
AETA_eta_FL,0.2848270011492429
AETA_eta_RL,0.4860881189836064
DetourIndex,3849
EState_VSA1,5.969305287951849
EState_VSA2,12.514061693864424
EState_VSA3,41.11010791765247
EState_VSA4,5.563451491696996
EState_VSA5,0.0
EState_VSA6,31.18920547353706
EState_VSA7,36.40105665510033
EState_VSA8,10.473451861131776
EState_VSA9,14.521849445511883
ETA_beta_ns,22.5
ETA_shape_p,0.11576354679802953
ETA_shape_x,0.0
ETA_shape_y,0.29556650246305416
GhoseFilter,True
LogEE_Dzare,148.97195942518275
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,296.2440584501794
SpDiam_Dzpe,231.44998298266046
SpDiam_Dzse,232.90778713069392
SpMAD_Dzare,10.269885762021675
SpMax_Dzare,148.97195942518275
TopoPSA(NO),105.22
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.222192635874414
VSA_EState9,67.61114069745892
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7758620689655172
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03333333333333328
FilterItLogS,-6.218806556543504
SpDiam_Dzare,229.2311246647917
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6305555555555556
ETA_epsilon_2,0.8471264367816088
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.5559139784946233
ETA_epsilon_5,0.8288888888888886
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.1907965194109777
ETA_dEpsilon_B,0.07464157706093233
ETA_dEpsilon_C,-0.11615494235004536
ETA_dEpsilon_D,0.01823754789272025
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6551724137931034
MDEDescriptor,"0.0,1.7178411824812312,2.2458751630526876,0.0,13.874006325998625,20.7820628806745,0.0,8.586999890785064,0.0,0.0,0.12499999999999997,0.7952707287670507,0.09999999999999998,0.0,0.15569978883230456,0.0,0.25,0.0,0.0"
APolDescriptor,57.89706699999997
BCUTDescriptor,"11.849999999999989,15.99794291439605,-0.31206785533309916,0.2930382867983987,3.7885404338169018,10.33554394903462"
BPolDescriptor,27.838932999999994
TPSADescriptor,105.22
ALOGPDescriptor,"3.3866000000000005,11.469059560000003,104.9911"
XLogPDescriptor,3.672000000000001
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,389.13755624
ChiPathDescriptor,"20.63961743368831,14.096555450524587,12.014340062153273,9.933476824387343,8.162026326092825,6.055019808414691,3.948381816144376,2.876632576798333,15.844893119121647,9.070563695019706,6.257453484335224,4.181560029672368,2.7152808170717337,1.6786845405909234,0.8690257497863937,0.5022374184775708"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.39273156192534786,0.4825564644496306,0.0,0.0,0.02282177322938192,0.10549633919152082,0.09588257696983307"
AtomCountDescriptor,48
BondCountDescriptor,31
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4917581343508781,0.0,0.38838827336806375,0.0,0.5631614750281101,0.0,0.08477149079174799,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,12,3,2,2,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"58.69394110710358,2.023929003693227,19.714998117353083,11.141227260977793,8.573770856375274"
FractionalPSADescriptor,0.27039281691717704
WienerNumbersDescriptor,"2650.0,42.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.691489729003347,6.102880014272394,7.85192673758812,1.1264002089461294,1.4513432833989786,1.514678649060969"
FractionalCSP3Descriptor,0.18181818181818182
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,3,0,0,9,0,0,1,2,6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.658688865764827,12.142772159428912,6.738341046635814"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1688.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.19047619047619047
AutocorrelationDescriptorMass,"33.17781704599322,33.87864921545122,45.815848004798625,47.1486491470822,48.22356785562409"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.6346893751871879,-0.26078215526320275,0.07271762882818716,-0.20591216968086484,0.06265901256591146"
EccentricConnectivityIndexDescriptor,838
AutocorrelationDescriptorPolarizability,"1693.6691624350287,1949.2094428006742,2618.909952893857,2594.5270201076796,2409.711233251399"
