DLiP-ID,C001GR
NsF,0
NsI,0
NtN,0
SMR,101.25070000000002
SdO,0
SdS,0
Spe,40.5921568627451
SsF,0
SsI,0
Sse,41.866715222141295
StN,0
fMF,0.5476190476190477
nBr,0
nCl,0
AMID,2.085178935000034
BIC0,0.24598080849187814
BIC1,0.5077399266390905
BIC2,0.691663525166452
BIC3,0.8762387857130056
BIC4,0.9090379159595005
BIC5,0.9090379159595005
CIC0,3.963819563851743
CIC1,2.443691460686072
CIC2,1.3755818454956525
CIC3,0.30368779767055987
CIC4,0.11321160719436918
CIC5,0.11321160719436918
GGI1,4.0
GGI2,2.222222222222223
GGI3,1.0625
GGI4,1.2400000000000002
GGI5,0.7222222222222222
GGI6,0.30448979591836733
GGI7,0.3506944444444445
GGI8,0.15948601662887374
GGI9,0.07437500000000002
JGI1,0.14285714285714285
JGI2,0.058479532163742715
JGI3,0.027243589743589744
JGI4,0.036470588235294116
JGI5,0.021241830065359478
JGI6,0.009226963512677797
JGI7,0.012092911877394636
JGI8,0.00693417463603799
JGI9,0.004375000000000001
MIC0,12.401227041330738
MIC1,26.434723011431927
MIC2,38.02638074000871
MIC3,41.72661184497831
MIC4,41.91861184497831
MIC5,41.91861184497831
MPC2,38
MPC3,51
MPC4,67
MPC5,89
MPC6,93
MPC7,110
MPC8,127
MPC9,145
Mare,0.9772380952380951
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2677308432863123
RPCG,0.090590874351465
SIC0,0.2649135328889608
SIC1,0.5468198050872917
SIC2,0.7448996901249204
SIC3,0.9436813944988305
SIC4,0.9790050180065198
SIC5,0.9790050180065198
SaaN,8.799955908289242
SaaO,0
SaaS,0
Sare,41.044
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.329512696983768
SssS,0
StCH,0
StsC,0
TIC0,59.99691007493473
TIC1,123.84229040789293
TIC2,168.70289424589055
TIC3,213.72244425454443
TIC4,221.72244425454446
TIC5,221.72244425454446
Vabc,291.5257731772685
WPol,39
apol,50.50748099999999
bpol,21.640518999999994
nRot,4
ABCGG,14.563043428314606
ATS0Z,984.0
ATS0d,149.0
ATS0i,6625.453036534734
ATS0m,3891.3757769999993
ATS0p,70.39852338243298
ATS0s,128.94444444444446
ATS0v,10368.611888691146
ATS1Z,1171.0
ATS1d,186.0
ATS1i,6472.125629822697
ATS1m,4486.871324000002
ATS1p,88.02886126000003
ATS1s,147.33333333333334
ATS1v,12924.61136275949
ATS2Z,1651.0
ATS2d,284.0
ATS2i,10748.132997859191
ATS2m,6219.995493999997
ATS2p,127.56711933254695
ATS2s,224.61111111111114
ATS2v,18372.999386972497
ATS3Z,1767.0
ATS3d,319.0
ATS3i,13524.47240826454
ATS3m,6529.618883
ATS3p,143.71393497594295
ATS3s,253.8888888888889
ATS3v,20122.74561966595
ATS4Z,1622.0
ATS4d,297.0
ATS4i,14439.33668556164
ATS4m,5866.015058
ATS4p,138.49989984449
ATS4s,253.00000000000006
ATS4v,18863.560537094745
ATS5Z,1569.0
ATS5d,293.0
ATS5i,14749.650882663282
ATS5m,5724.359033999999
ATS5p,135.552033518131
ATS5s,242.55555555555563
ATS5v,18433.394476006513
ATS6Z,1537.0
ATS6d,276.0
ATS6i,13276.526391828638
ATS6m,5608.043413000001
ATS6p,129.549242285339
ATS6s,238.3333333333334
ATS6v,17796.255611757722
ATS7Z,1402.0
ATS7d,248.0
ATS7i,13229.26127723819
ATS7m,5037.267085
ATS7p,120.25104717933898
ATS7s,229.3333333333334
ATS7v,16328.0385365143
ATS8Z,1166.0
ATS8d,210.0
ATS8i,12245.258358508834
ATS8m,4150.949455
ATS8p,102.81406161273499
ATS8s,204.02777777777786
ATS8v,13550.817748907319
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,15
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.047619047619047616
GGI10,0.06172839506172839
JGI10,0.005144032921810699
JGT10,0.32406576601305004
Kier1,18.367346938775512
Kier2,8.79224376731302
Kier3,4.465974625144176
MID_C,44.02606070928063
MID_N,6.208274809146017
MID_O,1.8951378565742114
MID_X,0.0
MID_h,8.103412665720228
MPC10,149
MWC01,28.0
MWC02,4.890349128221754
MWC03,5.739792912179234
MWC04,6.608000625296087
MWC05,7.47477218239787
MWC06,8.351138607086154
MWC07,9.225327501784431
MWC08,10.106142641423002
MWC09,10.984665407522643
MWC10,11.868380665324112
NaaCH,13
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.049000000000003
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.342334251964811
SRW05,0.0
SRW06,6.85751406254539
SRW07,0.0
SRW08,8.46653127661401
SRW09,0.0
SRW10,10.122904167442703
SaaCH,25.79496522510283
SaaNH,0
SaaSe,0
SaaaC,1.8812501837154616
SaasC,4.812822240389882
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.675823236574499
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3723371756109852
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.286750434103679
VE1_D,4.922320850062028
VE2_A,0.17147001736414716
VE2_D,0.19689283400248112
VE3_A,2.3718197032173594
VE3_D,2.5100708686469337
VR1_A,233.59514243457775
VR1_D,150.0543261369038
VR2_A,9.343805697383111
VR2_D,6.002173045476152
VR3_A,6.369880188239494
VR3_D,5.927288134647175
WPath,1534
Xc-3d,1.2109977206184839
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-0d,17.062267164498692
Xp-1d,12.330831138144497
Xp-2d,10.628747141008446
Xp-3d,9.272205609524052
Xp-4d,7.797486343961734
Xp-5d,6.683392409319833
Xp-6d,4.430742438700326
Xp-7d,3.404451123974352
ZMIC0,78.7167827031803
ZMIC1,59.30311282508251
ZMIC2,32.81128099915463
ZMIC3,23.292277329082715
ZMIC4,22.513519970193542
ZMIC5,22.513519970193542
nAcid,0
nAtom,42
nBase,0
nRing,4
piPC1,3.7013019741124933
piPC2,4.33729074083249
piPC3,4.976733742420574
piPC4,5.602118820879701
piPC5,6.23342985266278
piPC6,6.528597333035978
piPC7,7.036615622975215
piPC8,7.52707930259389
piPC9,8.010333650668384
AATS0Z,23.428571428571427
AATS0d,3.5476190476190474
AATS0i,157.74888182225556
AATS0m,92.6518042142857
AATS0p,1.6761553186293567
AATS0s,3.0701058201058204
AATS0v,246.8717116355035
AATS1Z,26.022222222222222
AATS1d,4.133333333333334
AATS1i,143.82501399605994
AATS1m,99.70825164444447
AATS1p,1.9561969168888895
AATS1s,3.274074074074074
AATS1v,287.2135858390998
AATS2Z,22.930555555555557
AATS2d,3.9444444444444446
AATS2i,149.27962497026655
AATS2m,86.38882630555551
AATS2p,1.7717655462853743
AATS2s,3.1195987654320994
AATS2v,255.18054704128468
AATS3Z,19.853932584269664
AATS3d,3.5842696629213484
AATS3i,151.96036413780382
AATS3m,73.36650430337079
AATS3p,1.6147633143364377
AATS3s,2.8526841448189764
AATS3v,226.09826538950506
AATS4Z,17.440860215053764
AATS4d,3.193548387096774
AATS4i,155.26168479098538
AATS4m,63.0754307311828
AATS4p,1.489246234886989
AATS4s,2.7204301075268824
AATS4v,202.83398426983598
AATS5Z,16.69148936170213
AATS5d,3.117021276595745
AATS5i,156.91117960280087
AATS5m,60.897436531914884
AATS5p,1.442042909767351
AATS5s,2.5803782505910173
AATS5v,196.09994123411184
AATS6Z,17.872093023255815
AATS6d,3.2093023255813953
AATS6i,154.37821385847255
AATS6m,65.20980712790698
AATS6p,1.5063865382016164
AATS6s,2.7713178294573653
AATS6v,206.9332047878805
AATS7Z,16.69047619047619
AATS7d,2.9523809523809526
AATS7i,157.49120568140702
AATS7m,59.96746529761905
AATS7p,1.4315600854683213
AATS7s,2.730158730158731
AATS7v,194.38141114897977
AATS8Z,15.142857142857142
AATS8d,2.727272727272727
AATS8i,159.02932933128355
AATS8m,53.90843448051948
AATS8p,1.3352475534121426
AATS8s,2.649711399711401
AATS8v,175.98464608970545
AMID_C,1.7610424283712252
AMID_N,0.2483309923658407
AMID_O,0.07580551426296846
AMID_X,0.0
AMID_h,0.3241365066288091
ATS0dv,332.0
ATS0pe,258.3909
ATS0se,316.521348
ATS1dv,363.0
ATS1pe,290.55400000000003
ATS1se,345.6633919999998
ATS2dv,496.0
ATS2pe,461.0692000000001
ATS2se,554.4148559999998
ATS3dv,498.0
ATS3pe,555.219
ATS3se,675.0385080000002
ATS4dv,440.0
ATS4pe,571.1530999999999
ATS4se,700.29772
ATS5dv,427.0
ATS5pe,566.0159999999998
ATS5se,700.0005039999999
ATS6dv,408.0
ATS6pe,527.455
ATS6se,647.0912200000001
ATS7dv,363.0
ATS7pe,514.8475
ATS7se,633.386756
ATS8dv,297.0
ATS8pe,463.20079999999996
ATS8se,574.9144679999998
ATSC0Z,279.6190476190476
ATSC0c,0.6578441780121005
ATSC0d,22.11904761904762
ATSC0i,66.44804607395292
ATSC0m,1339.4174967857139
ATSC0p,9.660293930876787
ATSC0s,16.679894179894184
ATSC0v,2123.84935952195
ATSC1Z,17.312925170068066
ATSC1c,-0.30484977934119
ATSC1d,9.086734693877556
ATSC1i,-6.865126750824068
ATSC1m,81.83859401530634
ATSC1p,-0.24417298803169973
ATSC1s,-1.327664399092973
ATSC1v,34.7509205438117
ATSC2Z,-12.251700680272085
ATSC2c,0.056932216285800995
ATSC2d,-0.7993197278911572
ATSC2i,9.637022489100321
ATSC2m,-55.9364602755099
ATSC2p,0.5803834135000085
ATSC2s,-0.6575963718820895
ATSC2v,13.251777071483396
ATSC3Z,-41.14512471655327
ATSC3c,-0.1283643195619873
ATSC3d,-4.8236961451247184
ATSC3i,-21.192050049631018
ATSC3m,-196.86161304591818
ATSC3p,-1.828715268585046
ATSC3s,-1.690728143109098
ATSC3v,-371.7068299479701
ATSC4Z,-69.91836734693877
ATSC4c,0.031341905415060975
ATSC4d,-0.8350340136054432
ATSC4i,-10.377966434456052
ATSC4m,-337.24087973979573
ATSC4p,-2.520262105346883
ATSC4s,-3.8771730914588063
ATSC4v,-572.3606661707051
ATSC5Z,61.75736961451246
ATSC5c,0.02877826091802211
ATSC5d,-0.07596371882086173
ATSC5i,5.215254430678975
ATSC5m,298.9662565510203
ATSC5p,1.969253361561408
ATSC5s,1.9756865709246672
ATSC5v,509.96221503710535
ATSC6Z,-22.505668934240354
ATSC6c,0.027473663388473013
ATSC6d,-4.743764172335602
ATSC6i,-16.05066126810933
ATSC6m,-107.47994656122441
ATSC6p,-1.2082186171342757
ATSC6s,0.3485764676240858
ATSC6v,-225.1091079416929
ATSC7Z,-59.999999999999986
ATSC7c,-0.2783578757615746
ATSC7d,-4.023809523809524
ATSC7i,-5.404677365953991
ATSC7m,-284.8918855714285
ATSC7p,-1.2547710009432858
ATSC7s,-5.822751322751324
ATSC7v,-315.22499036115323
ATSC8Z,12.507936507936499
ATSC8c,0.485900702555059
ATSC8d,-5.813492063492062
ATSC8i,4.3536001097417945
ATSC8m,49.30870774999992
ATSC8p,-0.5070100379328213
ATSC8s,6.5656966490299835
ATSC8v,-148.13335160987188
AXp-0d,0.6824906865799477
AXp-1d,0.4403868263623035
AXp-2d,0.2797038721318012
AXp-3d,0.18180795312792258
AXp-4d,0.11638039319345872
AXp-5d,0.0750942967339307
AXp-6d,0.047642391813982006
AXp-7d,0.03094955567249411
GATS1Z,0.7331403269754769
GATS1c,1.4093710104246902
GATS1d,0.6178686759956943
GATS1i,1.122781222758635
GATS1m,0.7352403721244046
GATS1p,0.9312057343560338
GATS1s,0.871697065820777
GATS1v,0.8408777990115514
GATS2Z,0.8991151509990919
GATS2c,1.1148709807013468
GATS2d,1.1456315034086832
GATS2i,0.9397453361174036
GATS2m,0.8961101135680821
GATS2p,0.8857792154467392
GATS2s,0.9962116706317735
GATS2v,0.8743824147023352
GATS3Z,0.9769712671830513
GATS3c,1.1384422138204773
GATS3d,1.2183814903061163
GATS3i,1.160530059952301
GATS3m,0.9768529055652065
GATS3p,1.0277986208000836
GATS3s,0.9417151538372431
GATS3v,1.0021330016268655
GATS4Z,1.0579293750549355
GATS4c,0.9899601216049698
GATS4d,1.0065280044445988
GATS4i,1.085205131121293
GATS4m,1.0590076577227225
GATS4p,1.0656399590457077
GATS4s,1.0201491391880484
GATS4v,1.0673881163502184
GATS5Z,0.8821082019247494
GATS5c,0.868097592580151
GATS5d,1.0845567185030804
GATS5i,0.9451887605559632
GATS5m,0.8822446265130889
GATS5p,0.8910235811433359
GATS5s,0.8785491926367116
GATS5v,0.8838980244218074
GATS6Z,0.9880344639122998
GATS6c,0.9349147043291293
GATS6d,1.131561819410719
GATS6i,1.1045053020928253
GATS6m,0.9879653705253242
GATS6p,1.0227839827059657
GATS6s,0.9650383601054902
GATS6v,1.006254542813943
GATS7Z,1.0813819822888284
GATS7c,1.1783589529290464
GATS7d,1.004036598493003
GATS7i,1.067357225372992
GATS7m,1.0796371142635306
GATS7p,1.0113209876229556
GATS7s,1.2221153846153843
GATS7v,1.0237569199237944
GATS8Z,0.9873591156799606
GATS8c,0.5269278957363961
GATS8d,1.0832762501223212
GATS8i,0.9441291964695921
GATS8m,0.9916461201447592
GATS8p,1.0120648383340967
GATS8s,0.8069353327085285
GATS8v,1.0352099073431713
MATS1Z,0.05778837420526807
MATS1c,-0.4325134587011734
MATS1d,0.38342303552206697
MATS1i,-0.09642799168197258
MATS1m,0.05702679555173774
MATS1p,-0.02359087523218895
MATS1s,-0.07429024583663772
MATS1v,0.015271418550540745
MATS2Z,-0.025559150772025387
MATS2c,0.050483778089223594
MATS2d,-0.021080014352350216
MATS2i,0.08460138083998238
MATS2m,-0.024361038963343486
MATS2p,0.035046241204547926
MATS2s,-0.022997620935765378
MATS2v,0.003639713549852995
MATS3Z,-0.06944019226647886
MATS3c,-0.09208323565393084
MATS3d,-0.10291360772124192
MATS3i,-0.15050469217590431
MATS3m,-0.06935924471251276
MATS3p,-0.08933364078221875
MATS3s,-0.047834338718156684
MATS3v,-0.08259164478832993
MATS4Z,-0.11292519996484134
MATS4c,0.021516355043069108
MATS4d,-0.01704920309732979
MATS4i,-0.07053365490730155
MATS4m,-0.11370788656352772
MATS4p,-0.11782073034525001
MATS4s,-0.10497556982425621
MATS4v,-0.12170611864854217
MATS5Z,0.09868325700040581
MATS5c,0.019546227403574094
MATS5d,-0.0015344799945033562
MATS5i,0.03506830076204278
MATS5m,0.09973041873891506
MATS5p,0.09108202792219332
MATS5s,0.05292321190544487
MATS5v,0.107284189794809
MATS6Z,-0.039307553386984335
MATS6c,0.02039597056644949
MATS6d,-0.1047387788820187
MATS6i,-0.11796727670802891
MATS6m,-0.03918883140327565
MATS6p,-0.061080983570649484
MATS6s,0.010206001143426192
MATS6v,-0.051763090311088694
MATS7Z,-0.10728882833787465
MATS7c,-0.21156824447601516
MATS7d,-0.09095801937567276
MATS7i,-0.04066844463672334
MATS7m,-0.10634917277663679
MATS7p,-0.0649447630642332
MATS7s,-0.17454401268834258
MATS7v,-0.0742107694568569
MATS8Z,0.024399306415655176
MATS8c,0.4028868168281317
MATS8d,-0.1433604070848419
MATS8i,0.03573755902930799
MATS8m,0.020080116048409452
MATS8p,-0.028627589570293602
MATS8s,0.21470694254199407
MATS8v,-0.03804413415987658
MAXaaN,4.423763070042832
MAXssO,5.329512696983768
MINaaN,4.37619283824641
MINssO,5.329512696983768
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.868814766527365
SpAD_D,254.38176935782806
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,922
TMWC10,128.24856967123532
TSRW10,59.83233502640146
VE1_Dt,4.96128552483086
VE2_Dt,0.1984514209932344
VE3_Dt,2.517955617423392
VR1_Dt,146.02593978557837
VR2_Dt,5.8410375914231345
VR3_Dt,5.900075007565324
Xc-3dv,0.5106615872669653
Xc-4dv,0.0
Xc-5dv,0.0625491081994736
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.3214781694372534
Xch-7d,0.4502243810417649
Xp-0dv,13.808228980928918
Xp-1dv,8.046068489971537
Xp-2dv,5.677185256568722
Xp-3dv,4.074928731935672
Xp-4dv,2.7966454464240904
Xp-5dv,1.9600201423407675
Xp-6dv,1.0419556122543665
Xp-7dv,0.6567696374625425
Xpc-4d,3.11379436361128
Xpc-5d,5.029204888416903
Xpc-6d,7.874030979410837
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,4
piPC10,8.315080354136727
AATS0dv,7.904761904761905
AATS0pe,6.152164285714285
AATS0se,7.5362225714285715
AATS1dv,8.066666666666666
AATS1pe,6.4567555555555565
AATS1se,7.681408711111107
AATS2dv,6.888888888888889
AATS2pe,6.40373888888889
AATS2se,7.70020633333333
AATS3dv,5.595505617977528
AATS3pe,6.2384157303370795
AATS3se,7.584702337078654
AATS4dv,4.731182795698925
AATS4pe,6.1414311827956976
AATS4se,7.530083010752689
AATS5dv,4.542553191489362
AATS5pe,6.021446808510636
AATS5se,7.4468138723404245
AATS6dv,4.744186046511628
AATS6pe,6.133197674418605
AATS6se,7.524316511627909
AATS7dv,4.321428571428571
AATS7pe,6.129136904761904
AATS7se,7.540318523809524
AATS8dv,3.857142857142857
AATS8pe,6.015594805194804
AATS8se,7.46642166233766
AATSC0Z,6.657596371882086
AATSC0c,0.015662956619335727
AATSC0d,0.5266439909297053
AATSC0i,1.5820963350941173
AATSC0m,31.890892780612234
AATSC0p,0.2300069983542092
AATSC0s,0.39714033761652817
AATSC0v,50.567841893379764
AATSC1Z,0.384731670445957
AATSC1c,-0.0067744395409153335
AATSC1d,0.20192743764172347
AATSC1i,-0.15255837224053484
AATSC1m,1.818635422562363
AATSC1p,-0.005426066400704439
AATSC1s,-0.02950365331317718
AATSC1v,0.7722426787513712
AATSC2Z,-0.17016250944822342
AATSC2c,0.0007907252261916804
AATSC2d,-0.011101662887377184
AATSC2i,0.13384753457083778
AATSC2m,-0.7768952816043042
AATSC2p,0.008060880743055674
AATSC2s,-0.0091332829428068
AATSC2v,0.18405245932615827
AATSC3Z,-0.46230477209610416
AATSC3c,-0.0014422957254155875
AATSC3d,-0.05419883309128897
AATSC3i,-0.2381129219059665
AATSC3m,-2.2119282364709907
AATSC3p,-0.020547362568371304
AATSC3s,-0.01899694542819211
AATSC3v,-4.176481235370451
AATSC4Z,-0.7518104015799867
AATSC4c,0.0003370097356458169
AATSC4d,-0.008978860361348852
AATSC4i,-0.11159103692963497
AATSC4m,-3.626246018707481
AATSC4p,-0.027099592530611644
AATSC4s,-0.04169003324149254
AATSC4v,-6.1544157652764
AATSC5Z,0.6569932937714091
AATSC5c,0.00030615171189385225
AATSC5d,-0.0008081246683070396
AATSC5i,0.055481430113606116
AATSC5m,3.180492090968301
AATSC5p,0.020949503846397956
AATSC5s,0.02101794224387944
