DLiP-ID,J000EG
DLiP-Mol-ID,27269
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H27N3O3/c1-16(2)30-22-10-9-17(21-15-27-11-5-8-23(27)26-21)12-19(22)14-25-24(28)18-6-4-7-20(13-18)29-3/h4,6-7,9-10,12-13,15-16H,5,8,11,14H2,1-3H3,(H,25,28)"
Standard Inchi Key(RDKit),DXZYVORRTZPJAD-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(C(=O)NCc2cc(-c3cn4c(n3)CCC4)ccc2OC(C)C)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),405.498
MW Monoisotopic(RDKit),405.205241724
MolLogP(RDKit),4.2221
XLogP(SDF),
XLogP(CDK),4.572
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),65.38
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.639122852752117
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,WDR5/Mixed-lineage leukemia 1 (MLL1)
Common Target Pref Name,WDR5/Mixed-lineage leukemia 1 (MLL1)
RDKit Descriptors
Ipc,9395838.30512972
qed,0.6391228527521166
Chi0,21.08721119088102
Chi1,14.529208440902158
TPSA,65.38
Chi0n,17.643751609844333
Chi0v,17.643751609844333
Chi1n,10.315006957081499
Chi1v,10.315006957081499
Chi2n,7.743059922620848
Chi2v,7.743059922620848
Chi3n,5.1488135851050405
Chi3v,5.1488135851050405
Chi4n,3.6816693566586673
Chi4v,3.6816693566586673
MolMR,115.91220000000003
MolWt,405.4980000000002
fr_SH,0
Kappa1,20.011552018027384
Kappa2,8.612027521777552
Kappa3,4.323200638178089
