DLiP-ID,P0005Q
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.1648318920961711
RPCG,0.09719757250304513
SIC0,0.2589228475130735
SIC1,0.6105483747725197
SIC2,0.8147479672174568
SIC3,0.9253139335712285
SIC4,0.9363705302066053
SIC5,0.9363705302066053
SaaN,0
SaaO,10.828449704823262
SaaS,0
Sare,60.73600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.822562473885076
SssS,0
StCH,0
StsC,0
TIC0,93.67180735692709
TIC1,220.88112460175498
TIC2,294.7554275826821
TIC3,334.7554275826822
TIC4,338.7554275826821
TIC5,338.7554275826821
Vabc,425.6195997324034
WPol,57
apol,69.43861799999999
bpol,35.035382000000006
nRot,8
ABCGG,22.408513925669283
ATS0Z,1480.0
ATS0d,210.0
ATS0i,9766.494407495476
ATS0m,5849.749035000002
ATS0p,93.13945952607398
ATS0s,309.83333333333337
ATS0v,14028.1067106656
ATS1Z,1665.0
ATS1d,259.0
ATS1i,9274.869758223807
ATS1m,6357.761494000004
ATS1p,117.23950005000005
ATS1s,217.69444444444446
ATS1v,17478.639601973307
ATS2Z,2450.0
ATS2d,408.0
ATS2i,16480.999540272038
ATS2m,9278.96423
ATS2p,169.05184007588605
ATS2s,361.41666666666663
ATS2v,25046.659274394624
ATS3Z,2694.0
ATS3d,446.0
ATS3i,20123.900267784782
ATS3m,9996.668100999994
ATS3p,190.1742023327349
ATS3s,476.13888888888874
ATS3v,27946.717088224013
ATS4Z,2805.0
ATS4d,469.0
ATS4i,20554.3310634392
ATS4m,10340.567054999998
ATS4p,206.74886011994292
ATS4s,490.88888888888886
ATS4v,30000.731295620546
ATS5Z,2835.0
ATS5d,499.0
ATS5i,23769.341252641843
ATS5m,10241.447406
ATS5p,224.33403934018796
ATS5s,506.16666666666674
ATS5v,31694.442725281242
ATS6Z,3043.0
ATS6d,517.0
ATS6i,25333.034942666727
ATS6m,11215.654995
ATS6p,234.07186671292305
ATS6s,514.7777777777777
ATS6v,32745.057150050292
ATS7Z,3071.0
ATS7d,528.0
ATS7i,27653.609050994113
ATS7m,11141.169677999998
ATS7p,237.02615264262099
ATS7s,545.2777777777777
ATS7v,33340.28417257193
ATS8Z,3344.0
ATS8d,514.0
ATS8i,27524.742858831076
ATS8m,12336.520378000001
ATS8p,230.2570933214699
ATS8s,676.8611111111109
ATS8v,33064.103513819915
C1SP1,0
C1SP2,3
C1SP3,6
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,5
C3SP3,0
C4SP3,0
FCSP3,0.2222222222222222
GGI10,0.2975329048056321
JGI10,0.006198602183450669
JGT10,0.4494457385515187
Kier1,28.019390581717452
Kier2,12.697530864197532
Kier3,6.533308313004316
MAXdO,12.99970530348146
MID_C,55.541006693556966
MID_N,4.2026382037447
MID_O,11.26395771464166
MID_X,0.0
MID_h,15.46659591838636
MINdO,12.090708450529636
MPC10,255
MWC01,38.0
MWC02,5.220355825078324
MWC03,6.0844994130751715
MWC04,6.9782137426306985
MWC05,7.862112211662748
MWC06,8.762646029650282
MWC07,9.654449103676551
MWC08,10.558803054787067
MWC09,11.454925520672239
MWC10,12.361797799507952
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,9
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.550220000000005
SRW02,4.343805421853684
SRW03,0.0
SRW04,5.680172609017068
SRW05,3.044522437723423
SRW06,7.202661196523238
SRW07,5.351858133476067
SRW08,8.81358720447004
SRW09,7.40184157874383
SRW10,10.474382349768028
SaaCH,15.098091330252537
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.416186162456006
SaasN,1.2782135682045495
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.5242474157936812
SdssS,0
SsCH3,6.905673993716403
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.833299319727891
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.839334740650313
VE1_D,5.8172273851591845
VE2_A,0.1382667068757232
VE2_D,0.16620649671883383
VE3_A,2.829540229497892
VE3_D,3.0135867224243507
VR1_A,438.4736898093213
VR1_D,245.31039117958315
VR2_A,12.52781970883775
VR2_D,7.008868319416662
VR3_A,7.336062778072664
VR3_D,6.755287279969752
WPath,3550
Xc-3d,2.448505963685237
Xc-4d,0.0
Xc-5d,0.7150986108146692
Xc-6d,0.0
Xp-0d,25.11215521726335
Xp-1d,16.816100803337427
Xp-2d,15.198353983445879
Xp-3d,12.83478752804054
Xp-4d,10.963156395945676
Xp-5d,8.033254546168035
Xp-6d,6.067587291176395
Xp-7d,4.4048755387185015
ZMIC0,116.00806834800599
ZMIC1,59.27329433841312
ZMIC2,32.99432551474778
ZMIC3,26.219824248635614
ZMIC4,25.962070980598703
ZMIC5,25.962070980598703
nAcid,0
nAtom,61
nBase,0
nRing,4
piPC1,3.970291913552122
piPC2,4.61015772749913
piPC3,5.232444622397328
piPC4,5.838823144415438
piPC5,6.28576529273852
piPC6,6.672270259072117
piPC7,7.123244611359487
piPC8,7.591073058876565
piPC9,8.000480481044807
AATS0Z,24.262295081967213
AATS0d,3.442622950819672
AATS0i,160.10646569664715
AATS0m,95.89752516393445
AATS0p,1.5268763856733438
AATS0s,5.079234972677596
AATS0v,229.96896246992785
AATS1Z,26.015625
AATS1d,4.046875
AATS1i,144.919839972247
AATS1m,99.34002334375006
AATS1p,1.8318671882812507
AATS1s,3.4014756944444446
AATS1v,273.10374378083293
AATS2Z,22.685185185185187
AATS2d,3.7777777777777777
AATS2i,152.60184759511145
AATS2m,85.91633546296296
AATS2p,1.5652948155174633
AATS2s,3.34645061728395
AATS2v,231.91351179995021
AATS3Z,20.88372093023256
AATS3d,3.4573643410852712
AATS3i,155.99922688205257
AATS3m,77.49355117054259
AATS3p,1.474218622734379
AATS3s,3.6909991386735563
AATS3v,216.64121773817064
AATS4Z,20.77777777777778
AATS4d,3.474074074074074
AATS4i,152.2543041736237
AATS4m,76.59679299999998
AATS4p,1.531473037925503
AATS4s,3.636213991769547
AATS4v,222.22763922681887
AATS5Z,18.40909090909091
AATS5d,3.24025974025974
AATS5i,154.3463717704016
AATS5m,66.50290523376623
AATS5p,1.4567145411700517
AATS5s,3.2867965367965373
AATS5v,205.8080696446834
AATS6Z,18.554878048780488
AATS6d,3.152439024390244
AATS6i,154.46972526016296
AATS6m,68.38814021341464
AATS6p,1.4272674799568479
AATS6s,3.1388888888888884
AATS6v,199.66498262225787
AATS7Z,17.448863636363637
AATS7d,3.0
AATS7i,157.1227786988302
AATS7m,63.30210044318181
AATS7p,1.3467395036512555
AATS7s,3.0981691919191916
AATS7v,189.43343279870416
AATS8Z,19.2183908045977
AATS8d,2.954022988505747
AATS8i,158.18817734960388
AATS8m,70.89954240229886
AATS8p,1.3233166282843098
AATS8s,3.8900063856960396
AATS8v,190.02358341275814
AMID_C,1.586885905530199
AMID_N,0.12007537724984856
AMID_O,0.32182736327547595
AMID_X,0.0
AMID_h,0.4419027405253246
ATS0dv,542.0
ATS0pe,390.8922999999999
ATS0se,478.78756399999986
ATS1dv,549.0
ATS1pe,421.1421000000001
ATS1se,501.75739199999975
ATS2dv,772.0
ATS2pe,698.5052
ATS2se,845.8837999999998
ATS3dv,792.0
ATS3pe,845.8713000000001
ATS3se,1029.224732
ATS4dv,752.0
ATS4pe,875.526
ATS4se,1062.075404
ATS5dv,784.0
ATS5pe,982.1415
ATS5se,1201.4638079999995
ATS6dv,871.0
ATS6pe,1018.4275000000001
ATS6se,1250.9456839999998
ATS7dv,862.0
ATS7pe,1102.196
ATS7se,1358.541344
ATS8dv,981.0
ATS8pe,1117.0298
ATS8se,1369.2007359999998
ATSC0Z,455.4098360655738
ATSC0c,1.3655913940262403
ATSC0d,39.44262295081966
ATSC0i,88.07772175911455
ATSC0m,2158.5590814098355
ATSC0p,14.094841989189998
ATSC0s,107.84972677595623
ATSC0v,3003.4645495406558
ATSC1Z,26.865090029561983
ATSC1c,-0.5537129155981718
ATSC1d,19.912657887664594
ATSC1i,-6.21491814996768
ATSC1m,124.15192770115607
ATSC1p,-0.6820557712679961
ATSC1s,-6.199804413389469
ATSC1v,-11.089642943532738
ATSC2Z,149.27438860521366
ATSC2c,-0.24397232224711607
ATSC2d,9.347487234614347
ATSC2i,0.5792507776995843
ATSC2m,708.3055781268478
ATSC2p,1.2956292519260035
ATSC2s,10.567970079727672
ATSC2v,691.4951269645069
ATSC3Z,-8.096210696049402
ATSC3c,0.2571652812670765
ATSC3d,-4.296694436979313
ATSC3i,31.374156874305022
ATSC3m,-19.995528899489024
ATSC3p,4.9786886372530015
ATSC3s,-4.731844784854741
ATSC3v,692.2837858608063
ATSC4Z,-132.38242407954849
ATSC4c,0.023845959531967303
ATSC4d,-11.340231120666493
ATSC4i,-21.95557843329761
ATSC4m,-621.471081956194
ATSC4p,-2.9924082019389964
ATSC4s,-14.99985069724388
ATSC4v,-690.6511577193854
ATSC5Z,-229.9690943294813
ATSC5c,-0.5568418333959353
ATSC5d,-1.7895726955119624
ATSC5i,-7.518212644746385
ATSC5m,-1074.5919665756512
ATSC5p,-1.5117554179079975
ATSC5s,-59.94029382782405
ATSC5v,-796.7560907384096
ATSC6Z,137.79978500403115
ATSC6c,0.9551575886206755
ATSC6d,0.6952432141897308
ATSC6i,-15.667996178408687
ATSC6m,627.1064101604411
ATSC6p,-2.8892066794129962
ATSC6s,31.82386753859476
ATSC6v,-148.00942027174455
ATSC7Z,-5.592313894114473
ATSC7c,-1.1681184262606112
ATSC7d,-4.916420317119054
ATSC7i,-16.445935254095843
ATSC7m,-21.027632084117073
ATSC7p,-1.701438053296998
ATSC7s,-23.802308220609742
ATSC7v,-75.28479035862972
ATSC8Z,172.33915614082244
ATSC8c,0.5854239184480273
ATSC8d,-17.81994087610857
ATSC8i,-8.700150931090246
ATSC8m,781.8867893883366
ATSC8p,-1.941799964766
ATSC8s,64.46189047149807
ATSC8v,-7.47795860854643
AXp-0d,0.7174901490646671
AXp-1d,0.4425289685088797
AXp-2d,0.28145099969344217
AXp-3d,0.17581900723343205
AXp-4d,0.1130222308860379
AXp-5d,0.06925219436351754
AXp-6d,0.044288958329754706
AXp-7d,0.02735947539576709
GATS1Z,0.7184462742980561
GATS1c,1.3612230090981847
GATS1d,0.6417549875311722
GATS1i,1.201337937961671
GATS1m,0.7259099227036613
GATS1p,1.089629702323097
GATS1s,0.5731112880956606
GATS1v,0.9526920704986509
GATS2Z,0.7063234941204702
GATS2c,1.1711867074547209
GATS2d,1.0634293894892402
GATS2i,1.0625233519567805
GATS2m,0.7082845794114406
GATS2p,0.9524755662592848
GATS2s,0.5878092010384972
GATS2v,0.8289920715242315
GATS3Z,0.9671840206271869
GATS3c,1.1729072510286096
GATS3d,1.1851185988517083
GATS3i,0.8655004052057688
GATS3m,0.959942849142587
GATS3p,0.8118530844207649
GATS3s,1.0290421261358715
GATS3v,0.8224591584578748
GATS4Z,1.026669866410687
GATS4c,1.0706974688038187
GATS4d,1.2902004248637668
GATS4i,1.167371642229029
GATS4m,1.0261830972590422
GATS4p,1.0977657865666484
GATS4s,1.091367657780143
GATS4v,1.0507504995133674
GATS5Z,1.1211536843286303
GATS5c,1.0270700363857521
GATS5d,1.1112640476730256
GATS5i,1.0614277973307922
GATS5m,1.1192560178803237
GATS5p,1.0419856938446523
GATS5s,1.3400479894032455
GATS5v,1.0686052422107328
GATS6Z,0.7925051361744718
GATS6c,0.571837819543134
GATS6d,1.043504044766134
GATS6i,1.086123098970177
GATS6m,0.8024156279856767
GATS6p,1.0917227015715973
GATS6s,0.5205696329630691
GATS6v,1.0268694067689137
GATS7Z,0.9589264677007656
GATS7c,1.287677604376332
GATS7d,1.0847171843119476
GATS7i,1.0686305032164598
GATS7m,0.9596122478440636
GATS7p,1.032354974739674
GATS7s,0.9489916007028976
GATS7v,0.9940732579965464
GATS8Z,0.8484210918298949
GATS8c,0.9551851154757468
GATS8d,1.2458078940579589
GATS8i,1.043273408088832
GATS8m,0.8526332776032638
GATS8p,1.0206367824462248
GATS8s,0.8922678414548463
GATS8v,0.9605683616957863
MATS1Z,0.056225814434845284
MATS1c,-0.38646818146934403
MATS1d,0.4811863570241063
MATS1i,-0.06725416760765561
MATS1m,0.05482004505194138
MATS1p,-0.046122149328696925
MATS1s,-0.054790946237512565
MATS1v,-0.003519207820239186
MATS2Z,0.1851351891848652
MATS2c,-0.10090806269924202
MATS2d,0.1338551768726332
MATS2i,0.0037145536260861753
MATS2m,0.1853372869834634
MATS2p,0.051919035102095334
MATS2s,0.05534502721503966
MATS2v,0.13003872216222342
MATS3Z,-0.008406583287290456
MATS3c,0.0890495418856484
MATS3d,-0.05151204675649386
MATS3i,0.1684403425341565
MATS3m,-0.004380352699719851
MATS3p,0.16703015336899443
MATS3s,-0.02074682128254226
MATS3v,0.10899379503768099
MATS4Z,-0.13134815881396153
MATS4c,0.007890237900471641
MATS4d,-0.12991287214063618
MATS4i,-0.11263539264442299
MATS4m,-0.13009273717487077
MATS4p,-0.09593049631771783
MATS4s,-0.06284401933748753
MATS4v,-0.10390400800530754
MATS5Z,-0.20002127102559064
MATS5c,-0.16151772827994865
MATS5d,-0.017971845278578483
MATS5i,-0.03381097127450902
MATS5m,-0.19719176016463502
MATS5p,-0.04248449265687327
MATS5s,-0.22014505394283984
MATS5v,-0.10507804789447588
MATS6Z,0.1125465328627368
MATS6c,0.2601598336573592
MATS6d,0.006556271921821434
MATS6i,-0.06616577006623645
MATS6m,0.1080595829096995
MATS6p,-0.07624377404547274
MATS6s,0.10975388343045649
MATS6v,-0.01832959352817665
MATS7Z,-0.004256045879965956
MATS7c,-0.29647171844708314
MATS7d,-0.04320165495352529
MATS7i,-0.06471570263995224
MATS7m,-0.003376319964011941
MATS7p,-0.0418382101840052
MATS7s,-0.07649220717805574
MATS7v,-0.00868764172199289
MATS8Z,0.13266676596906735
MATS8c,0.15029006691346328
MATS8d,-0.15838755601417914
MATS8i,-0.03462910769837167
MATS8m,0.126987368041218
MATS8p,-0.0482975236743655
MATS8s,0.20953885933767422
MATS8v,-0.0008728530492405592
MAXaaO,5.619799977676511
MAXssO,5.822562473885076
MINaaO,5.208649727146751
MINssO,5.822562473885076
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,44.51140837810915
SpAD_D,420.84180709296504
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8123392248951413
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1380
TMWC10,151.93780270074103
TSRW10,87.31283093157538
VE1_Dt,5.845917960894312
VE2_Dt,0.16702622745412318
VE3_Dt,3.0185066017117337
VR1_Dt,240.2792875845417
VR2_Dt,6.865122502415477
VR3_Dt,6.734564913534285
Xc-3dv,0.9512016976152629
Xc-4dv,0.0
Xc-5dv,0.15805132315171846
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.22290498742924503
Xch-6d,0.4774674138031718
Xch-7d,0.827799757549573
Xp-0dv,20.007069323362863
Xp-1dv,11.311171058899825
Xp-2dv,7.952955259430527
Xp-3dv,5.548241803074441
Xp-4dv,3.91855723822987
Xp-5dv,2.5102202038932195
Xp-6dv,1.5553105898298887
Xp-7dv,0.9494858279306391
Xpc-4d,6.017170028416583
Xpc-5d,9.681176398519638
Xpc-6d,14.205950195821115
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,64
nFRing,0
nHBAcc,7
nHBDon,1
nHRing,2
nSpiro,0
naRing,4
piPC10,8.435109991896125
AATS0dv,8.885245901639344
AATS0pe,6.408070491803278
AATS0se,7.8489764590163915
AATS1dv,8.578125
AATS1pe,6.580345312500001
AATS1se,7.839959249999996
AATS2dv,7.148148148148148
AATS2pe,6.46764074074074
AATS2se,7.832257407407406
AATS3dv,6.1395348837209305
AATS3pe,6.5571418604651175
AATS3se,7.978486294573643
AATS4dv,5.57037037037037
AATS4pe,6.485377777777777
AATS4se,7.867225214814814
AATS5dv,5.090909090909091
AATS5pe,6.3775422077922075
AATS5se,7.801713038961036
AATS6dv,5.310975609756097
AATS6pe,6.209923780487806
AATS6se,7.627717585365852
AATS7dv,4.8977272727272725
AATS7pe,6.262477272727272
AATS7se,7.718984909090909
AATS8dv,5.637931034482759
AATS8pe,6.419711494252874
AATS8se,7.868969747126435
AATSC0Z,7.465735017468424
AATSC0c,0.022386744164364595
AATSC0d,0.6466003762429453
AATSC0i,1.4438970780182714
AATSC0m,35.386214449341566
AATSC0p,0.23106298342934423
AATSC0s,1.7680283078025611
AATSC0v,49.237123762961566
AATSC1Z,0.419767031711906
AATSC1c,-0.008651764306221435
AATSC1d,0.3111352794947593
AATSC1i,-0.097108096093245
AATSC1m,1.9398738703305636
AATSC1p,-0.010657121426062439
AATSC1s,-0.09687194395921045
AATSC1v,-0.17327567099269903
AATSC2Z,1.3821702648630894
AATSC2c,-0.002259002983769593
AATSC2d,0.08655080772791061
AATSC2i,0.005363433126848003
AATSC2m,6.558384982655998
AATSC2p,0.011996567147462996
AATSC2s,0.09785157481229326
AATSC2v,6.402732657078768
AATSC3Z,-0.06276132322518917
AATSC3c,0.00199352931214788
AATSC3d,-0.03330770881379312
AATSC3i,0.2432105184054653
AATSC3m,-0.15500409999603895
AATSC3p,0.03859448556010079
AATSC3s,-0.03668096732445535
AATSC3v,5.366540975665165
AATSC4Z,-0.9806105487373962
AATSC4c,0.00017663673727383186
AATSC4d,-0.08400171200493699
AATSC4i,-0.16263391432072305
AATSC4m,-4.603489495971807
AATSC4p,-0.022165986681029603
