DLiP-ID,T007PV
AATSC4p,-0.027988797576003276
AATSC4s,-0.3015257151142319
AATSC4v,-5.541865698205014
AATSC5Z,0.6937101760141318
AATSC5c,0.006578489374150187
AATSC5d,-0.0742767017853763
AATSC5i,-0.0971477706368845
AATSC5m,3.2367676386827333
AATSC5p,0.00011047872474445523
AATSC5s,0.4361707988980716
AATSC5v,2.010229738153436
AATSC6Z,-2.364669421487603
AATSC6c,-0.003833339971737586
AATSC6d,-0.02278236914600551
AATSC6i,-0.0777778424462596
AATSC6m,-11.039281976225892
AATSC6p,-0.022087709625591877
AATSC6s,-0.49981825834098564
AATSC6v,-8.137929585686775
AATSC7Z,-0.6233366017649532
AATSC7c,-0.00033815047872186223
AATSC7d,0.06063314189662418
AATSC7i,-0.10528761514190782
AATSC7m,-2.8824004104580507
AATSC7p,-0.011203573975326129
AATSC7s,-0.35210603726012035
AATSC7v,-2.3784830364693326
AATSC8Z,1.0720188902007084
AATSC8c,-0.000528689625890165
AATSC8d,0.027910271546635196
AATSC8i,0.045540421331182454
AATSC8m,5.18594160407713
AATSC8p,0.023294361868384947
AATSC8s,-0.0699330972058244
AATSC8v,7.7144917926012235
ATS0are,356.8446999999999
ATS1are,372.75390000000004
ATS2are,613.95
ATS3are,755.639
ATS4are,852.012
ATS5are,846.5529999999999
ATS6are,781.0440000000001
ATS7are,725.4259999999999
ATS8are,635.8719999999998
ATSC0dv,246.18181818181816
ATSC0pe,8.262443636363631
ATSC0se,5.902318545454545
ATSC1dv,63.793388429752106
ATSC1pe,-0.12645067768594315
ATSC1se,-0.2944638016528957
ATSC2dv,7.380165289256217
ATSC2pe,1.5902763305785221
ATSC2se,1.4898384132231333
ATSC3dv,-51.008264462809905
ATSC3pe,0.0005372892562049564
ATSC3se,0.13196988429751905
ATSC4dv,-44.2396694214876
ATSC4pe,-1.8256055206611503
ATSC4se,-1.3746897190082734
ATSC5dv,-19.214876033057838
ATSC5pe,1.669359702479344
ATSC5se,1.0711591735537063
ATSC6dv,-170.30578512396693
ATSC6pe,-6.395004297520646
ATSC6se,-4.1429880991735715
ATSC7dv,-19.008264462809926
ATSC7pe,-2.3328972561983554
ATSC7se,-1.795452661157014
ATSC8dv,41.92561983471074
ATSC8pe,-0.06631785123968387
ATSC8se,-0.6785132231404787
AXp-0dv,0.5514983988211928
AXp-1dv,0.28775298573438635
AXp-2dv,0.1524922524427119
AXp-3dv,0.08289064771791944
AXp-4dv,0.04357806639777821
AXp-5dv,0.023667484330196845
AXp-6dv,0.013092231908743635
AXp-7dv,0.006918413230574031
BertzCT,1142.6433606667517
ECIndex,901
ETA_eta,25.00710472580994
GATS1dv,0.506044468630957
GATS1pe,0.7081949735643626
GATS1se,0.7694357585742055
GATS2dv,0.8995686539488985
GATS2pe,0.7580006000257474
GATS2se,0.7372314990161317
GATS3dv,0.9972992764689682
GATS3pe,0.8497632777233355
GATS3se,0.8460195732395187
GATS4dv,1.0703623904665653
GATS4pe,1.131815485309747
GATS4se,1.1709983627884974
GATS5dv,1.091727085142129
GATS5pe,1.0206930848948073
GATS5se,1.0506889672830508
GATS6dv,1.345347119645495
GATS6pe,1.4882370810836507
GATS6se,1.4927373255354317
GATS7dv,1.0084526700548282
GATS7pe,1.0948453875403383
GATS7se,1.0923909487903893
GATS8dv,0.8721776746148977
GATS8pe,0.8987721565847258
GATS8se,0.9178525186562827
LogEE_A,4.372033177147317
LogEE_D,221.38923314920515
MATS1dv,0.2500388711809067
MATS1pe,-0.014767279169716081
MATS1se,-0.04813900440121423
MATS2dv,0.017540620384047315
MATS2pe,0.1126156949048778
MATS2se,0.1476900913548739
MATS3dv,-0.09657511954535211
MATS3pe,3.030960863378468e-05
MATS3se,0.010421563369570145
MATS4dv,-0.07431336835441632
MATS4pe,-0.0913712316388626
MATS4se,-0.0963148136601129
MATS5dv,-0.03276974077373232
MATS5pe,0.08482674639739768
MATS5se,0.07619434865764863
MATS6dv,-0.3170697932053176
MATS6pe,-0.35474295079773827
MATS6se,-0.3217158699299445
MATS7dv,-0.035988784017224565
MATS7pe,-0.131603604579112
MATS7se,-0.14178555800751685
MATS8dv,0.08920658366744039
MATS8pe,-0.004204315769858381
MATS8se,-0.06021560604948824
MAXaaCH,1.8451788885969171
MAXaasC,0.7942558474006889
MAXaasN,1.205555515490407
MAXdssC,-0.8167668256466942
MAXsCH3,1.5413154665400337
MAXssNH,2.3740214772267443
MDEC-11,0.16666666666666669
MDEC-12,2.6726301662348355
MDEC-13,3.026386905390149
MDEC-22,12.952807728567674
MDEC-23,21.642643622529572
MDEC-33,8.379472736547388
MDEN-22,0.09999999999999998
MDEN-23,0.6666666666666667
MDEO-11,0.9729506266807925
MDEO-12,1.273834673891444
MDEO-22,0.09090909090909091
MINaaCH,1.454444404379296
MINaasC,0.3398987932778972
MINaasN,1.205555515490407
MINdssC,-1.1848056745910276
MINsCH3,1.4527043554289225
MINssNH,2.3740214772267443
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9285714285714286
SM1_Dzi,1.7145538716427509
SM1_Dzm,1.923094010038725
SM1_Dzp,-8.048311040580366
SM1_Dzv,-3.3519407530784404
SddssSe,0
SpAD_Dt,621.2561616992582
SpAbs_A,40.924564925115064
SpAbs_D,442.7784662984101
SpMAD_A,1.2788926539098457
SpMAD_D,13.836827071825322
SpMax_A,2.425282283681303
SpMax_D,221.38923314920515
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,119.75000000000001
TpiPC10,8.57009987109751
VAdjMat,6.087462841250339
VE1_DzZ,5.580143311192527
VE1_Dzi,5.578578418320582
VE1_Dzm,5.580128340118988
VE1_Dzp,5.556240523212198
VE1_Dzv,5.567903264470171
VE2_DzZ,0.17437947847476648
VE2_Dzi,0.1743305755725182
VE2_Dzm,0.17437901062871838
VE2_Dzp,0.17363251635038118
VE2_Dzv,0.17399697701469286
VE3_DzZ,2.882365268878511
VE3_Dzi,2.8820847899992743
VE3_Dzm,2.882362585955728
VE3_Dzp,2.8780725244757006
VE3_Dzv,2.8801693592081024
VR1_DzZ,203.79698231746866
VR1_Dzi,204.06395570599304
VR1_Dzm,203.79978499966703
VR1_Dzp,207.76873286731757
VR1_Dzv,205.94627533218593
VR2_DzZ,6.368655697420896
VR2_Dzi,6.3769986158122824
VR2_Dzm,6.3687432812395945
VR2_Dzp,6.492772902103674
VR2_Dzv,6.43582110413081
VR3_DzZ,6.480275123406508
VR3_Dzi,6.481584262879131
VR3_Dzm,6.480288875636276
VR3_Dzp,6.499576409715942
VR3_Dzv,6.490766145222874
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07428654946249763
Xch-7dv,0.08964695261756102
Xpc-4dv,1.4660871212557782
Xpc-5dv,1.7561972352628468
Xpc-6dv,2.155215516698781
Zagreb1,160.0
Zagreb2,184.0
fragCpx,164.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,3
nBondsM,21
nBondsO,34
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.488085454545453
AATS1are,6.539542105263159
AATS2are,6.531382978723404
AATS3are,6.403720338983051
AATS4are,6.406105263157895
AATS5are,6.462236641221373
AATS6are,6.508700000000001
AATS7are,6.1476779661016945
AATS8are,6.055923809523808
AATSC0dv,4.4760330578512395
AATSC0pe,0.1502262479338842
AATSC0se,0.10731488264462809
AATSC1dv,1.1191822531535458
AATSC1pe,-0.0022184329418586516
AATSC1se,-0.005166031607945539
AATSC2dv,0.07851239669421507
AATSC2pe,0.01691783330402683
AATSC2se,0.015849344821522695
AATSC3dv,-0.4322734276509314
AATSC3pe,4.553298781397935e-06
AATSC3se,0.001118388849978975
AATSC4dv,-0.3326290933946436
AATSC4pe,-0.013726357298204138
AATSC4se,-0.010336012924874237
AATSC5dv,-0.1466784430004415
AATSC5pe,0.012743203835720184
AATSC5se,0.008176787584379437
AATSC6dv,-1.4192148760330576
AATSC6pe,-0.05329170247933871
AATSC6se,-0.03452490082644643
AATSC7dv,-0.16108698697296547
AATSC7pe,-0.019770315730494536
AATSC7se,-0.01521570051827978
AATSC8dv,0.3992916174734356
AATSC8pe,-0.0006315985832350845
AATSC8se,-0.0064620306965759875
AETA_eta,0.7814720226815606
ATSC0are,9.032770909090903
ATSC1are,-0.23182076033057275
ATSC2are,1.9517969917355449
ATSC3are,0.18429332231405396
ATSC4are,-2.017729652892555
ATSC5are,1.6279547438016606
ATSC6are,-6.877207438016512
ATSC7are,-2.6433266776859585
ATSC8are,-0.463733553719022
BCUTZ-1h,8.032010684092654
BCUTZ-1l,5.681905783841474
BCUTc-1h,0.5002274014015838
BCUTc-1l,-0.5258056056621654
BCUTd-1h,3.275786090133831
BCUTd-1l,0.9725577188266592
BCUTi-1h,14.69268037259249
BCUTi-1l,10.942699399742862
BCUTm-1h,16.017229707868893
BCUTm-1l,11.693465538909095
BCUTp-1h,2.0025273011864524
BCUTp-1l,0.7396310872162967
BCUTs-1h,7.010468591803195
BCUTs-1l,1.2546331436777058
BCUTv-1h,20.908576618872196
BCUTv-1l,14.699764012457518
BalabanJ,1.4373175223765555
Diameter,17
ETA_beta,41.75
GATS1are,0.7321446324057932
GATS2are,0.7556580631689827
GATS3are,0.8451978789670961
GATS4are,1.1408062328927766
GATS5are,1.038259172771633
GATS6are,1.4986755045869347
GATS7are,1.0901964651116482
GATS8are,0.9038602815583363
HybRatio,0.21739130434782608
Lipinski,True
LogEE_Dt,310.62808084962904
MATS1are,-0.024763906980023315
MATS2are,0.1264295186534377
MATS3are,0.009509754067347323
MATS4are,-0.09237469752274002
MATS5are,0.07566808198355046
MATS6are,-0.34895752818424325
MATS7are,-0.13639879247287728
MATS8are,-0.026891864566562604
MAXssCH2,0.043194838120433454
MAXsssCH,-1.1736535231376506
MINssCH2,0.038127216552332976
MINsssCH,-1.1736535231376506
NsssssAs,0
RotRatio,0.23529411764705882
SM1_Dzpe,2.0358782129742963
SM1_Dzse,1.911757780649884
SMR_VSA1,24.169327670584444
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,7.04767198267719
SMR_VSA5,19.06954441658689
SMR_VSA6,7.109797541277533
SMR_VSA7,82.2748542502854
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,347.8410092690906
SpAD_Dzi,347.2092707807751
SpAD_Dzm,347.9211696384508
SpAD_Dzp,495.3301863427795
SpAD_Dzv,429.5801089285566
SpAbs_Dt,621.256161699258
SpDiam_A,4.850564567362607
SpDiam_D,338.17205066262073
SpMAD_Dt,19.41425505310182
SpMax_Dt,310.62808084962904
SsssssAs,0
VE1_Dzpe,5.580340017989121
VE1_Dzse,5.580109877464116
VE2_Dzpe,0.17438562556216003
VE2_Dzse,0.17437843367075362
VE3_Dzpe,2.88240051946593
VE3_Dzse,2.882359277306842
VMcGowan,320.21000000000095
VR1_Dzpe,203.75921005334993
VR1_Dzse,203.80332862494538
VR2_Dzpe,6.367475314167185
VR2_Dzse,6.368854019529543
VR3_Dzpe,6.480089763620869
VR3_Dzse,6.480306263262425
mZagreb1,11.11111111111111
mZagreb2,7.222222222222221
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,46
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16423219834710734
AATSC1are,-0.004067030882992505
AATSC2are,0.02076379778442069
AATSC3are,0.0015618078162207962
AATSC4are,-0.015170899645808682
AATSC5are,0.012427135448867638
AATSC6are,-0.05731006198347093
AATSC7are,-0.022401073539711512
AATSC8are,-0.004416510035419257
AETA_beta,1.3046875
BCUTdv-1h,6.029349496372624
BCUTdv-1l,0.9962749266369995
BCUTpe-1h,3.505481884897513
BCUTpe-1l,2.23056473143874
BCUTse-1h,3.7181670388978696
BCUTse-1l,2.4264691990548894
ETA_alpha,14.700000000000003
ETA_dBeta,1.25
ETA_eta_B,0.529964411613804
ETA_eta_F,36.57538053352154
ETA_eta_L,6.494607207478068
ETA_eta_R,61.58248525933148
ETA_psi_1,0.5212765957446813
LabuteASA,183.7736600442434
LogEE_DzZ,173.98077249168819
LogEE_Dzi,173.6543992546375
LogEE_Dzm,174.02068150703914
LogEE_Dzp,246.4075445712991
LogEE_Dzv,214.2663137216098
PEOE_VSA1,19.897041906447136
PEOE_VSA2,4.794537184071822
PEOE_VSA3,14.270877303288827
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,54.59730361615449
PEOE_VSA7,16.690354475090988
PEOE_VSA8,13.4684936056032
PEOE_VSA9,18.870092604587605
SM1_Dzare,2.2712889716147044
SpAD_Dzpe,345.8229826998436
SpAD_Dzse,348.1464768817251
SpAbs_DzZ,346.0567806230822
SpAbs_Dzi,345.7090361430877
SpAbs_Dzm,346.14181472847037
SpAbs_Dzp,500.86340018317816
SpAbs_Dzv,431.88456819629806
SpDiam_Dt,448.5242204288336
SpMAD_DzZ,10.870031539659081
SpMAD_Dzi,10.850289711899222
SpMAD_Dzm,10.872536551201588
SpMAD_Dzp,15.479068323211859
SpMAD_Dzv,13.424378404017395
SpMax_DzZ,173.98077249168819
SpMax_Dzi,173.6543992546375
SpMax_Dzm,174.02068150703914
SpMax_Dzp,246.4075445712991
SpMax_Dzv,214.2663137216098
VE1_Dzare,5.580904179998146
VE2_Dzare,0.17440325562494205
VE3_Dzare,2.8825016124981215
VR1_Dzare,203.65183161983614
VR2_Dzare,6.3641197381198795
VR3_Dzare,6.479562637819078
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4593750000000001
AETA_dBeta,0.0390625
AETA_eta_B,0.016561387862931376
AETA_eta_F,1.142980641672548
AETA_eta_L,0.20295647523368962
AETA_eta_R,1.9244526643541087
BCUTare-1h,3.559113928342941
BCUTare-1l,2.180887232419851
ETA_beta_s,20.25
ETA_dPsi_A,0.19272340425531864
ETA_dPsi_B,0.0
ETA_eta_BR,0.787964411613804
ETA_eta_FL,8.889641943281223
ETA_eta_RL,15.384249150759292
LogEE_Dzpe,172.97511254407726
LogEE_Dzse,174.13298087150787
PEOE_VSA10,12.648722793660879
PEOE_VSA11,5.749511833283905
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
SlogP_VSA1,15.612918452858388
SlogP_VSA2,40.101195867602684
SlogP_VSA3,29.60677570798799
SlogP_VSA4,0.0
SlogP_VSA5,11.126902983393991
SlogP_VSA6,65.58868437183939
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,342.0226810292734
SpAbs_Dzpe,343.95309525535845
SpAbs_Dzse,346.3761375939861
SpDiam_DzZ,270.0630089190105
SpDiam_Dzi,269.1706230554782
SpDiam_Dzm,270.1208383369208
SpDiam_Dzp,379.96107044581856
SpDiam_Dzv,330.78428176815817
SpMAD_Dzpe,10.806968209370112
SpMAD_Dzse,10.87957740255391
SpMax_Dzpe,172.97511254407726
SpMax_Dzse,174.13298087150787
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.6328125
AETA_eta_BR,0.024623887862931376
AETA_eta_FL,0.2778013107275382
AETA_eta_RL,0.48075778596122787
DetourIndex,4782
EState_VSA1,18.104386188038227
EState_VSA2,18.586970482490937
EState_VSA3,22.439866308374892
EState_VSA4,5.563451491696996
EState_VSA5,17.988444048035795
EState_VSA6,43.44587439344685
EState_VSA7,18.19910120538483
EState_VSA8,10.415470412307368
EState_VSA9,9.473725907600098
ETA_beta_ns,21.5
ETA_shape_p,0.15873015873015867
ETA_shape_x,0.0
ETA_shape_y,0.3333333333333333
GhoseFilter,True
LogEE_Dzare,171.08231829499965
SlogP_VSA10,4.794537184071822
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,339.9568058462776
SpDiam_Dzpe,268.55738500977117
SpDiam_Dzse,270.2900719971697
SpMAD_Dzare,10.688208782164793
SpMax_Dzare,171.08231829499965
TopoPSA(NO),119.75000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.205555515490407
VSA_EState9,81.96111115117628
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.671875
EState_VSA10,19.490138947056174
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04062499999999991
FilterItLogS,-4.630402974595117
SpDiam_Dzare,265.7812962743265
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6381818181818174
ETA_epsilon_2,0.8812499999999994
ETA_epsilon_3,0.4391304347826079
ETA_epsilon_4,0.5695652173913032
ETA_epsilon_5,0.8470588235294113
AETA_beta_ns_d,0.03125
ETA_dEpsilon_A,0.19905138339920952
ETA_dEpsilon_B,0.06861660079051424
ETA_dEpsilon_C,-0.1304347826086953
ETA_dEpsilon_D,0.034191176470588114
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.16666666666666669,2.6726301662348355,3.026386905390149,0.0,12.952807728567674,21.642643622529572,0.0,8.379472736547388,0.0,0.0,0.9729506266807925,1.273834673891444,0.09090909090909091,0.0,0.0,0.0,0.09999999999999998,0.6666666666666667,0.0"
APolDescriptor,63.92823899999996
BCUTDescriptor,"11.850000000000007,15.999958556680813,-0.34641076590514247,0.3384510926910119,4.399936881562639,10.851921632701615"
BPolDescriptor,34.489760999999994
TPSADescriptor,119.75000000000001
ALOGPDescriptor,"3.3568000000000024,11.268106240000016,111.73339999999997"
XLogPDescriptor,1.2990000000000013
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,437.15868563999993
ChiPathDescriptor,"23.087211190881014,15.38424915075929,13.602293663866975,11.0784104400433,8.539711824445407,7.195533345506858,4.257559049055031,2.8749823779109063,17.64794876227817,9.783601514969138,7.014643612364747,4.807657567639326,3.094042714242253,2.0827386210573224,1.060470784608234,0.6019019510599402"
ChiChainDescriptor,"0.0,0.0,0.0,0.24095096150485465,0.3616767073120606,0.0,0.0,0.0,0.07428654946249763,0.08964695261756103"
AtomCountDescriptor,55
BondCountDescriptor,34
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.0695202196285116,0.0,0.47801057117569057,0.0,0.7825380722385974,0.0,0.08602192555843544,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,4,1,2,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"64.45126535811818,2.014102042441193,24.996735499429775,15.752099016067287,9.244636483362502"
FractionalPSADescriptor,0.273927989843519
WienerNumbersDescriptor,"3422.0,49.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.691375546695933,6.603680431569431,9.801722923074921,1.4660871212557782,1.7561972352628463,1.9796913709721156"
FractionalCSP3Descriptor,0.21739130434782608
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,10,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.602076124567475,13.185255198487713,7.758620689655173"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,2257.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.21739130434782608
AutocorrelationDescriptorMass,"37.726755117075115,37.84762578423922,52.36514825734024,56.02985977975945,53.804675798991696"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.9232090860758713,-0.5401699919727828,0.1124010404498013,0.029971268265941892,-0.20110122671964348"
EccentricConnectivityIndexDescriptor,901
AutocorrelationDescriptorPolarizability,"1955.42091601903,2250.1378246122545,3027.8813852300873,3133.916967543513,2786.9314558413257"
