DLiP-ID,T0074I
DLiP-Mol-ID,25019
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H14F3NO4S/c15-14(16,17)9-1-2-11(10(7-9)13(20)21)23-8-12(19)18-3-5-22-6-4-18/h1-2,7H,3-6,8H2,(H,20,21)"
Standard Inchi Key(RDKit),WSTJLLJJRDMARX-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1cc(C(F)(F)F)ccc1SCC(=O)N1CCOCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),349.33
MW Monoisotopic(RDKit),349.059563588
MolLogP(RDKit),2.3545
XLogP(SDF),
XLogP(CDK),1.953
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),66.84
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.845546662631913
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,109609.15879739226
qed,0.8455466626319129
Chi0,17.035169427003233
Chi1,10.786712265874595
TPSA,66.84
Chi0n,11.928898485384668
Chi0v,12.745395066312394
Chi1n,6.716600938833568
Chi1v,7.702199498487056
Chi2n,4.795684512830015
Chi2v,5.812861187647088
Chi3n,3.2522360028990467
Chi3v,4.310524345533542
Chi4n,2.0428348517381854
Chi4v,2.9703907639062064
MolMR,76.52630000000002
MolWt,349.3300000000002
fr_SH,0
Kappa1,17.611316508566166
Kappa2,7.221431241589859
Kappa3,4.614780576619816
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,600.1754423300384
MolLogP,2.3545
NOCount,5
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.0943162404431512
SMR_VSA1,32.60370985980886
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,11.071781992961249
SMR_VSA6,32.05613034759777
SMR_VSA7,29.32600418877882
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
