DLiP-ID,C000X1
DLiP-Mol-ID,31490
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H14ClNO3/c1-20-14-5-3-2-4-10(14)8-15(19)17-12-9-11(16)6-7-13(12)18/h2-7,9,18H,8H2,1H3,(H,17,19)"
Standard Inchi Key(RDKit),NFQRAOAGEVHPQA-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccccc1CC(=O)Nc1cc(Cl)ccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),291.734
MW Monoisotopic(RDKit),291.066220988
MolLogP(RDKit),3.2354
XLogP(SDF),
XLogP(CDK),3.365
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),58.56
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.850353091483648
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,32949.38533762272
qed,0.8503530914836481
Chi0,14.535169427003234
Chi1,9.596555450524587
TPSA,58.56
Chi0n,10.89023331495084
Chi0v,11.646162260969296
Chi1n,6.001576537271078
Chi1v,6.379541010280306
Chi2n,4.198270869642956
Chi2v,4.634706650114941
Chi3n,2.776219357788833
Chi3v,3.011316460576572
Chi4n,1.8247679324454322
Chi4v,1.9968709563982998
MolMR,78.44450000000002
MolWt,291.73400000000004
fr_SH,0
Kappa1,14.214214576731552
Kappa2,6.300630971696413
Kappa3,3.4223646216526253
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,628.2657328233126
MolLogP,3.2354000000000016
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.1092088338464716
