DLiP-ID,T003V9
DLiP-Mol-ID,20873
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C8H10ClN5/c9-5-3-1-2-4-6(5)13-8(12)14-7(10)11/h1-4H,(H6,10,11,12,13,14)"
Standard Inchi Key(RDKit),MKWFJPZMYHPQIA-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)NC(=N)Nc1ccccc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),211.656
MW Monoisotopic(RDKit),211.062473
MolLogP(RDKit),1.16974
XLogP(SDF),
XLogP(CDK),2.183
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),97.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.35631541319118
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1166.4219797810504
qed,0.35631541319117976
Chi0,10.55204176387779
Chi1,6.592224152875015
TPSA,97.78
Chi0n,7.264715818957358
Chi0v,8.020644764975813
Chi1n,3.8050076402890527
Chi1v,4.1829721132982804
Chi2n,2.51852141265042
Chi2v,2.9257215393910254
Chi3n,1.3931949956404523
Chi3v,1.7227832166804977
Chi4n,0.8631684830817248
Chi4v,1.04614741778808
MolMR,57.851200000000006
MolWt,211.656
fr_SH,0
Kappa1,10.331632653061224
Kappa2,4.47603550295858
Kappa3,2.947332493173703
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,4
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,362.50420086360384
MolLogP,1.1697400000000002
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.649628786208871
SMR_VSA1,0.0
SMR_VSA2,10.818567211583044
SMR_VSA3,5.316788604006331
SMR_VSA4,5.733667477162185
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,29.288101587587768
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,86.27487063793023
NHOHCount,6
PEOE_VSA1,11.050456081168516
PEOE_VSA2,16.135355815589374
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,12.13273413692322
PEOE_VSA8,0.0
PEOE_VSA9,10.710019588424888
RingCount,1
SMR_VSA10,29.207435302403745
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,211.06247299999998
NumHDonors,5
PEOE_VSA10,0.0
PEOE_VSA11,11.91910913748767
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
