DLiP-ID,C002IN
AATSC5Z,-0.14712539610683575
AATSC5c,-0.0011958561849988465
AATSC5d,-0.029160634488075345
AATSC5i,0.0914615240655162
AATSC5m,-0.660282468909816
AATSC5p,0.0065814407431689734
AATSC5v,1.1122256581119505
AATSC6Z,-0.3558171118153009
AATSC6c,-0.00010965408965775436
AATSC6d,-0.09665006790402896
AATSC6i,-0.09154171658849997
AATSC6m,-1.7128492897238574
AATSC6p,-0.018763215081052737
AATSC6v,-2.975414392571014
AATSC7Z,-1.5926968953646288
AATSC7c,-0.0016586337952072124
AATSC7d,-0.12743322770484378
AATSC7i,-0.12828430861513898
AATSC7m,-7.552856489703854
AATSC7p,-0.03030263076755706
AATSC7v,-8.975603322677198
AATSC8Z,-0.6217571473343312
AATSC8c,0.004516499627049203
AATSC8d,-0.1571659063736926
AATSC8i,-0.3935147899270125
AATSC8m,-3.1934146889705275
AATSC8p,-0.05334839775984372
AATSC8v,-11.367461078347965
ATS0are,286.0135999999998
ATS1are,302.955
ATS2are,500.85
ATS3are,596.3948999999999
ATS4are,679.0039000000003
ATS5are,613.8449999999999
ATS6are,564.2830000000001
ATS7are,523.8209000000002
ATS8are,462.4629999999999
ATSC0dv,179.0449172576832
ATSC0pe,5.057863829787229
ATSC0se,3.2988925531914894
ATSC1dv,72.78155022383174
ATSC1pe,-0.10543965595292248
ATSC1se,-0.21470071389769207
ATSC2dv,39.0843015944872
ATSC2pe,-0.6750299230421039
ATSC2se,-0.4960903458578556
ATSC3dv,54.49122277551434
ATSC3pe,-0.13018279764599588
ATSC3se,-0.21317465233137203
ATSC4dv,50.82440521100549
ATSC4pe,1.094818107741058
ATSC4se,0.5006127243096421
ATSC5dv,-15.680448669584033
ATSC5pe,-0.6318988682661848
ATSC5se,-0.41389742281575403
ATSC6dv,-62.77541371158395
ATSC6pe,-0.6636319148936168
ATSC6se,-0.4967523404255313
ATSC7dv,-90.79377294904688
ATSC7pe,-1.7655912630149386
ATSC7se,-0.9403396505205974
ATSC8dv,-41.62773502338917
ATSC8pe,1.206974920778634
ATSC8se,1.1732690393843386
AXp-0dv,0.6156533636007884
AXp-1dv,0.30358856403615087
AXp-2dv,0.1653277436861422
AXp-3dv,0.08232386594780201
AXp-4dv,0.042235453799304025
AXp-5dv,0.021832295130113578
AXp-6dv,0.01157153925514687
AXp-7dv,0.006160771444237927
BertzCT,896.35616645559
ECIndex,5200000000
GATS1dv,0.5096745052991093
GATS1pe,0.7706094175659058
GATS1se,0.7981141711590939
