DLiP-ID,T0002N
MZ,0.8368794326241132
Mi,1.1189214640553207
Mm,0.8101120072557605
Mp,0.7287842272901008
Mv,0.6879816899151621
SZ,39.33333333333332
Si,52.58930881060007
Sm,38.07526434102074
Sp,34.25285868263474
Sv,32.33513942601262
nB,0
nC,19
nF,0
nH,18
nI,0
nN,2
nO,5
nP,0
nS,1
nX,2
ABC,22.540557003487713
AMW,9.70279463906384
IC0,1.9082289951706892
IC1,3.8099080006138073
IC2,4.644910394184798
IC3,5.240655075035862
IC4,5.384376085720192
IC5,5.384376085720192
MID,57.9063900312746
Mpe,1.003170629954109
Mse,1.0335730114208679
NdO,4
NdS,0
NsF,0
NsI,0
NtN,0
SMR,108.33730000000001
SdO,49.76191067010774
SdS,0
Spe,47.14901960784312
SsF,0
SsI,0
Sse,48.577931536780795
StN,0
fMF,0.425531914893617
nBr,0
nCl,2
AMID,1.9967720700439515
BIC0,0.3243829311346193
BIC1,0.6476524189287861
BIC2,0.7895958254153608
BIC3,0.8908674266075649
BIC4,0.915298793508183
BIC5,0.915298793508183
CIC0,3.6463598565069484
CIC1,1.7446808510638303
CIC2,0.9096784574928396
CIC3,0.31393377664177535
CIC4,0.17021276595744528
CIC5,0.17021276595744528
GGI1,8.0
GGI2,3.777777777777779
GGI3,2.8125
GGI4,2.2977777777777777
GGI5,1.2222222222222219
GGI6,0.6563265306122449
GGI7,0.673611111111111
GGI8,0.3940539178634416
GGI9,0.19875000000000004
JGI1,0.25806451612903225
JGI2,0.08785529715762275
JGI3,0.0625
JGI4,0.04995169082125604
JGI5,0.026004728132387717
JGI6,0.016007964161274264
JGI7,0.01871141975308642
JGI8,0.012711416705272312
JGI9,0.007361111111111113
MIC0,25.756826497656622
MIC1,42.99391260599984
MIC2,49.447126355181
MIC3,51.62899927403854
MIC4,53.23961473365941
MIC5,53.23961473365941
MPC2,45
MPC3,57
MPC4,71
MPC5,86
MPC6,81
MPC7,90
MPC8,90
MPC9,91
Mare,1.0114042553191493
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.19008479460645564
RPCG,0.1206041455305049
SIC0,0.3435409975653467
SIC1,0.6859027917904511
SIC2,0.8362293804665503
SIC3,0.9434820857088354
SIC4,0.969356369930776
SIC5,0.969356369930776
SaaN,0
SaaO,0
SaaS,0
Sare,47.53600000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.807636970331657
SsLi,0
SsOH,9.167191884824218
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,89.6867627730224
TIC1,179.06567602884894
TIC2,218.3107885266855
TIC3,246.3107885266855
TIC4,253.06567602884903
TIC5,253.06567602884903
Vabc,372.0949462628897
WPol,45
apol,57.20227399999999
bpol,29.749725999999995
nRot,7
ABCGG,18.97799084179959
ATS0Z,1954.0
ATS0d,170.0
ATS0i,7530.995719612883
ATS0m,7972.788154000003
ATS0p,84.54295228728196
ATS0s,322.9489502362445
ATS0v,11779.62991785199
ATS1Z,1739.0
ATS1d,215.0
ATS1i,7071.183188776846
ATS1m,6781.730769000003
ATS1p,100.61696924600005
ATS1s,148.73868312757202
ATS1v,14346.799383514872
ATS2Z,2493.0
ATS2d,321.0
ATS2i,12571.506689276639
ATS2m,9598.005447000007
ATS2p,149.58989814454708
ATS2s,348.8410493827161
ATS2v,20694.045191998273
ATS3Z,2787.0
ATS3d,366.0
ATS3i,17588.672490640998
ATS3m,10332.374629
ATS3p,175.95258085503693
ATS3s,375.21965020576124
ATS3v,23471.27137511
ATS4Z,3382.0
ATS4d,351.0
ATS4i,18965.58667980299
ATS4m,12945.702854000001
ATS4p,172.4159696875841
ATS4s,452.13521185794843
ATS4v,23568.46841369099
ATS5Z,3000.0
ATS5d,334.0
ATS5i,18654.50194172933
ATS5m,11315.193091999998
ATS5p,159.65119005788603
ATS5s,561.7499999999998
ATS5v,23015.958281374355
ATS6Z,2474.0
ATS6d,332.0
ATS6i,18481.95734178911
ATS6m,9195.292734999999
ATS6p,159.06358725698
ATS6s,473.1702674897118
ATS6v,21815.656241130913
ATS7Z,2429.0
ATS7d,298.0
ATS7i,18233.489318108284
ATS7m,8810.682253
ATS7p,155.41073509043306
ATS7s,396.85905349794234
ATS7v,20492.99272079186
ATS8Z,2313.0
ATS8d,251.0
ATS8i,16013.815043880257
ATS8m,8529.371339
ATS8p,130.999240693282
ATS8s,345.1635802469135
ATS8v,17471.494346747684
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,4
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.2631578947368421
GGI10,0.15284154678094072
JGI10,0.006645284642649595
JGT10,0.5458134286136924
Kier1,23.658688865764827
Kier2,10.08
Kier3,5.825792551554325
MAXdO,12.901820681606484
MID_C,39.25102616943609
MID_N,4.214272860297305
MID_O,8.677920806170826
MID_X,3.5186123024155993
MID_h,18.655363861838502
MINdO,11.207726856375466
MPC10,89
MWC01,31.0
MWC02,5.030437921392435
MWC03,5.877735781779639
MWC04,6.778784897685177
MWC05,7.653020413804189
MWC06,8.557759153162898
MWC07,9.445807672979225
MWC08,10.352618607296279
MWC09,11.249181248807211
MWC10,12.157874556049926
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.0886000000000013
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.5254529391317835
SRW05,0.0
SRW06,7.087573705557973
SRW07,0.0
SRW08,8.739216115061744
SRW09,0.0
SRW10,10.441821333718718
SaaCH,12.616820078216389
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.8635635295920512
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.6306828572478365
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.66487918521318
SssPH,0
SssSe,0
SsssB,0
SsssN,1.0626437704711513
SsssP,0
VE1_A,4.092426141734081
VE1_D,5.310138506737764
VE2_A,0.1411181428184166
VE2_D,0.18310822437026772
VE3_A,2.4738487198683132
VE3_D,2.7343286560374964
VR1_A,483.6843885482404
VR1_D,180.1648767734943
VR2_A,16.67877201890484
VR2_D,6.212581957706701
VR3_A,7.246143341229686
VR3_D,6.2585831507020275
WPath,2306
Xc-3d,2.8635892168884163
Xc-4d,0.16666666666666666
Xc-5d,0.7926090282805253
Xc-6d,0.15137471507731048
Xp-0d,21.181433796945196
Xp-1d,13.67957768163184
Xp-2d,13.2841438011831
Xp-3d,10.010284547533587
Xp-4d,8.165699395074226
Xp-5d,6.428055204650994
Xp-6d,3.663836743162132
Xp-7d,2.5629162610093825
ZMIC0,94.71288614547132
ZMIC1,54.96280364252109
ZMIC2,38.15188059422888
ZMIC3,32.53197479347756
ZMIC4,29.55497710069852
ZMIC5,29.55497710069852
nAcid,1
nAtom,47
nBase,0
nRing,3
piPC1,3.7376696182833684
piPC2,4.330733340286331
piPC3,4.749270529961848
piPC4,5.204006687076795
piPC5,5.678037224904343
piPC6,5.625145029139128
piPC7,5.881056592311956
piPC8,5.781900253920153
piPC9,5.955027456081286
AATS0Z,41.57446808510638
AATS0d,3.617021276595745
AATS0i,160.23395148112516
AATS0m,169.63379051063836
AATS0p,1.7987862188783397
AATS0s,6.871254260345628
AATS0v,250.63042378408488
AATS1Z,35.48979591836735
AATS1d,4.387755102040816
AATS1i,144.30986099544583
AATS1m,138.4026687551021
AATS1p,2.053407535632654
AATS1s,3.0354833291341228
AATS1v,292.79182415336476
AATS2Z,30.03614457831325
AATS2d,3.8674698795180724
AATS2i,151.4639360153812
AATS2m,115.63861984337358
AATS2p,1.8022879294523744
AATS2s,4.202904209430314
AATS2v,249.32584568672618
AATS3Z,24.883928571428573
AATS3d,3.267857142857143
AATS3i,157.04171866643748
AATS3m,92.25334490178571
AATS3p,1.5710051862056869
AATS3s,3.3501754482657256
AATS3v,209.56492299205357
AATS4Z,28.661016949152543
AATS4d,2.9745762711864407
AATS4i,160.72531084578804
AATS4m,109.70934622033899
AATS4p,1.4611522854880008
AATS4s,3.831654337779224
AATS4v,199.7327831668728
AATS5Z,25.862068965517242
AATS5d,2.8793103448275863
AATS5i,160.81467191145973
AATS5m,97.54476803448274
AATS5p,1.376303362567983
AATS5s,4.842672413793101
AATS5v,198.41343346012374
AATS6Z,21.32758620689655
AATS6d,2.8620689655172415
AATS6i,159.32721846369924
AATS6m,79.26976495689654
AATS6p,1.371237821180862
AATS6s,4.079054030083722
AATS6v,188.06600207871477
AATS7Z,21.495575221238937
AATS7d,2.6371681415929205
AATS7i,161.35831254963082
AATS7m,77.97063940707966
AATS7p,1.3753162397383456
AATS7s,3.5120270221056846
AATS7v,181.3539178831138
AATS8Z,23.363636363636363
AATS8d,2.5353535353535355
AATS8i,161.75570751394199
AATS8m,86.15526605050505
AATS8p,1.323224653467495
AATS8s,3.486500810574884
AATS8v,176.47974087623925
AMID_C,1.3534836610150376
AMID_N,0.14531975380335532
AMID_O,0.2992386484886492
AMID_X,0.12133145870398618
AMID_h,0.6432884090289138
ATS0dv,409.6543209876543
ATS0pe,314.94629999999984
ATS0se,384.25910699999986
ATS1dv,321.22222222222223
ATS1pe,326.6736000000001
ATS1se,390.8049999999998
ATS2dv,539.6666666666667
ATS2pe,553.9095000000001
ATS2se,666.5813559999995
ATS3dv,517.7777777777778
ATS3pe,731.2197
ATS3se,898.0071479999998
ATS4dv,568.9753086419753
ATS4pe,786.3582999999996
ATS4se,965.284485
ATS5dv,629.4444444444446
ATS5pe,786.6012999999999
ATS5se,959.5879100000002
ATS6dv,507.7777777777778
ATS6pe,746.4292
ATS6se,920.587336
ATS7dv,427.0
ATS7pe,735.2442000000002
ATS7se,910.7566019999999
ATS8dv,331.8888888888889
ATS8pe,642.236
ATS8se,798.614388
ATSC0Z,768.9787234042549
ATSC0c,1.0486293021349444
ATSC0d,33.829787234042556
ATSC0i,69.99657340217483
ATSC0m,3522.9283309361695
ATSC0p,14.923800143216548
ATSC0s,140.18360062847188
ATSC0v,2358.0797545790333
ATSC1Z,72.14984155726567
ATSC1c,-0.6986633168216324
ATSC1d,4.6242643730194635
ATSC1i,-7.5151865071141195
ATSC1m,308.9752942367592
ATSC1p,-0.7379883029333806
ATSC1s,-19.919670862792746
ATSC1v,89.433324409032
ATSC2Z,56.50565866908104
ATSC2c,0.3285991029723465
ATSC2d,-5.3377093707559995
ATSC2i,-3.7067677184776535
ATSC2m,248.76932887867895
ATSC2p,0.8648166923833017
ATSC2s,52.04857630180093
ATSC2v,-310.8295624228365
ATSC3Z,-294.140787686736
ATSC3c,-0.07595024532798972
ATSC3d,-3.977365323675872
ATSC3i,-9.79245337818557
ATSC3m,-1305.909849698959
ATSC3p,-3.348115108946615
ATSC3s,-22.437750892674238
ATSC3v,-402.85850613802285
ATSC4Z,381.8406518786781
ATSC4c,-0.13497898247319937
ATSC4d,-8.40244454504301
ATSC4i,-7.486550523641095
ATSC4m,1710.1490883730198
ATSC4p,4.6239744359011645
ATSC4s,-72.70451540489643
ATSC4v,317.1992144896319
ATSC5Z,29.754640108646473
ATSC5c,-0.033704583953855
ATSC5d,1.1435038478949757
ATSC5i,1.8735963694720832
ATSC5m,127.26395751923965
ATSC5p,-3.968902559322814
ATSC5s,17.508200555134312
ATSC5v,-355.2751817633003
ATSC6Z,116.35038478949748
ATSC6c,0.22730246260065565
ATSC6d,-4.260751471253965
ATSC6i,-12.411258217974238
ATSC6m,553.7324965192388
ATSC6p,2.0771133461672715
ATSC6s,22.036607453408127
ATSC6v,177.8036033846783
ATSC7Z,-285.4807605251244
ATSC7c,-0.08704054025612978
ATSC7d,-4.3992756903576264
ATSC7i,-4.046120400468848
ATSC7m,-1298.7431046124943
ATSC7p,-1.0699441170800332
ATSC7s,-43.37249842150644
ATSC7v,-407.7588873996945
ATSC8Z,-16.338162064282518
ATSC8c,-0.21093973696405768
ATSC8d,-0.04572204617474035
ATSC8i,-0.5084630431948334
ATSC8m,-92.7511617804439
ATSC8p,-3.5262701113089117
ATSC8s,-50.18646760553826
ATSC8v,-156.06911077822753
AXp-0d,0.7303942688601792
AXp-1d,0.4412766994074787
AXp-2d,0.29520319558184666
AXp-3d,0.17561902714971206
AXp-4d,0.11500985063484825
AXp-5d,0.07474482796105807
AXp-6d,0.045232552384717684
AXp-7d,0.028476847344548695
GATS1Z,0.642145098867393
GATS1c,1.6067929636312217
GATS1d,1.0683737646001796
GATS1i,1.2954905557686611
GATS1m,0.63114375624106
GATS1p,1.0676455465864074
GATS1s,0.704956413463063
GATS1v,0.8514057759993678
GATS2Z,0.6781957112940726
GATS2c,0.7040577502854081
GATS2d,1.253262105023869
GATS2i,1.1616593665362458
GATS2m,0.675818512628715
GATS2p,0.8734047207721733
GATS2s,0.4881664660753924
GATS2v,0.9668851323946006
GATS3Z,1.1846417306339285
GATS3c,0.9892843488442077
GATS3d,1.201920485175202
GATS3i,1.1311994215403176
GATS3m,1.1660312151269858
GATS3p,1.1908899270725535
GATS3s,0.9382270996193572
GATS3v,1.0509789508223262
GATS4Z,0.7061754529450223
GATS4c,1.158196434298003
GATS4d,1.1868990512738513
GATS4i,1.0820538205301073
GATS4m,0.702800006844102
GATS4p,0.8672423999394344
GATS4s,1.419043178215709
GATS4v,0.8819928820390843
GATS5Z,0.8307704857659161
GATS5c,1.1604872146409642
GATS5d,0.9201745825200606
GATS5i,0.9850673246486336
GATS5m,0.8359526388740789
GATS5p,0.9748133856192295
GATS5s,1.1908028110811169
GATS5v,0.9656489138146879
GATS6Z,0.6693607017530472
GATS6c,0.955645675695824
GATS6d,1.0256723053567554
GATS6i,1.0374505352522714
GATS6m,0.6721314401803086
GATS6p,0.8092358964170471
GATS6s,0.9507466229536047
GATS6v,0.9398825913662744
GATS7Z,1.1847457154008554
GATS7c,1.0856152995126653
GATS7d,1.010786441809985
GATS7i,0.9828572173176218
GATS7m,1.1834155148213734
GATS7p,1.0265825683617036
GATS7s,1.171441085211907
GATS7v,1.0637274681358806
GATS8Z,1.0873269801663366
GATS8c,1.120826982920713
GATS8d,0.947703449590242
GATS8i,0.960124114493129
GATS8m,1.083600607561479
GATS8p,1.1750293140603896
GATS8s,1.275940033904788
GATS8v,1.045798959082802
MATS1Z,0.08999592311054241
MATS1c,-0.6390689687794374
MATS1d,0.1311128224874855
MATS1i,-0.10298281544846775
MATS1m,0.08412435051113998
MATS1p,-0.0474320430850069
MATS1s,-0.13629713452084094
MATS1v,0.03637832200995628
MATS2Z,0.04160996817773004
MATS2c,0.1774451567021129
MATS2d,-0.08934606349928015
MATS2i,-0.02998736857221344
MATS2m,0.039986444733082376
MATS2p,0.03281439524184571
MATS2s,0.21024777550912443
MATS2v,-0.07464205591360999
MATS3Z,-0.1605168996102675
MATS3c,-0.030393941772606556
MATS3d,-0.04933737646001798
MATS3i,-0.058707632592945425
MATS3m,-0.15555688024826855
MATS3p,-0.0941457656145415
MATS3s,-0.06716792727714481
MATS3v,-0.07169252618016023
MATS4Z,0.19778059987488156
MATS4c,-0.051269609711865505
MATS4d,-0.09892868564118969
MATS4i,-0.042601101680209544
MATS4m,0.19335081886019959
MATS4p,0.12341042575479694
MATS4s,-0.2065760762308831
MATS4v,0.053578365940865694
MATS5Z,0.015677624084311143
MATS5c,-0.013022874345273988
MATS5d,0.013695510735198447
MATS5i,0.010845238939502325
MATS5m,0.014636643159649783
MATS5p,-0.10775337478647425
MATS5s,0.050603921202582766
MATS5v,-0.06104445902488892
MATS6Z,0.06130464317948936
MATS6c,0.08782578099383748
MATS6d,-0.051030145304706176
MATS6i,-0.07184208034717696
MATS6m,0.06368484145425729
MATS6p,0.05639240810732772
MATS6s,0.06369236767838465
MATS6v,0.030550754284111383
MATS7Z,-0.15441231563013744
MATS7c,-0.034523832693499505
MATS7d,-0.05408805031446539
MATS7i,-0.024042600284501194
MATS7m,-0.15333413977251278
MATS7p,-0.029819549992533025
MATS7s,-0.1286875828778322
MATS7v,-0.07192243135250372
MATS8Z,-0.01008675655900494
MATS8c,-0.0954990550461424
MATS8d,-0.0006416364906931035
MATS8i,-0.0034486194684447678
MATS8m,-0.01249908476663758
MATS8p,-0.1121757068947577
MATS8s,-0.16996209724538988
MATS8v,-0.03142108153219552
MAXsCl,5.903818485165829
MAXsOH,9.167191884824218
MINsCl,5.903818485165829
MINsOH,9.167191884824218
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.9776243359998316
SdssSe,0
SdsssP,0
SpAD_A,34.72797919750011
SpAD_D,328.1171118886497
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.17316801219263334
SssNH2,0
SsssAs,0
SsssCH,-1.7039513521457965
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,760
TMWC10,137.10322025295696
TSRW10,64.93719881986175
VE1_Dt,5.293954484439572
VE2_Dt,0.1825501546358473
VE3_Dt,2.731276243185685
VR1_Dt,180.7022281370685
VR2_Dt,6.2311113150713275
VR3_Dt,6.261561265101577
Xc-3dv,1.6357008772087105
Xc-4dv,0.04564354645876384
Xc-5dv,0.36882271485320206
Xc-6dv,0.03384841529875286
Xch-3d,0.0
Xch-4d,0.16666666666666666
Xch-5d,0.17955837819827097
Xch-6d,0.597261592500462
Xch-7d,0.7900899071581393
Xp-0dv,17.414775097758227
Xp-1dv,10.929079941603764
Xp-2dv,9.35852632488524
Xp-3dv,6.935404702520006
Xp-4dv,5.33697359865906
Xp-5dv,3.596776196970257
Xp-6dv,2.0987591682640363
Xp-7dv,1.3541774805987068
Xpc-4d,5.489280069871759
Xpc-5d,8.450124847598934
Xpc-6d,13.131801889463443
n3Ring,0
n4Ring,1
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.967588007689301
AATS0dv,8.716049382716049
AATS0pe,6.7009851063829755
AATS0se,8.17572568085106
AATS1dv,6.555555555555555
AATS1pe,6.666808163265308
AATS1se,7.975612244897954
AATS2dv,6.502008032128515
AATS2pe,6.673608433734941
AATS2se,8.031100674698788
AATS3dv,4.6230158730158735
AATS3pe,6.528747321428571
AATS3se,8.017920964285713
AATS4dv,4.821824649508265
AATS4pe,6.664053389830506
AATS4se,8.180376991525424
AATS5dv,5.426245210727971
AATS5pe,6.781045689655172
AATS5se,8.272309568965518
AATS6dv,4.377394636015326
AATS6pe,6.434734482758621
AATS6se,7.936097724137931
AATS7dv,3.7787610619469025
AATS7pe,6.506585840707967
AATS7se,8.059792938053096
AATS8dv,3.352413019079686
AATS8pe,6.487232323232323
AATS8se,8.066811999999999
AATSC0Z,16.361249434133082
AATSC0c,0.02231126174755201
AATSC0d,0.7197827071072884
AATSC0i,1.489288795790954
AATSC0m,74.95592193481211
AATSC0p,0.3175276626216287
AATSC0s,2.9826298006057845
AATSC0v,50.171909671894326
AATSC1Z,1.4724457460666465
AATSC1c,-0.014258435037176172
AATSC1d,0.09437274230651967
AATSC1i,-0.1533711532064106
AATSC1m,6.30561824972978
AATSC1p,-0.015060985774150625
AATSC1s,-0.40652389515903564
AATSC1v,1.825169885898612
AATSC2Z,0.6807910683021813
AATSC2c,0.003959025337016223
AATSC2d,-0.06430975145489155
AATSC2i,-0.044659852029851246
AATSC2m,2.997220829863602
AATSC2p,0.010419478221485564
AATSC2s,0.6270912807445895
AATSC2v,-3.7449344870221264
AATSC3Z,-2.626257032917286
AATSC3c,-0.0006781271904284797
AATSC3d,-0.035512190389963144
AATSC3i,-0.08743261944808545
AATSC3m,-11.659909372312134
AATSC3p,-0.02989388490130906
AATSC3s,-0.20033706154173428
AATSC3v,-3.5969509476609183
AATSC4Z,3.235937727785408
AATSC4c,-0.0011438896819762658
