DLiP-ID,C000EJ
DLiP-Mol-ID,30710
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H27N7O/c1-2-4-15(5-3-1)24-20-18-19(23-14-22-18)26-21(27-20)25-16-6-8-17(9-7-16)28-10-12-29-13-11-28/h6-9,14-15H,1-5,10-13H2,(H3,22,23,24,25,26,27)"
Standard Inchi Key(RDKit),ZFLJHSQHILSNCM-UHFFFAOYSA-N
Canonical SMILES(RDKit),c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),393.495
MW Monoisotopic(RDKit),393.227708484
MolLogP(RDKit),3.6777
XLogP(SDF),
XLogP(CDK),3.823
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),90.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.609007102032463
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,10986604.115328316
qed,0.6090071020324628
Chi0,19.468044558434503
Chi1,14.348469228349536
TPSA,90.99000000000001
Chi0n,16.525165318280383
Chi0v,16.525165318280383
Chi1n,10.524859532633606
Chi1v,10.524859532633606
Chi2n,7.746136498424536
Chi2v,7.746136498424536
Chi3n,5.724626690379825
Chi3v,5.724626690379825
Chi4n,4.138785609456998
Chi4v,4.138785609456998
MolMR,114.93610000000004
MolWt,393.4950000000002
fr_SH,0
Kappa1,18.1771639159835
Kappa2,8.243738634877666
Kappa3,4.1192230215302725
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,3
fr_NH2,0
fr_N_O,0
