DLiP-ID,T003NH
AATSC5i,0.10378408672081937
AATSC5m,-7.204576130162966
AATSC5p,0.013803371660897804
AATSC5s,0.09944219460002185
AATSC5v,-0.744435221007799
AATSC6Z,-2.5115168874567373
AATSC6c,-0.0018282308469791636
AATSC6d,-0.07956200023869198
AATSC6i,0.13291729129174149
AATSC6m,-11.396349740159923
AATSC6p,0.001476802052105643
AATSC6s,-0.4166384698477856
AATSC6v,-3.2734352500335815
AATSC7Z,-1.4429950674427847
AATSC7c,0.0005647963218208569
AATSC7d,-0.03860135119339833
AATSC7i,-0.18660391277510743
AATSC7m,-6.651171641185686
AATSC7p,-0.048682221581238166
AATSC7s,-0.004351987596664108
AATSC7v,-7.3860410471297255
AATSC8Z,0.2137371077463247
AATSC8c,0.00012799466120628746
AATSC8d,0.036445761100138994
AATSC8i,-0.013083834706209366
AATSC8m,0.8891931576329417
AATSC8p,0.005229540500314519
AATSC8s,-0.1342430120897129
AATSC8v,-0.018445064948918132
ATS0are,259.7685
ATS1are,269.0208
ATS2are,497.69800000000004
ATS3are,656.428
ATS4are,673.3210000000001
ATS5are,705.8629999999998
ATS6are,585.879
ATS7are,560.968
ATS8are,530.0600000000001
ATSC0dv,168.17989417989418
ATSC0pe,5.727307142857141
ATSC0se,4.0145158333333315
ATSC1dv,17.228521038044846
ATSC1pe,0.22676173469387886
ATSC1se,0.4170061944444441
ATSC2dv,52.71453766691858
ATSC2pe,2.5546127551020428
ATSC2se,1.9740460277777763
ATSC3dv,-11.01385739480978
ATSC3pe,-0.34215153061224435
ATSC3se,-0.5440883611111113
ATSC4dv,-44.34719072814311
ATSC4pe,-1.3548086734693863
ATSC4se,-1.4949518611111117
ATSC5dv,-44.103804484756886
ATSC5pe,-1.1466729591836684
ATSC5se,-0.4538830277777791
ATSC6dv,-78.0947341899723
ATSC6pe,-3.877199489795916
ATSC6se,-2.4630963611111105
ATSC7dv,-7.881078357268825
ATSC7pe,-0.44684030612245024
ATSC7se,-0.28094913888888795
ATSC8dv,-6.7157974300831285
ATSC8pe,-0.5499086734693902
ATSC8se,-0.40729041666666577
AXp-0dv,0.6196044729049545
AXp-1dv,0.4024256927942607
AXp-2dv,0.23458963965501664
AXp-3dv,0.1462523600694577
AXp-4dv,0.09246221979956369
AXp-5dv,0.05840490193208261
AXp-6dv,0.04097410126159268
AXp-7dv,0.025799793831831064
BertzCT,570.5962307045769
ECIndex,359
ETA_eta,18.522473120789787
GATS1dv,0.6475777693558229
GATS1pe,0.5927309712759489
GATS1se,0.5278834724086575
GATS2dv,0.8042213871722842
GATS2pe,0.6690608680532527
GATS2se,0.6382360152457394
GATS3dv,1.0593197440123818
GATS3pe,1.0237524745159863
GATS3se,1.0498531500269197
GATS4dv,1.2442481877932505
GATS4pe,1.3079657347641491
GATS4se,1.4299353091567921
GATS5dv,1.4968951239921648
GATS5pe,1.692424031262126
GATS5se,1.788473323985856
GATS6dv,1.2631280901555468
GATS6pe,1.4073941243234083
GATS6se,1.4074720321138114
GATS7dv,0.798380081745124
GATS7pe,0.7567175114141637
GATS7se,0.7117170422713606
GATS8dv,0.8860200169277203
GATS8pe,0.888173695159896
GATS8se,0.8485407187220299
LogEE_A,3.950617087145539
LogEE_D,91.33265904567419
MATS1dv,0.10005867728808501
MATS1pe,0.03867231151664332
MATS1se,0.10145890385760312
MATS2dv,0.16663971958038992
MATS2pe,0.23713562403217994
MATS2se,0.2614245075783147
MATS3dv,-0.025705785948201505
MATS3pe,-0.023449496702380074
MATS3se,-0.05319879231953801
MATS4dv,-0.10350409955361527
MATS4pe,-0.09285237293554688
MATS4se,-0.1461704371410284
MATS5dv,-0.10293604837490913
MATS5pe,-0.07858770564892975
MATS5se,-0.04437887420124794
MATS6dv,-0.2052926313140178
MATS6pe,-0.29929079373535444
MATS6se,-0.2712526018381912
MATS7dv,-0.020290330762230125
MATS7pe,-0.03378153836069778
MATS7se,-0.03030205529293094
MATS8dv,-0.018033908212785863
MATS8pe,-0.04336171368848097
MATS8se,-0.04581812979777297
MAXaaCH,1.8456665966942842
MAXaasC,0.7274836493239274
MAXdssC,-0.4362623351809851
MAXsCH3,1.7257294553623919
MAXsssN,1.320925925925926
MDEC-12,1.7089322306153563
MDEC-13,0.6551853485522243
MDEC-22,14.050899321885918
MDEC-23,9.76947750137007
MDEC-33,1.1052094495921163
MDEO-11,0.814325284978472
MDEO-12,0.814325284978472
MINaaCH,1.778638353489544
MINaasC,0.7274836493239274
MINdssC,-0.4362623351809851
MINsCH3,1.7257294553623919
MINsssN,1.320925925925926
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7678571428571428
SM1_Dzi,0.8308858337010604
SM1_Dzm,1.7649211973099008
SM1_Dzp,-4.423220944503943
SM1_Dzv,-1.7577236653040635
SddssSe,0
SpAD_Dt,306.26153251162236
SpAbs_A,26.244307946836017
SpAbs_D,182.66531809134847
SpMAD_A,1.2497289498493345
SpMAD_D,8.698348480540403
SpMax_A,2.426086155938709
SpMax_D,91.33265904567419
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,72.06
TpiPC10,6.992613297492004
VAdjMat,5.459431618637297
VE1_DzZ,4.481305521990899
VE1_Dzi,4.506374196193819
VE1_Dzm,4.48128064192311
VE1_Dzp,4.478315176702614
VE1_Dzv,4.503691984758397
VE2_DzZ,0.2133955010471857
VE2_Dzi,0.2145892474378009
VE2_Dzm,0.21339431628205285
VE2_Dzp,0.2132531036525054
VE2_Dzv,0.2144615230837332
VE3_DzZ,2.2418517598629695
VE3_Dzi,2.247430227275894
VE3_Dzm,2.2418462078789028
VE3_Dzp,2.2411842437928398
VE3_Dzv,2.2468348461852816
VR1_DzZ,110.71619440426522
VR1_Dzi,109.20283486212661
VR1_Dzm,110.71809769844852
VR1_Dzp,110.98727840757407
VR1_Dzv,109.37168484649942
VR2_DzZ,5.272199733536439
VR2_Dzi,5.200134993434601
VR2_Dzm,5.272290366592786
VR2_Dzp,5.285108495598765
VR2_Dzv,5.208175468880925
VR3_DzZ,5.448907464659268
VR3_Dzi,5.435144367979104
VR3_Dzm,5.44892465525938
VR3_Dzp,5.451352930532831
VR3_Dzv,5.436689378972937
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0966247373917695
Xch-7dv,0.13401226330393035
Xpc-4dv,2.2078539637572203
Xpc-5dv,3.5241226784550004
Xpc-6dv,4.920976796542161
Zagreb1,104.0
Zagreb2,119.0
fragCpx,64.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,22
nBondsS,34
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.184964285714286
AATS1are,6.2562976744186045
AATS2are,6.2999746835443045
AATS3are,6.134841121495327
AATS4are,6.292719626168226
AATS5are,6.596850467289718
AATS6are,6.167147368421053
AATS7are,5.783175257731958
AATS8are,5.699569892473119
AATSC0dv,4.0042831947593855
AATSC0pe,0.13636445578231288
AATSC0se,0.09558371031746027
AATSC1dv,0.4006632799545313
AATSC1pe,0.0052735287138111365
AATSC1se,0.009697818475452188
AATSC2dv,0.6672726286951719
AATSC2pe,0.032336870317747374
AATSC2se,0.024987924402250332
AATSC3dv,-0.10293324668046523
AATSC3pe,-0.0031976778561891993
AATSC3se,-0.005084937954309451
AATSC4dv,-0.414459726431244
AATSC4pe,-0.012661763303452207
AATSC4se,-0.013971512720664596
AATSC5dv,-0.41218508864258774
AATSC5pe,-0.010716569711996901
AATSC5se,-0.004241897455867095
AATSC6dv,-0.8220498335786558
AATSC6pe,-0.04081262620837806
AATSC6se,-0.02592733011695906
AATSC7dv,-0.08124823048730748
AATSC7pe,-0.004606601094045879
AATSC7se,-0.002896382875143175
AATSC8dv,-0.0722128755922917
AATSC8pe,-0.005912996488918174
AATSC8se,-0.0043794668458781265
AETA_eta,0.8820225295614185
ATSC0are,6.142211904761902
ATSC1are,-0.06885028344671226
ATSC2are,3.034820464852608
ATSC3are,-0.3813660430839004
ATSC4are,-1.8450017573696142
ATSC5are,-0.8557731859410413
ATSC6are,-3.9632245464852587
ATSC7are,-0.3569036848072561
ATSC8are,-0.6447668367346941
BCUTZ-1h,16.013121922770544
BCUTZ-1l,5.695009827231627
BCUTc-1h,0.45002812334505427
BCUTc-1l,-0.49477177066791606
BCUTd-1h,4.043740579553731
BCUTd-1l,0.9714692591177805
BCUTi-1h,14.54269778320305
BCUTi-1l,10.320176464375601
BCUTm-1h,32.06654371707023
BCUTm-1l,11.706020068452846
BCUTp-1h,2.9544014671668855
BCUTp-1l,0.7413967188453924
BCUTs-1h,7.014571469682071
BCUTs-1l,0.2966697733038906
BCUTv-1h,24.44182240088091
BCUTv-1l,14.699975212877378
BalabanJ,1.9933652311847614
Diameter,11
ETA_beta,23.25
GATS1are,0.6354946855919525
GATS2are,0.6512931240039829
GATS3are,1.0300208850090653
GATS4are,1.35754780052732
GATS5are,1.7296015078422189
GATS6are,1.4093566784483338
GATS7are,0.7235864217864201
GATS8are,0.8695599546534014
HybRatio,0.5333333333333333
Lipinski,True
LogEE_Dt,153.13076625581118
MATS1are,-0.0109486802322945
MATS2are,0.2626820565211858
MATS3are,-0.024371526846207216
MATS4are,-0.117906433140773
MATS5are,-0.05468892564941328
MATS6are,-0.2852657085502514
MATS7are,-0.025159603494354095
MATS8are,-0.047407192645979264
MAXddssS,-3.5163912509448205
MAXssCH2,0.848053508440413
MAXsssCH,-0.6736923658352241
MINddssS,-3.5163912509448205
MINssCH2,-0.0796180555555559
MINsssCH,-0.6736923658352241
NsssssAs,0
RotRatio,0.22727272727272727
SM1_Dzpe,1.2076958384332928
SM1_Dzse,1.205598298147459
SMR_VSA1,17.949197122200808
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,37.98089650436341
SMR_VSA6,13.151638370425493
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,130.11707784268256
SpAD_Dzi,154.50649565894759
SpAD_Dzm,130.13363608747517
SpAD_Dzp,195.289343944312
SpAD_Dzv,182.81902925853944
SpAbs_Dt,306.2615325116224
SpDiam_A,4.852172311877419
SpDiam_D,131.6271047586496
SpMAD_Dt,14.583882500553447
SpMax_Dt,153.13076625581118
SsssssAs,0
VE1_Dzpe,4.507185904222497
VE1_Dzse,4.505791694829857
VE2_Dzpe,0.21462790020107128
VE2_Dzse,0.21456150927761225
VE3_Dzpe,2.2476103354732833
VE3_Dzse,2.2473009572709217
VMcGowan,233.09999999999962
VR1_Dzpe,108.9940631408718
VR1_Dzse,109.08429193798645
VR2_Dzpe,5.190193482898657
VR2_Dzse,5.194490092285069
VR3_Dzpe,5.433230758877656
VR3_Dzse,5.43405824863225
mZagreb1,7.506944444444445
mZagreb2,4.763888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,37
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1462431405895691
AATSC1are,-0.0016011693824816806
AATSC2are,0.03841544892218491
AATSC3are,-0.00356416862695234
AATSC4are,-0.017243007078220695
AATSC5are,-0.007997880242439638
AATSC6are,-0.04171815312089746
AATSC7are,-0.00367941943100264
AATSC8are,-0.006932976739082733
AETA_beta,1.1071428571428572
BCUTdv-1h,6.0285381903823145
BCUTdv-1l,0.6405606557040104
BCUTpe-1h,3.53701356874971
BCUTpe-1l,2.2440475827776036
BCUTse-1h,3.7682637035526376
BCUTse-1l,2.4404973179256424
ETA_alpha,10.066666666666666
ETA_dBeta,-2.25
ETA_eta_B,0.37137157735899073
ETA_eta_F,16.95882003976916
ETA_eta_L,5.794845284617945
ETA_eta_R,35.48129316055895
ETA_psi_1,0.546112115732369
LabuteASA,125.50572788770631
LogEE_DzZ,64.76740278611216
LogEE_Dzi,77.2928138215548
LogEE_Dzm,64.77522813824687
LogEE_Dzp,96.82240673771123
LogEE_Dzv,91.15841124851202
PEOE_VSA1,4.736862953800049
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,31.749653560165648
PEOE_VSA8,6.544756405912575
PEOE_VSA9,12.359735571259707
SM1_Dzare,1.3039347313657133
SpAD_Dzpe,151.57638825053388
SpAD_Dzse,150.4947530571332
SpAbs_DzZ,128.7286453373121
SpAbs_Dzi,153.83054176614746
SpAbs_Dzm,128.74736499587002
SpAbs_Dzp,198.06803441992656
SpAbs_Dzv,184.07454616232803
SpDiam_Dt,225.7870075730834
SpMAD_DzZ,6.196051325842027
SpMAD_Dzi,7.3574521742356
SpMAD_Dzm,6.1968398136892935
SpMAD_Dzp,9.299492568776762
SpMAD_Dzv,8.70566805993045
SpMax_DzZ,64.76740278611216
SpMax_Dzi,77.2928138215548
SpMax_Dzm,64.77522813824687
SpMax_Dzp,96.82240673771123
SpMax_Dzv,91.15841124851202
VE1_Dzare,4.5078580151168035
VE2_Dzare,0.21465990548175254
VE3_Dzare,2.247759444207875
VR1_Dzare,108.93447813856908
VR2_Dzare,5.187356101836623
VR3_Dzare,5.432683928219884
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4793650793650793
AETA_dBeta,-0.10714285714285714
AETA_eta_B,0.017684360826618607
AETA_eta_F,0.8075628590366267
AETA_eta_L,0.2759450135532355
AETA_eta_R,1.6895853885980452
BCUTare-1h,3.581060300511909
BCUTare-1l,2.19344053931514
ETA_beta_s,12.75
ETA_dPsi_A,0.16788788426763102
ETA_dPsi_B,0.0
ETA_eta_BR,0.5433715773589907
ETA_eta_FL,4.24799670039616
ETA_eta_RL,10.042841985014105
LogEE_Dzpe,75.84570345090663
LogEE_Dzse,75.30478597133553
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,37.88579746315047
SlogP_VSA3,25.307544898026244
SlogP_VSA4,0.0
SlogP_VSA5,31.749653560165648
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,151.1338227934886
SpAbs_Dzpe,150.52239868024364
SpAbs_Dzse,149.43385060901448
SpDiam_DzZ,91.79254845462503
SpDiam_Dzi,113.09580192992738
SpDiam_Dzm,91.80180912541331
SpDiam_Dzp,140.42933307615763
SpDiam_Dzv,133.23221113337848
SpMAD_Dzpe,7.217923250025423
SpMAD_Dzse,7.166416812244439
SpMax_Dzpe,75.84570345090663
SpMax_Dzse,75.30478597133553
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6071428571428571
AETA_eta_BR,0.025874837017094792
AETA_eta_FL,0.20228555716172192
AETA_eta_RL,0.4782305707149574
DetourIndex,1556
EState_VSA1,22.034437270507393
EState_VSA2,12.359735571259707
EState_VSA3,12.965578028838586
EState_VSA4,18.405094737549014
EState_VSA5,4.305215991296234
EState_VSA6,19.056471336613843
EState_VSA7,18.19910120538483
EState_VSA8,0.0
EState_VSA9,4.736862953800049
ETA_beta_ns,10.5
ETA_shape_p,0.14900662251655628
ETA_shape_x,0.08278145695364239
ETA_shape_y,0.18874172185430463
GhoseFilter,True
LogEE_Dzare,75.62900352680934
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,150.0054429715916
SpDiam_Dzpe,111.03633264126857
SpDiam_Dzse,109.95929799104404
SpMAD_Dzare,7.196848704451838
SpMax_Dzare,75.62900352680934
TopoPSA(NO),63.68
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.505469576719577
VSA_EState9,30.094255007558584
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020634920634920645
FilterItLogS,-2.9292374477756296
SpDiam_Dzare,110.92070192552629
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5888888888888891
ETA_epsilon_2,0.8777777777777777
ETA_epsilon_3,0.4377049180327872
ETA_epsilon_4,0.5527777777777781
ETA_epsilon_5,0.8777777777777777
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1511839708561019
ETA_dEpsilon_B,0.03611111111111098
ETA_dEpsilon_C,-0.11507285974499093
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.6666666666666666
MDEDescriptor,"0.0,1.7089322306153563,0.6551853485522243,0.0,14.050899321885918,9.76947750137007,0.0,1.1052094495921163,0.0,0.0,0.814325284978472,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,47.61065299999998
BCUTDescriptor,"11.850000000000001,31.97207205887387,-0.314738161642942,0.2800156484326083,5.014761572367297,12.449709920975161"
BPolDescriptor,34.287347
TPSADescriptor,72.06
ALOGPDescriptor,"0.0013999999999999013,1.9599999999997237E-6,74.5029"
XLogPDescriptor,2.195
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,311.11912932
ChiPathDescriptor,"15.294682450997078,10.042841985014105,9.017504937572642,6.837619927055277,5.766980979505745,4.355386826124547,2.3490905809888436,1.5905027314572093,12.398939120974557,7.645737671007941,5.595648490637363,4.023131422512286,3.020410484625523,2.1144729861356213,1.1030263128649695,0.6733640645194324"
ChiChainDescriptor,"0.0,0.0,0.0,0.1853954059492991,0.16194797274783873,0.0,0.0,0.0,0.09662473739176948,0.09445911039471896"
AtomCountDescriptor,42
BondCountDescriptor,22
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.7442371149651095,0.20412414523193154,0.428855364161831,0.08333333333333333,0.6447382534800624,0.03225470832150765,0.1378499852563233,0.013167929531666034"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,5,1,4,4,0,0"
ZagrebIndexDescriptor,104.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"41.88088975364318,1.9943280835068182,17.303465235427325,10.37482128875494,3.4373302719957555"
FractionalPSADescriptor,0.2316154591892132
WienerNumbersDescriptor,"924.0,31.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.241690838514678,5.520214424047104,8.035343513854329,1.3180095784672268,2.010669698210853,2.4814082712375276"
FractionalCSP3Descriptor,0.5333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.355371900826448,8.022222222222222,4.733382030679328"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1429.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.5333333333333333
AutocorrelationDescriptorMass,"30.585609481890273,32.22467917663822,39.99040449725867,43.7770408774521,47.60207997349323"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.49877634397655984,-0.2913838553338244,0.06174704824550094,0.12138749451131849,-0.2834987130685492"
EccentricConnectivityIndexDescriptor,359
AutocorrelationDescriptorPolarizability,"1560.1610189726596,1795.2139104240905,2486.373948552268,2501.7528821082246,2324.6088316749847"
