DLiP-ID,C001S6
DLiP-Mol-ID,32839
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H10N2OS/c17-13-12(15-14(18)16-13)8-9-5-6-10-3-1-2-4-11(10)7-9/h1-8H,(H2,15,16,17,18)/b12-8+"
Standard Inchi Key(RDKit),TZDXWCXPMMMYIQ-XYOKQWHBSA-N
Canonical SMILES(RDKit),O=C1NC(=S)N/C1=C/c1ccc2ccccc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),254.314
MW Monoisotopic(RDKit),254.05138394
MolLogP(RDKit),2.185
XLogP(SDF),
XLogP(CDK),3.665
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),41.13
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.605191356463955
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,20994.09468276738
qed,0.6051913564639555
Chi0,12.535169427003234
Chi1,8.720346690612274
TPSA,41.13
Chi0n,9.435298734444736
Chi0v,10.251795315372462
Chi1n,5.550982700555701
Chi1v,5.959230991019564
Chi2n,4.072849008302866
Chi2v,4.481097298766729
Chi3n,2.8044133870733354
Chi3v,3.0085375323052665
Chi4n,1.94665334170953
Chi4v,2.149307646091042
MolMR,75.80140000000002
MolWt,254.31400000000002
fr_SH,0
Kappa1,10.922964272187857
Kappa2,4.23428880475933
Kappa3,1.9790903679843148
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,1
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,691.0083993743656
MolLogP,2.1850000000000005
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0248717602106145
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,10.633577208012662
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,53.7250602839841
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,109.49742863756987
NHOHCount,2
PEOE_VSA1,5.316788604006331
PEOE_VSA2,10.111325788078153
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,40.69616053896877
PEOE_VSA8,0.0
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,40.08595859288643
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,254.05138394
NumHDonors,2
PEOE_VSA10,5.697039313055833
PEOE_VSA11,5.112436884724758
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,11.019616614076263
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,48.161608792287105
SlogP_VSA7,0.0
SlogP_VSA8,16.848468535763473
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
