DLiP-ID,C001KL
DLiP-Mol-ID,32509
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H36N2O5/c1-27(14-12-19-8-10-22(30-2)24(15-19)32-4)26(29)21-7-6-13-28(18-21)17-20-9-11-23(31-3)25(16-20)33-5/h8-11,15-16,21H,6-7,12-14,17-18H2,1-5H3"
Standard Inchi Key(RDKit),XJJDWEDQSMGTCV-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(CCN(C)C(=O)C2CCCN(Cc3ccc(OC)c(OC)c3)C2)cc1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),456.583
MW Monoisotopic(RDKit),456.262422252
MolLogP(RDKit),3.6341
XLogP(SDF),
XLogP(CDK),2.881
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),60.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.544169229635787
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,24569357.408793144
qed,0.5441692296357865
Chi0,23.794317972067564
Chi1,15.981426805736039
TPSA,60.47000000000001
Chi0n,20.426867995952446
Chi0v,20.426867995952446
Chi1n,11.377691585466657
Chi1v,11.377691585466657
Chi2n,8.462731499499023
Chi2v,8.462731499499023
Chi3n,6.268949881642602
Chi3v,6.268949881642602
Chi4n,4.392710752740888
Chi4v,4.392710752740888
MolMR,128.43400000000005
MolWt,456.58300000000025
fr_SH,0
Kappa1,24.707316114218113
Kappa2,11.793528367750854
Kappa3,6.3171020275672465
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,932.893417125642
