DLiP-ID,C001T6
RNCG,0.3291995720929667
RPCG,0.19681894014202242
SIC0,0.3364776703324742
SIC1,0.6692961913547295
SIC2,0.8052421283829364
SIC3,0.9280639062229566
SIC4,0.9577819531114784
SIC5,0.9577819531114784
SaaN,8.66103074524882
SaaO,0
SaaS,0
Sare,31.5
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.9137748803225
SsSH,0
SssO,0
SssS,1.6943024848828419
StCH,0
StsC,0
TIC0,53.83642725319587
TIC1,107.08739061675672
TIC2,128.83874054126983
TIC3,148.49022499567306
TIC4,153.24511249783654
TIC5,153.24511249783654
Vabc,222.7651958232905
WPol,26
apol,39.05030899999999
bpol,18.351691
nRot,3
ABCGG,12.075341685172303
ATS0Z,984.0
ATS0d,113.0
ATS0i,5105.551743007837
ATS0m,3905.3062739999996
ATS0p,57.507771763037
ATS0s,119.55898491083677
ATS0v,7876.43583548876
ATS1Z,1011.0
ATS1d,138.0
ATS1i,4960.375785911951
ATS1m,3892.2772429999995
ATS1p,68.784439706
ATS1s,110.55246913580248
ATS1v,9697.626931159464
ATS2Z,1485.0
ATS2d,212.0
ATS2i,8281.271418292858
ATS2m,5636.32933
ATS2p,100.502977219396
ATS2s,168.08024691358025
ATS2v,13691.002992184172
ATS3Z,1520.0
ATS3d,206.0
ATS3i,10126.133248064307
ATS3m,5607.803962
ATS3p,104.450280505396
ATS3s,196.85185185185188
ATS3v,13808.379041719905
ATS4Z,1247.0
ATS4d,185.0
ATS4i,9712.344199442981
ATS4m,4527.569842
ATS4p,94.19232877849
ATS4s,168.51234567901236
ATS4v,11958.27666704506
ATS5Z,1084.0
ATS5d,153.0
ATS5i,8527.934276236574
ATS5m,3912.341474
ATS5p,79.089085397094
ATS5s,146.01851851851853
ATS5v,10244.088804260442
ATS6Z,914.0
ATS6d,144.0
ATS6i,8439.080043289101
ATS6m,3239.0778609999998
ATS6p,73.99250349649
ATS6s,135.820987654321
ATS6v,9318.343449242859
ATS7Z,768.0
ATS7d,124.0
ATS7i,6786.751175534491
ATS7m,2828.5780739999996
ATS7p,60.91066260849
ATS7s,116.57407407407408
ATS7v,8100.929149782367
ATS8Z,681.0
ATS8d,111.0
ATS8i,6551.624204133283
ATS8m,2392.1032929999997
ATS8p,55.539466930792
ATS8s,120.27777777777779
ATS8v,7313.149916084605
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.14285714285714285
GGI10,0.024793388429752067
JGI10,0.006198347107438017
JGT10,0.41571360400213136
Kier1,13.959183673469388
Kier2,6.185493460166469
Kier3,3.3659605551497442
MID_C,28.90465787457145
MID_N,6.320790050777869
MID_O,1.7858569079232836
MID_X,0.0
MID_h,10.154039876348072
MPC10,57
MWC01,21.0
MWC02,4.61512051684126
MWC03,5.4510384535657
MWC04,6.322565239927284
MWC05,7.1770187659099
MWC06,8.05356916913454
MWC07,8.916908467543795
MWC08,9.796292020932572
MWC09,10.665390909906383
MWC10,11.5470273299152
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.035620000000001
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.0689042022202315
SRW05,2.3978952727983707
SRW06,6.5638555265321274
SRW07,4.727387818712341
SRW08,8.14757773620177
SRW09,6.823286122355687
SRW10,9.780359005054978
SaaCH,13.659323177056763
SaaNH,0
SaaSe,0
SaaaC,0.6816311833375328
SaasC,3.0041931928367727
SaasN,1.4504138321995463
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.8814605116738052
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.5515217466082656
VE1_D,4.300028215912135
VE2_A,0.1869221971899087
VE2_D,0.2263172745216913
VE3_A,1.9092300588272457
VE3_D,2.100475470690414
VR1_A,268.5692858325025
VR1_D,97.1286077028004
VR2_A,14.135225570131709
VR2_D,5.112031984357915
VR3_A,6.234962814626014
VR3_D,5.217889839115528
WPath,757
Xc-3d,1.2353751156088126
Xc-4d,0.0
Xc-5d,0.1642664266089148
Xc-6d,0.0
Xp-0d,13.242276208189782
Xp-1d,9.220346690612274
Xp-2d,8.39661042493202
Xp-3d,6.76516269153489
Xp-4d,5.820724621645234
Xp-5d,4.565564031566218
Xp-6d,2.814847777470172
Xp-7d,1.930310820712136
ZMIC0,61.16636442965562
ZMIC1,40.469658105064305
ZMIC2,28.080842852304517
ZMIC3,23.358458593344352
ZMIC4,22.866729296672176
ZMIC5,22.866729296672176
nAcid,0
nAtom,32
nBase,0
nRing,3
piPC1,3.4011973816621555
piPC2,4.056123349401903
piPC3,4.662259152972219
piPC4,5.292362169509363
piPC5,5.783825182329737
piPC6,5.985705809864443
piPC7,6.305433806177541
piPC8,6.685309726197766
piPC9,6.67657660265229
AATS0Z,30.75
AATS0d,3.53125
AATS0i,159.5484919689949
AATS0m,122.04082106249999
AATS0p,1.7971178675949062
AATS0s,3.736218278463649
AATS0v,246.13861985902375
AATS1Z,29.735294117647058
AATS1d,4.0588235294117645
AATS1i,145.89340546799858
AATS1m,114.47874244117645
AATS1p,2.0230717560588234
AATS1s,3.2515432098765435
AATS1v,285.2243215046901
AATS2Z,27.0
AATS2d,3.8545454545454545
AATS2i,150.56857124168832
AATS2m,102.47871509090908
AATS2p,1.8273268585344729
AATS2s,3.056004489337823
AATS2v,248.9273271306213
AATS3Z,23.75
AATS3d,3.21875
AATS3i,158.2208320010048
AATS3m,87.62193690625
AATS3p,1.6320356328968124
AATS3s,3.0758101851851856
AATS3v,215.75592252687352
AATS4Z,20.112903225806452
AATS4d,2.9838709677419355
AATS4i,156.65071289424162
AATS4m,73.02532003225807
AATS4p,1.5192311093304838
AATS4s,2.717941059338909
AATS4v,192.87543011363
AATS5Z,20.074074074074073
AATS5d,2.8333333333333335
AATS5i,157.9247088191958
AATS5m,72.45076803703704
AATS5p,1.4646126925387777
AATS5s,2.7040466392318248
AATS5v,189.70534822704522
AATS6Z,17.245283018867923
AATS6d,2.7169811320754715
AATS6i,159.22792534507738
AATS6m,61.114676622641504
AATS6p,1.3960849716318868
AATS6s,2.5626601444211508
AATS6v,175.81780092911055
AATS7Z,17.86046511627907
AATS7d,2.883720930232558
AATS7i,157.83142268684864
AATS7m,65.78088544186045
AATS7p,1.4165270374067442
AATS7s,2.7110249784668388
AATS7v,188.39370115772945
AATS8Z,16.609756097560975
AATS8d,2.707317073170732
AATS8i,159.79571229593373
AATS8m,58.34398275609755
AATS8p,1.3546211446534635
AATS8s,2.9336043360433606
AATS8v,178.369510148405
AMID_C,1.5212977828721814
AMID_N,0.33267316056725627
AMID_O,0.09399246883806756
AMID_X,0.0
AMID_h,0.5344231513867407
ATS0dv,248.44444444444446
ATS0pe,200.1698
ATS0se,245.607729
ATS1dv,269.0
ATS1pe,222.8496
ATS1se,265.697928
ATS2dv,362.6666666666667
ATS2pe,353.1727
ATS2se,426.555694
ATS3dv,309.33333333333337
ATS3pe,412.1639
ATS3se,502.719112
ATS4dv,227.33333333333331
ATS4pe,380.4416
ATS4se,471.898398
ATS5dv,148.66666666666666
ATS5pe,335.7084
ATS5se,415.652866
ATS6dv,168.0
ATS6pe,320.7707
ATS6se,401.05291200000005
ATS7dv,186.66666666666669
ATS7pe,258.687
ATS7se,321.219162
ATS8dv,160.0
ATS8pe,252.3375
ATS8se,313.866084
ATSC0Z,353.875
ATSC0c,0.593702337516095
ATSC0d,18.46875
ATSC0i,55.31822754990693
ATSC0m,1604.546578875
ATSC0p,9.853814481928218
ATSC0s,30.17558299039781
ATSC0v,1645.6162294695687
ATSC1Z,20.8828125
ATSC1c,-0.3481843447213274
ATSC1d,6.408203125
ATSC1i,0.670237833578812
ATSC1m,98.13785063281259
ATSC1p,0.737621898006799
ATSC1s,-3.884902263374485
ATSC1v,55.2809848981764
ATSC2Z,7.58984375
ATSC2c,0.1848144454269065
ATSC2d,-0.2119140625
ATSC2i,-17.678315377766065
ATSC2m,49.08297218359391
ATSC2p,-1.3818067445454694
ATSC2s,6.2662680041152266
ATSC2v,-108.18965482681321
ATSC3Z,-86.375
ATSC3c,-0.19574181163623025
ATSC3d,-3.6875
ATSC3i,12.99818167230812
ATSC3m,-402.0953172499998
ATSC3p,-0.5373148227475004
ATSC3s,-4.972650891632372
ATSC3v,-298.3418353377002
ATSC4Z,-48.1953125
ATSC4c,0.07241002426893861
ATSC4d,-9.970703125
ATSC4i,-3.6778970273807694
ATSC4m,-209.81887200781244
ATSC4p,-1.5596016019519552
ATSC4s,9.01187414266118
ATSC4v,-199.93438107403279
ATSC5Z,-40.3515625
ATSC5c,-0.011226545508803844
ATSC5d,-3.728515625
ATSC5i,-4.555268240117227
ATSC5m,-210.91183391406247
ATSC5p,-1.7019799878659003
ATSC5s,-13.60575274348423
ATSC5v,-362.7898492285318
ATSC6Z,-48.10546875
ATSC6c,-0.0649307532748086
ATSC6d,1.5048828125
ATSC6i,-3.302745218152646
ATSC6m,-218.2298515742188
ATSC6p,-0.5411002943540809
ATSC6s,-9.047903806584364
ATSC6v,-82.9820414760665
ATSC7Z,79.35546875
ATSC7c,0.10187671027467507
ATSC7d,1.8076171875
ATSC7i,-3.3522756351926475
ATSC7m,367.69027201171866
ATSC7p,0.9949421271859875
ATSC7s,5.239433299039781
ATSC7v,260.4428042621429
ATSC8Z,-95.83984375
ATSC8c,-0.016130435121041037
ATSC8d,-1.6318359375
ATSC8i,-7.28284385438522
ATSC8m,-416.3568279335939
ATSC8p,-1.839274947703999
ATSC8s,0.9116298010973933
ATSC8v,-60.96311655941375
AXp-0d,0.696961905694199
AXp-1d,0.439064128124394
AXp-2d,0.2895382905148972
AXp-3d,0.18284223490634838
AXp-4d,0.11879029840092314
AXp-5d,0.07871662123390032
AXp-6d,0.050265138883395934
AXp-7d,0.03271713255444298
GATS1Z,0.718848047873335
GATS1c,1.4542284920392863
GATS1d,0.7158355728078032
GATS1i,1.0414443408603231
GATS1m,0.7152048682126135
GATS1p,0.8095879249082472
GATS1s,0.9578544573570856
GATS1v,0.8236367991246015
GATS2Z,1.0074178735429176
GATS2c,0.6285463385277895
GATS2d,1.1291801261344407
GATS2i,1.2548775039189084
GATS2m,0.9862688155862402
GATS2p,1.1077556579361598
GATS2s,0.5761399796675729
GATS2v,0.9489644650592668
GATS3Z,1.2250529848110208
GATS3c,1.1950590067166404
GATS3d,1.0228426395939085
GATS3i,0.986573865172241
GATS3m,1.2106324883963242
GATS3p,1.0613880711769952
GATS3s,1.1286275492374305
GATS3v,0.9887286168496923
GATS4Z,1.2341928647121156
GATS4c,0.9718286033597505
GATS4d,1.3536379018612519
GATS4i,1.0141202618472018
GATS4m,1.214606697872512
GATS4p,1.1983967395810944
GATS4s,0.8259188335303208
GATS4v,1.0625930821565936
GATS5Z,1.1071863102947526
GATS5c,1.208657857239916
GATS5d,1.056840258193896
GATS5i,1.0227560606933934
GATS5m,1.1106073963502325
GATS5p,1.1123289039534061
GATS5s,1.5204135771602127
GATS5v,1.0870889342027448
GATS6Z,1.160307378551482
GATS6c,1.1211655546783335
GATS6d,0.8867605274079748
GATS6i,0.9743191109927485
GATS6m,1.1545624603951425
GATS6p,1.0798173293764308
GATS6s,1.2985222069930882
GATS6v,1.0382591797535854
GATS7Z,0.594875670524837
GATS7c,0.8220900702943633
GATS7d,0.9173257781450438
GATS7i,0.9384713446725498
GATS7m,0.6121126329180859
GATS7p,0.7607981251630134
GATS7s,0.6559422949655042
GATS7v,0.8731000637576114
GATS8Z,1.2744957827536594
GATS8c,1.172631258266144
GATS8d,0.982543023399777
GATS8i,1.0502702745451427
GATS8m,1.2604241629681627
GATS8p,1.1680349156370526
GATS8s,1.2616591807680961
GATS8v,1.0118149428406689
MATS1Z,0.055540548964198896
MATS1c,-0.5519650032875482
MATS1d,0.32656514382402707
MATS1i,0.01140333135390692
MATS1m,0.05756457126627393
MATS1p,0.0704531606382329
MATS1s,-0.12117010637330662
MATS1v,0.03161682616236579
MATS2Z,0.012478725795574967
MATS2c,0.1811150096896886
MATS2d,-0.006675896015997539
MATS2i,-0.18593446981685807
MATS2m,0.0177977791421384
MATS2p,-0.08158873796639866
MATS2s,0.12082048781294166
MATS2v,-0.038251146978030684
MATS3Z,-0.12204168138466973
MATS3c,-0.16484844278630095
MATS3d,-0.09983079526226735
MATS3i,0.11748552193380958
MATS3m,-0.12529873627349664
MATS3p,-0.027264305804261365
MATS3s,-0.08239527457041547
MATS3v,-0.09064745169469576
MATS4Z,-0.07029318262098198
MATS4c,0.06294891124746008
MATS4d,-0.2786419955242618
MATS4i,-0.034315442080537925
MATS4m,-0.06749172182636114
MATS4p,-0.08168975243037802
MATS4s,0.15414084564872466
MATS4v,-0.06270717119271331
MATS5Z,-0.0675719873883067
MATS5c,-0.011205560915852791
MATS5d,-0.11963401641912641
MATS5i,-0.048797988220616914
MATS5m,-0.07789414910922904
MATS5p,-0.10235434565973293
MATS5s,-0.2671917985810158
MATS5v,-0.13064198898300125
MATS6Z,-0.0820764714115287
MATS6c,-0.06603220367865462
MATS6d,0.04919707563132523
MATS6i,-0.036047979277626103
MATS6m,-0.08211754121265741
MATS6p,-0.03315488282378761
MATS6s,-0.18103661224776868
MATS6v,-0.030445959250744847
MATS7Z,0.1668816179671905
MATS7c,0.12769905297680534
MATS7d,0.07283673710305748
MATS7i,-0.04509755395760995
MATS7m,0.17053413934610542
MATS7p,0.07514065233279303
MATS7s,0.12921417803309815
MATS7v,0.11777831147710495
MATS8Z,-0.21137924201566283
MATS8c,-0.021205252369429658
MATS8d,-0.0689612479881144
MATS8i,-0.102754029999435
MATS8m,-0.20252539312864276
MATS8p,-0.14568283877613392
MATS8s,0.023579194560924596
MATS8v,-0.028913769911784494
MAXaaN,4.491580215419501
MAXsOH,9.9137748803225
MAXssS,1.6943024848828419
MINaaN,4.169450529829318
MINsOH,9.9137748803225
MINssS,1.6943024848828419
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.85689772612471
SpAD_D,164.45047593427648
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7205366591080876
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,511
TMWC10,112.54493087367662
TSRW10,66.27046579956908
VE1_Dt,4.317995135123578
VE2_Dt,0.22726290184860937
VE3_Dt,2.104645091613977
VR1_Dt,95.7050669041372
VR2_Dt,5.037108784428273
VR3_Dt,5.203125128936492
Xc-3dv,0.589980736860965
Xc-4dv,0.0
Xc-5dv,0.025819888974716113
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3774396103359917
Xch-7d,0.5425790924548628
Xp-0dv,11.262157918905352
Xp-1dv,6.938976157475593
Xp-2dv,5.311881016332029
Xp-3dv,3.75912781604468
Xp-4dv,2.683562744953937
Xp-5dv,1.864333103746625
Xp-6dv,1.0794215009926833
Xp-7dv,0.689581285118402
Xpc-4d,2.495069639568227
Xpc-5d,4.1175843151299345
Xpc-6d,5.860754589483172
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.834470285396327
AATS0dv,7.763888888888889
AATS0pe,6.25530625
AATS0se,7.67524153125
AATS1dv,7.911764705882353
AATS1pe,6.5544
AATS1se,7.8146449411764705
AATS2dv,6.593939393939395
AATS2pe,6.421321818181818
AATS2se,7.755558072727273
AATS3dv,4.833333333333334
AATS3pe,6.4400609375
AATS3se,7.854986125
AATS4dv,3.6666666666666665
AATS4pe,6.136154838709677
AATS4se,7.6112644838709675
AATS5dv,2.753086419753086
AATS5pe,6.216822222222222
AATS5se,7.697275296296296
AATS6dv,3.169811320754717
AATS6pe,6.052277358490565
AATS6se,7.567036075471699
AATS7dv,4.34108527131783
AATS7pe,6.015976744186047
AATS7se,7.470213069767442
AATS8dv,3.902439024390244
AATS8pe,6.154573170731707
AATS8se,7.655270341463415
AATSC0Z,11.05859375
AATSC0c,0.01855319804737797
AATSC0d,0.5771484375
AATSC0i,1.7286946109345915
AATSC0m,50.14208058984375
AATSC0p,0.3079317025602568
AATSC0s,0.9429869684499316
AATSC0v,51.42550717092402
AATSC1Z,0.6142003676470589
AATSC1c,-0.010240716021215512
AATSC1d,0.1884765625
AATSC1i,0.019712877458200353
AATSC1m,2.8864073715533114
AATSC1p,0.021694761706082324
AATSC1s,-0.11426183127572015
AATSC1v,1.6259113205346
AATSC2Z,0.1379971590909091
AATSC2c,0.003360262644125573
AATSC2d,-0.0038529829545454544
AATSC2i,-0.321423915959383
AATSC2m,0.8924176760653438
AATSC2p,-0.025123758991735808
AATSC2s,0.11393214552936776
AATSC2v,-1.9670846332147855
AATSC3Z,-1.349609375
AATSC3c,-0.0030584658068160977
AATSC3d,-0.0576171875
AATSC3i,0.20309658862981436
AATSC3m,-6.282739332031247
AATSC3p,-0.008395544105429694
AATSC3s,-0.07769767018175582
AATSC3v,-4.661591177151566
AATSC4Z,-0.77734375
AATSC4c,0.0011679036172409453
AATSC4d,-0.1608177923387097
AATSC4i,-0.05932091979646402
AATSC4m,-3.3841753549647167
AATSC4p,-0.02515486454761218
AATSC4s,0.14535280875259968
AATSC4v,-3.2247480818392384
AATSC5Z,-0.7472511574074074
AATSC5c,-0.0002078989909037749
AATSC5d,-0.06904658564814815
AATSC5i,-0.08435681926143014
AATSC5m,-3.905774702112268
AATSC5p,-0.031518147923442597
AATSC5s,-0.25195838413859684
AATSC5v,-6.718330541269108
