DLiP-ID,C005JE
DLiP-Mol-ID,36680
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H20F3N5O3S/c1-3-25-18-14(15-7-4-12(10-26-15)19(2,29)20(21,22)23)6-9-17(28-18)32(30,31)13-5-8-16(24)27-11-13/h4-11,29H,3H2,1-2H3,(H2,24,27)(H,25,28)"
Standard Inchi Key(RDKit),ZNYWQWSQKLMSTM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCNc1nc(S(=O)(=O)c2ccc(N)nc2)ccc1-c1ccc(C(C)(O)C(F)(F)F)cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),467.473
MW Monoisotopic(RDKit),467.12389516
MolLogP(RDKit),3.1552
XLogP(SDF),
XLogP(CDK),2.893
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),131.09
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.503917009879005
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Glucokinase/Glucokinase regulatory protein
Common Target Pref Name,Glucokinase/Glucokinase regulatory protein
RDKit Descriptors
Ipc,7712564.4969502855
qed,0.5039170098790048
Chi0,23.7338400397525
Chi1,14.8743768968575
TPSA,131.09
Chi0n,17.050751876312283
Chi0v,17.867248457240013
Chi1n,9.351696484688393
Chi1v,10.834859732282785
