DLiP-ID,C001QN
AATSC5i,-0.34706922345367736
AATSC5m,-6.040253596809374
AATSC5p,-0.06039167885258469
AATSC5s,-0.033542182392713
AATSC5v,-12.884666039171712
AATSC6Z,-0.7094751098003973
AATSC6c,-0.0022023905971711487
AATSC6d,0.06497525535712026
AATSC6i,-0.15879528504538534
AATSC6m,-3.385166798688725
AATSC6p,-0.023581378143742258
AATSC6s,-0.16460742578365067
AATSC6v,-5.047565117824448
AATSC7Z,1.789055679597024
AATSC7c,0.0002008057933027734
AATSC7d,0.07419825861229788
AATSC7i,0.1088968222259349
AATSC7m,8.53751774423851
AATSC7p,0.03510364585525025
AATSC7s,0.11053146404127973
AATSC7v,10.815483435285008
AATSC8Z,0.5863022451362726
AATSC8c,0.0003424644544239947
AATSC8d,0.0340405843082821
AATSC8i,0.08552378589966711
AATSC8m,2.801761867362901
AATSC8p,0.004526872531981092
AATSC8s,-0.024042922226873636
AATSC8v,3.2234960193772704
ATS0are,253.8047
ATS1are,281.549
ATS2are,464.30799999999994
ATS3are,565.2519000000001
ATS4are,585.505
ATS5are,556.2139
ATS6are,559.248
ATS7are,455.0400000000001
ATS8are,334.76590000000004
ATSC0dv,163.60975609756096
ATSC0pe,4.209195121951217
ATSC0se,2.6470470243902433
ATSC1dv,74.2724568709102
ATSC1pe,0.4975613325401564
ATSC1se,0.29670124211778764
ATSC2dv,53.82629387269481
ATSC2pe,1.0482722189173117
ATSC2se,0.3903183462224868
ATSC3dv,-43.53361094586556
ATSC3pe,-0.9033868530636504
ATSC3se,-0.48709024866150963
ATSC4dv,-75.02260559190957
ATSC4pe,0.008247888161810421
ATSC4se,0.5595216751933374
ATSC5dv,-65.87091017251635
ATSC5pe,-0.35118405710886325
ATSC5se,-0.042911738251041824
ATSC6dv,0.6264128494943493
ATSC6pe,-0.9737766210588942
ATSC6se,-0.592823129089828
ATSC7dv,74.1475312314099
ATSC7pe,1.2502945270672186
ATSC7se,0.40424739321832126
ATSC8dv,23.66032123735871
ATSC8pe,0.0768186198691256
ATSC8se,-0.1560800809042232
AXp-0dv,0.5640346961096333
AXp-1dv,0.2936189565497807
AXp-2dv,0.14795546041821592
AXp-3dv,0.07649212842441143
AXp-4dv,0.040787825471368694
AXp-5dv,0.022447089255554473
AXp-6dv,0.011736167324908005
AXp-7dv,0.006354564285111735
BertzCT,1059.0437462200398
ECIndex,503
ETA_eta,16.916709004036875
GATS1dv,0.39173036266059524
GATS1pe,0.6317770144236011
GATS1se,0.6536635601389654
GATS2dv,0.7384083546874245
GATS2pe,0.6784182039227614
GATS2se,0.720703560850291
GATS3dv,1.113761346319486
GATS3pe,1.1202933569749542
GATS3se,1.1327611381179403
GATS4dv,1.1336346232307066
GATS4pe,0.8738012597275417
GATS4se,0.7626961716118381
GATS5dv,1.033142901109893
GATS5pe,0.8078728890286216
GATS5se,0.7501247486634134
GATS6dv,0.9285197731511439
GATS6pe,1.0474080086853612
GATS6se,1.0065523826405967
GATS7dv,0.7921923038202109
GATS7pe,0.8683586299027521
GATS7se,0.897826547473801
GATS8dv,0.9303981978400584
GATS8pe,1.1248213626166659
GATS8se,1.2392039434458944
LogEE_A,4.13467650489505
LogEE_D,117.27576914727067
MATS1dv,0.4230091613812546
MATS1pe,0.11014853975590386
MATS1se,0.1044452967499054
MATS2dv,0.18227932762816482
MATS2pe,0.1379834994140494
MATS2se,0.08169762762188117
MATS3dv,-0.12121513284303985
MATS3pe,-0.09777235024880984
MATS3se,-0.08382800410801255
MATS4dv,-0.1978988168094655
MATS4pe,0.0008456759042418792
MATS4se,0.09122534408521941
MATS5dv,-0.1774946941863671
MATS5pe,-0.036782110226502567
MATS5se,-0.007146861381521151
MATS6dv,0.0016699653636813479
MATS6pe,-0.10090583679021364
MATS6se,-0.09768311177141022
MATS7dv,0.24131295061527633
MATS7pe,0.15816354965662197
MATS7se,0.08131650476552268
MATS8dv,0.10979979681530068
MATS8pe,0.013856627390586166
MATS8se,-0.04476884827528286
MAXaaCH,2.1202955059944597
MAXaaaC,1.1996320103390814
MAXaasC,0.7427399848828422
MAXaasN,2.2750588939279415
MAXdssC,-0.27275024670361936
MAXsCH3,2.1334057994307813
MAXssNH,2.8849598450491305
MDEC-11,0.08333333333333334
MDEC-12,3.0506560739157185
MDEC-13,3.055700821929076
MDEC-22,9.51924035538113
MDEC-23,20.23964111341114
MDEC-33,8.497873666336625
MDEN-22,0.33333333333333337
MDEN-23,0.31622776601683794
MDEO-12,0.25
MINaaCH,1.6218438733518097
MINaaaC,1.1264660756277822
MINaasC,0.2810956790123458
MINaasN,2.2750588939279415
MINdssC,-0.27275024670361936
MINsCH3,1.7593672128069675
MINssNH,2.8849598450491305
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9285714285714287
SM1_Dzi,1.022017128129546
SM1_Dzm,0.9260316936439501
SM1_Dzp,-3.719133983223758
SM1_Dzv,-1.7559628408463377
SddssSe,0
SpAD_Dt,545.7278622340822
SpAbs_A,31.83772021224911
SpAbs_D,234.5515382945414
SpMAD_A,1.3265716755103796
SpMAD_D,9.772980762272557
SpMax_A,2.537406979935079
SpMax_D,117.27576914727067
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,60.06
TpiPC10,9.491346498872481
VAdjMat,5.754887502163468
VE1_DzZ,4.818534011603149
VE1_Dzi,4.817438716791113
VE1_Dzm,4.818536607190542
VE1_Dzp,4.812993511166361
VE1_Dzv,4.816714046086389
VE2_DzZ,0.20077225048346456
VE2_Dzi,0.2007266131996297
VE2_Dzm,0.20077235863293927
VE2_Dzp,0.20054139629859838
VE2_Dzv,0.20069641858693288
VE3_DzZ,2.447938472184038
VE3_Dzi,2.4477111376226754
VE3_Dzm,2.4479390108513353
VE3_Dzp,2.4467879794849674
VE3_Dzv,2.447560699753581
VR1_DzZ,142.22177100715524
VR1_Dzi,142.3205930346387
VR1_Dzm,142.22204596982826
VR1_Dzp,143.02093698622357
VR1_Dzv,142.62670284621237
VR2_DzZ,5.925907125298135
VR2_Dzi,5.930024709776613
VR2_Dzm,5.925918582076178
VR2_Dzp,5.959205707759316
VR2_Dzv,5.942779285258848
VR3_DzZ,5.832856344320371
VR3_Dzi,5.833550947612851
VR3_Dzm,5.83285827765593
VR3_Dzp,5.838459769387619
VR3_Dzv,5.835699484789756
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.054303163553483864
Xch-6dv,0.1756764675589596
Xch-7dv,0.24359846226102916
Xpc-4dv,1.4381254160334498
Xpc-5dv,2.1812344715772167
Xpc-6dv,2.916249756301547
Zagreb1,132.0
Zagreb2,160.0
fragCpx,177.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,20
nBondsD,1
nBondsM,21
nBondsO,27
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.190358536585366
AATS1are,6.398840909090908
AATS2are,6.274432432432431
AATS3are,6.280576666666668
AATS4are,6.1632105263157895
AATS5are,5.980794623655914
AATS6are,5.949446808510639
AATS7are,5.909610389610391
AATS8are,6.1993685185185194
AATSC0dv,3.9904818560380724
AATSC0pe,0.10266329565734676
AATSC0se,0.0645621225461035
AATSC1dv,1.6880103834297773
AATSC1pe,0.011308212103185373
AATSC1se,0.006743210048131537
AATSC2dv,0.727382349631011
AATSC2pe,0.014165840796179888
AATSC2se,0.005274572246249822
AATSC3dv,-0.4837067882873951
AATSC3pe,-0.010037631700707227
AATSC3se,-0.0054121138740167735
AATSC4dv,-0.7897116378095744
AATSC4pe,8.681987538747812e-05
AATSC4se,0.005889701844140394
AATSC5dv,-0.7082893566937242
AATSC5pe,-0.003776172657084551
AATSC5se,-0.00046141654033378306
AATSC6dv,0.0066639664839824395
AATSC6pe,-0.010359325755945682
AATSC6se,-0.006306629032870511
AATSC7dv,0.9629549510572715
AATSC7pe,0.016237591260613228
AATSC7se,0.005249966145692484
AATSC8dv,0.43815409698812424
AATSC8pe,0.001422567034613437
AATSC8se,-0.002890371868596726
AETA_eta,0.7048628751682031
ATSC0are,4.457575609756096
ATSC1are,0.5329725163593086
ATSC2are,0.955936704342652
ATSC3are,-0.9177854848304584
ATSC4are,0.27358334324806716
ATSC5are,-0.169588578227245
ATSC6are,-1.041546519928613
ATSC7are,1.0795580011897676
ATSC8are,-0.033309339678763136
BCUTZ-1h,8.033477383933244
BCUTZ-1l,5.659177658750738
BCUTc-1h,0.4425765805262783
BCUTc-1l,-0.4645087706779029
BCUTd-1h,3.319093359729512
BCUTd-1l,0.9779419039767748
BCUTi-1h,14.565146229059263
BCUTi-1l,10.919695706673485
BCUTm-1h,16.016124137107774
BCUTm-1l,11.670327391328936
BCUTp-1h,2.031362827179583
BCUTp-1l,0.7157134386237788
BCUTs-1h,7.008270769100845
BCUTs-1l,1.3835099155057757
BCUTv-1h,20.931192026171914
BCUTv-1l,14.68175031018061
BalabanJ,1.3749572069956597
Diameter,12
ETA_beta,33.75
GATS1are,0.6456016529522526
GATS2are,0.7040913750675043
GATS3are,1.137105408204321
GATS4are,0.8498034558525426
GATS5are,0.7695682367434339
GATS6are,1.035659811308555
GATS7are,0.8818432845602816
GATS8are,1.1634209918249256
HybRatio,0.15789473684210525
Lipinski,True
LogEE_Dt,272.8639311170411
MATS1are,0.11141336112527912
MATS2are,0.11881808696658278
MATS3are,-0.09379589109104121
MATS4are,0.026488123059116166
MATS5are,-0.016772538171711707
MATS6are,-0.10191449500230979
MATS7are,0.12895565557900876
MATS8are,-0.005673582858709281
MAXssCH2,0.8967613751321362
MINssCH2,0.8967613751321362
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,1.0009944920440637
SM1_Dzse,0.9177785797741316
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,9.7237629049168
SMR_VSA4,0.0
SMR_VSA5,20.392230805293824
SMR_VSA6,5.316788604006331
SMR_VSA7,59.98511196141578
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,171.88088386112076
SpAD_Dzi,166.63380265572025
SpAD_Dzm,171.90883227753878
SpAD_Dzp,226.31806143550972
SpAD_Dzv,208.47679664484073
SpAbs_Dt,545.7278622340822
SpDiam_A,4.8765163731757415
SpDiam_D,177.4499637351543
SpMAD_Dt,22.738660926420092
SpMax_Dt,272.8639311170411
SsssssAs,0
VE1_Dzpe,4.81834889844659
VE1_Dzse,4.818558528288287
VE2_Dzpe,0.2007645374352746
VE2_Dzse,0.20077327201201198
VE3_Dzpe,2.447900054542502
VE3_Dzse,2.4479435601677917
VMcGowan,238.1099999999999
VR1_Dzpe,142.22628566955805
VR1_Dzse,142.22136502725786
VR2_Dzpe,5.9260952362315855
VR2_Dzse,5.9258902094690775
VR3_Dzpe,5.8328880876372775
VR3_Dzse,5.832853489761087
mZagreb1,7.0
mZagreb2,5.249999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,35
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10872135633551452
AATSC1are,0.012113011735438833
AATSC2are,0.012918063572198
AATSC3are,-0.010197616498116204
AATSC4are,0.0028798246657691278
AATSC5are,-0.0018235330992176881
AATSC6are,-0.011080282126900137
AATSC7are,0.014020233781685295
AATSC8are,-0.0006168396236807988
AETA_beta,1.40625
BCUTdv-1h,6.033411721677914
BCUTdv-1l,0.9879225734955119
BCUTpe-1h,3.5154160679838844
BCUTpe-1l,2.2089448995118204
BCUTse-1h,3.7236254344257635
BCUTse-1l,2.4049108069018903
ETA_alpha,11.366666666666667
ETA_dBeta,2.25
ETA_eta_B,0.24517846677707666
ETA_eta_F,23.596501851351455
ETA_eta_L,4.931535598325853
ETA_eta_R,40.51321085538833
ETA_psi_1,0.581911262798635
LabuteASA,138.40744458867198
LogEE_DzZ,85.97913240675086
LogEE_Dzi,83.35948537486551
LogEE_Dzm,85.99300079267121
LogEE_Dzp,112.38421113791657
LogEE_Dzv,103.87257273057736
PEOE_VSA1,14.406983188771033
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.355764462510276
PEOE_VSA7,38.112942673227685
PEOE_VSA8,40.10435961321986
PEOE_VSA9,0.0
SM1_Dzare,1.1284318287575617
SpAD_Dzpe,170.58960169167585
SpAD_Dzse,172.06515680410672
SpAbs_DzZ,171.02969338493034
SpAbs_Dzi,165.6969536216016
SpAbs_Dzm,171.05996989169861
SpAbs_Dzp,228.48755625905693
SpAbs_Dzv,209.50110830200111
SpDiam_Dt,374.7889018151056
SpMAD_DzZ,7.1617034942133655
SpMAD_Dzi,6.94307511065501
SpMAD_Dzm,7.1628680115641155
SpMAD_Dzp,9.429919226479571
SpMAD_Dzv,8.68653319353503
SpMax_DzZ,85.97913240675086
SpMax_Dzi,83.35948537486551
SpMax_Dzm,85.99300079267121
SpMax_Dzp,112.38421113791657
SpMax_Dzv,103.87257273057736
VE1_Dzare,4.818094056155086
VE2_Dzare,0.20075391900646192
VE3_Dzare,2.4478471631814953
VR1_Dzare,142.22407864719654
VR2_Dzare,5.926003276966522
VR3_Dzare,5.8328725698342545
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,20
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47361111111111115
AETA_dBeta,0.09375
AETA_eta_B,0.010215769449044862
AETA_eta_F,0.983187577139644
AETA_eta_L,0.20548064993024387
AETA_eta_R,1.688050452307847
BCUTare-1h,3.569769279182571
BCUTare-1l,2.159000571171484
ETA_beta_s,15.75
ETA_dPsi_A,0.13208873720136494
ETA_dPsi_B,0.0
ETA_eta_BR,0.5891784667770766
ETA_eta_FL,6.737499497270166
ETA_eta_RL,11.66903509559602
LogEE_Dzpe,85.3365089496731
LogEE_Dzse,86.07081917621062
PEOE_VSA10,5.760247418874442
PEOE_VSA11,5.693927994848461
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,15.630942634268305
SlogP_VSA3,6.544756405912575
SlogP_VSA4,6.923737199690624
SlogP_VSA5,23.17244979748535
SlogP_VSA6,53.05403148466623
SlogP_VSA7,0.0
SlogP_VSA8,21.805849864162113
SlogP_VSA9,0.0
SpAD_Dzare,168.79438870022776
SpAbs_Dzpe,169.67202340730213
SpAbs_Dzse,171.22385977264722
SpDiam_DzZ,131.8597568370888
SpDiam_Dzi,127.5200737786927
SpDiam_Dzm,131.88099588827686
SpDiam_Dzp,172.7332322277092
SpDiam_Dzv,159.6867585760712
SpMAD_Dzpe,7.107900070486494
SpMAD_Dzse,7.169381533504446
SpMax_Dzpe,85.3365089496731
SpMax_Dzse,86.07081917621062
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.65625
AETA_eta_BR,0.024549102782378193
AETA_eta_FL,0.28072914571959023
AETA_eta_RL,0.48620979564983413
DetourIndex,3229
EState_VSA1,0.0
EState_VSA2,11.601107724199966
EState_VSA3,5.760247418874442
EState_VSA4,23.135067612677197
EState_VSA5,10.902924932081056
EState_VSA6,12.990104268152233
EState_VSA7,30.33183534230805
EState_VSA8,34.097022845536976
EState_VSA9,4.523094936973348
ETA_beta_ns,18.0
ETA_shape_p,0.11730205278592375
ETA_shape_x,0.0
ETA_shape_y,0.3870967741935484
GhoseFilter,True
LogEE_Dzare,84.44421234297877
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,167.75999285719996
SpDiam_Dzpe,130.83639399294086
SpDiam_Dzse,132.00538025651252
SpMAD_Dzare,7.033099529176156
SpMax_Dzare,84.44421234297877
TopoPSA(NO),60.06
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.230002817115011
VSA_EState9,45.603330516218314
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.75
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.026388888888888868
FilterItLogS,-5.440368921695187
SpDiam_Dzare,129.43862577101126
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6008130081300814
ETA_epsilon_2,0.8138888888888887
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.5242424242424245
ETA_epsilon_5,0.7933333333333331
AETA_beta_ns_d,0.020833333333333332
ETA_dEpsilon_A,0.1553584626755356
ETA_dEpsilon_B,0.07657058388765692
ETA_dEpsilon_C,-0.07878787878787868
ETA_dEpsilon_D,0.02055555555555555
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8333333333333334
MDEDescriptor,"0.08333333333333334,3.0506560739157185,3.055700821929076,0.0,9.51924035538113,20.23964111341114,0.0,8.497873666336625,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.33333333333333337,0.31622776601683794,0.0"
APolDescriptor,49.67948099999999
BCUTDescriptor,"11.988295003091547,15.995927295577083,-0.30997367687316374,0.2561652687992651,5.076793714526766,10.846134334157302"
BPolDescriptor,24.098518999999996
TPSADescriptor,60.06
ALOGPDescriptor,"3.925299999999999,15.407980089999993,93.1689"
XLogPDescriptor,4.105
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,319.13207692000003
ChiPathDescriptor,"16.681433796945207,11.669035095596021,10.582346371895907,9.30501447941308,8.218330861653632,6.660980476641087,4.584955744188226,3.4166155851712623,13.536832706631198,7.927711826844079,5.77026295631042,4.207067063342631,3.1406625612953882,2.154920568533231,1.2322975691153406,0.7816114070687441"
ChiChainDescriptor,"0.0,0.0,0.18200116010771633,0.5640718328323029,0.8956255289709958,0.0,0.0,0.054303163553483864,0.17567646755895955,0.2435984622610292"
AtomCountDescriptor,41
BondCountDescriptor,27
SmallRingDescriptor,"4,4,2,2,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.5755820243286984,0.0,0.39562890797553574,0.0,0.669259175951061,0.0,0.1169208363344619,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,13,2,3,0,0,0"
ZagrebIndexDescriptor,132.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"49.71334520054416,2.071389383356007,15.107516839863093,5.530822835077597,9.576694004785484"
FractionalPSADescriptor,0.1881979416787233
WienerNumbersDescriptor,"1360.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.9700906765222954,6.861903175092573,9.729453501060037,1.4381254160334502,2.1812344715772163,2.6177397703017684"
FractionalCSP3Descriptor,0.15789473684210525
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,1,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.415637860082306,7.3188691650230115,3.36"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,20
FragmentComplexityDescriptor,1384.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.15789473684210525
AutocorrelationDescriptorMass,"26.62887897491133,29.214737150414418,42.70983077058176,42.23917329518434,39.321298163087924"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.33820675136167055,-0.10086883056386486,-0.09845168837362785,0.003391365263724486,0.04720411003006661"
EccentricConnectivityIndexDescriptor,503
AutocorrelationDescriptorPolarizability,"1681.4823048492015,2029.2950433816748,2980.2766576633658,2920.3542121192527,2507.9935296031244"
