DLiP-ID,T001PS
ATS4s,551.3611111111111
ATS4v,30751.42281319702
ATS5Z,2780.0
ATS5d,489.0
ATS5i,27096.25383231487
ATS5m,10020.51089
ATS5p,216.78101757001699
ATS5s,577.5833333333333
ATS5v,29624.45173119042
ATS6Z,2777.0
ATS6d,475.0
ATS6i,27068.264812801113
ATS6m,10062.420214999998
ATS6p,212.315926995413
ATS6s,537.2777777777777
ATS6v,29429.869500109853
ATS7Z,2702.0
ATS7d,456.0
ATS7i,25702.977732557374
ATS7m,9751.593146
ATS7p,205.90002606947
ATS7s,546.7777777777778
ATS7v,28967.986334202316
ATS8Z,2579.0
ATS8d,436.0
ATS8i,24402.97145389393
ATS8m,9258.907814999999
ATS8p,199.167648616376
ATS8s,554.9444444444445
ATS8v,27870.434776916536
C1SP1,0
C1SP2,4
C1SP3,3
C2SP1,0
C2SP2,15
C2SP3,3
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.21428571428571427
GGI10,0.25753290480563207
JGI10,0.006131735828705525
JGT10,0.4037954016485936
Kier1,28.52587745389649
Kier2,13.573407202216066
Kier3,7.599707815924032
MAXdO,13.233241628747788
MID_C,58.907781632473906
MID_N,10.498274410381057
MID_O,6.9899627104198405
MID_X,0.0
MID_h,17.488237120800896
MINdO,11.4414237116697
MPC10,227
MWC01,41.0
MWC02,5.2832037287379885
MWC03,6.129050210060545
MWC04,7.002155954403621
MWC05,7.865955413933502
MWC06,8.743372131273969
MWC07,9.615205300012315
MWC08,10.495349236591386
MWC09,11.371811108495248
MWC10,12.253867076026095
NaaCH,12
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.333000000000002
SRW02,4.418840607796598
SRW03,0.0
SRW04,5.739792912179234
SRW05,2.3978952727983707
SRW06,7.237778191923443
SRW07,4.844187086458591
SRW08,8.815073088844464
SRW09,7.034387929915503
SRW10,10.435085921117388
SaaCH,22.615236286156655
SaaNH,3.191204587294114
SaaSe,0
SaaaC,1.7343156936009603
SaasC,3.5893885164040364
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.596237277348456
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.97769768713124
SssPH,0
SssSe,0
SsssB,0
SsssN,1.66222950728858
SsssP,0
VE1_A,4.894214516501939
VE1_D,5.979456716352198
VE2_A,0.13227606801356592
VE2_D,0.16160693827978914
VE3_A,2.896386616260498
VE3_D,3.09666253337727
VR1_A,526.8327675647758
VR1_D,266.896105893741
VR2_A,14.238723447696644
VR2_D,7.213408267398405
VR3_A,7.575215988732912
VR3_D,6.895192285822114
WPath,4786
Xc-3d,2.411315597719784
Xc-4d,0.0
Xc-5d,0.4769678865942998
Xc-6d,0.0
Xp-0d,25.777445635193
Xp-1d,17.957530133630154
Xp-2d,16.35158774726399
Xp-3d,13.496812945378514
Xp-4d,11.121062152086205
Xp-5d,9.325206031580562
Xp-6d,6.548459494911925
Xp-7d,4.920887988382369
ZMIC0,119.8992506399777
ZMIC1,65.42788454468044
ZMIC2,36.929315400985146
ZMIC3,26.280496837934624
ZMIC4,25.1875
ZMIC5,25.1875
nAcid,1
nAtom,64
nBase,0
nRing,5
piPC1,4.02535169073515
piPC2,4.6076670661866785
piPC3,5.146767468420836
piPC4,5.688034117688062
piPC5,6.193639791985995
piPC6,6.3829522160195635
piPC7,6.717681879138719
piPC8,7.051757539141505
piPC9,7.1367379991196325
AATS0Z,24.0
AATS0d,3.484375
AATS0i,161.57850050679258
AATS0m,94.870021328125
AATS0p,1.5424463192331719
AATS0s,5.164930555555555
AATS0v,230.9354425403468
AATS1Z,25.83823529411765
AATS1d,4.161764705882353
AATS1i,147.20874155649634
AATS1m,98.63366372058823
AATS1p,1.8591538825882352
AATS1s,3.3145424836601305
AATS1v,275.5194996777607
AATS2Z,22.474137931034484
AATS2d,3.8189655172413794
AATS2i,152.384791200553
AATS2m,84.2285699051724
AATS2p,1.6469527344331465
AATS2s,3.392480842911878
AATS2v,237.07820790262213
AATS3Z,18.38125
AATS3d,3.25625
AATS3i,158.22851758134303
AATS3m,66.792297175
AATS3p,1.4172359169652062
AATS3s,3.090451388888889
AATS3v,198.35276649558858
AATS4Z,16.14857142857143
AATS4d,2.914285714285714
AATS4i,161.58504733902672
AATS4m,57.22732963428571
AATS4p,1.2771023999955713
AATS4s,3.1506349206349205
AATS4v,175.72241607541153
AATS5Z,16.449704142011836
AATS5d,2.893491124260355
AATS5i,160.33286291310574
AATS5m,59.292963846153846
AATS5p,1.282727914615485
AATS5s,3.417652859960552
AATS5v,175.29261379402615
AATS6Z,16.529761904761905
AATS6d,2.8273809523809526
AATS6i,161.1206238857209
AATS6m,59.89535842261904
AATS6p,1.2637852797346012
AATS6s,3.1980820105820102
AATS6v,175.17779464351102
AATS7Z,16.8875
AATS7d,2.85
AATS7i,160.6436108284836
AATS7m,60.947457162499994
AATS7p,1.2868751629341875
AATS7s,3.4173611111111115
AATS7v,181.04991458876447
AATS8Z,16.967105263157894
AATS8d,2.8684210526315788
AATS8i,160.54586482824953
AATS8m,60.91386720394736
AATS8p,1.3103134777393157
AATS8s,3.650950292397661
AATS8v,183.35812353234564
AMID_C,1.5921022062830785
AMID_N,0.2837371462265151
AMID_O,0.18891791109242811
AMID_X,0.0
AMID_h,0.47265505731894314
ATS0dv,528.0
ATS0pe,406.29240000000004
ATS0se,496.94801999999993
ATS1dv,526.0
ATS1pe,446.087
ATS1se,530.680164
ATS2dv,727.0
ATS2pe,749.1294
ATS2se,901.0420039999999
ATS3dv,727.0
ATS3pe,1013.6014
ATS3se,1238.26244
ATS4dv,714.0
ATS4pe,1101.5532
ATS4se,1357.932928
ATS5dv,768.0
ATS5pe,1047.7301
ATS5se,1295.1215359999999
ATS6dv,752.0
ATS6pe,1040.7629
ATS6se,1288.316732
ATS7dv,695.0
ATS7pe,1006.4044999999999
ATS7se,1242.68292
ATS8dv,675.0
ATS8pe,963.1922
ATS8se,1186.627484
ATSC0Z,463.4375
ATSC0c,1.5377675781599283
ATSC0d,37.359375
ATSC0i,99.86078726500853
ATSC0m,2203.541083359375
ATSC0p,14.372060769502356
ATSC0s,120.30555555555554
ATSC0v,3126.8587083053903
ATSC1Z,10.50390625
ATSC1c,-0.9725783060654158
ATSC1d,8.4775390625
ATSC1i,-8.017766293370077
ATSC1m,55.03679247753919
ATSC1p,0.5452308782450446
ATSC1s,-7.668402777777776
ATSC1v,153.86972442677245
ATSC2Z,-9.41796875
ATSC2c,0.2262933538872111
ATSC2d,-9.0732421875
ATSC2i,-15.812107597508035
ATSC2m,-58.852549276366936
ATSC2p,-2.164718742415584
ATSC2s,23.928819444444446
ATSC2v,-463.8996579475198
ATSC3Z,-112.9375
ATSC3c,0.2736694801399778
ATSC3d,-6.1171875
ATSC3i,-7.373888213437076
ATSC3m,-538.9556346953123
ATSC3p,-2.9302469583902555
ATSC3s,-24.204861111111114
ATSC3v,-752.2822459411424
ATSC4Z,-185.3369140625
ATSC4c,-0.7295831357701165
ATSC4d,-9.373291015625
ATSC4i,-15.844138432133459
ATSC4m,-873.011611701416
ATSC4p,-2.57102176043353
ATSC4s,-42.19487847222222
ATSC4v,-831.9284612139668
ATSC5Z,73.3916015625
ATSC5c,0.41539803914156187
ATSC5d,-0.089599609375
ATSC5i,-14.928786921612247
ATSC5m,325.3576279260255
ATSC5p,-1.7561578665223083
ATSC5s,59.47265625
ATSC5v,-235.831762492885
ATSC6Z,131.4140625
ATSC6c,0.45747994732719344
ATSC6d,0.041015625
ATSC6i,4.5542813933171535
ATSC6m,618.1723022753905
ATSC6p,-0.06293997339610014
ATSC6s,-0.4305555555555538
ATSC6v,439.0015091948997
ATSC7Z,-8.0625
ATSC7c,-0.5640727827272611
ATSC7d,0.4140625
ATSC7i,-2.4565240048616745
ATSC7m,-19.178150835937565
ATSC7p,1.5446683959039755
ATSC7s,-38.96180555555556
ATSC7v,402.66280439585677
ATSC8Z,-93.1953125
ATSC8c,-0.02478213115523613
ATSC8d,-0.212890625
ATSC8i,10.206044065397268
ATSC8m,-426.80781508789056
ATSC8p,1.9330443831972866
ATSC8s,-20.826388888888886
ATSC8v,52.50090775659925
AXp-0d,0.696687719870081
AXp-1d,0.4379885398446379
AXp-2d,0.28686996047831564
AXp-3d,0.18238936412673667
AXp-4d,0.11584439741756464
AXp-5d,0.07581468318358181
AXp-6d,0.04779897441541551
AXp-7d,0.03114486068596436
GATS1Z,0.7586688350323272
GATS1c,1.6245631206685824
GATS1d,0.8307624178906193
GATS1i,1.2455072792843727
GATS1m,0.7617668397237224
GATS1p,0.9771554724883278
GATS1s,0.6196079563203716
GATS1v,0.8849545925379139
GATS2Z,0.8554886413839607
GATS2c,0.9085119493316554
GATS2d,1.3156232423311558
GATS2i,1.2175782055373852
GATS2m,0.8631614192890176
GATS2p,1.070943616164404
GATS2s,0.4744474478299987
GATS2v,1.0244028681326318
GATS3Z,1.0335738368172624
GATS3c,0.9582820031040932
GATS3d,1.1277289836888331
GATS3i,1.0866066827039078
GATS3m,1.0349623250903035
GATS3p,1.0498108198122809
GATS3s,0.908097870006927
GATS3v,1.0512814976237286
GATS4Z,1.1465623735670938
GATS4c,1.198903737843378
GATS4d,1.132245922208281
GATS4i,1.0601992318247881
GATS4m,1.1432249201360378
GATS4p,1.0230341671606933
GATS4s,1.2321957977372433
GATS4v,1.05546299764137
GATS5Z,0.9302684866355182
GATS5c,0.8361254625818864
GATS5d,1.0227702998671053
GATS5i,1.027535979326659
GATS5m,0.9348462987558245
GATS5p,1.0342121943589617
GATS5s,0.7718573542330713
GATS5v,1.0236212363835442
GATS6Z,0.8981793661496965
GATS6c,0.8580939687205441
GATS6d,1.0188205771643664
GATS6i,0.9425956364093375
GATS6m,0.898940634785044
GATS6p,0.9875484840501196
GATS6s,1.0462508658508427
GATS6v,0.941159780311618
GATS7Z,1.0250775455158463
GATS7c,1.234999590427789
GATS7d,1.0328732747804268
GATS7i,0.9635888771870931
GATS7m,1.018341258013447
GATS7p,0.9395565529219317
GATS7s,1.415763536134842
GATS7v,0.9214404148255542
GATS8Z,1.096915924335451
GATS8c,1.1145651895589284
GATS8d,1.0151224988443506
GATS8i,0.9265941173465374
GATS8m,1.0900988100554216
GATS8p,0.919740438462947
GATS8s,1.3994587672714456
GATS8v,0.9541980205177549
MATS1Z,0.021331958272182778
MATS1c,-0.5952575866950253
MATS1d,0.213570497207666
MATS1i,-0.07556652805039071
MATS1m,0.023507314879529083
MATS1p,0.035705281370039976
MATS1s,-0.05999157917611745
MATS1v,0.04631439335001449
MATS2Z,-0.011212128258190528
MATS2c,0.08119010139512739
MATS2d,-0.13399385627136243
MATS2i,-0.08736083173424736
MATS2m,-0.014735541923749868
MATS2p,-0.08310064932071294
MATS2s,0.10973813485776163
MATS2v,-0.08185359900905374
MATS3Z,-0.097478084962913
MATS3c,0.07118617508308948
MATS3d,-0.06549560853199497
MATS3i,-0.0295366716621947
MATS3m,-0.09783446086217837
MATS3p,-0.08155398186482113
MATS3s,-0.08047794966520436
MATS3v,-0.09623488825292574
MATS4Z,-0.14625565937770926
MATS4c,-0.17351060014324715
MATS4d,-0.09175598972336739
MATS4i,-0.058025055962044596
MATS4m,-0.14489079436945107
MATS4p,-0.06542272550559157
MATS4s,-0.12826730877065676
MATS4v,-0.09730152569737914
MATS5Z,0.05997199024845687
MATS5c,0.10229796899358237
MATS5d,-0.0009082382405420723
MATS5i,-0.05661386477362945
MATS5m,0.05591561558263526
MATS5p,-0.046274078385700176
MATS5s,0.18720822363612272
MATS5v,-0.028561914096909117
MATS6Z,0.10802427511800404
MATS6c,0.11333186994409321
MATS6d,0.0004182350480970305
MATS6i,0.017373829987010654
MATS6m,0.10687080543631428
MATS6p,-0.0016683155677440188
MATS6s,-0.001363371485745066
MATS6v,0.05348456255003638
MATS7Z,-0.006958867161159812
MATS7c,-0.14672510741895675
MATS7d,0.004433291509828524
MATS7i,-0.009839794266162157
MATS7m,-0.0034813330199770644
MATS7p,0.04299086736904915
MATS7s,-0.12954283075502196
MATS7v,0.051510201382150844
MATS8Z,-0.08467189551762076
MATS8c,-0.0067855387818311725
MATS8d,-0.0023993484338198064
MATS8i,0.04303272414969231
MATS8m,-0.08155443757247545
MATS8p,0.056631643684060415
MATS8s,-0.07288945059485472
MATS8v,0.007069601614068419
MAXaaN,4.484221156849276
MAXsOH,9.362368248278791
MINaaN,4.484221156849276
MINsOH,9.362368248278791
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,48.51982346797117
SpAD_D,538.0893764699315
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.2518115809639914
SssNH2,0
SsssAs,0
SsssCH,-0.8867733426126778
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1339
TMWC10,156.75997015953467
TSRW10,87.92304101103359
VE1_Dt,6.0084086559252565
VE2_Dt,0.16238942313311505
VE3_Dt,3.101492750428221
VR1_Dt,261.87447643180275
VR2_Dt,7.077688552210885
VR3_Dt,6.876198111018817
Xc-3dv,0.9733416252906647
Xc-4dv,0.0
Xc-5dv,0.11009324144516676
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4575609329252077
Xch-7d,0.6462788183271102
Xp-0dv,20.10747306328934
Xp-1dv,12.118688414774416
Xp-2dv,9.045427800308651
Xp-3dv,6.414914328238433
Xp-4dv,4.5263252527164575
Xp-5dv,3.1752520538983116
Xp-6dv,1.916130451769831
Xp-7dv,1.2307766802142137
Xpc-4d,5.3014771602154
Xpc-5d,7.941125765554423
Xpc-6d,11.893128488618625
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,68
nFRing,2
nHBAcc,5
nHBDon,4
nHRing,2
nSpiro,0
naRing,4
piPC10,7.432469939477757
AATS0dv,8.25
AATS0pe,6.348318750000001
AATS0se,7.764812812499999
AATS1dv,7.735294117647059
AATS1pe,6.560102941176471
AATS1se,7.804120058823529
AATS2dv,6.267241379310345
AATS2pe,6.458012068965518
AATS2se,7.76760348275862
AATS3dv,4.54375
AATS3pe,6.33500875
AATS3se,7.73914025
AATS4dv,4.08
AATS4pe,6.294589714285714
AATS4se,7.759616731428571
AATS5dv,4.544378698224852
AATS5pe,6.199586390532544
AATS5se,7.663441041420118
AATS6dv,4.476190476190476
AATS6pe,6.195017261904762
AATS6se,7.668551976190476
AATS7dv,4.34375
AATS7pe,6.290028124999999
AATS7se,7.76676825
AATS8dv,4.440789473684211
AATS8pe,6.336790789473684
AATS8se,7.8067597631578955
AATSC0Z,7.2412109375
AATSC0c,0.02402761840874888
AATSC0d,0.583740234375
AATSC0i,1.5603248010157582
AATSC0m,34.430329427490236
AATSC0p,0.22456344952347432
AATSC0s,1.8797743055555554
AATSC0v,48.857167317271724
AATSC1Z,0.15446920955882354
AATSC1c,-0.01430262214802082
AATSC1d,0.12466969209558823
AATSC1i,-0.1179083278436776
AATSC1m,0.8093645952579293
AATSC1p,0.00801810115066242
AATSC1s,-0.1127706290849673
AATSC1v,2.262790065099595
AATSC2Z,-0.08118938577586207
AATSC2c,0.0019508047748897509
AATSC2d,-0.07821760506465517
AATSC2i,-0.13631127239231064
AATSC2m,-0.5073495627273011
AATSC2p,-0.01866136846909986
AATSC2s,0.20628292624521075
AATSC2v,-3.9991349823062055
AATSC3Z,-0.705859375
AATSC3c,0.0017104342508748615
AATSC3d,-0.038232421875
AATSC3i,-0.04608680133398173
AATSC3m,-3.3684727168457016
AATSC3p,-0.0183140434899391
AATSC3s,-0.15128038194444446
AATSC3v,-4.70176403713214
AATSC4Z,-1.0590680803571428
AATSC4c,-0.004169046490114951
AATSC4d,-0.05356166294642857
AATSC4i,-0.09053793389790547
AATSC4m,-4.988637781150948
AATSC4p,-0.014691552916763028
AATSC4s,-0.24111359126984128
AATSC4v,-4.753876921222667
AATSC5Z,0.4342698317307692
AATSC5c,0.002457976562967822
AATSC5d,-0.0005301752034023669
AATSC5i,-0.08833601728764642
