DLiP-ID,I000V2
DLiP-Mol-ID,29002
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H24N4O4/c1-32-24(30)22-13-19(14-23(29-22)25(31)33-2)28-18-9-7-17(8-10-18)26-12-11-16-15-27-21-6-4-3-5-20(16)21/h3-10,13-15,26-27H,11-12H2,1-2H3,(H,28,29)"
Standard Inchi Key(RDKit),OCQIPBRFVLRAQQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)cc(C(=O)OC)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),444.491
MW Monoisotopic(RDKit),444.179755248
MolLogP(RDKit),4.5343
XLogP(SDF),
XLogP(CDK),3.654
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),105.34
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.342862581204574
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MDM2-Like_P53
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,42137959.975362495
qed,0.34286258120457375
Chi0,23.20853153444066
Chi1,16.067213243362943
TPSA,105.34
Chi0n,18.345273280814393
Chi0v,18.345273280814393
Chi1n,10.418081820346378
Chi1v,10.418081820346378
Chi2n,7.348088693307388
Chi2v,7.348088693307388
Chi3n,5.18636810354349
Chi3v,5.18636810354349
Chi4n,3.5390554066126363
Chi4v,3.5390554066126363
MolMR,127.13310000000003
MolWt,444.4910000000002
fr_SH,0
Kappa1,21.885167984411396
Kappa2,9.863323684183227
Kappa3,5.120929781414113
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1247.0664441463653
MolLogP,4.534300000000003
NOCount,8
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.4060683851007958
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,31.397928696480303
SMR_VSA7,83.8118217376231
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,2
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,190.49557617801804
NHOHCount,3
PEOE_VSA1,25.091281636559966
PEOE_VSA2,0.0
PEOE_VSA3,14.573052889090853
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,54.44884259385427
PEOE_VSA8,40.7066837336574
PEOE_VSA9,14.219595082555067
RingCount,4
SMR_VSA10,39.90369433203544
