DLiP-ID,T001MM
AATSC3m,-1.754919608153289
AATSC3p,0.0015945014655418656
AATSC3s,-0.19643707593723495
AATSC3v,-4.237000997932934
AATSC4Z,-1.4766519250780437
AATSC4c,0.0004766296338575858
AATSC4d,-0.13483350676378764
AATSC4i,-0.1621309324200829
AATSC4m,-6.5685677215563185
AATSC4p,-0.048405287924663545
AATSC4s,-0.17903636633222425
AATSC4v,-3.5055256024219004
AATSC5Z,-2.7470234865266887
AATSC5c,-0.0021006818891963486
AATSC5d,0.043768313936786186
AATSC5i,-0.010258940952289531
AATSC5m,-12.899439739782494
AATSC5p,-0.02386585166367934
AATSC5s,-0.09909067509011764
AATSC5v,-11.676390101443916
AATSC6Z,2.3024671030967214
AATSC6c,0.0010451077203034534
AATSC6d,0.007540931782557722
AATSC6i,-0.012143669711184054
AATSC6m,10.89648657156969
AATSC6p,0.01931976431365955
AATSC6s,0.31754627727920476
AATSC6v,10.333659010475438
AATSC7Z,0.11726981924692663
AATSC7c,0.002600713253126031
AATSC7d,0.005518942459629246
AATSC7i,-0.1269846283929337
AATSC7m,0.32539526067561164
AATSC7p,-0.03135687367316373
AATSC7s,0.2761735597870894
AATSC7v,-5.590673134871108
AATSC8Z,-0.500714932736433
AATSC8c,-0.0050275945862335
AATSC8d,0.055622515515163284
AATSC8i,0.08067506385270172
AATSC8m,-2.1979910921346173
AATSC8p,0.023064480506158596
AATSC8s,-0.4090205291413637
AATSC8v,2.992083836719202
ATS0are,402.7729999999999
ATS1are,420.6318
ATS2are,726.7506999999999
ATS3are,914.6388000000001
ATS4are,1029.7958
ATS5are,1077.6259000000002
ATS6are,963.9329000000002
ATS7are,894.2785
ATS8are,898.4230000000001
ATSC0dv,277.7491039426523
ATSC0pe,9.588291935483866
ATSC0se,6.596976596774194
ATSC1dv,55.33425829575672
ATSC1pe,-0.3294465140478583
ATSC1se,0.02621519042663437
ATSC2dv,61.915597178864616
ATSC2pe,3.7881000520291432
ATSC2se,2.5528287929240334
ATSC3dv,-90.84425945195979
ATSC3pe,-1.6017491415192444
ATSC3se,-1.1309010861082243
ATSC4dv,-98.4672216441207
ATSC4pe,-1.0243791883454656
ATSC4se,-0.9405712819979315
ATSC5dv,-88.68447219331716
ATSC5pe,-4.6403287981269274
ATSC5se,-1.7568583915192755
ATSC6dv,169.16626199560642
ATSC6pe,5.11286087408947
ATSC6se,2.4358269469302973
ATSC7dv,14.510463637414732
ATSC7pe,1.1794707856399729
ATSC7se,0.7410536844432696
ATSC8dv,1.7022777199676273
ATSC8pe,-3.229181919875122
ATSC8se,-2.0915228379292543
AXp-0dv,0.5852987014733744
AXp-1dv,0.33665981138198764
AXp-2dv,0.1906580121311909
AXp-3dv,0.112321675093583
AXp-4dv,0.06905113587084974
AXp-5dv,0.036535931720253566
AXp-6dv,0.023244669274065932
AXp-7dv,0.012735890290849271
BertzCT,1155.360787003559
ECIndex,1049
ETA_eta,33.21926357274369
GATS1dv,0.5784159574536726
GATS1pe,0.7255875560852862
GATS1se,0.7015709716952961
GATS2dv,0.7756514958226103
GATS2pe,0.592434441214512
GATS2se,0.5900789139706459
GATS3dv,1.093847178991452
GATS3pe,0.9823258028439719
GATS3se,0.9867766296686546
GATS4dv,1.1632375761368916
GATS4pe,1.0887163292732183
GATS4se,1.1333846795676183
GATS5dv,1.2261891510510958
GATS5pe,1.3989308473518323
GATS5se,1.3831528519180756
GATS6dv,0.7442768285758529
GATS6pe,0.7322636772675701
GATS6se,0.7762358386865265
GATS7dv,1.0359321201137133
GATS7pe,1.0920151055143312
GATS7se,1.144299045401117
GATS8dv,1.0789775653796894
GATS8pe,1.3847898201357949
GATS8se,1.4289481118377874
LogEE_A,4.437709696545566
LogEE_D,249.49283694577804
MATS1dv,0.19299814819594277
MATS1pe,-0.033285522868026544
MATS1se,0.003849637080449888
MATS2dv,0.12340167832992902
MATS2pe,0.21870255635551353
MATS2se,0.2142152637752648
MATS3dv,-0.14180791592653466
MATS3pe,-0.07242840199582949
MATS3se,-0.07432507049670409
MATS4dv,-0.13737595493728383
MATS4pe,-0.0413991290789621
MATS4se,-0.05524824386256252
MATS5dv,-0.1214504153050907
MATS5pe,-0.1840821130243642
MATS5se,-0.10129684035024848
MATS6dv,0.23899878272448863
MATS6pe,0.20924607932211658
MATS6se,0.14488922512531427
MATS7dv,0.023993109921980005
MATS7pe,0.05649419969434994
MATS7se,0.05158965795864412
MATS8dv,0.0027337238246361584
MATS8pe,-0.15022013671502152
MATS8se,-0.14141470014217927
MAXaaCH,1.7062616328210094
MAXaaNH,2.9083879194182334
MAXaasC,0.8940799948747591
MAXdssC,0.11131296191316031
MAXsCH3,1.8423010024644189
MAXssNH,3.0656524613599285
MDEC-11,0.75
MDEC-12,2.870363266172487
MDEC-13,5.847425874465996
MDEC-22,4.385503712996203
MDEC-23,14.17972768273105
MDEC-33,9.001392554888739
MDEN-22,2.798884005022741
MDEO-11,2.1654897931113086
MDEO-12,0.6848965956321773
MINaaCH,1.6186003672701257
MINaaNH,2.9083879194182334
MINaasC,0.023374170336340594
MINdssC,-1.4187216692605393
MINsCH3,1.6437616328210094
MINssNH,2.1758810995086177
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9821428571428577
SM1_Dzi,2.303402132745902
SM1_Dzm,2.975953247918226
SM1_Dzp,-9.178718564091337
SM1_Dzv,-4.152335762637259
SddssSe,0
SpAD_Dt,657.8142317864229
SpAbs_A,41.53212078875733
SpAbs_D,498.9856738915561
SpMAD_A,1.2215329643752157
SpMAD_D,14.676049232104592
SpMax_A,2.4466312951735603
SpMax_D,249.49283694577804
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,183.25
TpiPC10,7.672350647604098
VAdjMat,6.169925001442312
VE1_DzZ,5.735299028367902
VE1_Dzi,5.744091722784402
VE1_Dzm,5.735294407849172
VE1_Dzp,5.7439290470675815
VE1_Dzv,5.746697646495533
VE2_DzZ,0.16868526554023242
VE2_Dzi,0.16894387419954124
VE2_Dzm,0.1686851296426227
VE2_Dzp,0.16893908961963475
VE2_Dzv,0.1690205190145745
VE3_DzZ,2.970415321797584
VE3_Dzi,2.971947231691868
VE3_Dzm,2.970414516169043
VE3_Dzp,2.9719189107617288
VE3_Dzv,2.9724007990965187
VR1_DzZ,223.19389624366175
VR1_Dzi,222.6988961492115
VR1_Dzm,223.1940216264723
VR1_Dzp,222.9037798890569
VR1_Dzv,222.28049135076142
VR2_DzZ,6.564526360107699
VR2_Dzi,6.549967533800338
VR2_Dzm,6.564530047837421
VR2_Dzp,6.5559935261487325
VR2_Dzv,6.5376615103165125
VR3_DzZ,6.631816315176771
VR3_Dzi,6.629596049201449
VR3_Dzm,6.631816876942919
VR3_Dzp,6.630515629649686
VR3_Dzv,6.627715490535088
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07453559924999299
Xch-6dv,0.08445344679306632
Xch-7dv,0.14992593945060262
Xpc-4dv,2.9194452431829827
Xpc-5dv,4.728449442298727
Xpc-6dv,5.490035604403725
Zagreb1,174.0
Zagreb2,200.0
fragCpx,174.13
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,5
nBondsM,16
nBondsO,36
nBondsS,48
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,13
naHRing,1
AATS0are,6.496338709677418
AATS1are,6.572371875
AATS2are,6.488845535714285
AATS3are,6.396075524475525
AATS4are,6.436223750000001
AATS5are,6.611201840490799
AATS6are,6.100841139240508
AATS7are,6.624285185185185
AATS8are,6.463474820143886
AATSC0dv,4.479824257139553
AATSC0pe,0.15464986992715912
AATSC0se,0.10640284833506765
AATSC1dv,0.8645977858711987
AATSC1pe,-0.005147601781997786
AATSC1se,0.000409612350416162
AATSC2dv,0.5528178319541484
AATSC2pe,0.03382232189311735
AATSC2se,0.022793114222536014
AATSC3dv,-0.6352745416220964
AATSC3pe,-0.011201042947687024
AATSC3se,-0.007908399203554016
AATSC4dv,-0.6154201352757543
AATSC4pe,-0.00640236992715916
AATSC4se,-0.0058785705124870715
AATSC5dv,-0.5440765165234182
AATSC5pe,-0.028468274835134526
AATSC5se,-0.010778272340609052
AATSC6dv,1.07067254427599
AATSC6pe,0.03235987894993335
AATSC6se,0.015416626246394286
AATSC7dv,0.10748491583270171
AATSC7pe,0.00873682063437017
AATSC7se,0.005489286551431626
AATSC8dv,0.012246602301925376
AATSC8pe,-0.023231524603418142
AATSC8se,-0.01504692689157737
AETA_eta,0.9770371639042262
ATSC0are,10.458135483870969
ATSC1are,-0.6841592091571197
ATSC2are,4.263971383975031
ATSC3are,-1.5904963579604512
ATSC4are,-1.1817560874089392
ATSC5are,-4.148201352757515
ATSC6are,4.895748283038477
ATSC7are,1.3076920915712982
ATSC8are,-3.598681165452641
BCUTZ-1h,16.013124017740537
BCUTZ-1l,5.681663354596465
BCUTc-1h,0.4648439124940931
BCUTc-1l,-0.4420028087021203
BCUTd-1h,4.044077448192926
BCUTd-1l,0.9706150933460745
BCUTi-1h,14.561205601401152
BCUTi-1l,10.319751728147471
BCUTm-1h,32.06654455721729
BCUTm-1l,11.692733895978412
BCUTp-1h,2.9545953019781215
BCUTp-1l,0.7413727023573176
BCUTs-1h,7.015039187672472
BCUTs-1l,0.29890030122675243
BCUTv-1h,24.4418334610939
BCUTv-1l,14.696917728918464
BalabanJ,1.4325177451056843
Diameter,19
ETA_beta,40.25
GATS1are,0.768705677737535
GATS2are,0.5909673409174008
GATS3are,0.9801415188215459
GATS4are,1.099674000708508
GATS5are,1.3863461641542467
GATS6are,0.7433139358435542
GATS7are,1.1085997063058288
GATS8are,1.3999930072949538
HybRatio,0.42857142857142855
Lipinski,True
LogEE_Dt,328.90711589321137
MATS1are,-0.06337451211003427
MATS2are,0.2257011045664009
MATS3are,-0.06593774144395302
MATS4are,-0.043787010081979334
MATS5are,-0.15087234830381613
MATS6are,0.1836958813381254
MATS7are,0.05742607774019115
MATS8are,-0.15348502044392
MAXddssS,-4.138972997693649
MAXssCH2,0.5632760097418009
MAXsssCH,-0.31530234949069613
MINddssS,-4.138972997693649
MINssCH2,-0.457252946518369
MINsssCH,-1.5645672960271215
NsssssAs,0
RotRatio,0.3055555555555556
SM1_Dzpe,2.5310587515299883
SM1_Dzse,2.4039028641457607
SMR_VSA1,27.950987331049916
SMR_VSA2,0.0
SMR_VSA3,20.006840510352834
SMR_VSA4,5.15571272675054
SMR_VSA5,50.654145537337925
SMR_VSA6,18.406301415831482
SMR_VSA7,41.21677575524036
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,393.2082232941133
SpAD_Dzi,417.61446399008463
SpAD_Dzm,393.3076812919244
SpAD_Dzp,550.0048522061637
SpAD_Dzv,521.1626435677009
SpAbs_Dt,657.8142317864229
SpDiam_A,4.892795583223564
SpDiam_D,381.9333562098989
SpMAD_Dt,19.347477405483026
SpMax_Dt,328.90711589321137
SsssssAs,0
VE1_Dzpe,5.742959965725279
VE1_Dzse,5.7424130374619775
VE2_Dzpe,0.16891058722721408
VE2_Dzse,0.16889450110182286
VE3_Dzpe,2.9717501825110206
VE3_Dzse,2.9716549434162935
VMcGowan,351.2200000000012
VR1_Dzpe,222.55896606119364
VR1_Dzse,222.57027331553272
VR2_Dzpe,6.545851942976284
VR2_Dzse,6.546184509280374
VR3_Dzpe,6.628967514123237
VR3_Dzse,6.629018318488987
mZagreb1,12.92361111111111
mZagreb2,7.402777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,54
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.168679604578564
AATSC1are,-0.010689987643079995
AATSC2are,0.03807117307120563
AATSC3are,-0.011122352153569588
AATSC4are,-0.00738597554630587
AATSC5are,-0.025449088053727087
AATSC6are,0.030985748626825807
AATSC7are,0.00968660808571332
AATSC8are,-0.025889792557213243
AETA_beta,1.1838235294117647
BCUTdv-1h,6.02458696042698
BCUTdv-1l,0.6442295591962481
BCUTpe-1h,3.5373557668722437
BCUTpe-1l,2.225724859134858
BCUTse-1h,3.768526205202622
BCUTse-1l,2.42432292120478
ETA_alpha,15.733333333333336
ETA_dBeta,-4.25
ETA_eta_B,0.8508257317559753
ETA_eta_F,35.737574482208224
ETA_eta_L,8.025336667854807
ETA_eta_R,68.95683805495192
ETA_psi_1,0.5064377682403436
LabuteASA,196.78132655711963
LogEE_DzZ,196.31826914320993
LogEE_Dzi,208.8749791165937
LogEE_Dzm,196.36745839416668
LogEE_Dzp,273.9505584792042
LogEE_Dzv,260.21493921655895
PEOE_VSA1,25.561671707537208
PEOE_VSA2,9.589074368143644
PEOE_VSA3,13.401775505276145
PEOE_VSA4,4.722094864452088
PEOE_VSA5,0.0
PEOE_VSA6,22.851898355370757
PEOE_VSA7,31.898114582465862
PEOE_VSA8,38.324843200903324
PEOE_VSA9,4.895483475517775
SM1_Dzare,2.8037020650092686
SpAD_Dzpe,421.59141418216507
SpAD_Dzse,423.6038311261102
SpAbs_DzZ,390.5769207731048
SpAbs_Dzi,415.4465561004414
SpAbs_Dzm,390.6818401908202
SpAbs_Dzp,557.0798355224998
SpAbs_Dzv,524.5822141957556
SpDiam_Dt,483.4310358692002
SpMAD_DzZ,11.564947743944508
SpMAD_Dzi,12.282778352649547
SpMAD_Dzm,11.567872979174247
SpMAD_Dzp,16.176613300181288
SpMAD_Dzv,15.32831304610885
SpMax_DzZ,196.31826914320993
SpMax_Dzi,208.8749791165937
SpMax_Dzm,196.36745839416668
SpMax_Dzp,273.9505584792042
SpMax_Dzv,260.21493921655895
VE1_Dzare,5.743157636570916
VE2_Dzare,0.16891640107561517
VE3_Dzare,2.9717846015989147
VR1_Dzare,222.56842959686355
VR2_Dzare,6.546130282260693
VR3_Dzare,6.629010034694937
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46274509803921576
AETA_dBeta,-0.125
AETA_eta_B,0.02502428622811692
AETA_eta_F,1.0511051318296536
AETA_eta_L,0.23603931376043552
AETA_eta_R,2.02814229573388
BCUTare-1h,3.5814377017006165
BCUTare-1l,2.172704577390451
ETA_beta_s,22.25
ETA_dPsi_A,0.20756223175965638
ETA_dPsi_B,0.0
ETA_eta_BR,1.1088257317559753
ETA_eta_FL,8.038051162762313
ETA_eta_RL,16.06338783061712
LogEE_Dzpe,210.8701499955393
LogEE_Dzse,211.87261858847114
PEOE_VSA10,17.857492219666966
PEOE_VSA11,5.948339280986494
PEOE_VSA12,10.023291153407584
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.355672072464749
SlogP_VSA2,66.31577146985953
SlogP_VSA3,24.44995410528786
SlogP_VSA4,20.771211599071872
SlogP_VSA5,29.531997720943007
SlogP_VSA6,34.577617482417686
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,416.4136966556214
SpAbs_Dzpe,419.20924123954865
SpAbs_Dzse,421.34133431279656
SpDiam_DzZ,308.8752645331833
SpDiam_Dzi,324.77821139144703
SpDiam_Dzm,308.9609685868767
SpDiam_Dzp,427.87096677747036
SpDiam_Dzv,406.5159701552025
SpMAD_Dzpe,12.39974747594603
SpMAD_Dzse,12.458936209591476
SpMax_Dzpe,210.8701499955393
SpMax_Dzse,211.87261858847114
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6544117647058824
AETA_eta_BR,0.03261252152223457
AETA_eta_FL,0.23641326949300923
AETA_eta_RL,0.47245258325344475
DetourIndex,5338
EState_VSA1,34.486373405771474
EState_VSA2,23.13195648896279
EState_VSA3,30.04082029321907
EState_VSA4,5.563451491696996
EState_VSA5,0.0
EState_VSA6,38.37389567953062
EState_VSA7,6.923737199690624
EState_VSA8,30.479341841109704
EState_VSA9,4.8375885837366335
ETA_beta_ns,18.0
ETA_shape_p,0.20127118644067793
ETA_shape_x,0.052966101694915245
ETA_shape_y,0.31779661016949146
GhoseFilter,False
LogEE_Dzare,208.28931015325213
SlogP_VSA10,5.948339280986494
SlogP_VSA11,0.0
SpAbs_Dzare,413.7749182414951
SpDiam_Dzpe,328.64877902613534
SpDiam_Dzse,330.6536383971038
SpMAD_Dzare,12.247461666341806
SpMax_Dzare,208.28931015325213
TopoPSA(NO),174.87
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.772028387685438
VSA_EState9,68.78361127667488
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5294117647058824
EState_VSA10,23.113398747313283
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03725490196078424
FilterItLogS,-5.178179334143764
SpDiam_Dzare,324.1982372661278
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.636559139784945
ETA_epsilon_2,0.9137254901960781
ETA_epsilon_3,0.4387755102040806
ETA_epsilon_4,0.5980952380952367
ETA_epsilon_5,0.8350427350427347
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.19778362958086443
ETA_dEpsilon_B,0.03846390168970837
ETA_dEpsilon_C,-0.15931972789115606
ETA_dEpsilon_D,0.07868275515334333
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.7352941176470589
MDEDescriptor,"0.75,2.870363266172487,5.847425874465996,0.0,4.385503712996203,14.17972768273105,0.0,9.001392554888739,0.0,0.0,2.1654897931113086,0.6848965956321773,0.0,0.0,0.0,0.0,2.798884005022741,0.0,0.0"
APolDescriptor,69.94220399999998
BCUTDescriptor,"11.849999999999985,31.972072764679275,-0.330401251010944,0.2785825391417814,4.7153911404957585,12.81885132387413"
BPolDescriptor,44.877796
TPSADescriptor,183.25
ALOGPDescriptor,"0.6766999999999994,0.4579228899999992,119.95230000000001"
XLogPDescriptor,1.142
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,492.17910384000004
ChiPathDescriptor,"24.880104409694468,16.063387830617124,15.328907215925655,11.486690698108218,9.842566436183185,5.824294312614424,4.350967074551565,2.4531835553943666,19.28740104006524,11.00668619238598,8.484667424902073,5.63094174446803,4.153585935996703,2.061313361776413,1.3875194895181533,0.6448914199980358"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.30899234324883185,0.48980521980094144,0.0,0.0,0.07453559924999299,0.08445344679306632,0.13716021424165503"
AtomCountDescriptor,62
BondCountDescriptor,36
SmallRingDescriptor,"3,2,3,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"3.217398733428778,0.20412414523193154,0.6529083687052708,0.06804138174397717,1.2173683583909543,0.025499585890087693,0.16708476707543055,0.006374896472521923"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,4,4,3,5,4,0,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,20
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"67.77833319384747,1.9934803880543375,37.02717973791407,15.419750077353314,18.145114394065644"
FractionalPSADescriptor,0.37232381173901236
WienerNumbersDescriptor,"4088.0,49.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.791010488391529,9.84806134803893,11.758123749191851,2.059714718217379,3.1357968485859553,3.043998307328356"
FractionalCSP3Descriptor,0.42857142857142855
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,4,2,0,0,3,5,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"28.569444444444443,12.9919261822376,8.258064516129032"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,2974.13
HBondAcceptorCountDescriptor,9
HybridizationRatioDescriptor,0.42857142857142855
AutocorrelationDescriptorMass,"46.93444905935456,48.43968821628093,64.78335646181549,67.04597967846587,70.3616437475278"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,12
AutocorrelationDescriptorCharge,"0.8766095479746491,-0.39470874089586594,0.05975760459551732,-0.04261395379258529,-0.11778215873458676"
EccentricConnectivityIndexDescriptor,1049
AutocorrelationDescriptorPolarizability,"2361.0645285346322,2725.501837847343,3792.9149338274906,3679.801666500523,3586.123446135617"
