DLiP-ID,C005DD
AATSC4s,0.0006227238370095431
AATSC4v,-3.824426199425363
AATSC5Z,-0.34273709483793513
AATSC5c,-0.0012807055450711488
AATSC5d,-0.007269574496465246
AATSC5i,0.22671661723621248
AATSC5m,-1.6255504053917273
AATSC5p,0.0219851347993412
AATSC5s,-0.15559279267262463
AATSC5v,2.353412541052556
AATSC6Z,-0.08618981573211812
AATSC6c,-5.691860535042697e-05
AATSC6d,-0.05010677410122624
AATSC6i,-0.03434949481295004
AATSC6m,-0.40250579833022093
AATSC6p,-0.004627250370051356
AATSC6s,-0.06144326662703917
AATSC6v,-0.4499453962134723
AATSC7Z,-0.16462585034013605
AATSC7c,-0.00041158105722290247
AATSC7d,-0.058049886621315196
AATSC7i,-0.23831702040580446
AATSC7m,-0.6885338307446381
AATSC7p,-0.02344874673019229
AATSC7s,0.013047996976568395
AATSC7v,-3.865128524443255
AATSC8Z,-0.1058673469387756
AATSC8c,0.0004907537883414745
AATSC8d,-0.030612244897959193
AATSC8i,-0.026804532618760656
AATSC8m,-0.40570131864279935
AATSC8p,0.002606236864120301
AATSC8s,0.1631088199168557
AATSC8v,0.013240705577483358
ATS0are,266.02469999999994
ATS1are,287.754
ATS2are,457.01200000000006
ATS3are,605.5438999999999
ATS4are,623.524
ATS5are,636.7769000000001
ATS6are,636.0138999999999
ATS7are,648.5629999999999
ATS8are,591.642
ATSC0dv,158.57142857142858
ATSC0pe,5.4392976190476165
ATSC0se,3.3526964761904754
ATSC1dv,22.244897959183692
ATSC1pe,-0.35460697278911396
ATSC1se,-0.27396317687074795
ATSC2dv,-17.408163265306108
ATSC2pe,-0.38896972789115436
ATSC2se,-0.29216481632653024
ATSC3dv,-18.734693877551017
ATSC3pe,-0.2221183673469369
ATSC3se,-0.10519223129251644
ATSC4dv,-28.489795918367346
ATSC4pe,-0.0225586734693859
ATSC4se,0.0636229727891164
ATSC5dv,-30.530612244897963
ATSC5pe,-1.3128823129251683
ATSC5se,-0.6784448707482986
ATSC6dv,-5.163265306122447
ATSC6pe,-0.5130179705215421
ATSC6se,-0.42680859637188223
ATSC7dv,-0.8571428571428614
ATSC7pe,0.26154404761904737
ATSC7se,0.0021775714285713604
ATSC8dv,-20.59183673469389
ATSC8pe,0.2161102040816317
ATSC8se,0.29027167346938787
AXp-0dv,0.5308657318524564
AXp-1dv,0.28338943298132696
AXp-2dv,0.14802046486886378
AXp-3dv,0.07794952342796425
AXp-4dv,0.04140164369131447
AXp-5dv,0.02225086282584278
AXp-6dv,0.011686055127637127
AXp-7dv,0.006265390281263598
BertzCT,1053.2425673755524
ECIndex,492
ETA_eta,16.194918008075085
GATS1dv,0.5688288288288288
GATS1pe,0.6897700231195234
GATS1se,0.7369276162539967
GATS2dv,0.8582707707707707
GATS2pe,0.719450913144569
GATS2se,0.7283006266105314
GATS3dv,1.0046077327327327
GATS3pe,0.9473209185359628
GATS3se,0.9460827406713113
GATS4dv,1.0329283829283828
GATS4pe,0.959397954586409
GATS4se,0.9744408017919944
GATS5dv,1.0532458929517752
GATS5pe,1.0552426661613012
GATS5se,1.0696934998201817
GATS6dv,0.9413539753345579
GATS6pe,0.8852670703472696
GATS6se,0.9014595255552071
GATS7dv,0.9505105105105104
GATS7pe,0.9216930582336217
GATS7se,0.9579764040958304
GATS8dv,1.1487002627627627
GATS8pe,1.170430109586103
GATS8se,1.1486562713571875
LogEE_A,4.198926531344637
LogEE_D,126.02071663554638
MATS1dv,0.13093093093093103
MATS1pe,-0.06084728785156204
MATS1se,-0.07626666084903232
MATS2dv,-0.06403903903903899
MATS2pe,-0.041714762424828515
MATS2se,-0.05083355364877159
MATS3dv,-0.051689189189189175
MATS3pe,-0.017865686439731878
MATS3se,-0.013726742494378228
MATS4dv,-0.07622167622167621
MATS4pe,-0.0017594820123156333
MATS4se,0.008050703189282998
MATS5dv,-0.07927927927927929
MATS5pe,-0.0993875748858968
MATS5se,-0.083323872186154
MATS6dv,-0.013277355024927833
MATS6pe,-0.03845933950595788
MATS6se,-0.05190999483817065
MATS7dv,-0.002162162162162173
MATS7pe,0.019233663309994934
MATS7se,0.0002597994114928818
MATS8dv,-0.05681306306306309
MATS8pe,0.017382430767277746
MATS8se,0.03787812527758398
MAXaaCH,1.9033564814814814
MAXaaaC,0.8465522381792226
MAXaasC,0.7105021730914589
MAXssNH,3.2676651077097505
MDEC-22,15.937772565866236
MDEC-23,26.29800209947827
MDEC-33,9.853089616704176
MDEN-22,0.6694329500821695
MINaaCH,1.3872731376501217
MINaaaC,0.5203457000083986
MINaasC,-0.33410098285819756
MINssNH,3.2676651077097505
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.011904761904762
SM1_Dzi,1.202586135767786
SM1_Dzm,1.0445550874627276
SM1_Dzp,-4.635044386748161
SM1_Dzv,-1.9036280280890194
SddssSe,0
SpAD_Dt,512.0603155210897
SpAbs_A,34.59970386235853
SpAbs_D,252.04143327109273
SpMAD_A,1.3307578408599434
SpMAD_D,9.693901279657412
SpMax_A,2.4562398594756933
SpMax_D,126.02071663554638
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,58.04
TpiPC10,9.099517700242517
VAdjMat,5.857980995127572
VE1_DzZ,5.035779040611332
VE1_Dzi,5.036282218210301
VE1_Dzm,5.0360701474370675
VE1_Dzp,5.008017288043382
VE1_Dzv,5.027650596038949
VE2_DzZ,0.193683809254282
VE2_Dzi,0.19370316223885775
VE2_Dzm,0.19369500567065645
VE2_Dzp,0.19261604954013006
VE2_Dzv,0.19337117677072882
VE3_DzZ,2.5720796842762144
VE3_Dzi,2.5721795997923054
VE3_Dzm,2.5721374903097205
VE3_Dzp,2.566551530904615
VE3_Dzv,2.57046424170175
VR1_DzZ,157.26761245685663
VR1_Dzi,157.28855736764172
VR1_Dzm,157.23245208357193
VR1_Dzp,160.20390176798924
VR1_Dzv,158.43603216127156
VR2_DzZ,6.048754325263716
VR2_Dzi,6.049559898755451
VR2_Dzm,6.047402003214305
VR2_Dzp,6.161688529538048
VR2_Dzv,6.093693544664291
VR3_DzZ,6.013460337241417
VR3_Dzi,6.013593508438332
VR3_Dzm,6.013236741907773
VR3_Dzp,6.031958834970528
VR3_Dzv,6.020862374304676
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09497288500670553
Xch-7dv,0.10460333276829514
Xpc-4dv,1.206953112098054
Xpc-5dv,1.6895135624519855
Xpc-6dv,2.2153621539778316
Zagreb1,138.0
Zagreb2,163.0
fragCpx,191.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,23
nBondsD,0
nBondsM,23
nBondsO,29
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.333921428571427
AATS1are,6.394533333333333
AATS2are,6.34738888888889
AATS3are,6.307748958333332
AATS4are,6.298222222222222
AATS5are,6.242910784313726
AATS6are,6.174892233009708
AATS7are,6.176790476190475
AATS8are,6.162937500000001
AATSC0dv,3.775510204081633
AATSC0pe,0.1295070861678004
AATSC0se,0.0798261065759637
AATSC1dv,0.4943310657596376
AATSC1pe,-0.0078801549508692
AATSC1se,-0.006088070597127732
AATSC2dv,-0.2417800453514737
AATSC2pe,-0.005402357331821588
AATSC2se,-0.004057844671201809
AATSC3dv,-0.19515306122448975
AATSC3pe,-0.0023137329931972594
AATSC3se,-0.0010957524092970463
AATSC4dv,-0.2877757163471449
AATSC4pe,-0.00022786538857965554
AATSC4se,0.0006426562907991555
AATSC5dv,-0.2993197278911565
AATSC5pe,-0.012871395224756553
AATSC5se,-0.006651420301453908
AATSC6dv,-0.050128789379829584
AATSC6pe,-0.004980756995354777
AATSC6se,-0.004143772780309536
AATSC7dv,-0.00816326530612249
AATSC7pe,0.002490895691609975
AATSC7se,2.0738775510203432e-05
AATSC8dv,-0.214498299319728
AATSC8pe,0.0022511479591836637
AATSC8se,0.0030236632653061236
AETA_eta,0.6228814618490417
ATSC0are,5.96898333333333
ATSC1are,-0.4323249999999997
ATSC2are,-0.4680833333333326
ATSC3are,-0.2408499999999993
ATSC4are,0.059641666666667065
ATSC5are,-1.3561833333333324
ATSC6are,-0.6303305555555556
ATSC7are,0.2650749999999995
ATSC8are,0.26470000000000027
BCUTZ-1h,9.004067019491334
BCUTZ-1l,5.670654279858754
BCUTc-1h,0.4168359508453236
BCUTc-1l,-0.3785875459403666
BCUTd-1h,3.2705277570224487
BCUTd-1l,0.9929755982963548
BCUTi-1h,17.424771969932227
BCUTi-1l,10.933692959075387
BCUTm-1h,19.00014154780939
BCUTm-1l,11.683759814483489
BCUTp-1h,2.013884792454424
BCUTp-1l,0.5458627631393144
BCUTs-1h,8.001918741497748
BCUTs-1l,1.264458877542653
BCUTv-1h,20.915669216816262
BCUTv-1l,13.304120680134988
BalabanJ,1.4742494484052249
Diameter,11
ETA_beta,40.0
GATS1are,0.703392258313113
GATS2are,0.727415077200007
GATS3are,0.9532413567078704
GATS4are,0.9546995761845303
GATS5are,1.047646469174062
GATS6are,0.8814690841005296
GATS7are,0.9187140826805872
GATS8are,1.1764608154934257
HybRatio,0.047619047619047616
Lipinski,True
LogEE_Dt,256.0301577605449
MATS1are,-0.06760001005196305
MATS2are,-0.04574457589557867
MATS3are,-0.017653236592496166
MATS4are,0.00423900082133341
MATS5are,-0.09355503277317727
MATS6are,-0.04306059829186571
MATS7are,0.017763494062361235
MATS8are,0.01940133579420284
MAXsssCH,-0.45425359032501955
MINsssCH,-0.45425359032501955
NsssssAs,0
RotRatio,0.13793103448275862
SM1_Dzpe,1.1015700442235659
SM1_Dzse,0.9827837795551935
SMR_VSA1,9.496942442515525
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.041840829147961
SMR_VSA6,5.316788604006331
SMR_VSA7,96.19832522389524
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,187.35144745335697
SpAD_Dzi,182.03877108152585
SpAD_Dzm,187.21661260241308
SpAD_Dzp,245.99709551601015
SpAD_Dzv,222.82484772413216
SpAbs_Dt,512.0603155210897
SpDiam_A,4.912479718951387
SpDiam_D,174.77646591238818
SpMAD_Dt,19.694627520041912
SpMax_Dt,256.0301577605449
SsssssAs,0
VE1_Dzpe,5.036062600009169
VE1_Dzse,5.035598523948079
VE2_Dzpe,0.19369471538496802
VE2_Dzse,0.19367686630569533
VE3_Dzpe,2.572135991634497
VE3_Dzse,2.5720438368140144
VMcGowan,253.57999999999998
VR1_Dzpe,157.23057891645718
VR1_Dzse,157.28989620020525
VR2_Dzpe,6.047329958325276
VR2_Dzse,6.049611392315587
VR3_Dzpe,6.01322482847484
VR3_Dzse,6.013602020353552
mZagreb1,6.888888888888889
mZagreb2,5.722222222222222
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,34
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1421186507936507
AATSC1are,-0.009607222222222215
AATSC2are,-0.0065011574074073965
AATSC3are,-0.0025088541666666592
AATSC4are,0.0006024410774410814
AATSC5are,-0.013295915032679729
AATSC6are,-0.006119714131607336
AATSC7are,0.0025245238095238046
AATSC8are,0.0027572916666666696
AETA_beta,1.5384615384615385
BCUTdv-1h,7.004057582830919
BCUTdv-1l,2.7534427250372153
BCUTpe-1h,3.9886668402185803
BCUTpe-1l,2.2171585182263502
BCUTse-1h,4.009943093031087
BCUTse-1l,2.4127279840696274
ETA_alpha,12.31904761904762
ETA_dBeta,7.0
ETA_eta_B,0.19386687176081985
ETA_eta_F,29.571264258626385
ETA_eta_L,4.612656366716499
ETA_eta_R,45.76618226670147
ETA_psi_1,0.5788767061982548
LabuteASA,149.54112547838014
LogEE_DzZ,93.7146431405979
LogEE_Dzi,91.05349091015877
LogEE_Dzm,93.64848149687819
LogEE_Dzp,122.1071930682458
LogEE_Dzv,111.04634154897204
PEOE_VSA1,10.423315998847038
PEOE_VSA2,9.967957041894417
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,36.39820241076966
PEOE_VSA8,29.03074912407151
PEOE_VSA9,11.735768823996422
SM1_Dzare,1.2329614454823004
SpAD_Dzpe,185.963750768403
SpAD_Dzse,187.6251136297941
SpAbs_DzZ,186.5228824706615
SpAbs_Dzi,181.11370482324298
SpAbs_Dzm,186.35753319953955
SpAbs_Dzp,248.8494305232398
SpAbs_Dzv,223.99631112603308
SpDiam_Dt,342.29109394765806
SpMAD_DzZ,7.205824902052191
SpMAD_Dzi,7.001491195443302
SpMAD_Dzm,7.200638946246657
SpMAD_Dzp,9.461426750615775
SpMAD_Dzv,8.57018645092816
SpMax_DzZ,93.7146431405979
SpMax_Dzi,91.05349091015877
SpMax_Dzm,93.64848149687819
SpMax_Dzp,122.1071930682458
SpMax_Dzv,111.04634154897204
VE1_Dzare,5.036366046853262
VE2_Dzare,0.19370638641743315
VE3_Dzare,2.572196244599263
VR1_Dzare,157.1754639334022
VR2_Dzare,6.0452101512847
VR3_Dzare,6.012874230991916
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,22
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47380952380952385
AETA_dBeta,0.2692307692307692
AETA_eta_B,0.007456418144646917
AETA_eta_F,1.1373563176394763
AETA_eta_L,0.1774098602583269
AETA_eta_R,1.760237779488518
BCUTare-1h,4.107715379070897
BCUTare-1l,2.1679702475196385
ETA_beta_s,16.5
ETA_dPsi_A,0.13512329380174515
ETA_dPsi_B,0.0
ETA_eta_BR,0.5378668717608198
ETA_eta_FL,8.107690323895778
ETA_eta_RL,12.720346690612276
LogEE_Dzpe,93.02424346282548
LogEE_Dzse,93.8503561910338
PEOE_VSA10,17.08343339194606
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,15.074484436735123
SlogP_VSA3,0.0
SlogP_VSA4,5.817220841045895
SlogP_VSA5,17.299220315693418
SlogP_VSA6,79.12372489630387
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,184.07192929812265
SpAbs_Dzpe,185.0725308255969
SpAbs_Dzse,186.8207139759583
SpDiam_DzZ,131.85233455360097
SpDiam_Dzi,127.90184733220619
SpDiam_Dzm,131.78120098658707
SpDiam_Dzp,173.31149886118956
SpDiam_Dzv,157.5780133884916
SpMAD_Dzpe,7.1524519526308845
SpMAD_Dzse,7.21635052422285
SpMax_Dzpe,93.02424346282548
SpMax_Dzse,93.8503561910338
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6346153846153846
AETA_eta_BR,0.020687187375416145
AETA_eta_FL,0.3118342432267607
AETA_eta_RL,0.4892441034850875
DetourIndex,3240
EState_VSA1,6.041840829147961
EState_VSA2,11.5667326743298
EState_VSA3,22.46146647884528
EState_VSA4,5.386224214464796
EState_VSA5,12.13273413692322
EState_VSA6,24.526421280149375
EState_VSA7,42.46456947923127
EState_VSA8,15.284745645900749
EState_VSA9,0.0
ETA_beta_ns,23.5
ETA_shape_p,0.05025125628140704
ETA_shape_x,0.0
ETA_shape_y,0.32470042520293774
GhoseFilter,True
LogEE_Dzare,92.08338624311834
SlogP_VSA10,10.077801322358383
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,183.08889863594496
SpDiam_Dzpe,130.86205075402347
SpDiam_Dzse,132.03584115326353
SpMAD_Dzare,7.079689588389333
SpMax_Dzare,92.08338624311834
TopoPSA(NO),58.04
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.595048354256509
VSA_EState9,47.9049516457435
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.9038461538461539
EState_VSA10,9.496942442515525
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.026190476190476167
FilterItLogS,-6.162528280669727
SpDiam_Dzare,129.5263288159482
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6209750566893425
ETA_epsilon_2,0.8184981684981683
ETA_epsilon_3,0.44444444444444475
ETA_epsilon_4,0.52468253968254
ETA_epsilon_5,0.7814625850340134
AETA_beta_ns_d,0.057692307692307696
ETA_dEpsilon_A,0.17653061224489774
ETA_dEpsilon_B,0.09629251700680252
ETA_dEpsilon_C,-0.08023809523809522
ETA_dEpsilon_D,0.03703558346415481
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.9230769230769231
MDEDescriptor,"0.0,0.0,0.0,0.0,15.937772565866236,26.29800209947827,0.0,9.853089616704176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6694329500821695,0.0,0.0"
APolDescriptor,52.28768799999998
BCUTDescriptor,"11.850000000000007,18.99840717532729,-0.35793782114678263,0.20978480889104667,4.25869177907094,11.823774376135285"
BPolDescriptor,21.994311999999997
TPSADescriptor,58.04
ALOGPDescriptor,"4.5367,20.58164689,99.4841"
XLogPDescriptor,3.6480000000000006
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,345.12774048
ChiPathDescriptor,"17.932510652501772,12.720346690612278,11.244162959147111,9.645123618135763,8.315714553134805,6.830958488561931,4.494973194871933,3.3200882294857132,13.802509028163866,8.218293556458482,5.920818594754552,4.2092742651100705,2.980918345774642,2.0693302428033777,1.1335473473808009,0.7079891017827868"
ChiChainDescriptor,"0.0,0.0,0.0,0.324284294838188,0.4744205417048124,0.0,0.0,0.0,0.09497288500670553,0.10460333276829514"
AtomCountDescriptor,42
BondCountDescriptor,29
SmallRingDescriptor,"4,4,3,3,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.4268309933538161,0.0,0.3487731593071871,0.0,0.5715018606085569,0.0,0.08923503277082807,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,16,2,0,1,0,0"
ZagrebIndexDescriptor,138.0
LargestChainDescriptor,12
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"53.908718845593064,2.073412263292041,14.475240842476653,2.6085098771900355,9.33830764234117"
FractionalPSADescriptor,0.16816961719529872
WienerNumbersDescriptor,"1584.0,42.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.579578246260676,6.167775187668404,8.961735243522126,1.2069531120980534,1.6895135624519844,2.0296127122484284"
FractionalCSP3Descriptor,0.047619047619047616
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.322235434007133,9.0,4.54320987654321"
AromaticAtomsCountDescriptor,22
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,1375.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.047619047619047616
AutocorrelationDescriptorMass,"29.356454078413034,30.910968687740397,43.48957350911989,46.735107384595544,43.970083168160926"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.33763846640485706,-0.13034141151490292,-0.08989280346733135,0.05942825088847761,-0.03171791891210366"
EccentricConnectivityIndexDescriptor,492
AutocorrelationDescriptorPolarizability,"1796.6968527771335,2130.1503656733466,2984.6729975349235,3173.598185634995,2908.347640418622"
