DLiP-ID,T000BH
DLiP-Mol-ID,15752
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H29N3O5/c1-2-15-28-26(33)29-23-10-6-9-22(17-23)21-13-11-19(12-14-21)16-24(25(31)32)30-27(34)35-18-20-7-4-3-5-8-20/h3-14,17,24H,2,15-16,18H2,1H3,(H,30,34)(H,31,32)(H2,28,29,33)/t24-/m0/s1"
Standard Inchi Key(RDKit),AXFVHISBVMLEMF-DEOSSOPVSA-N
Canonical SMILES(RDKit),CCCNC(=O)Nc1cccc(-c2ccc(C[C@H](NC(=O)OCc3ccccc3)C(=O)O)cc2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),475.545
MW Monoisotopic(RDKit),475.210721028
MolLogP(RDKit),4.8072
XLogP(SDF),
XLogP(CDK),4.559
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),116.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.335850246984623
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,62063846.78579957
qed,0.3358502469846229
Chi0,25.045394827624126
Chi1,16.939892043425118
TPSA,116.76
Chi0n,19.491537650756364
Chi0v,19.491537650756364
Chi1n,11.385562038507175
Chi1v,11.385562038507175
Chi2n,7.95964526956386
Chi2v,7.95964526956386
Chi3n,5.186024488531682
Chi3v,5.186024488531682
Chi4n,3.366434326465927
Chi4v,3.366434326465927
MolMR,134.08089999999996
MolWt,475.54500000000024
fr_SH,0
