DLiP-ID,T002EW
AATSC4v,-8.633666097029053
AATSC5Z,-0.6184894885421467
AATSC5c,0.0016168374281534592
AATSC5d,0.06847209751915037
AATSC5i,-0.056839575736591985
AATSC5m,-2.598934127674375
AATSC5p,-0.0036132967245133983
AATSC5s,-0.054945066372794275
AATSC5v,-0.06920843359559599
AATSC6Z,0.4141260404280617
AATSC6c,-0.001305963598170679
AATSC6d,-0.022059453032104635
AATSC6i,0.15214670410803127
AATSC6m,2.360387606554102
AATSC6p,0.020200195497777615
AATSC6s,0.04032956353445877
AATSC6v,7.610411688367503
AATSC7Z,0.6388282347854287
AATSC7c,0.0002102588670844457
AATSC7d,-0.0967679169819479
AATSC7i,-0.07802809492656741
AATSC7m,2.899195890541564
AATSC7p,-0.016028203424637674
AATSC7s,0.26368216910389414
AATSC7v,-3.2172184143465796
AATSC8Z,-1.4949995753354852
AATSC8c,0.0007780900052856455
AATSC8d,0.020076014948190925
AATSC8i,-0.3218881661710097
AATSC8m,-7.379859880064123
AATSC8p,-0.058026964720373386
AATSC8s,-0.15086044799433168
AATSC8v,-10.969629585520453
ATS0are,348.8272
ATS1are,380.1
ATS2are,655.5740000000003
ATS3are,831.4318999999999
ATS4are,855.5920000000003
ATS5are,859.0110000000001
ATS6are,732.3700999999998
ATS7are,659.1780999999999
ATS8are,650.3308000000002
ATSC0dv,207.10344827586206
ATSC0pe,5.394498275862066
ATSC0se,3.4434591034482755
ATSC1dv,69.03232483375164
ATSC1pe,0.29099491676576295
ATSC1se,-0.004790126040427727
ATSC2dv,0.7309053008616742
ATSC2pe,0.5031290130796777
ATSC2se,0.3062786730083242
ATSC3dv,-102.83290028038344
ATSC3pe,-1.8910131688466016
ATSC3se,-0.9511193995243746
ATSC4dv,-96.50643707520443
ATSC4pe,-2.4122009215219897
ATSC4se,-1.3248700309155752
ATSC5dv,48.25143494663907
ATSC5pe,0.35530781807371664
ATSC5se,0.07264472057074876
ATSC6dv,44.08079740461824
ATSC6pe,0.650708888228295
ATSC6se,-0.029089688466112068
ATSC7dv,-45.85945596805685
ATSC7pe,1.7343825802615973
ATSC7se,1.6047932175980975
ATSC8dv,-51.03969407378048
ATSC8pe,-1.2707277051129624
ATSC8se,-0.40368261355529184
AXp-0dv,0.619556632989871
AXp-1dv,0.3409127898187746
AXp-2dv,0.18863917857335732
AXp-3dv,0.11189309502748228
AXp-4dv,0.06367101474673266
AXp-5dv,0.036955757034712725
AXp-6dv,0.021614916631223276
AXp-7dv,0.012748622626430192
BertzCT,1179.1437837898243
ECIndex,976
ETA_eta,29.50196872217728
GATS1dv,0.5585820777077608
GATS1pe,0.6325935083589576
GATS1se,0.6366660578577759
GATS2dv,1.037846790991445
GATS2pe,0.8523880993067247
GATS2se,0.7914764598265411
GATS3dv,1.2606594315840058
GATS3pe,1.157552026052179
GATS3se,1.1290784499981166
GATS4dv,1.1657787735876315
GATS4pe,1.1748308004158072
GATS4se,1.21248218310705
GATS5dv,0.8848822085783538
GATS5pe,0.9709873890137277
GATS5se,1.0090754134085043
GATS6dv,0.8806785066785067
GATS6pe,0.8702717768965763
GATS6se,0.9140755355125358
GATS7dv,1.0453135809196414
GATS7pe,0.7736083834862634
GATS7se,0.7531105626113983
GATS8dv,0.9722363725339915
GATS8pe,1.0057250675439575
GATS8se,0.9846528789168723
LogEE_A,4.394935395654392
LogEE_D,225.69306442166902
MATS1dv,0.31692998359665
MATS1pe,0.05128997678784835
MATS1se,-0.0013226659398003148
MATS2dv,0.0019310606312702015
MATS2pe,0.05103292152091957
MATS2se,0.048668051133151265
MATS3dv,-0.21020942351031566
MATS3pe,-0.14840581593658878
MATS3se,-0.11693581230183751
MATS4dv,-0.1889996101340313
MATS4pe,-0.18136537429565494
MATS4se,-0.1560523463574558
MATS5dv,0.09192498383730434
MATS5pe,0.025987491713039223
MATS5se,0.008323764548713463
MATS6dv,0.09875977520421962
MATS6pe,0.05596978786496678
MATS6se,-0.0039197838692957045
MATS7dv,-0.11675537332102992
MATS7pe,0.16952320428403547
MATS7se,0.24573072341831412
MATS8dv,-0.12762351552034093
MATS8pe,-0.12198639893235527
MATS8se,-0.06070928057995672
MAXaaCH,2.1343082709754735
MAXaaaC,1.2180610209689293
MAXaasC,1.1661324910382105
MAXaasN,2.2405939443383494
MAXdsCH,1.7946062190308223
MAXdssC,0.05496816125157844
MAXsCH3,2.1384021852700372
MAXsssN,1.7691107721124926
MDEC-11,0.055555555555555566
MDEC-12,3.822758452172018
MDEC-13,2.1497630641262058
MDEC-22,18.97217547345463
MDEC-23,25.46788787124588
MDEC-33,6.140382301667037
MDEN-33,0.388067491097121
MDEO-11,0.14285714285714285
MINaaCH,1.8892489098103276
MINaaaC,1.2177542301894095
MINaasC,0.6585917947425888
MINaasN,2.2405939443383494
MINdsCH,1.5801336381404925
MINdssC,-0.0464987045759393
MINsCH3,1.5604147692444794
MINsssN,1.765447702420027
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.20063025210084
SM1_Dzi,1.066777545455193
SM1_Dzm,2.2125751633547446
SM1_Dzp,-3.061051098060835
SM1_Dzv,-1.5150953359372603
SddssSe,0
SpAD_Dt,713.319020461649
SpAbs_A,41.6807378903303
SpAbs_D,451.38612884333816
SpMAD_A,1.3025230590728218
SpMAD_D,14.105816526354317
SpMax_A,2.4577097588227796
SpMax_D,225.69306442166902
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,70.85000000000001
TpiPC10,8.953480966991195
VAdjMat,6.129283016944966
VE1_DzZ,5.555524774971209
VE1_Dzi,5.57340121388704
VE1_Dzm,5.555428238472518
VE1_Dzp,5.530745957521565
VE1_Dzv,5.545645333259971
VE2_DzZ,0.17361014921785028
VE2_Dzi,0.17416878793397
VE2_Dzm,0.1736071324522662
VE2_Dzp,0.1728358111725489
VE2_Dzv,0.1733014166643741
VE3_DzZ,2.8779436973770767
VE3_Dzi,2.8811563082451435
VE3_Dzm,2.8779263205600607
VE3_Dzp,2.873473509103743
VE3_Dzv,2.8761638049471605
VR1_DzZ,212.05160887503644
VR1_Dzi,210.28982081893426
VR1_Dzm,212.0504844551322
VR1_Dzp,215.2286308344695
VR1_Dzv,213.52087224700242
VR2_DzZ,6.626612777344889
VR2_Dzi,6.571556900591696
VR2_Dzm,6.626577639222881
VR2_Dzp,6.725894713577172
VR2_Dzv,6.6725272577188255
VR3_DzZ,6.519980492941244
VR3_Dzi,6.5116374881994235
VR3_Dzm,6.519975190350562
VR3_Dzp,6.534851672154991
VR3_Dzv,6.526885399976981
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.16461531022530035
Xch-7dv,0.2862427997172911
Xpc-4dv,2.85231014111727
Xpc-5dv,3.7792885988032823
Xpc-6dv,4.967171810878252
Zagreb1,168.0
Zagreb2,198.0
fragCpx,233.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,35
nBondsS,42
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.014262068965517
AATS1are,6.231147540983607
AATS2are,6.184660377358493
AATS3are,6.06884598540146
AATS4are,5.983160839160841
AATS5are,5.84361224489796
AATS6are,5.858960799999998
AATS7are,5.99252818181818
AATS8are,5.8065250000000015
AATSC0dv,3.5707491082045184
AATSC0pe,0.09300859096313907
AATSC0se,0.059369984542211644
AATSC1dv,1.1316774562910106
AATSC1pe,0.004770408471569884
AATSC1se,-7.852665640045454e-05
AATSC2dv,0.006895333026996926
AATSC2pe,0.004746500123393186
AATSC2se,0.0028894214434747566
AATSC3dv,-0.7506051115356456
AATSC3pe,-0.013803015830997092
AATSC3se,-0.006942477368791056
AATSC4dv,-0.674870189337094
AATSC4pe,-0.016868537912741188
AATSC4se,-0.009264825391018009
AATSC5dv,0.3282410540587692
AATSC5pe,0.0024170599868960315
AATSC5se,0.0004941817725901276
AATSC6dv,0.3526463792369459
AATSC6pe,0.00520567110582636
AATSC6se,-0.00023271750772889654
AATSC7dv,-0.4169041451641532
AATSC7pe,0.01576711436601452
AATSC7se,0.014589029250891795
AATSC8dv,-0.4557115542301829
AATSC8pe,-0.011345783081365735
AATSC8se,-0.00360430904960082
AETA_eta,0.92193652256804
ATSC0are,5.175606896551722
ATSC1are,0.23430998810940176
ATSC2are,0.5197839476813434
ATSC3are,-2.0244818073721658
ATSC4are,-2.242692865636142
ATSC5are,0.6324032104637276
ATSC6are,0.36942651605231436
ATSC7are,1.4866214030915605
ATSC8are,-0.9874340071343691
BCUTZ-1h,17.00110478162393
BCUTZ-1l,5.679420295469183
BCUTc-1h,0.3941221862444689
BCUTc-1l,-0.4609084724336463
BCUTd-1h,3.278354751888677
BCUTd-1l,0.9726874699526411
BCUTi-1h,14.551373395878024
BCUTi-1l,10.337225837124564
BCUTm-1h,35.45051798600756
BCUTm-1l,11.691064119464984
BCUTp-1h,2.916696172980825
BCUTp-1l,0.7511093174349167
BCUTs-1h,7.009360246059011
BCUTs-1l,0.6282220301055185
BCUTv-1h,24.43424724749319
BCUTv-1l,14.701777838332212
BalabanJ,1.1913983994565576
Diameter,18
ETA_beta,39.5
GATS1are,0.6662264539073723
GATS2are,0.900116205620887
GATS3are,1.2097800529582559
GATS4are,1.1956485715964864
GATS5are,0.9418085085813828
GATS6are,0.8429460133277722
GATS7are,0.7259952280368009
GATS8are,0.8700625599510853
HybRatio,0.28
Lipinski,False
LogEE_Dt,356.65951023082454
MATS1are,0.043045492156614
MATS2are,0.054952025968171496
MATS3are,-0.16559988159523556
MATS4are,-0.17575208047090035
MATS5are,0.048210700512583804
MATS6are,0.03311957551538146
MATS7are,0.15145178861098268
MATS8are,-0.09879995987239173
MAXssCH2,0.9130631321045254
MINssCH2,0.5596422369503917
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,1.2056603737043525
SM1_Dzse,1.1989188565956233
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,14.366919109492311
SMR_VSA4,0.0
SMR_VSA5,30.183197756329374
SMR_VSA6,26.1790256236503
SMR_VSA7,65.32351796311654
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,322.60717639833706
SpAD_Dzi,357.1842090314527
SpAD_Dzm,322.5811920454495
SpAD_Dzp,413.16659343695795
SpAD_Dzv,403.9467314755092
SpAbs_Dt,713.3190204616492
SpDiam_A,4.8381754994857715
SpDiam_D,352.16312189983455
SpMAD_Dt,22.29121938942653
SpMax_Dt,356.65951023082454
SsssssAs,0
VE1_Dzpe,5.569092382910645
VE1_Dzse,5.567178280467161
VE2_Dzpe,0.17403413696595765
VE2_Dzse,0.17397432126459877
VE3_Dzpe,2.880382903054691
VE3_Dzse,2.8800391430078687
VMcGowan,346.9400000000012
VR1_Dzpe,210.71792209284635
VR1_Dzse,210.93834681735578
VR2_Dzpe,6.5849350654014485
VR2_Dzse,6.591823338042368
VR3_Dzpe,6.51367118676516
VR3_Dzse,6.51471670540601
mZagreb1,10.222222222222221
mZagreb2,7.083333333333331
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,51
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.08923460166468486
AATSC1are,0.0038411473460557666
AATSC2are,0.004903622147937202
AATSC3are,-0.014777239469869823
AATSC4are,-0.015683166892560434
AATSC5are,0.004302062656215834
AATSC6are,0.0029554121284185147
AATSC7are,0.013514740028105095
AATSC8are,-0.008816375063699724
AETA_beta,1.234375
BCUTdv-1h,6.023245148599711
BCUTdv-1l,0.660638479307211
BCUTpe-1h,3.490872350007588
BCUTpe-1l,2.2230026753755556
BCUTse-1h,3.7037509114000096
BCUTse-1l,2.4212493589030273
ETA_alpha,15.914285714285716
ETA_dBeta,-1.5
ETA_eta_B,0.4574847665423718
ETA_eta_F,30.519717790432523
ETA_eta_L,7.689263526664458
ETA_eta_R,60.021686512609804
ETA_psi_1,0.6100766703176345
LabuteASA,197.17731063029623
LogEE_DzZ,161.2209727274667
LogEE_Dzi,178.50639703884337
LogEE_Dzm,161.20868857470305
LogEE_Dzp,206.00934963759255
LogEE_Dzv,201.68928536226636
PEOE_VSA1,14.366919109492311
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,41.56192604500846
PEOE_VSA7,42.82867707206794
PEOE_VSA8,67.09757407320079
PEOE_VSA9,10.539334031357587
SM1_Dzare,1.2204494386747256
SpAD_Dzpe,357.52378914200585
SpAD_Dzse,356.2186155970894
SpAbs_DzZ,320.8191643185052
SpAbs_Dzi,356.25077867917946
SpAbs_Dzm,320.78347472522364
SpAbs_Dzp,415.07975037324604
SpAbs_Dzv,404.8936660604701
SpDiam_Dt,514.025129067648
SpMAD_DzZ,10.081474262448033
SpMAD_Dzi,11.162006532232898
SpMAD_Dzm,10.080662251420296
SpMAD_Dzp,12.911456044904936
SpMAD_Dzv,12.623335358609662
SpMax_DzZ,161.2209727274667
SpMax_Dzi,178.50639703884337
SpMax_Dzm,161.20868857470305
SpMax_Dzp,206.00934963759255
SpMax_Dzv,201.68928536226636
VE1_Dzare,5.570946203084633
VE2_Dzare,0.17409206884639478
VE3_Dzare,2.8807157241983146
VR1_Dzare,210.5447546854421
VR2_Dzare,6.579523583920065
VR3_Dzare,6.512849051661798
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49732142857142864
AETA_dBeta,-0.046875
AETA_eta_B,0.014296398954449119
AETA_eta_F,0.9537411809510163
AETA_eta_L,0.24028948520826432
AETA_eta_R,1.8756777035190564
BCUTare-1h,3.5455150273188734
BCUTare-1l,2.170119004099722
ETA_beta_s,20.5
ETA_dPsi_A,0.1039233296823655
ETA_dPsi_B,0.0
ETA_eta_BR,0.8014847665423718
ETA_eta_FL,7.767465269166266
ETA_eta_RL,15.456728795830724
LogEE_Dzpe,178.72871371660196
LogEE_Dzse,178.08992830406527
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,52.36030419184562
SlogP_VSA3,16.133830774056218
SlogP_VSA4,0.0
SlogP_VSA5,19.410925891078243
SlogP_VSA6,64.52840010871378
SlogP_VSA7,5.022633313741326
SlogP_VSA8,16.978945038914937
SlogP_VSA9,0.0
SpAD_Dzare,357.2348899073572
SpAbs_Dzpe,356.46883631501447
SpAbs_Dzse,355.169561597568
SpDiam_DzZ,252.83968920363827
SpDiam_Dzi,280.4191173287769
SpDiam_Dzm,252.8323412650691
SpDiam_Dzp,318.6807322068116
SpDiam_Dzv,312.4610152161098
SpMAD_Dzpe,11.172618410687683
SpMAD_Dzse,11.131831737409044
SpMax_Dzpe,178.72871371660196
SpMax_Dzse,178.08992830406527
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.640625
AETA_eta_BR,0.025046398954449118
AETA_eta_FL,0.2427332896614458
AETA_eta_RL,0.4830227748697101
DetourIndex,5535
EState_VSA1,0.0
EState_VSA2,11.814359458703011
EState_VSA3,31.201658937391628
EState_VSA4,17.003691373127346
EState_VSA5,15.798408407598833
EState_VSA6,40.63748182445046
EState_VSA7,18.19910120538483
EState_VSA8,41.9531486929415
EState_VSA9,11.600939890232516
ETA_beta_ns,19.0
ETA_shape_p,0.14961101137043684
ETA_shape_x,0.0
ETA_shape_y,0.326750448833034
GhoseFilter,False
LogEE_Dzare,178.56848377571245
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,356.1669966485169
SpDiam_Dzpe,280.14310175425254
SpDiam_Dzse,278.879270730378
SpMAD_Dzare,11.163590309604913
SpMax_Dzare,178.56848377571245
TopoPSA(NO),45.550000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2405939443383494
VSA_EState9,60.29178121150104
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.59375
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0026785714285713635
FilterItLogS,-5.295780393688964
SpDiam_Dzare,280.11300139748556
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5842364532019702
ETA_epsilon_2,0.8151785714285711
ETA_epsilon_3,0.44222222222222146
ETA_epsilon_4,0.522779922779922
ETA_epsilon_5,0.8151785714285711
AETA_beta_ns_d,0.03125
ETA_dEpsilon_A,0.1420142309797487
ETA_dEpsilon_B,0.06145653042204813
ETA_dEpsilon_C,-0.08055770055770056
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.78125
MDEDescriptor,"0.055555555555555566,3.822758452172018,2.1497630641262058,0.0,18.97217547345463,25.46788787124588,0.0,6.140382301667037,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388067491097121"
APolDescriptor,71.32061799999998
BCUTDescriptor,"11.9882410006598,34.96885435386869,-0.3134094733329711,0.22639212344884996,4.468644228851181,12.694973014428314"
BPolDescriptor,38.979381999999994
TPSADescriptor,70.85
ALOGPDescriptor,"4.4819999999999975,20.08832399999998,132.6876"
XLogPDescriptor,4.970000000000001
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,467.14342596
ChiPathDescriptor,"22.664561460070647,15.456728795830728,13.899746126516783,11.870809837276408,9.577070461561426,7.531293848152048,5.326649737540702,3.90417453029314,19.82581225567587,11.93194764365711,9.243319750094507,7.2730511767863515,5.221023209232077,3.6955757034712753,2.3127960795408913,1.4915888472923322"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4110544158647975,0.7174014932773014,0.0,0.0,0.037267799624996496,0.16461531022530035,0.28624279971729105"
AtomCountDescriptor,58
BondCountDescriptor,35
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.1199731104674076,0.0,0.5690355937288492,0.0,1.211562497160541,0.0,0.26870751655905417,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,13,2,7,0,0,0"
ZagrebIndexDescriptor,168.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.44
WeightedPathDescriptor,"65.41607686438309,2.0442524020119714,20.882041597744962,4.976684586857456,10.165070952967682"
FractionalPSADescriptor,0.15166648198976615
WienerNumbersDescriptor,"3489.0,51.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.218247527624095,7.583116397536504,9.737136174602908,2.85231014111727,3.7792885988032827,4.453220115807554"
FractionalCSP3Descriptor,0.28
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,5,0,2,8,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.103673469387754,11.620158267388588,6.177514792899408"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2729.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.28
AutocorrelationDescriptorMass,"48.46958192121012,42.451162401433194,63.01560857729089,73.09571693499663,61.69560749264422"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5016403034255581,-0.30466975656469714,0.04566575675020898,0.11587169239033802,-0.18662563887298478"
EccentricConnectivityIndexDescriptor,976
AutocorrelationDescriptorPolarizability,"2619.5915033816627,3078.377360413709,4279.387448333988,4295.327132626635,3715.3885038630474"
