DLiP-ID,C000X3
DLiP-Mol-ID,31492
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H19N3O/c1-14-5-3-6-15(9-14)11-21-19-18(12-20-13-22-19)16-7-4-8-17(10-16)23-2/h3-10,12-13H,11H2,1-2H3,(H,20,21,22)"
Standard Inchi Key(RDKit),XNSSUOANLXBKER-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(-c2cncnc2NCc2cccc(C)c2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),305.381
MW Monoisotopic(RDKit),305.152812228
MolLogP(RDKit),4.07272
XLogP(SDF),
XLogP(CDK),4.105
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),47.04
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.771538071389868
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,242478.01372035473
qed,0.7715380713898681
Chi0,16.070703332935974
Chi1,11.258351493073063
TPSA,47.040000000000006
Chi0n,13.283284954546588
Chi0v,13.283284954546588
Chi1n,7.499092228560455
Chi1v,7.499092228560455
Chi2n,5.359584212286786
Chi2v,5.359584212286786
Chi3n,3.6354408573536627
Chi3v,3.6354408573536627
Chi4n,2.480239875240935
Chi4v,2.480239875240935
MolMR,92.52570000000003
MolWt,305.38100000000003
fr_SH,0
Kappa1,15.032579420487952
Kappa2,6.919812701385692
Kappa3,3.6618261047754075
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,801.8779800160172
MolLogP,4.072720000000003
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.8541875571077486
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,12.426586145283864
SMR_VSA7,72.1820031774645
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,135.74312124982276
NHOHCount,1
PEOE_VSA1,10.05365155780638
PEOE_VSA2,0.0
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,41.96165390246666
PEOE_VSA7,30.183374320007836
PEOE_VSA8,18.305051469222647
PEOE_VSA9,7.109797541277533
RingCount,3
SMR_VSA10,5.817862777835028
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,305.152812228
NumHDonors,1
PEOE_VSA10,17.894694685883476
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,17.07775458317195
SlogP_VSA3,6.544756405912575
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.126902983393991
SlogP_VSA6,61.0551001940705
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
