DLiP-ID,J0000R
AATSC5Z,0.4899236721587619
AATSC5c,0.0023550856633364264
AATSC5d,0.021270726956887934
AATSC5i,0.044321730243194975
AATSC5m,2.4033954173478778
AATSC5p,0.0005237266031329874
AATSC5s,0.045395588777175394
AATSC5v,1.2081494701844566
AATSC6Z,0.03412672176308562
AATSC6c,-0.0031362924305483055
AATSC6d,0.0033498622589531704
AATSC6i,0.045862738014940896
AATSC6m,0.17948033037961011
AATSC6p,0.01378893987877466
AATSC6s,-0.18778573614937252
AATSC6v,2.9507482486466827
AATSC7Z,0.4333762761302868
AATSC7c,0.002036937699929195
AATSC7d,-0.012491492464754495
AATSC7i,0.3759938949995393
AATSC7m,2.2009098492817993
AATSC7p,0.009243263397662063
AATSC7s,0.745729588667423
AATSC7v,-0.3486957048602825
AATSC8Z,0.3142209978573616
AATSC8c,0.0002976365445880611
AATSC8d,-0.07780838689929596
AATSC8i,-0.38365944680329395
AATSC8m,1.630642051908568
AATSC8p,-0.03230062196166961
AATSC8s,0.015222681359045044
AATSC8v,-3.3421874093178583
ATS0are,357.47469999999987
ATS1are,361.154
ATS2are,677.7909
ATS3are,827.5
ATS4are,954.1028999999999
ATS5are,973.4389999999999
ATS6are,916.2509
ATS7are,838.1170000000001
ATS8are,795.3500000000001
ATSC0dv,260.43636363636364
ATSC0pe,11.776334545454539
ATSC0se,7.508779636363634
ATSC1dv,74.01024793388427
ATSC1pe,-0.012433355371896253
ATSC1se,-0.23738661157024937
ATSC2dv,97.83735537190086
ATSC2pe,6.142980760330589
ATSC2se,4.226303008264455
ATSC3dv,31.747107438016528
ATSC3pe,-0.0843829752066172
ATSC3se,-0.3635009256198246
ATSC4dv,31.8793388429752
ATSC4pe,-1.445962809917361
ATSC4se,-1.4040655206611496
ATSC5dv,65.68165289256198
ATSC5pe,2.0220995702479296
ATSC5se,1.0773368925619862
ATSC6dv,-6.771900826446282
ATSC6pe,-2.0565523966942223
ATSC6se,-1.6110440991735462
ATSC7dv,81.9209917355372
ATSC7pe,6.07651639669421
ATSC7se,4.56976591735538
ATSC8dv,7.147107438016512
ATSC8pe,1.4410624793388258
ATSC8se,0.4218565289256429
AXp-0dv,0.5884601031998458
AXp-1dv,0.33248862851889754
AXp-2dv,0.1780980099890236
AXp-3dv,0.10613450123941218
AXp-4dv,0.06257362294235443
AXp-5dv,0.03575445326471605
AXp-6dv,0.01995304115988728
AXp-7dv,0.011594145756671868
BertzCT,602.1078260525189
ECIndex,588
ETA_eta,27.944323875709426
GATS1dv,0.4646734252204093
GATS1pe,0.5913983956774593
GATS1se,0.6292189391551951
GATS2dv,0.7830770815767142
GATS2pe,0.6174465622972621
GATS2se,0.6056705172938569
GATS3dv,0.765638089919017
GATS3pe,0.6502600593115563
GATS3se,0.6374355663363093
GATS4dv,0.8501117006422786
GATS4pe,0.8698750290507576
GATS4se,0.8766990569181823
GATS5dv,0.828056604478342
GATS5pe,0.780363338842988
GATS5se,0.7990011842405739
GATS6dv,0.944107791119799
GATS6pe,0.8978666459574397
GATS6se,0.9212167429313294
GATS7dv,0.7516231499581122
GATS7pe,0.5340872762148338
GATS7se,0.5047079326586983
GATS8dv,0.7495113096900307
GATS8pe,0.5656106298857618
GATS8se,0.5662280431576244
LogEE_A,4.190720569262927
LogEE_D,154.45457641082834
MATS1dv,0.2791032532812063
MATS1pe,-0.0010369382019246422
MATS1se,-0.031049994303465202
MATS2dv,0.20059889980289725
MATS2pe,0.27854443436330834
MATS2se,0.3005500030055544
MATS3dv,0.049662829542751356
MATS3pe,-0.002919265670107925
MATS3se,-0.019722641610066524
MATS4dv,0.04343488483123294
MATS4pe,-0.04356903888321119
MATS4se,-0.06635123439249492
MATS5dv,0.08834978309087062
MATS5pe,0.06015274342006982
MATS5se,0.05026263009373206
MATS6dv,-0.009534115237829285
MATS6pe,-0.06403259088901074
MATS6se,-0.07867006335306972
MATS7dv,0.12720885966785486
MATS7pe,0.2086739901763282
MATS7se,0.24612083300202828
MATS8dv,0.011180406879932126
MATS8pe,0.04985418224604802
MATS8se,0.022888869173249095
MAXaaCH,1.4637838281547697
MAXaasC,0.1395007325193114
MAXdssC,-0.3885962826488616
MAXsCH3,2.1383838852756045
MAXssNH,2.6149066200554296
MAXsssN,2.3707431789290556
MDEC-11,0.09090909090909091
MDEC-12,3.961800524986537
MDEC-13,1.0798840006490047
MDEC-14,0.17541160386140586
MDEC-22,14.784217961184993
MDEC-23,12.927183459175518
MDEC-24,2.028269050035126
MDEC-33,1.9827032282500943
MDEC-34,1.2495759747681021
MDEN-23,0.5773502691896258
MDEN-33,0.25
MDEO-12,0.19999999999999996
MINaaCH,0.9546171614881029
MINaasC,-0.7809117278201321
MINdssC,-0.3885962826488616
MINsCH3,1.562243843818519
MINssNH,2.6149066200554296
MINsssN,1.6875472411186696
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9285714285714288
SM1_Dzi,2.0831267086791705
SM1_Dzm,2.029398612396364
SM1_Dzp,-9.713747986814422
SM1_Dzv,-3.39594183674846
SddssSe,0
SpAD_Dt,415.36673238273346
SpAbs_A,33.253066185530734
SpAbs_D,308.9091528216568
SpMAD_A,1.2315950439085457
SpMAD_D,11.441079734135435
SpMax_A,2.3691323900528287
SpMax_D,154.45457641082834
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,44.81
TpiPC10,7.263417209996491
VAdjMat,5.807354922057604
VE1_DzZ,5.098174332654291
VE1_Dzi,5.0942866365463235
VE1_Dzm,5.098520073875029
VE1_Dzp,5.081947011223066
VE1_Dzv,5.098292704210163
VE2_DzZ,0.18882127157978856
VE2_Dzi,0.18867728283504903
VE2_Dzm,0.18883407681018627
VE2_Dzp,0.18822025967492836
VE2_Dzv,0.18882565571148752
VE3_DzZ,2.6221342746632255
VE3_Dzi,2.6213714174282057
VE3_Dzm,2.6222020890366067
VE3_Dzp,2.618946231097318
VE3_Dzv,2.6221574928142672
VR1_DzZ,158.62928261360796
VR1_Dzi,159.1671457249933
VR1_Dzm,158.5632451574968
VR1_Dzp,161.2171925372447
VR1_Dzv,159.07095608402173
VR2_DzZ,5.875158615318814
VR2_Dzi,5.895079471296048
VR2_Dzm,5.872712783610992
VR2_Dzp,5.971007131009063
VR2_Dzv,5.891516892000805
VR3_DzZ,6.0598216970325245
VR3_Dzi,6.0632066540489635
VR3_Dzm,6.059405309814772
VR3_Dzp,6.076004250852589
VR3_Dzv,6.06260214036343
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09232750021456806
Xch-7dv,0.1022888376960229
Xpc-4dv,1.471264737434579
Xpc-5dv,1.949233651496999
Xpc-6dv,2.369588210199109
Zagreb1,132.0
Zagreb2,149.0
fragCpx,82.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,1
nBondsM,7
nBondsO,28
nBondsS,49
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.499539999999998
AATS1are,6.449178571428571
AATS2are,6.580494174757281
AATS3are,6.12962962962963
AATS4are,6.155502580645161
AATS5are,6.200248407643311
AATS6are,6.108339333333333
AATS7are,6.162625
AATS8are,5.891481481481483
AATSC0dv,4.735206611570248
AATSC0pe,0.2141151735537189
AATSC0se,0.13652326611570245
AATSC1dv,1.3216115702479334
AATSC1pe,-0.00022202420306957597
AATSC1se,-0.004239046635183025
AATSC2dv,0.9498772366203967
AATSC2pe,0.05964058990612223
AATSC2se,0.04103206804140247
AATSC3dv,0.23516375880012244
AATSC3pe,-0.0006250590756045718
AATSC3se,-0.002692599449035738
AATSC4dv,0.20567315382564647
AATSC4pe,-0.00932879232204749
AATSC4se,-0.009058487230071932
AATSC5dv,0.4183544770226878
AATSC5pe,0.01287961509712057
AATSC5se,0.006862018423961696
AATSC6dv,-0.04514600550964188
AATSC6pe,-0.013710349311294815
AATSC6se,-0.010740293994490308
AATSC7dv,0.6023602333495383
AATSC7pe,0.04468026762275154
AATSC7se,0.033601219980554264
AATSC8dv,0.052941536577900086
AATSC8pe,0.010674536883991302
AATSC8se,0.0031248631772269847
AETA_eta,1.0349749583596084
ATSC0are,13.174479999999994
ATSC1are,-0.1798359999999951
ATSC2are,7.344972000000008
ATSC3are,-0.3617600000000082
ATSC4are,-1.986360000000006
ATSC5are,2.172607999999993
ATSC6are,-2.458480000000009
ATSC7are,7.332903999999989
ATSC8are,1.3152799999999747
BCUTZ-1h,9.014098810231289
BCUTZ-1l,5.6936162630301705
BCUTc-1h,0.5022558206624153
BCUTc-1l,-0.4199053305977652
BCUTd-1h,4.022105640153271
BCUTd-1l,0.9777903898685437
BCUTi-1h,17.430700949686152
BCUTi-1l,10.954794773947059
BCUTm-1h,19.005607791761726
BCUTm-1l,11.705271778781094
BCUTp-1h,1.983303927866951
BCUTp-1l,0.5269734302673671
BCUTs-1h,8.007389705458776
BCUTs-1l,1.2189536099644087
BCUTv-1h,20.890094478330774
BCUTv-1l,13.302785739357498
BalabanJ,1.908037064128255
Diameter,14
ETA_beta,25.5
GATS1are,0.6026053779731723
GATS2are,0.6017147273195373
GATS3are,0.6435548120305317
GATS4are,0.87135911442474
GATS5are,0.7706159431879049
GATS6are,0.8893307363933908
GATS7are,0.5024747935134486
GATS8are,0.5543156162520266
HybRatio,0.631578947368421
Lipinski,True
LogEE_Dt,207.68336619136673
MATS1are,-0.01340657413857231
MATS2are,0.2977022567254626
MATS3are,-0.011187060415569125
MATS4are,-0.05350020792887773
MATS5are,0.05777113885146087
MATS6are,-0.06842339634404322
MATS7are,0.22509523313700586
MATS8are,0.04067369754364535
MAXssCH2,1.0913568358241394
MAXsssCH,0.054680453199797974
MAXssssC,-4.4418833537702165
MINssCH2,0.3801439279415473
MINsssCH,0.054680453199797974
MINssssC,-4.4418833537702165
NsssssAs,0
RotRatio,0.25
SM1_Dzpe,2.078883939280245
SM1_Dzse,1.8582785797741317
SMR_VSA1,22.702645280896327
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,38.40434141506009
SMR_VSA6,45.21249373344708
SMR_VSA7,29.828919765543436
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,261.3700282578519
SpAD_Dzi,250.47321891401128
SpAD_Dzm,260.9807317090218
SpAD_Dzp,409.1917488065599
SpAD_Dzv,349.06125667552783
SpAbs_Dt,415.3667323827334
SpDiam_A,4.738264780105657
SpDiam_D,224.40653699668235
SpMAD_Dt,15.38395305121235
SpMax_Dt,207.68336619136673
SsssssAs,0
VE1_Dzpe,5.097804992508885
VE1_Dzse,5.098060858283171
VE2_Dzpe,0.18880759231514388
VE2_Dzse,0.18881706882530264
VE3_Dzpe,2.622061826468934
VE3_Dzse,2.622112016571096
VMcGowan,286.61000000000064
VR1_Dzpe,158.6579515992343
VR1_Dzse,158.65650555690098
VR2_Dzpe,5.876220429601271
VR2_Dzse,5.876166872477814
VR3_Dzpe,6.060002410169474
VR3_Dzse,6.05999329591514
mZagreb1,10.229166666666668
mZagreb2,6.138888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,4
nBondsKS,52
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2395359999999999
AATSC1are,-0.0032113571428570554
AATSC2are,0.07131040776699037
AATSC3are,-0.0026797037037037644
AATSC4are,-0.012815225806451652
AATSC5are,0.013838267515923524
AATSC6are,-0.016389866666666728
AATSC7are,0.053918411764705805
AATSC8are,0.009742814814814628
AETA_beta,0.9444444444444444
BCUTdv-1h,7.014091006318806
BCUTdv-1l,0.9878606823152176
BCUTpe-1h,4.007156628776409
BCUTpe-1l,2.2425645325471644
BCUTse-1h,4.030599202751641
BCUTse-1l,2.4383872308417867
ETA_alpha,12.223809523809527
ETA_dBeta,-9.5
ETA_eta_B,0.5683284439825389
ETA_eta_F,22.0073482791686
ETA_eta_L,7.69165365971341
ETA_eta_R,49.951672154878025
ETA_psi_1,0.4894184938036228
LabuteASA,158.01102251546777
LogEE_DzZ,130.75644270035454
LogEE_Dzi,125.31376229806781
LogEE_Dzm,130.56552876608117
LogEE_Dzp,203.37237327250995
LogEE_Dzv,174.1533014670141
PEOE_VSA1,19.853471019507335
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,12.990104268152233
PEOE_VSA7,44.00632248007544
PEOE_VSA8,38.47329386284678
PEOE_VSA9,12.170333456209914
SM1_Dzare,2.2991635360746345
SpAD_Dzpe,258.2856019610838
SpAD_Dzse,262.0226511252732
SpAbs_DzZ,259.6142729291061
SpAbs_Dzi,248.6229848473931
SpAbs_Dzm,259.1314612296396
SpAbs_Dzp,416.4584945318343
SpAbs_Dzv,351.7025447707766
SpDiam_Dt,294.28188858805265
SpMAD_DzZ,9.680371416957477
SpMAD_Dzi,9.276785885704122
SpMAD_Dzm,9.665953026260068
SpMAD_Dzp,15.155249955798514
SpMAD_Dzv,12.928194691686215
SpMax_DzZ,130.75644270035454
SpMax_Dzi,125.31376229806781
SpMax_Dzm,130.56552876608117
SpMax_Dzp,203.37237327250995
SpMax_Dzv,174.1533014670141
VE1_Dzare,5.097385409840758
VE2_Dzare,0.18879205221632436
VE3_Dzare,2.62197951654596
VR1_Dzare,158.67841766920407
VR2_Dzare,5.876978432192743
VR3_Dzare,6.060131396771579
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4527336860670195
AETA_dBeta,-0.35185185185185186
AETA_eta_B,0.02104920162898292
AETA_eta_F,0.8150869733025408
AETA_eta_L,0.284876061470867
AETA_eta_R,1.8500619316621492
BCUTare-1h,4.12453561182979
BCUTare-1l,2.1928063893647107
ETA_beta_s,17.5
ETA_dPsi_A,0.22458150619637718
ETA_dPsi_B,0.0
ETA_eta_BR,0.7403284439825388
ETA_eta_FL,5.154231458677147
ETA_eta_RL,12.845885118390557
LogEE_Dzpe,129.21979668199674
LogEE_Dzse,131.08015069522085
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,61.76847993262774
SlogP_VSA3,10.913161471243523
SlogP_VSA4,0.0
SlogP_VSA5,31.749653560165648
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,253.99184225020164
SpAbs_Dzpe,256.39931653689916
SpAbs_Dzse,260.33085351933835
SpDiam_DzZ,190.51479773922196
SpDiam_Dzi,181.57940351901254
SpDiam_Dzm,190.32944228858352
SpDiam_Dzp,292.8596838600804
SpDiam_Dzv,254.23728749149882
SpMAD_Dzpe,9.566133405966067
SpMAD_Dzse,9.704542634269378
SpMax_Dzpe,129.21979668199674
SpMax_Dzse,131.08015069522085
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6481481481481481
AETA_eta_BR,0.02741957199935329
AETA_eta_FL,0.19089746143248693
AETA_eta_RL,0.47577352290335395
DetourIndex,2716
EState_VSA1,11.73975000914047
EState_VSA2,17.760341616169594
EState_VSA3,13.151638370425493
EState_VSA4,51.029468223438975
EState_VSA5,12.13273413692322
EState_VSA6,12.009707272128011
EState_VSA7,0.0
EState_VSA8,17.140435534547432
EState_VSA9,4.736862953800049
ETA_beta_ns,8.0
ETA_shape_p,0.1791975068172964
ETA_shape_x,0.04090377873003505
ETA_shape_y,0.22906116088819628
GhoseFilter,True
LogEE_Dzare,127.08107533014064
SlogP_VSA10,23.653168601779846
SlogP_VSA11,0.0
SpAbs_Dzare,251.91504523501806
SpDiam_Dzpe,188.19060170033433
SpDiam_Dzse,190.95474187015665
SpMAD_Dzare,9.407105268525987
SpMax_Dzare,127.08107533014064
TopoPSA(NO),44.81
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,38.62923757629656
VSA_EState9,33.954095757036775
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.2962962962962963
EState_VSA10,17.96578232709628
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.047266313932980496
FilterItLogS,-4.575597464839335
SpDiam_Dzare,185.00081677094622
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6068398268398267
ETA_epsilon_2,0.9250440917107581
ETA_epsilon_3,0.43670886075949367
ETA_epsilon_4,0.5766588602654174
ETA_epsilon_5,0.9027210884353739
AETA_beta_ns_d,0.018518518518518517
ETA_dEpsilon_A,0.17013096608033307
ETA_dEpsilon_B,0.030180966574409385
ETA_dEpsilon_C,-0.13994999950592368
ETA_dEpsilon_D,0.022323003275384168
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5555555555555556
MDEDescriptor,"0.09090909090909091,3.961800524986537,1.0798840006490047,0.17541160386140586,14.784217961184993,12.927183459175518,2.028269050035126,1.9827032282500943,1.2495759747681021,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.25"
APolDescriptor,58.68520399999998
BCUTDescriptor,"11.994305332841206,19.00041522258005,-0.3826213963165003,0.41676290983028375,3.5990940551757755,10.54463200118722"
BPolDescriptor,41.712796
TPSADescriptor,44.81
ALOGPDescriptor,"1.2772000000000008,1.6312398400000019,93.12169999999999"
XLogPDescriptor,2.97
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,387.21336202
ChiPathDescriptor,"19.86359655174942,12.845885118390557,11.684130165247542,8.528419125127941,6.730185108060292,5.2943315120193715,3.406432949240544,2.564650705148517,15.888422786395836,9.309681598529131,6.767724379582893,4.776052555773549,3.378975638887139,2.324039462206545,1.2969476753926739,0.8463726402370464"
ChiChainDescriptor,"0.0,0.0,0.0,0.16666666666666666,0.2076303192968934,0.0,0.0,0.0,0.09232750021456805,0.1022888376960229"
AtomCountDescriptor,55
BondCountDescriptor,28
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.457062952095845,0.2886751345948129,0.5972791285011342,0.14433756729740646,0.7249509534256167,0.01349873117890097,0.0999917319855478,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,5,1,7,4,0,0"
ZagrebIndexDescriptor,132.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"53.650061580328384,1.9870393177899401,22.38547931584533,5.307477551767487,9.935842229670088"
FractionalPSADescriptor,0.1157243122144259
WienerNumbersDescriptor,"2004.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.065799080866741,5.617928868629747,7.275304032224643,1.4712647374345798,1.9492336514970003,2.1135513901130807"
FractionalCSP3Descriptor,0.631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,8,0,0,4,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.28061224489796,11.253462603878116,7.395555555555555"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,2434.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.631578947368421
AutocorrelationDescriptorMass,"34.135011392039274,32.07108673141673,47.37993868968925,45.536085596239225,45.5047902757989"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.7682297312193186,-0.5406359838541378,0.1903163056796061,0.061407831468433115,-0.17302601023185862"
EccentricConnectivityIndexDescriptor,588
AutocorrelationDescriptorPolarizability,"1551.8659691470248,1763.3723271544238,2334.4948694486466,2418.447910405254,2230.358770118631"
