DLiP-ID,T006NT
Si,74.85103522996724
Sm,36.514195320955785
Sp,42.65087544910179
Sv,39.38732424180746
nB,0
nC,25
nF,0
nH,34
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,24.65169538316307
AMW,6.640349862848499
IC0,1.471287621645679
IC1,3.3116423173165126
IC2,4.564233748574954
IC3,5.183879156942224
IC4,5.214182187245254
IC5,5.274788247851313
MID,63.983743139865474
Mpe,0.9568033273915628
Mse,0.9960272793484737
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,127.22010000000004
SdO,39.094409938444656
SdS,0
Spe,63.149019607843144
SsF,0
SsI,0
Sse,65.73780043699927
StN,0
fMF,0.25757575757575757
nBr,0
nCl,0
AMID,1.999491973120796
BIC0,0.23548410548616774
BIC1,0.5300385304072261
BIC2,0.730519638512795
BIC3,0.8296957904502154
BIC4,0.8345458835791493
BIC5,0.844246069837017
CIC0,4.573106497712774
CIC1,2.732751802041941
CIC2,1.4801603707834996
CIC3,0.8605149624162296
CIC4,0.8302119321131993
CIC5,0.7696058715071405
GGI1,8.0
GGI2,4.666666666666669
GGI3,2.4930555555555554
GGI4,2.365555555555556
GGI5,1.3991666666666667
GGI6,1.0973242630385485
GGI7,0.5434027777777778
GGI8,0.44471214411690596
GGI9,0.2953240740740741
JGI1,0.23529411764705882
JGI2,0.09523809523809527
JGI3,0.048883442265795204
JGI4,0.046383442265795216
JGI5,0.027983333333333332
JGI6,0.0215161620203637
JGI7,0.012350063131313132
JGI8,0.012353115114358496
JGI9,0.008949214365881033
MIC0,13.545168616488262
MIC1,29.468479537268014
MIC2,35.800202467220515
MIC3,37.83823713802035
MIC4,38.202206834990044
MIC5,38.59672198650521
MPC2,49
MPC3,62
MPC4,77
MPC5,90
MPC6,94
MPC7,99
MPC8,104
MPC9,111
Mare,0.9701818181818181
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.12216430742291848
RPCG,0.08799810308930171
SIC0,0.24341358167455832
SIC1,0.5478865626432724
SIC2,0.7551184880477975
SIC3,0.8576342069322965
SIC4,0.8626476176571164
SIC5,0.872674439106756
SaaN,0
SaaO,0
SaaS,0
Sare,64.032
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,97.10498302861481
TIC1,218.56839294288983
TIC2,301.23942740594697
TIC3,342.1360243581868
TIC4,344.1360243581868
TIC5,348.13602435818666
Vabc,431.3527643643656
WPol,51
apol,71.22696199999997
bpol,40.13303800000002
nRot,6
ABCGG,20.83671644200243
ATS0Z,1322.0
ATS0d,200.0
ATS0i,10858.373179721968
ATS0m,5193.837400000001
ATS0p,91.608950764866
ATS0s,282.0625
ATS0v,13267.198878164676
ATS1Z,1521.0
ATS1d,250.0
ATS1i,10062.153125613802
ATS1m,5682.1222179999995
ATS1p,118.62711051
ATS1s,196.44444444444446
ATS1v,16932.387407089158
ATS2Z,2294.0
ATS2d,420.0
ATS2i,19207.862310216085
ATS2m,8452.212445
ATS2p,182.48545756728203
ATS2s,329.9583333333333
ATS2v,25340.30521761309
ATS3Z,2687.0
ATS3d,478.0
ATS3i,26876.483643598927
ATS3m,9508.735286999998
ATS3p,223.241971926678
ATS3s,488.6944444444445
ATS3v,30012.710257243503
ATS4Z,2746.0
ATS4d,492.0
ATS4i,33423.66772871994
ATS4m,9655.742695
ATS4p,221.14068584209096
ATS4s,589.4305555555557
ATS4v,29739.84148548985
ATS5Z,2711.0
ATS5d,476.0
ATS5i,29881.444862648466
ATS5m,9500.627938000001
ATS5p,210.687026376564
ATS5s,656.125
ATS5v,29001.563156860022
ATS6Z,2719.0
ATS6d,473.0
ATS6i,28668.096196719074
ATS6m,9505.009678999999
ATS6p,233.09969854922497
ATS6s,524.6250000000001
ATS6v,31191.87311581509
ATS7Z,2643.0
ATS7d,492.0
ATS7i,36526.954516409205
ATS7m,8835.084483999999
ATS7p,249.78121164614797
ATS7s,593.3333333333335
ATS7v,31696.26690385674
ATS8Z,2196.0
ATS8d,438.0
ATS8i,38340.27829139661
ATS8m,7205.363404
ATS8p,217.985340606712
ATS8s,593.7777777777777
ATS8v,26881.939207046453
C1SP1,0
C1SP2,3
C1SP3,5
C2SP1,0
C2SP2,8
C2SP3,5
C3SP2,2
C3SP3,0
C4SP3,1
FCSP3,0.48
GGI10,0.22375063769003162
JGI10,0.008287060655186355
JGT10,0.5172380460371806
Kier1,26.602076124567475
Kier2,11.620158267388588
Kier3,6.789802289281998
MAXdO,13.491502547810267
MID_C,50.566778365915134
MID_N,8.0974528811105
MID_O,5.319511892839847
MID_X,0.0
MID_h,13.416964773950347
MINdO,12.490547399168156
MPC10,111
MWC01,34.0
MWC02,5.117993812416755
MWC03,5.963579343618446
MWC04,6.853299093186078
MWC05,7.719129840906732
MWC06,8.610501368549889
MWC07,9.484253080341965
MWC08,10.37633089597424
MWC09,11.254426719747327
MWC10,12.14693285830105
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,5
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.908100000000002
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.579729825986222
SRW05,2.3978952727983707
SRW06,7.107425474110705
SRW07,4.59511985013459
SRW08,8.716863386544805
SRW09,6.6052979209482015
SRW10,10.370016401720026
SaaCH,13.735859416596291
SaaNH,0
SaaSe,0
SaaaC,2.140318989363036
SaasC,0.7051093628643685
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.656332013310347
SdssS,0
SsCH3,9.195769204748766
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,8.761598448103532
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6216449357520786
SsssP,0
VE1_A,4.689506704835825
VE1_D,5.572270339818183
VE2_A,0.14654708452611953
VE2_D,0.17413344811931822
VE3_A,2.708478206526462
VE3_D,2.8809533821016107
VR1_A,319.3395399308196
VR1_D,207.19792351234724
VR2_A,9.979360622838113
VR2_D,6.474935109760851
VR3_A,6.929405735028592
VR3_D,6.496825298482236
WPath,3071
Xc-3d,3.1930564104397936
Xc-4d,0.28867513459481287
Xc-5d,0.9019427928895828
Xc-6d,0.11785113019775792
Xp-0d,23.465890847321376
Xp-1d,15.112410768570085
Xp-2d,14.385446871650284
Xp-3d,11.372632897880754
Xp-4d,8.952434792728482
Xp-5d,6.678852688370263
Xp-6d,4.427972743221601
Xp-7d,3.0275680717963445
ZMIC0,108.06486380821204
ZMIC1,56.64349818675729
ZMIC2,35.91899301476947
ZMIC3,29.06715880880374
ZMIC4,28.331814423465836
ZMIC5,27.47391264057162
nAcid,0
nAtom,66
nBase,1
nRing,3
piPC1,3.7727609380946383
piPC2,4.310799125385514
piPC3,4.781222129768451
piPC4,5.272999558563747
piPC5,5.7632299332996215
piPC6,5.953973587068826
piPC7,6.297454564197679
piPC8,6.650147652503847
piPC9,6.937242021588613
AATS0Z,20.03030303030303
AATS0d,3.0303030303030303
AATS0i,164.52080575336316
AATS0m,78.69450606060607
AATS0p,1.3880144055282726
AATS0s,4.273674242424242
AATS0v,201.0181648206769
AATS1Z,22.36764705882353
AATS1d,3.676470588235294
AATS1i,147.9728400825559
AATS1m,83.56062085294117
AATS1p,1.7445163310294116
AATS1s,2.8888888888888893
AATS1v,249.00569716307587
AATS2Z,18.650406504065042
AATS2d,3.4146341463414633
AATS2i,156.16148219687875
AATS2m,68.71717434959349
AATS2p,1.4836216062380652
AATS2s,2.6825880758807585
AATS2v,206.0187416066105
AATS3Z,15.899408284023668
AATS3d,2.828402366863905
AATS3i,159.03244759525992
AATS3m,56.26470584023667
AATS3p,1.3209584137673254
AATS3s,2.891683103221565
AATS3v,177.5900015221509
AATS4Z,13.661691542288557
AATS4d,2.4477611940298507
AATS4i,166.2869041229848
AATS4m,48.03852087064677
AATS4p,1.1002024171248306
AATS4s,2.932490326147043
AATS4v,147.9594103755714
AATS5Z,15.061111111111112
AATS5d,2.6444444444444444
AATS5i,166.0080270147137
AATS5m,52.78126632222223
AATS5p,1.1704834798698
AATS5s,3.645138888888889
AATS5v,161.119795315889
AATS6Z,15.105555555555556
AATS6d,2.6277777777777778
AATS6i,159.26720109288374
AATS6m,52.80560932777777
AATS6p,1.294998325273472
AATS6s,2.9145833333333337
AATS6v,173.2881839767505
AATS7Z,11.799107142857142
AATS7d,2.1964285714285716
AATS7i,163.06676123396966
AATS7m,39.442341446428564
AATS7p,1.115094694848875
AATS7s,2.6488095238095246
AATS7v,141.50119153507472
AATS8Z,9.716814159292035
AATS8d,1.9380530973451326
AATS8i,169.64724907697615
AATS8m,31.88213895575221
AATS8p,0.9645369053394336
AATS8s,2.6273352999016715
AATS8v,118.94663365949758
AMID_C,1.580211823934848
AMID_N,0.25304540253470315
AMID_O,0.1662347466512452
AMID_X,0.0
AMID_h,0.41928014918594836
ATS0dv,400.0
ATS0pe,399.5897
ATS0se,497.8023679999999
ATS1dv,394.0
ATS1pe,433.11299999999994
ATS1se,520.412656
ATS2dv,551.0
ATS2pe,762.1943
ATS2se,932.928436
ATS3dv,604.0
ATS3pe,1045.3586
ATS3se,1289.037148
ATS4dv,576.0
ATS4pe,1221.253
ATS4se,1531.2356360000003
ATS5dv,568.0
ATS5pe,1140.6224000000002
ATS5se,1414.980224
ATS6dv,491.0
ATS6pe,1111.5724000000002
ATS6se,1375.8479719999998
ATS7dv,438.0
ATS7pe,1331.5469999999998
ATS7se,1675.3447199999998
ATS8dv,399.0
ATS8pe,1316.9982
ATS8se,1684.0887439999997
ATSC0Z,478.1212121212121
ATSC0c,1.0234016236437307
ATSC0d,42.36363636363636
ATSC0i,94.9204096872304
ATSC0m,2279.5131699393933
ATSC0p,14.741070223207759
ATSC0s,104.51609848484846
ATSC0v,3312.2331827321855
ATSC1Z,16.147842056932987
ATSC1c,-0.6451574159870154
ATSC1d,16.776859504132233
ATSC1i,-12.025088128735199
ATSC1m,77.38510169880601
ATSC1p,-0.28048267176793695
ATSC1s,-5.24449035812672
ATSC1v,31.262630277384616
ATSC2Z,108.56198347107437
ATSC2c,-0.0209924202688938
ATSC2d,-6.404958677685947
ATSC2i,3.380305901303223
ATSC2m,511.88450780991707
ATSC2p,1.7569705896500538
ATSC2s,12.980414944903579
ATSC2v,509.99241362301893
ATSC3Z,-111.73461891643711
ATSC3c,0.6292080938209039
ATSC3d,-3.9008264462809903
ATSC3i,-10.704106107149762
ATSC3m,-551.7866260872362
ATSC3p,-5.630577626064382
ATSC3s,-6.873608241505968
ATSC3v,-1270.9687688784074
ATSC4Z,123.99449035812671
ATSC4c,-0.6380463479885772
ATSC4d,4.6198347107438025
ATSC4i,-6.671460518915214
ATSC4m,600.5605051542698
ATSC4p,1.6609950642169529
ATSC4s,-20.426236799816337
ATSC4v,859.5643367747276
ATSC5Z,-115.14876033057845
ATSC5c,0.007814315108240814
ATSC5d,-8.991735537190081
ATSC5i,37.04395062318114
ATSC5m,-525.3974077741047
ATSC5p,4.935765651756841
ATSC5s,-1.6130337465564732
ATSC5v,355.2807065780887
ATSC6Z,-192.9669421487603
ATSC6c,0.4288406136400022
ATSC6d,-25.900826446280988
ATSC6i,-8.498550491447212
ATSC6m,-921.2591319862261
ATSC6p,-3.972522251545918
ATSC6s,-25.683109504132222
ATSC6v,-1214.5052202136067
ATSC7Z,-203.41138659320472
ATSC7c,-0.32945232646586997
ATSC7d,0.8264462809917352
ATSC7i,-52.57056151821039
ATSC7m,-982.1850197943065
ATSC7p,-9.28849876138936
ATSC7s,-9.186266069788797
ATSC7v,-1830.3195046331264
ATSC8Z,76.00918273645549
ATSC8c,-0.04742445747266521
ATSC8d,19.603305785123965
ATSC8i,41.171459217014544
ATSC8m,387.979943177227
ATSC8p,8.228338263227382
ATSC8s,-9.785554407713493
ATSC8v,1432.7546939366944
AXp-0d,0.733309088978793
AXp-1d,0.444482669663826
AXp-2d,0.2935805484010262
AXp-3d,0.1834295628690444
AXp-4d,0.11626538691855172
AXp-5d,0.07420947431522515
AXp-6d,0.04710609301299576
AXp-7d,0.03058149567471055
GATS1Z,0.9036596004861572
GATS1c,1.7283398918907615
GATS1d,0.9702411007321384
GATS1i,1.436221681524759
GATS1m,0.9107010844824717
GATS1p,1.1978959210821993
GATS1s,0.5713578638787286
GATS1v,1.097655669430368
GATS2Z,0.8372455935866241
GATS2c,1.1546681065090527
GATS2d,1.634128894937018
GATS2i,1.1614136474906362
GATS2m,0.8427399235799204
GATS2p,1.0079928428881828
GATS2s,0.5203682222834607
GATS2v,0.9583383152029005
GATS3Z,1.0823615160349853
GATS3c,1.056945479409513
GATS3d,1.2120336744800266
GATS3i,1.1539342528798286
GATS3m,1.0858136986414753
GATS3p,1.173990050389266
GATS3s,0.9752413291450525
GATS3v,1.152480595767651
GATS4Z,0.9543469747220293
GATS4c,1.6018651265418529
GATS4d,0.977088804902526
GATS4i,0.9940495473314036
GATS4m,0.9477929521944494
GATS4p,0.8885657576257573
GATS4s,1.396856470035006
GATS4v,0.8505593055847368
GATS5Z,1.1895519077196095
GATS5c,1.5789444384199305
GATS5d,1.2871363853123512
GATS5i,0.8668077970967663
GATS5m,1.174651584262555
GATS5p,0.7924310467082324
GATS5s,1.9058225722936835
GATS5v,0.8690666974135867
GATS6Z,1.1555647103561921
GATS6c,1.042748688677429
GATS6d,1.461880066762041
GATS6i,1.0992932374199047
GATS6m,1.1539579921517211
GATS6p,1.1230068245272595
GATS6s,1.3344153098545186
GATS6v,1.1319901120324816
GATS7Z,1.1109565138167068
GATS7c,1.0981225518425894
GATS7d,0.8973118485591663
GATS7i,1.140894490275756
GATS7m,1.1122419630172842
GATS7p,1.1643726801769125
GATS7s,1.0332934427973006
GATS7v,1.142560037134083
GATS8Z,0.9717932272672715
GATS8c,0.8891138332558279
GATS8d,0.6449637282084394
GATS8i,0.7327318709391675
GATS8m,0.9644583151001366
GATS8p,0.7364757069942385
GATS8s,1.2847801171992344
GATS8v,0.8019824752673784
MATS1Z,0.03278019282247065
MATS1c,-0.6118635962685735
MATS1d,0.3843726331734411
MATS1i,-0.12295995249687051
MATS1m,0.03294960971771745
MATS1p,-0.018467667360625415
MATS1s,-0.04870293395470701
MATS1v,0.009160931455480989
MATS2Z,0.12183682744420293
MATS2c,-0.011006651982857779
MATS2d,-0.08112634774416409
MATS2i,0.019108879583692773
MATS2m,0.12049491072047944
MATS2p,0.06395497018644147
MATS2s,0.06664141508452025
MATS2v,0.08261932380641349
MATS3Z,-0.09126557014073225
MATS3c,0.2401073363052345
MATS3d,-0.035960078218249224
MATS3i,-0.044040073226602736
MATS3m,-0.09453362142483919
MATS3p,-0.14916988884340263
MATS3s,-0.025683772687007295
MATS3v,-0.14985498899160066
MATS4Z,0.0851554119376498
MATS4c,-0.2047170448196251
MATS4d,0.03580808404330281
MATS4i,-0.023078585883950228
MATS4m,0.08650924874759269
MATS4p,0.03699876305528261
MATS4s,-0.06417310470362897
MATS4v,0.08521290335975591
MATS5Z,-0.08830650272531369
MATS5c,0.002799730630502781
MATS5d,-0.07782546494992847
MATS5i,0.1430965367714137
MATS5m,-0.08451178028901687
MATS5p,0.12277132606886718
MATS5s,-0.005658895764813187
MATS5v,0.039329837371084315
MATS6Z,-0.1479845354290784
MATS6c,0.15364599264052645
MATS6d,-0.22417739628040056
MATS6i,-0.03282892678682278
MATS6m,-0.14818734961316207
MATS6p,-0.0988117870804457
MATS6s,-0.09010229321639227
MATS6v,-0.13444662744959762
MATS7Z,-0.12535254785143868
MATS7c,-0.0948511049031302
MATS7d,0.005748007357449415
MATS7i,-0.16318450898356843
MATS7m,-0.12695421298346896
MATS7p,-0.1856574707387905
MATS7s,-0.02589713661833098
MATS7v,-0.16281781462154027
MATS8Z,0.04642624377844362
MATS8c,-0.013532927839771582
MATS8d,0.13513616164685327
MATS8i,0.12666952795266126
MATS8m,0.04970529615938173
MATS8p,0.1630116406127927
MATS8s,-0.02734246991407824
MATS8v,0.12632416394811008
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,40.00041572364171
SpAD_D,397.25731301712284
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.8480446148334855
SssNH2,0
SsssAs,0
SsssCH,-1.698572250100134
SsssNH,0
SssssB,0
SssssC,-0.49785064729573336
SssssN,0
TMPC10,863
TMWC10,143.52644701304249
TSRW10,81.60645463684017
VE1_Dt,5.559885951196861
VE2_Dt,0.1737464359749019
VE3_Dt,2.878728405483125
VR1_Dt,205.93734498044043
VR2_Dt,6.435542030638763
VR3_Dt,6.490722781751707
Xc-3dv,2.1856616984328348
Xc-4dv,0.28867513459481287
Xc-5dv,0.3593484033671853
Xc-6dv,0.07216878364870322
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2874574785652648
Xch-7d,0.5249514035474262
Xp-0dv,19.566781502347453
Xp-1dv,11.193439397334352
Xp-2dv,9.55882828207099
Xp-3dv,6.081399229873942
Xp-4dv,4.008559215457725
Xp-5dv,2.538645813760367
Xp-6dv,1.5685599332289366
Xp-7dv,0.8989895658037985
Xpc-4d,6.104932270215432
Xpc-5d,9.135054476680834
Xpc-6d,13.366723661954984
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,68
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,6.713174509166815
AATS0dv,6.0606060606060606
AATS0pe,6.054389393939394
AATS0se,7.54246012121212
AATS1dv,5.794117647058823
AATS1pe,6.369308823529411
AATS1se,7.653127294117646
AATS2dv,4.479674796747967
AATS2pe,6.19670162601626
AATS2se,7.584784032520325
AATS3dv,3.57396449704142
AATS3pe,6.185553846153846
AATS3se,7.627438745562129
AATS4dv,2.8656716417910446
AATS4pe,6.0758855721393035
AATS4se,7.618087741293534
AATS5dv,3.1555555555555554
AATS5pe,6.336791111111112
AATS5se,7.861001244444444
AATS6dv,2.727777777777778
AATS6pe,6.175402222222224
AATS6se,7.643599844444443
AATS7dv,1.9553571428571428
AATS7pe,5.944406249999999
AATS7se,7.479217499999999
AATS8dv,1.7654867256637168
AATS8pe,5.827425663716814
AATS8se,7.4517201061946885
AATSC0Z,7.2442607897153355
AATSC0c,0.015506085206723192
AATSC0d,0.6418732782369145
AATSC0i,1.438188025564097
AATSC0m,34.53807833241505
AATSC0p,0.2233495488364812
AATSC0s,1.5835772497704312
AATSC0v,50.185351253517965
AATSC1Z,0.23746826554313216
AATSC1c,-0.009487609058632579
AATSC1d,0.24671852211959167
AATSC1i,-0.17683953130492938
AATSC1m,1.1380162014530295
AATSC1p,-0.004124745173057896
AATSC1s,-0.07712485820774588
AATSC1v,0.4597445629027149
AATSC2Z,0.8826177517973526
AATSC2c,-0.00017067008348694147
AATSC2d,-0.05207283477793453
AATSC2i,0.027482161799213197
AATSC2m,4.161662665121277
AATSC2p,0.014284313736992307
AATSC2s,0.1055318288203543
AATSC2v,4.146279785552999
AATSC3Z,-0.6611515912215213
AATSC3c,0.003723124815508307
AATSC3d,-0.023081813291603494
AATSC3i,-0.06333790595946605
AATSC3m,-3.2650096218179656
AATSC3p,-0.03331702737316203
AATSC3s,-0.04067223811541993
AATSC3v,-7.520525259635547
AATSC4Z,0.6168880117319737
AATSC4c,-0.0031743599402416773
AATSC4d,0.022984252292257725
AATSC4i,-0.03319134586524982
AATSC4m,2.987863209722735
AATSC4p,0.008263657035905238
AATSC4s,-0.10162306865580267
AATSC4v,4.276439486441431
