DLiP-ID,C1024Y
DLiP-Mol-ID,40856
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H22N4S/c1-2-16-12-17-18(20-14-21-19(17)24-16)23-10-8-22(9-11-23)13-15-6-4-3-5-7-15/h3-7,12,14H,2,8-11,13H2,1H3"
Standard Inchi Key(RDKit),OSVPUNIFECUWFC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1cc2c(N3CCN(Cc4ccccc4)CC3)ncnc2s1
SMILES(SDF),
MW(SDF),
MW(RDKit),338.48
MW Monoisotopic(RDKit),338.156517704
MolLogP(RDKit),3.5759
XLogP(SDF),
XLogP(CDK),3.107
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),32.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.727794917086264
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,680800.2642114002
qed,0.7277949170862639
Chi0,16.355160383312146
Chi1,11.830831138144495
TPSA,32.260000000000005
Chi0n,13.981195243910365
Chi0v,14.797691824838092
Chi1n,8.578852727377992
Chi1v,9.395349308305716
Chi2n,6.23116390425068
Chi2v,7.3463637755399285
Chi3n,4.628706850094322
Chi3v,5.816093436068219
Chi4n,3.2785956873585507
Chi4v,4.208072987978285
MolMR,100.72500000000005
MolWt,338.48
fr_SH,0
Kappa1,15.542043755882583
Kappa2,6.869554517431664
Kappa3,3.140803649596924
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,806.6046689395749
MolLogP,3.5759000000000025
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.4679593196769456
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,19.88931522852921
SMR_VSA6,31.078935354500782
SMR_VSA7,53.1661211709325
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,146.3182520772545
NHOHCount,0
PEOE_VSA1,4.899909730850478
PEOE_VSA2,4.899909730850478
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,37.255572541998674
PEOE_VSA7,18.050640183084614
PEOE_VSA8,37.600929223264174
PEOE_VSA9,5.386224214464796
RingCount,4
SMR_VSA10,27.371269289855128
fr_Al_COO,0
