DLiP-ID,T0052H
DLiP-Mol-ID,21841
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H29N5O4/c1-3-4-11-30(15-22-27-19-7-5-6-8-20(19)28-22)24(33)16-9-10-18-17(12-16)14-29(2)25(34)21(26-18)13-23(31)32/h5-10,12,21,26H,3-4,11,13-15H2,1-2H3,(H,27,28)(H,31,32)/t21-/m0/s1"
Standard Inchi Key(RDKit),PXOGKUFBOAEMKF-NRFANRHFSA-N
Canonical SMILES(RDKit),CCCCN(Cc1nc2ccccc2[nH]1)C(=O)c1ccc2c(c1)CN(C)C(=O)[C@H](CC(=O)O)N2
SMILES(SDF),
MW(SDF),
MW(RDKit),463.538
MW Monoisotopic(RDKit),463.221954408
MolLogP(RDKit),3.2326
XLogP(SDF),
XLogP(CDK),3.083
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),118.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.471991598944301
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,46548791.166346714
qed,0.4719915989443008
