DLiP-ID,T0029S
DLiP-Mol-ID,18404
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H31N5O4/c27-19(4-3-15-5-8-22-9-6-15)26-11-10-24-18(14-26)21(30)25-17(12-20(28)29)16-2-1-7-23-13-16/h1-2,7,13,15,17-18,22,24H,3-6,8-12,14H2,(H,25,30)(H,28,29)/t17-,18+/m0/s1"
Standard Inchi Key(RDKit),HRDIZOQCGGRTPM-ZWKOTPCHSA-N
Canonical SMILES(RDKit),O=C(O)C[C@H](NC(=O)[C@H]1CN(C(=O)CCC2CCNCC2)CCN1)c1cccnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),417.51
MW Monoisotopic(RDKit),417.237604472
MolLogP(RDKit),0.293800000000003
XLogP(SDF),
XLogP(CDK),-0.828
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),123.66
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.479402435876334
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,6173074.801589296
qed,0.47940243587633424
Chi0,21.346724214874857
Chi1,14.524877143252587
TPSA,123.66000000000001
Chi0n,17.17890535408432
Chi0v,17.17890535408432
Chi1n,10.666165222244983
Chi1v,10.666165222244983
Chi2n,8.02391038303247
Chi2v,8.02391038303247
Chi3n,5.851808823035241
Chi3v,5.851808823035241
Chi4n,4.089431507610915
Chi4v,4.089431507610915
MolMR,110.57190000000004
MolWt,417.5100000000001
fr_SH,0
Kappa1,22.171635568303785
Kappa2,11.029670539711285
Kappa3,6.496763062444859
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,723.3667239679152
MolLogP,0.2938000000000028
NOCount,9
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.5296263126289669
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,25.834254063816676
SMR_VSA4,5.917906046161393
SMR_VSA5,44.18778977292597
SMR_VSA6,32.72378202956288
