DLiP-ID,T0007X
DLiP-Mol-ID,15595
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H34N4O4/c1-14(2)19(26-21(30)17-7-5-16(6-8-17)20(24)25)23(3,4)22(31)27-11-9-15(10-12-27)13-18(28)29/h5-8,14-15,19H,9-13H2,1-4H3,(H3,24,25)(H,26,30)(H,28,29)"
Standard Inchi Key(RDKit),AQIWTLCCMPNDGQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)C(NC(=O)c1ccc(C(=N)N)cc1)C(C)(C)C(=O)N1CCC(CC(=O)O)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),430.549
MW Monoisotopic(RDKit),430.258005568
MolLogP(RDKit),2.46457
XLogP(SDF),
XLogP(CDK),2.396
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),136.58
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.370868728862099
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3779819.691764861
qed,0.37086872886209926
Chi0,23.34457050376173
Chi1,14.428465241606325
TPSA,136.57999999999998
Chi0n,18.773508121841246
Chi0v,18.773508121841246
Chi1n,10.695766305757232
Chi1v,10.695766305757232
Chi2n,9.241301874392448
Chi2v,9.241301874392448
Chi3n,6.1051119819124136
Chi3v,6.1051119819124136
Chi4n,4.333819958996888
Chi4v,4.333819958996888
MolMR,118.88810000000007
MolWt,430.5490000000003
fr_SH,0
Kappa1,24.37019047956449
Kappa2,9.93792615242166
Kappa3,6.055188838172655
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,824.4831554824327
MolLogP,2.46457
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.093715261362485
SMR_VSA1,19.490138947056174
SMR_VSA2,5.409283605791522
SMR_VSA3,10.216698334856808
SMR_VSA4,22.984470038881753
SMR_VSA5,52.99925449668849
SMR_VSA6,13.08951281182515
SMR_VSA7,35.392371257240434
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,183.2433255131263
NHOHCount,5
PEOE_VSA1,21.056893206859698
PEOE_VSA2,19.792895158006985
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,25.980208536304467
PEOE_VSA7,50.65766387447927
PEOE_VSA8,36.67907824729311
PEOE_VSA9,5.41499046939678
RingCount,2
SMR_VSA10,23.61928453241213
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,430.25800556799993
NumHDonors,4
