DLiP-ID,T005F2
DLiP-Mol-ID,22379
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H23N7O2/c1-29-16-6-4-3-5-15(16)27-7-9-28(10-8-27)21-14(12-22)13-11-17(30-2)25-19(23)18(13)20(24)26-21/h3-6,11H,7-10H2,1-2H3,(H2,23,25)(H2,24,26)"
Standard Inchi Key(RDKit),QYYJWWZJGZQJQV-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc2c(C#N)c(N3CCN(c4ccccc4OC)CC3)nc(N)c2c(N)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),405.462
MW Monoisotopic(RDKit),405.191322976
MolLogP(RDKit),2.00968
XLogP(SDF),
XLogP(CDK),3.875
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),9
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),126.55
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.669849038773498
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,7696860.49417176
qed,0.6698490387734979
Chi0,21.25034789769755
Chi1,14.56641190556351
TPSA,126.55
Chi0n,16.922443567501087
Chi0v,16.922443567501087
Chi1n,9.53695432727767
Chi1v,9.53695432727767
Chi2n,6.925817489295588
Chi2v,6.925817489295588
Chi3n,5.3253788078605035
Chi3v,5.3253788078605035
Chi4n,3.847022386662136
Chi4v,3.847022386662136
MolMR,117.04980000000005
