DLiP-ID,C000N3
DLiP-Mol-ID,31075
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H9N5O/c12-8-7-10(16-15-8)13-9(14-11(7)17)6-4-2-1-3-5-6/h1-5H,(H4,12,13,14,15,16,17)"
Standard Inchi Key(RDKit),HTTMXXNJOHMNDV-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1[nH]nc2nc(-c3ccccc3)nc(O)c12
SMILES(SDF),
MW(SDF),
MW(RDKit),227.227
MW Monoisotopic(RDKit),227.080709908
MolLogP(RDKit),1.3077
XLogP(SDF),
XLogP(CDK),2.282
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),100.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.581447795498167
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,14181.775519110908
qed,0.5814477954981668
Chi0,11.828062645816686
Chi1,8.254020195423488
TPSA,100.71000000000001
Chi0n,8.752955997137589
Chi0v,8.752955997137589
Chi1n,5.014606321367626
Chi1v,5.014606321367626
Chi2n,3.572734527129148
Chi2v,3.572734527129148
Chi3n,2.4544007393924194
Chi3v,2.4544007393924194
Chi4n,1.6446327570681702
Chi4v,1.6446327570681702
MolMR,63.19690000000001
MolWt,227.227
fr_SH,0
Kappa1,9.585664484513405
Kappa2,3.444766175745319
Kappa3,1.463164893601262
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,676.8945803852714
MolLogP,1.3076999999999996
NOCount,6
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,2.2646312266981687
