DLiP-ID,T005ET
AATSC4d,-0.05856123662306781
AATSC4i,-0.18794255524674977
AATSC4m,-0.5080906883512176
AATSC4p,-0.025279055050470976
AATSC4s,-0.03172503914903135
AATSC4v,-3.036231652498375
AATSC5Z,-1.4416466546983435
AATSC5c,-0.004771955161006861
AATSC5d,-0.026332253075625815
AATSC5i,0.03347183042420945
AATSC5m,-6.674351263518767
AATSC5p,0.001754456281131551
AATSC5s,-0.28053102902102395
AATSC5v,-2.3934529095320314
AATSC6Z,0.2152109681836197
AATSC6c,0.00695388411626691
AATSC6d,-0.028911288869671745
AATSC6i,0.06382427696152344
AATSC6m,0.8434763985199805
AATSC6p,-0.008893963546659521
AATSC6s,0.3290751287648583
AATSC6v,-2.980175215523888
AATSC7Z,0.781062870242418
AATSC7c,-0.0036409704823575223
AATSC7d,0.0004633051600947067
AATSC7i,-0.0438217604384754
AATSC7m,3.644193000559714
AATSC7p,-0.002098382191888314
AATSC7s,0.19516091968901125
AATSC7v,1.7609902073754242
AATSC8Z,0.5548339888411232
AATSC8c,0.0007331856364869727
AATSC8d,0.043229214305314206
AATSC8i,0.019348270533529773
AATSC8m,2.62375137606901
AATSC8p,0.0030504181843978464
AATSC8s,0.01939325671768453
AATSC8v,1.9981918423990228
ATS0are,358.3045
ATS1are,389.274
ATS2are,669.5257999999998
ATS3are,883.1170000000001
ATS4are,975.6429999999999
ATS5are,963.4320000000001
ATS6are,829.5406999999999
ATS7are,682.0009000000001
ATS8are,610.9048000000003
ATSC0dv,226.896551724138
ATSC0pe,6.561043103448272
ATSC0se,4.106043379310343
ATSC1dv,84.1605231866825
ATSC1pe,0.32219259809750717
ATSC1se,0.1359492734839463
ATSC2dv,33.77883472057078
ATSC2pe,2.287238703923902
ATSC2se,1.5796657074910812
ATSC3dv,-89.6016646848989
ATSC3pe,-2.529579191438761
ATSC3se,-1.3890667134363845
ATSC4dv,-97.51961950059453
ATSC4pe,-0.4717021700356747
ATSC4se,-0.5996062556480368
ATSC5dv,-143.22711058263968
ATSC5pe,-5.733815428061821
ATSC5se,-3.5810538109393604
ATSC6dv,72.61474435196193
ATSC6pe,3.7140346611177213
ATSC6se,3.037075274673005
ATSC7dv,102.4221165279429
ATSC7pe,1.6465933709869207
ATSC7se,0.8200499464922697
ATSC8dv,43.39239001189059
ATSC8pe,0.7566761593341218
ATSC8se,0.24585152675386607
AXp-0dv,0.5701135620341178
AXp-1dv,0.31417613839466346
AXp-2dv,0.17762126141403511
AXp-3dv,0.09722894513960192
AXp-4dv,0.05263787928148321
AXp-5dv,0.029193045651213518
AXp-6dv,0.016344476489425143
AXp-7dv,0.00946335173872639
BertzCT,1036.7010269031193
ECIndex,908
ETA_eta,29.26239249353819
GATS1dv,0.47360356769146433
GATS1pe,0.7123083924136294
GATS1se,0.7480879099606563
GATS2dv,0.8350599459642011
GATS2pe,0.5802581313800883
GATS2se,0.5307126103392529
GATS3dv,1.092616688179206
GATS3pe,0.9989510071948313
GATS3se,0.9477838067339608
GATS4dv,1.129700523989781
GATS4pe,0.9080772140027533
GATS4se,0.8862274594987909
GATS5dv,1.4054949639430236
GATS5pe,1.6695378511024481
GATS5se,1.7807339254964552
GATS6dv,0.9858317214700191
GATS6pe,1.0012278169890172
GATS6se,1.0112269399636933
GATS7dv,0.7943851145978804
GATS7pe,0.9607006918360115
GATS7se,1.0043885541378903
GATS8dv,0.8067892214168808
GATS8pe,0.79138162338528
GATS8se,0.7724126917927174
LogEE_A,4.363395974999489
LogEE_D,211.61022672335795
MATS1dv,0.35267826000298946
MATS1pe,0.046691822573936184
MATS1se,0.03148121724475906
MATS2dv,0.07995046718450978
MATS2pe,0.1872159467914719
MATS2se,0.20660741075816724
MATS3dv,-0.1568784610900611
MATS3pe,-0.15316182301838763
MATS3se,-0.13439239973120928
MATS4dv,-0.15293415630186286
MATS4pe,-0.025582051709256502
MATS4se,-0.05196165930398448
MATS5dv,-0.23929515068438714
MATS5pe,-0.33128927822846505
MATS5se,-0.3306160070622675
MATS6dv,0.1406212581744496
MATS6pe,0.2487294009601101
MATS6se,0.32500203867759486
MATS7dv,0.23586899969878683
MATS7pe,0.13113495951958623
MATS7se,0.10435704814876334
MATS8dv,0.10665478138882387
MATS8pe,0.06431789378932949
MATS8se,0.03339212293662368
MAXaaCH,2.164688643328198
MAXaasC,1.287810841660031
MAXdssC,-0.8767304267637177
MAXsCH3,1.8867074725180162
MAXssNH,3.366012278933134
MDEC-12,2.370092171134749
MDEC-13,1.3386315208334592
MDEC-14,1.0
MDEC-22,15.716082736569364
MDEC-23,19.492364653523545
MDEC-24,3.067903442037811
MDEC-33,3.948582749281987
MDEC-34,1.7883005820386542
MDEN-22,1.6545880987662138
MDEO-11,0.4999999999999999
MDEO-12,0.33333333333333337
MINaaCH,1.669607257315525
MINaasC,0.44324891054779214
MINdssC,-0.8767304267637177
MINsCH3,1.8867074725180162
MINssNH,3.366012278933134
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4642857142857144
SM1_Dzi,1.6456504849231428
SM1_Dzm,1.460297629707019
SM1_Dzp,-5.8377918839265455
SM1_Dzv,-2.793606575391221
SddssSe,0
SpAD_Dt,682.7559927896116
SpAbs_A,40.14655598704764
SpAbs_D,423.22045344671585
SpMAD_A,1.2950501931305691
SpMAD_D,13.652272691829543
SpMax_A,2.414344904996014
SpMax_D,211.61022672335795
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,114.03
TpiPC10,8.162578623444425
VAdjMat,6.087462841250339
VE1_DzZ,5.496160385257112
VE1_Dzi,5.497155003393146
VE1_Dzm,5.496159284230596
VE1_Dzp,5.4934771224917505
VE1_Dzv,5.495677430355211
VE2_DzZ,0.17729549629861652
VE2_Dzi,0.17732758075461763
VE2_Dzm,0.17729546078163214
VE2_Dzp,0.17720893943521776
VE2_Dzv,0.1772799171082326
VE3_DzZ,2.835451848164599
VE3_Dzi,2.835632797787817
VE3_Dzm,2.8354516478380893
VE3_Dzp,2.834963522172629
VE3_Dzv,2.8353639729775164
VR1_DzZ,199.74790689185005
VR1_Dzi,199.75665839442436
VR1_Dzm,199.74816301158026
VR1_Dzp,200.2286665651859
VR1_Dzv,199.8446314591359
VR2_DzZ,6.443480867479034
VR2_Dzi,6.443763174013689
VR2_Dzm,6.4434891294058145
VR2_Dzp,6.458989244038255
VR2_Dzv,6.4466010148108355
VR3_DzZ,6.428458217443534
VR3_Dzi,6.428502029221102
VR3_Dzm,6.428459499657551
VR3_Dzp,6.430862157757857
VR3_Dzv,6.4289423334361615
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.020412414523193152
Xch-6dv,0.11654078684613642
Xch-7dv,0.12100091003409175
Xpc-4dv,2.160791768800647
Xpc-5dv,2.926398341478248
Xpc-6dv,3.297380558464076
Zagreb1,162.0
Zagreb2,187.0
fragCpx,226.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,3
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,34
nBondsS,43
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,3
AATS0are,6.177663793103449
AATS1are,6.381540983606557
AATS2are,6.199312962962961
AATS3are,6.0487465753424665
AATS4are,5.985539877300613
AATS5are,6.296941176470589
AATS6are,6.284399242424242
AATS7are,6.144152252252253
AATS8are,5.874084615384618
AATSC0dv,3.9120095124851377
AATSC0pe,0.11312143281807366
AATSC0se,0.0707938513674197
AATSC1dv,1.3796807079784015
AATSC1pe,0.005281845870450937
AATSC1se,0.002228676614490923
AATSC2dv,0.3127669881534331
AATSC2pe,0.02117813614744354
AATSC2se,0.014626534328621122
AATSC3dv,-0.6137100320883486
AATSC3pe,-0.017325884872868225
AATSC3se,-0.009514155571482085
AATSC4dv,-0.5982798742367763
AATSC4pe,-0.0028938783437771455
AATSC4se,-0.003678565985570778
AATSC5dv,-0.9361249057688869
AATSC5pe,-0.03747591783046942
AATSC5se,-0.02340558046365595
AATSC6dv,0.5501116996360752
AATSC6pe,0.0281366262205888
AATSC6se,0.023008146020250038
AATSC7dv,0.9227217705220081
AATSC7pe,0.014834174513395682
AATSC7se,0.007387837355786213
AATSC8dv,0.4172345193451018
AATSC8pe,0.007275732301289633
AATSC8se,0.002363956988017943
AETA_eta,0.9439481449528448
ATSC0are,6.967215517241376
ATSC1are,0.3137733353151078
ATSC2are,2.564191795481573
ATSC3are,-2.6314735434007113
ATSC4are,-0.7750625743162939
ATSC5are,-6.247447829964308
ATSC6are,4.5178388228299715
ATSC7are,1.6838496135552927
ATSC8are,0.7359652794292427
BCUTZ-1h,8.034018149708256
BCUTZ-1l,5.716407842044167
BCUTc-1h,0.4300184825096608
BCUTc-1l,-0.4413889367464309
BCUTd-1h,4.024047981932373
BCUTd-1l,0.9728965671309564
BCUTi-1h,14.569223253468442
BCUTi-1l,10.97990216956123
BCUTm-1h,16.016797977056346
BCUTm-1l,11.72967570584602
BCUTp-1h,1.9723593958291457
BCUTp-1l,0.7154833038770195
BCUTs-1h,7.008294957914499
BCUTs-1l,1.15345246137426
BCUTv-1h,20.871714519257836
BCUTv-1l,14.681712638806351
BalabanJ,1.185461416137131
Diameter,17
ETA_beta,37.75
GATS1are,0.7246306913038183
GATS2are,0.5653493998231728
GATS3are,0.9888405276748186
GATS4are,0.9114981844271993
GATS5are,1.7158407578117418
GATS6are,0.9926149812483837
GATS7are,0.975509142154898
GATS8are,0.7775654897925212
HybRatio,0.43478260869565216
Lipinski,True
LogEE_Dt,341.3779963948058
MATS1are,0.04282081687720404
MATS2are,0.19764939965361436
MATS3are,-0.15004271049403875
MATS4are,-0.039583838936918574
MATS5are,-0.3399225344179932
MATS6are,0.28492171556882323
MATS7are,0.12628421575967796
MATS8are,0.05891050363672694
MAXssCH2,1.1532572770297866
MAXssssC,-0.6766393982132237
MINssCH2,-0.04718227867703462
MINssssC,-0.6766393982132237
NsssssAs,0
RotRatio,0.2647058823529412
SM1_Dzpe,1.5820838433292534
SM1_Dzse,1.4467993662172398
SMR_VSA1,14.424159515885876
SMR_VSA2,0.0
SMR_VSA3,20.10859881996707
SMR_VSA4,0.0
SMR_VSA5,57.28447902956948
SMR_VSA6,11.861545009918906
SMR_VSA7,65.19511481534087
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,351.24495575908344
SpAD_Dzi,344.31360849279076
SpAD_Dzm,351.28413026174303
SpAD_Dzp,415.81400471537154
SpAD_Dzv,393.8091485245279
SpAbs_Dt,682.7559927896114
SpDiam_A,4.803876363557665
SpDiam_D,329.2101523360038
SpMAD_Dt,22.024386864181018
SpMax_Dt,341.3779963948058
SsssssAs,0
VE1_Dzpe,5.496251167660882
VE1_Dzse,5.496147406613183
VE2_Dzpe,0.17729842476325425
VE2_Dzse,0.17729507763268332
VE3_Dzpe,2.8354683654507893
VE3_Dzse,2.8354494867598468
VMcGowan,320.300000000001
VR1_Dzpe,199.74662430556765
VR1_Dzse,199.74823018029917
VR2_Dzpe,6.443439493727989
VR2_Dzse,6.443491296138683
VR3_Dzpe,6.428451796398027
VR3_Dzse,6.428459835924512
mZagreb1,8.840277777777779
mZagreb2,6.777777777777779
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,52
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1201244054696789
AATSC1are,0.005143825169100128
AATSC2are,0.02374251662482938
AATSC3are,-0.018023791393155558
AATSC4are,-0.004754985118504871
AATSC5are,-0.040832992352707896
AATSC6are,0.034226051688105844
AATSC7are,0.015169816338335971
AATSC8are,0.00707658922528118
AETA_beta,1.217741935483871
BCUTdv-1h,6.033518159227711
BCUTdv-1l,0.9959442424548789
BCUTpe-1h,3.5166402046135232
BCUTpe-1l,2.2625474326091304
BCUTse-1h,3.724681871790518
BCUTse-1l,2.4577015832798805
ETA_alpha,14.500000000000002
ETA_dBeta,-2.75
ETA_eta_B,0.39842512745734027
ETA_eta_F,27.41832808222711
ETA_eta_L,7.968433606251181
ETA_eta_R,56.6807205757653
ETA_psi_1,0.557692307692308
LabuteASA,180.68401916593848
LogEE_DzZ,175.6697129025832
LogEE_Dzi,172.20988974590904
LogEE_Dzm,175.68917150602334
LogEE_Dzp,207.6645325361109
LogEE_Dzv,196.81445792112234
PEOE_VSA1,14.946410935820385
PEOE_VSA2,9.77851570501903
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,24.213134593739287
PEOE_VSA7,48.94292361202125
PEOE_VSA8,42.88900525923599
PEOE_VSA9,6.4208216229260096
SM1_Dzare,1.7854816193578409
SpAD_Dzpe,349.536263348272
SpAD_Dzse,351.4897874900694
SpAbs_DzZ,349.97981970413105
SpAbs_Dzi,342.98200927470504
SpAbs_Dzm,350.0223491132135
SpAbs_Dzp,421.16685695614854
SpAbs_Dzv,396.422522417636
SpDiam_Dt,500.96039504731016
SpMAD_DzZ,11.330482443841401
SpMAD_Dzi,11.106890596541637
SpMAD_Dzm,11.331746137475582
SpMAD_Dzp,13.413354990818437
SpMAD_Dzv,12.703520920146062
SpMax_DzZ,175.6697129025832
SpMax_Dzi,172.20988974590904
SpMax_Dzm,175.68917150602334
SpMax_Dzp,207.6645325361109
SpMax_Dzv,196.81445792112234
VE1_Dzare,5.496526586692582
VE2_Dzare,0.1773073092481478
VE3_Dzare,2.8355184745383943
VR1_Dzare,199.72551500084313
VR2_Dzare,6.442758548414295
VR3_Dzare,6.428346110405603
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46774193548387105
AETA_dBeta,-0.08870967741935484
AETA_eta_B,0.012852423466365816
AETA_eta_F,0.8844621962008745
AETA_eta_L,0.2570462453629413
AETA_eta_R,1.8284103411537194
BCUTare-1h,3.5707828676908973
BCUTare-1l,2.2134989060319277
ETA_beta_s,20.25
ETA_dPsi_A,0.15630769230769193
ETA_dPsi_B,0.0
ETA_eta_BR,0.7424251274573402
ETA_eta_FL,7.047354828664575
ETA_eta_RL,15.015788434915756
LogEE_Dzpe,174.81916663682404
LogEE_Dzse,175.79156469233206
PEOE_VSA10,5.817862777835028
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.890723922025908
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.7291879086722
SlogP_VSA3,35.892814145172636
SlogP_VSA4,0.0
SlogP_VSA5,54.722161466736935
SlogP_VSA6,41.182250354045934
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,346.9487436445371
SpAbs_Dzpe,348.1811188560273
SpAbs_Dzse,350.2382927019721
SpDiam_DzZ,275.3651586876512
SpDiam_Dzi,269.5786602895954
SpDiam_Dzm,275.3940490410349
SpDiam_Dzp,323.2605079019055
SpDiam_Dzv,307.64483201538275
SpMAD_Dzpe,11.275363333815225
SpMAD_Dzse,11.338380241615141
SpMax_Dzpe,174.81916663682404
SpMax_Dzse,175.79156469233206
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6532258064516129
AETA_eta_BR,0.0239491976599142
AETA_eta_FL,0.2273340267311153
AETA_eta_RL,0.48438027209405665
DetourIndex,5074
EState_VSA1,11.384295757348628
EState_VSA2,6.4208216229260096
EState_VSA3,24.556771665877857
EState_VSA4,49.303285161997096
EState_VSA5,5.563451491696996
EState_VSA6,18.460054211687762
EState_VSA7,12.990104268152233
EState_VSA8,32.57414303994941
EState_VSA9,9.507073457920557
ETA_beta_ns,17.5
ETA_shape_p,0.08045977011494251
ETA_shape_x,0.03448275862068965
ETA_shape_y,0.24137931034482757
GhoseFilter,True
LogEE_Dzare,173.53196800353817
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SpAbs_Dzare,345.4325756331219
SpDiam_Dzpe,274.02524119182243
SpDiam_Dzse,275.5562704045257
SpMAD_Dzare,11.19189495627539
SpMax_Dzare,173.53196800353817
TopoPSA(NO),114.03
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.44049011272451
VSA_EState9,64.47617655394217
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5645161290322581
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.032258064516128976
FilterItLogS,-6.8653164585034725
SpDiam_Dzare,272.0514871096989
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5879310344827583
ETA_epsilon_2,0.8387096774193545
ETA_epsilon_3,0.4425287356321833
ETA_epsilon_4,0.5530303030303024
ETA_epsilon_5,0.8060606060606058
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14540229885057498
ETA_dEpsilon_B,0.03490073145245587
ETA_dEpsilon_C,-0.11050156739811912
ETA_dEpsilon_D,0.03264907135874873
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8387096774193549
MDEDescriptor,"0.0,2.370092171134749,1.3386315208334592,1.0,15.716082736569364,19.492364653523545,3.067903442037811,3.948582749281987,1.7883005820386542,0.0,0.4999999999999999,0.33333333333333337,0.0,0.0,0.0,0.0,1.6545880987662138,0.0,0.0"
APolDescriptor,66.38941099999998
BCUTDescriptor,"11.850000000000003,15.996939663621179,-0.33162464567320615,0.25987697703806023,4.273033423599473,11.62173578994328"
BPolDescriptor,37.010588999999996
TPSADescriptor,114.03
ALOGPDescriptor,"1.3194000000000035,1.740816360000009,116.59669999999998"
XLogPDescriptor,2.4120000000000004
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,421.21138994000006
ChiPathDescriptor,"21.683587508058327,15.015788434915756,13.750760504308927,10.743179284786352,9.362335916771226,7.000584463751798,4.59282663423419,3.343025892013365,17.673520423057653,10.681988705418558,8.348199286459648,5.73650776323651,4.053116704674206,2.5981810629580018,1.4546584075588367,0.9179451186564593"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.42010345435994295,0.4727375306675719,0.0,0.0,0.020412414523193152,0.1165407868461364,0.12100091003409173"
AtomCountDescriptor,58
BondCountDescriptor,34
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.300877484551667,0.14433756729740646,0.3596262622139681,0.07216878364870323,1.2609477118898307,0.125,0.18233957009380652,0.041666666666666664"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,6,5,2,2,7,0,1"
ZagrebIndexDescriptor,162.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"63.55940738556662,2.050303464050536,23.326414914123383,7.871944773206613,15.454470140916795"
FractionalPSADescriptor,0.27071917503523146
WienerNumbersDescriptor,"3181.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.3277147350172696,7.497177174465715,9.654642531416803,2.1607917688006464,2.926398341478248,3.1084400314627576"
FractionalCSP3Descriptor,0.43478260869565216
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,8,0,0,6,0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"24.134948096885815,11.421457673155274,6.756679115196783"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2791.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.43478260869565216
AutocorrelationDescriptorMass,"35.123308613005236,37.04537492708832,52.20426040867565,48.48873303987602,49.481284902671405"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.5598618153348052,-0.2852011967984622,0.07346371360426886,-0.00100963845475002,-0.03299882638726689"
EccentricConnectivityIndexDescriptor,908
AutocorrelationDescriptorPolarizability,"1981.6612463741155,2298.2338131674032,3156.2517521020923,3040.5857620710235,2735.0492543342084"
