DLiP-ID,J100CN
nX,0
ABC,26.512047432786296
AMW,8.347076243241391
IC0,1.6902278142824219
IC1,3.694910100189622
IC2,4.720495332178656
IC3,5.396689831297166
IC4,5.500138107159236
IC5,5.569103624400615
MID,69.01877986419876
Mpe,0.9921568627450982
Mse,1.0236519577065073
NdO,4
NdS,0
NsF,0
NsI,0
NtN,0
SMR,127.11340000000006
SdO,50.496013030302265
SdS,0
Spe,57.545098039215695
SsF,0
SsI,0
Sse,59.37181354697742
StN,0
fMF,0.39655172413793105
nBr,0
nCl,0
AMID,2.029964113652905
BIC0,0.2730655446215507
BIC1,0.5969329283959829
BIC2,0.7626218299526051
BIC3,0.8718647483400788
BIC4,0.8885773829031476
BIC5,0.8997191392785265
CIC0,4.16775318084515
CIC1,2.16307089493795
CIC2,1.137485662948916
CIC3,0.46129116383040625
CIC4,0.35784288796833597
CIC5,0.28887737072695696
GGI1,7.5
GGI2,5.1111111111111125
GGI3,3.0555555555555554
GGI4,2.818888888888889
GGI5,1.788333333333333
GGI6,1.313514739229025
GGI7,0.7742701247165533
GGI8,0.6109851347946584
GGI9,0.4225000000000001
JGI1,0.2027027027027027
JGI2,0.09465020576131693
JGI3,0.05092592592592594
JGI4,0.04336752136752137
JGI5,0.02669154228855722
JGI6,0.020849440305222615
JGI7,0.014338335642899132
JGI8,0.014547265114158537
JGI9,0.010833333333333335
MIC0,18.33362739065234
MIC1,37.38662080150092
MIC2,44.7223374098365
MIC3,47.196631120120365
MIC4,47.680320775292785
MIC5,48.129251809775546
MPC2,54
MPC3,74
MPC4,100
MPC5,129
MPC6,147
MPC7,174
MPC8,200
MPC9,229
Mare,1.0060689655172415
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.14460139536113453
RPCG,0.09484289491470978
SIC0,0.28853419218810783
SIC1,0.630748051805374
SIC2,0.8058229168215073
SIC3,0.9212542402895999
SIC4,0.938913614047916
SIC5,0.9506865298867933
SaaN,0
SaaO,0
SaaS,0
Sare,58.352000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,19.158798887518152
SsSH,0
SssO,5.0875578435541735
SssS,0
StCH,0
StsC,0
TIC0,98.03321322838046
TIC1,214.30478581099808
TIC2,273.78872926636205
TIC3,313.00801021523563
TIC4,319.0080102152357
TIC5,323.0080102152357
Vabc,417.20381338211956
WPol,60
apol,66.79703199999999
bpol,37.62496800000002
nRot,8
ABCGG,21.63580441642741
ATS0Z,1690.0
ATS0d,206.0
ATS0i,9309.057128179578
ATS0m,6698.736145000001
ATS0p,92.93673771637599
ATS0s,389.35502400548694
ATS0v,13508.556530286749
ATS1Z,1902.0
ATS1d,263.0
ATS1i,8816.288549001103
ATS1m,7326.587861000003
ATS1p,116.82895079200003
ATS1s,198.78086419753086
ATS1v,17029.541216101017
ATS2Z,2740.0
ATS2d,417.0
ATS2i,16019.34063869359
ATS2m,10409.184494000005
ATS2p,176.87448295194307
ATS2s,445.0169753086419
ATS2v,25317.41806356356
ATS3Z,3198.0
ATS3d,505.0
ATS3i,21752.2841976576
ATS3m,11870.034578999996
ATS3p,218.56084857758395
ATS3s,478.9320987654321
ATS3v,30193.860485247493
ATS4Z,3571.0
ATS4d,516.0
ATS4i,24055.243894776526
ATS4m,13235.893934999998
ATS4p,234.91389837673503
ATS4s,567.2283950617285
ATS4v,33057.7515874574
ATS5Z,3647.0
ATS5d,527.0
ATS5i,26716.072330138777
ATS5m,13390.236931000003
ATS5p,250.40458883128198
ATS5s,775.831790123457
ATS5v,35039.969236936195
ATS6Z,3406.0
ATS6d,512.0
ATS6i,28192.61412445183
ATS6m,12450.275884000004
ATS6p,243.237170825168
ATS6s,679.8703703703706
ATS6v,33631.838464333574
ATS7Z,3007.0
ATS7d,448.0
ATS7i,26347.6209837608
ATS7m,10817.742156000002
ATS7p,210.28685939177194
ATS7s,640.7700617283953
ATS7v,29184.786680117773
ATS8Z,2508.0
ATS8d,382.0
ATS8i,23391.979871723426
ATS8m,8892.297599000001
ATS8p,178.84633746322498
ATS8s,519.2067901234567
ATS8v,24235.787692034457
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,14
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.23692276298336906
JGI10,0.006968316558334385
JGT10,0.48587458899997216
Kier1,27.04601899196494
Kier2,11.588477366255145
Kier3,5.796932067202338
MAXdO,13.527769953277708
MID_C,50.0360016763522
MID_N,4.486953462028448
MID_O,12.233053775451744
MID_X,0.0
MID_h,18.982778187846574
MINdO,11.691967606040478
MPC10,229
MWC01,37.0
MWC02,5.209486152841421
MWC03,6.0844994130751715
MWC04,6.996681488176539
MWC05,7.899153483343097
MWC06,8.818334283552174
MWC07,9.731571668456054
MWC08,10.65426664592879
MWC09,11.572862791830056
MWC10,12.497611022871126
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.181700000000001
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.673323267171493
SRW05,2.3978952727983707
SRW06,7.232010331664759
SRW07,4.59511985013459
SRW08,8.887790764195326
SRW09,6.6052979209482015
SRW10,10.598258414212172
SaaCH,15.911306826809103
SaaNH,0
SaaSe,0
SaaaC,1.1554121711688459
SaasC,1.2595716439087998
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.225950579369589
SdssS,0
SsCH3,1.461521399684504
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.662570580573827
SsssP,0
VE1_A,4.910823270869857
VE1_D,5.728511839005202
VE2_A,0.1444359785549958
VE2_D,0.16848564232368243
VE3_A,2.8152170316480403
VE3_D,2.9692312146565554
VR1_A,348.82791125455105
VR1_D,235.66456967690982
VR2_A,10.259644448663266
VR2_D,6.931310872850289
VR3_A,7.078354141254045
VR3_D,6.6861849106932105
WPath,3257
Xc-3d,2.9350746499749767
Xc-4d,0.16666666666666666
Xc-5d,1.0269111913479863
Xc-6d,0.15137471507731048
Xp-0d,24.457454678884094
Xp-1d,16.234419236498233
Xp-2d,15.203162623869572
Xp-3d,12.513308740000161
Xp-4d,10.627948265829923
Xp-5d,8.741026311968412
Xp-6d,6.166293875339358
Xp-7d,4.609578737842767
ZMIC0,113.07598541165018
ZMIC1,60.1414924490882
ZMIC2,36.82147775420632
ZMIC3,29.738919516445215
ZMIC4,28.674648897099676
ZMIC5,27.743412105172332
nAcid,2
nAtom,58
nBase,0
nRing,4
piPC1,3.9219733362813143
piPC2,4.553876891600541
piPC3,5.1089711948171175
piPC4,5.701279344438083
piPC5,6.298029706561264
piPC6,6.647485694140677
piPC7,7.0773925627732055
piPC8,7.429803629208108
piPC9,7.819469931558065
AATS0Z,29.137931034482758
AATS0d,3.5517241379310347
AATS0i,160.5009849686134
AATS0m,115.49545077586208
AATS0p,1.6023575468340687
AATS0s,6.713017655267016
AATS0v,232.90614707390947
AATS1Z,31.18032786885246
AATS1d,4.311475409836065
AATS1i,144.5293204754279
AATS1m,120.10799772131152
AATS1p,1.9152287015081972
AATS1s,3.258702691762801
AATS1v,279.17280682132815
AATS2Z,26.095238095238095
AATS2d,3.9714285714285715
AATS2i,152.56514893993895
AATS2m,99.13509041904766
AATS2p,1.6845188852566007
AATS2s,4.238256907701351
AATS2v,241.1182672720339
AATS3Z,22.84285714285714
AATS3d,3.607142857142857
AATS3i,155.37345855469712
AATS3m,84.78596127857139
AATS3p,1.5611489184113139
AATS3s,3.4209435626102294
AATS3v,215.6704320374821
AATS4Z,23.038709677419355
AATS4d,3.329032258064516
AATS4i,155.19512190178403
AATS4m,85.39286409677418
AATS4p,1.5155735379144195
AATS4s,3.659538032656313
AATS4v,213.27581669327355
AATS5Z,21.203488372093023
AATS5d,3.063953488372093
AATS5i,155.32600191941148
AATS5m,77.8502147151163
AATS5p,1.4558406327400115
AATS5s,4.5106499425782385
AATS5v,203.720751377536
AATS6Z,18.92222222222222
AATS6d,2.8444444444444446
AATS6i,156.6256340247324
AATS6m,69.16819935555557
AATS6p,1.3513176156953777
AATS6s,3.7770576131687252
AATS6v,186.8435470240754
AATS7Z,18.224242424242423
AATS7d,2.7151515151515153
AATS7i,159.6825514167321
AATS7m,65.56207367272728
AATS7p,1.2744658144955876
AATS7s,3.8834549195660317
AATS7v,176.87749503101682
AATS8Z,17.416666666666668
AATS8d,2.6527777777777777
AATS8i,162.44430466474603
AATS8m,61.75206665972223
AATS8p,1.2419884546057292
AATS8s,3.6056027091906717
AATS8v,168.30408119468373
AMID_C,1.4716471081280058
AMID_N,0.13196921947142495
AMID_O,0.3597956992779925
AMID_X,0.0
AMID_h,0.5583170055248993
ATS0dv,524.4444444444445
ATS0pe,380.1948
ATS0se,464.8246529999999
ATS1dv,439.0
ATS1pe,405.1756
ATS1se,484.6528519999998
ATS2dv,745.0
ATS2pe,696.7299999999999
ATS2se,839.2903679999997
ATS3dv,769.3333333333333
ATS3pe,906.3749000000003
ATS3se,1107.3256860000001
ATS4dv,806.6666666666667
ATS4pe,1010.4143999999999
ATS4se,1234.674872
ATS5dv,937.6666666666666
ATS5pe,1116.2007
ATS5se,1366.4181919999996
ATS6dv,880.0
ATS6pe,1133.044
ATS6se,1399.3541260000002
ATS7dv,740.3333333333333
ATS7pe,1054.7562
ATS7se,1303.3734919999997
ATS8dv,561.3333333333333
ATS8pe,924.9473999999999
ATS8se,1147.4018339999998
ATSC0Z,577.6551724137933
ATSC0c,1.7252191434358535
ATSC0d,40.413793103448285
ATSC0i,86.7489577394093
ATSC0m,2651.106187603448
ATSC0p,16.008401785185928
ATSC0s,163.3527875337023
ATSC0v,2848.415738726868
ATSC1Z,102.70749108204521
ATSC1c,-1.03087310539153
ATSC1d,14.737217598097507
ATSC1i,-14.275574486783928
ATSC1m,445.2128953998225
ATSC1p,-0.9077063831453394
ATSC1s,-24.70694494906122
ATSC1v,77.24345577479957
ATSC2Z,94.14149821640905
ATSC2c,0.11028483957322563
ATSC2d,3.7336504161712196
ATSC2i,7.120507782995778
ATSC2m,427.2898148041031
ATSC2p,3.0912560769972997
ATSC2s,66.61472827048766
ATSC2v,207.70622087841016
ATSC3Z,-72.89179548156959
ATSC3c,0.47427121690275714
ATSC3d,-6.0332936979786
ATSC3i,11.712329582574103
ATSC3m,-304.1130760255644
ATSC3p,1.7009295647997529
ATSC3s,-13.035350342690869
ATSC3v,147.9108413792718
ATSC4Z,-73.49227110582643
ATSC4c,-0.6794044180747746
ATSC4d,-9.657550535077291
ATSC4i,-10.290907902725667
ATSC4m,-340.8252339574905
ATSC4p,-1.667317463523953
ATSC4s,-65.6620069384298
ATSC4v,-189.428174341641
ATSC5Z,-113.77051129607612
ATSC5c,0.0790744825107176
ATSC5d,-5.882282996432819
ATSC5i,0.6097827492465835
ATSC5m,-538.6355419964322
ATSC5p,-2.6753022587103454
ATSC5s,43.66168793397043
ATSC5v,-663.0366614177362
ATSC6Z,87.69084423305591
ATSC6c,0.35233156691721257
ATSC6d,-9.870392390011892
ATSC6i,-27.85827555601949
ATSC6m,399.07003492033283
ATSC6p,-3.7563984512425437
ATSC6s,8.775106010301927
ATSC6v,-260.03400323880555
ATSC7Z,-126.01902497027348
ATSC7c,-0.20339949021690368
ATSC7d,-6.866825208085611
ATSC7i,-28.946777278984015
ATSC7m,-556.7744639063617
ATSC7p,-4.935697215260804
ATSC7s,-33.15539085169527
ATSC7v,-536.4967355664598
ATSC8Z,-178.1783590963139
ATSC8c,0.13997178458450743
ATSC8d,-2.7170035671819255
ATSC8i,23.384191290921297
ATSC8m,-803.2360654464925
ATSC8p,1.6847109453218594
ATSC8s,-70.40388579390594
ATSC8v,-147.7819027770444
AXp-0d,0.7193369023201204
AXp-1d,0.43876808747292523
AXp-2d,0.2815400485901773
AXp-3d,0.16909876675675894
AXp-4d,0.10627948265829923
AXp-5d,0.067759893891228
AXp-6d,0.04194757738326094
AXp-7d,0.02649183182668257
GATS1Z,0.7974863779416599
GATS1c,1.5514294425594104
GATS1d,0.8323728529066188
GATS1i,1.3285642673876081
GATS1m,0.7881225811865906
GATS1p,1.2222607093089615
GATS1s,0.7468879699663548
GATS1v,0.9402189658392341
GATS2Z,0.7846994815118022
GATS2c,0.9259765368275965
GATS2d,1.1417601170160896
GATS2i,1.0858507407997324
GATS2m,0.7838772093390204
GATS2p,0.8885494953845123
GATS2s,0.45453799786226956
GATS2v,0.8973551493326503
GATS3Z,1.1509708862054848
GATS3c,0.7729496525292531
GATS3d,1.3247775475377863
GATS3i,1.0503934912810764
GATS3m,1.1282643963344767
GATS3p,1.0821816681417291
GATS3s,0.8288287889034163
GATS3v,0.9615232836671938
GATS4Z,1.1175715177003416
GATS4c,0.9970089284909311
GATS4d,1.2420703512055487
GATS4i,1.1183973729434684
GATS4m,1.1028907105880423
GATS4p,1.1349129756281109
GATS4s,1.1466048452439643
GATS4v,0.9938388976100467
GATS5Z,1.0372326247751045
GATS5c,0.7799675838396456
GATS5d,1.0578071672354947
GATS5i,1.015904713373224
GATS5m,1.0352120640777045
GATS5p,1.078864489056624
GATS5s,0.9881950153245805
GATS5v,1.0516903469813506
GATS6Z,0.8661453358802927
GATS6c,0.7310378381592825
GATS6d,1.0147113196814561
GATS6i,1.0681279294441928
GATS6m,0.8722638137103161
GATS6p,1.047352759543326
GATS6s,0.8960447986177363
GATS6v,1.0378593274904166
GATS7Z,1.0794423460970735
GATS7c,0.9978135899756276
GATS7d,1.0086565311821283
GATS7i,1.1017200673165104
GATS7m,1.0753449919864422
GATS7p,1.0927944932469114
GATS7s,1.1216607341742522
GATS7v,1.0463196231496175
GATS8Z,1.1950612862145809
GATS8c,1.0336283022438797
GATS8d,0.9843483361774742
GATS8i,0.8740391264930888
GATS8m,1.187303998185635
GATS8p,0.9557426465721173
GATS8s,1.2817211500021797
GATS8v,0.9923077866456751
MATS1Z,0.16905639845303522
MATS1c,-0.5681448828147885
MATS1d,0.3467241089912158
MATS1i,-0.15646870471668325
MATS1m,0.15967567848170172
MATS1p,-0.05391325737540372
MATS1s,-0.14381051986016435
MATS1v,0.02578436718191237
MATS2Z,0.09002251330331558
MATS2c,0.035311018283344243
MATS2d,0.05103201690232399
MATS2i,0.045340404923624324
MATS2m,0.0890295364055316
MATS2p,0.1066659244800647
MATS2s,0.22525913147982599
MATS2v,0.040279569637382315
MATS3Z,-0.05227691363078183
MATS3c,0.11388917785157841
MATS3d,-0.06184787908337398
MATS3i,0.05593439913874698
MATS3m,-0.047523446444357284
MATS3p,0.044018811444053875
MATS3s,-0.03305948743955187
MATS3v,0.021512782610448998
MATS4Z,-0.047606833656838286
MATS4c,-0.14736026490116624
MATS4d,-0.08941979522184301
MATS4i,-0.044390058907835754
MATS4m,-0.04810618460730341
MATS4p,-0.03897324956830821
MATS4s,-0.15041248907637997
MATS4v,-0.024884991245368603
MATS5Z,-0.06641414562093245
MATS5c,0.015455805241119447
MATS5d,-0.049081276291769185
MATS5i,0.002370338742988747
MATS5m,-0.06851212379711247
MATS5p,-0.056353958394809854
MATS5s,0.09013086062907745
MATS5v,-0.07849350323871268
MATS6Z,0.04891488910113552
MATS6c,0.06580558816719566
MATS6d,-0.07869738339021616
MATS6i,-0.10347738682814907
MATS6m,0.04850399206022443
MATS6p,-0.07560998735249
MATS6s,0.017309371952356184
MATS6v,-0.029415907670275264
MATS7Z,-0.07668519000897223
MATS7c,-0.04144285257541712
MATS7d,-0.05972696245733786
MATS7i,-0.1172951360598871
MATS7m,-0.07382377248975248
MATS7p,-0.10837886115907243
MATS7s,-0.07134633216083439
MATS7v,-0.06620758645797939
MATS8Z,-0.12423723867133606
MATS8c,0.03267847134727434
MATS8d,-0.027078593098217658
MATS8i,0.10857343821445063
MATS8m,-0.12203420556457051
MATS8p,0.04238799974289605
MATS8s,-0.1735943481291335
MATS8v,-0.02089697286355894
MAXsOH,9.625703097192025
MAXssO,5.0875578435541735
MINsOH,9.53309579032613
MINssO,5.0875578435541735
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-4.232489082052573
SdssSe,0
SdsssP,0
SpAD_A,43.47795854014931
SpAD_D,398.67744526701176
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.022714550849003
SssNH2,0
SsssAs,0
SsssCH,-0.6736939396131769
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1407
TMWC10,150.4644669500744
TSRW10,84.30718393466123
VE1_Dt,5.767637569144938
VE2_Dt,0.16963639909249817
VE3_Dt,2.97603799487762
VR1_Dt,228.40939598058287
VR2_Dt,6.717923411193614
VR3_Dt,6.654915046826567
Xc-3dv,1.456036205682058
Xc-4dv,0.04564354645876384
Xc-5dv,0.40918476696020906
Xc-6dv,0.031351946095452186
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.35830498571017655
Xch-7d,0.602297432724542
Xp-0dv,19.234120791542814
Xp-1dv,12.075675224551828
Xp-2dv,9.782314346904531
Xp-3dv,7.694282017580997
Xp-4dv,5.77744641193324
Xp-5dv,3.9458677358113157
Xp-6dv,2.523112117029484
Xp-7dv,1.661484375090102
Xpc-4d,6.6962490884896075
Xpc-5d,10.829506939597918
Xpc-6d,17.987846771774954
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,61
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.979358961413741
AATS0dv,9.042145593869732
AATS0pe,6.5550827586206895
AATS0se,8.014218155172411
AATS1dv,7.19672131147541
AATS1pe,6.642222950819671
AATS1se,7.945128721311472
AATS2dv,7.095238095238095
AATS2pe,6.635523809523809
AATS2se,7.9932415999999975
AATS3dv,5.495238095238094
AATS3pe,6.474106428571431
AATS3se,7.909469185714286
AATS4dv,5.204301075268818
AATS4pe,6.51880258064516
AATS4se,7.965644335483871
AATS5dv,5.451550387596899
AATS5pe,6.489538953488372
AATS5se,7.944291813953487
AATS6dv,4.888888888888889
AATS6pe,6.2946888888888894
AATS6se,7.7741895888888894
AATS7dv,4.486868686868687
AATS7pe,6.392461818181818
AATS7se,7.899233284848483
AATS8dv,3.8981481481481475
AATS8pe,6.423245833333333
AATS8se,7.968068291666665
AATSC0Z,9.95957193816885
AATSC0c,0.02974515764544575
AATSC0d,0.6967895362663498
AATSC0i,1.4956716851622294
AATSC0m,45.708727372473234
AATSC0p,0.27600692733079185
AATSC0s,2.8164273712707293
AATSC0v,49.110616184946
AATSC1Z,1.6837293620007412
AATSC1c,-0.016899559104779183
AATSC1d,0.24159373111635257
AATSC1i,-0.2340258112587529
AATSC1m,7.2985720557347955
AATSC1p,-0.014880432510579333
AATSC1s,-0.4050318844108397
AATSC1v,1.2662861602426159
AATSC2Z,0.8965856972991337
AATSC2c,0.0010503318054592918
AATSC2d,0.035558575392106856
AATSC2i,0.06781435983805503
AATSC2m,4.069426807658125
AATSC2p,0.02944053406664095
AATSC2s,0.6344259835284539
AATSC2v,1.9781544845562873
AATSC3Z,-0.5206556820112114
AATSC3c,0.0033876515493054082
AATSC3d,-0.04309495498556143
AATSC3i,0.08365949701838644
AATSC3m,-2.17223625732546
AATSC3p,0.012149496891426807
AATSC3s,-0.09310964530493478
AATSC3v,1.0565060098519414
AATSC4Z,-0.4741436845537189
