DLiP-ID,C001SW
AATSC4v,-5.4189741689818955
AATSC5Z,-4.807064471879288
AATSC5c,-0.001762310671861824
AATSC5d,-0.17331961591220849
AATSC5i,-0.09717111493180855
AATSC5m,-21.226303696879278
AATSC5p,-0.07255391346910359
AATSC5s,-0.37687190215951644
AATSC5v,-10.395586346341979
AATSC6Z,-0.6257254405402549
AATSC6c,-0.00032954492909129785
AATSC6d,-0.21800147726073651
AATSC6i,-0.8060860758611512
AATSC6m,-3.395921183180326
AATSC6p,-0.0923729710575874
AATSC6s,-0.1517702988698828
AATSC6v,-16.318379704187624
AATSC7Z,0.7993919845771703
AATSC7c,-0.0010191891761908525
AATSC7d,-0.05435064694323955
AATSC7i,0.04290467373398354
AATSC7m,3.6232162498424336
AATSC7p,0.010644571026841859
AATSC7s,-0.3246372067111341
AATSC7v,-4.091708160873211
AATSC8Z,-1.7422496570644717
AATSC8c,0.0007527680264875515
AATSC8d,0.05569272976680386
AATSC8i,0.3008320699929087
AATSC8m,-7.575999564471878
AATSC8p,0.02110561114044207
AATSC8s,-0.19984336089152993
AATSC8v,4.835473567746634
ATS0are,171.34080000000003
ATS1are,181.11200000000002
ATS2are,284.29460000000006
ATS3are,308.4848
ATS4are,280.6195
ATS5are,263.8026000000001
ATS6are,244.27100000000002
ATS7are,228.9832
ATS8are,174.1401
ATSC0dv,102.0201188843164
ATSC0pe,3.1031185185185177
ATSC0se,2.155672
ATSC1dv,24.921522803095716
ATSC1pe,-0.47050438957476104
ATSC1se,-0.385893
ATSC2dv,32.97515622618503
ATSC2pe,0.8089469135802464
ATSC2se,0.5223639999999996
ATSC3dv,13.771901302308247
ATSC3pe,-0.098474348422498
ATSC3se,-0.25112500000000015
ATSC4dv,17.994936408745286
ATSC4pe,0.6356038408779131
ATSC4se,0.1635910000000002
ATSC5dv,-75.58444681535674
ATSC5pe,-0.9047311385459543
ATSC5se,-0.2281889999999993
ATSC6dv,-38.24533861708074
ATSC6pe,-0.7550230452674895
ATSC6se,-0.38365499999999986
ATSC7dv,-49.36181815102712
ATSC7pe,-0.36096241426611686
ATSC7se,-0.07028599999999982
ATSC8dv,-7.392724686277497
ATSC8pe,-0.2536983539094628
ATSC8se,-0.17821799999999996
AXp-0dv,0.6692942727370651
AXp-1dv,0.3848773945514724
AXp-2dv,0.23642998471033816
AXp-3dv,0.13256716768165083
AXp-4dv,0.07878939192791903
AXp-5dv,0.04496705855094591
AXp-6dv,0.026108441917284255
AXp-7dv,0.017178922331769295
BertzCT,549.4934446456981
ECIndex,264
ETA_eta,13.131579287858287
GATS1dv,0.5999352680772381
GATS1pe,0.7993548562002996
GATS1se,0.8164429368528365
GATS2dv,0.7307496481682341
GATS2pe,0.5999498712167688
GATS2se,0.5921868962954989
GATS3dv,0.9767388575021436
GATS3pe,1.0286011989304495
GATS3se,1.0610044343575495
GATS4dv,1.0295774245643718
GATS4pe,0.9574089647695689
GATS4se,1.0925948888802772
GATS5dv,1.5683604639697382
GATS5pe,1.3116071705643781
GATS5se,1.2254332639659462
GATS6dv,1.1561102197043718
GATS6pe,1.0509320373053628
GATS6se,0.9614166719241143
GATS7dv,1.2996415906938592
GATS7pe,1.2137519703934372
GATS7se,1.1134448900263918
GATS8dv,1.0219238250611784
GATS8pe,1.1793952797782872
GATS8se,1.182997877228075
LogEE_A,3.756256476237338
LogEE_D,65.12811042235562
MATS1dv,0.23555616950927938
MATS1pe,-0.1462079706811414
MATS1se,-0.17261953912416042
MATS2dv,0.19393325504889788
MATS2pe,0.15641302298046642
MATS2se,0.14539243447055014
MATS3dv,0.07438335457525815
MATS3pe,-0.017486079032289676
MATS3se,-0.06419111998485859
MATS4dv,0.11075409674763823
MATS4pe,0.12861258239120701
MATS4se,0.047651001744494645
MATS5dv,-0.5000925519231977
MATS5pe,-0.1967999336390396
MATS5se,-0.07145223160109679
MATS6dv,-0.2595325550398652
MATS6pe,-0.1684461160567634
MATS6se,-0.12321322895705265
MATS7dv,-0.35307532094882293
MATS7pe,-0.0848839654151393
MATS7se,-0.02379294428084776
MATS8dv,-0.06521706003101498
MATS8pe,-0.07358034092346705
MATS8se,-0.07440658875747329
MAXaaCH,1.6963151140085664
MAXaasC,0.6629657974300833
MAXdssC,-0.1240249433106575
MAXsCH3,1.956476438090796
MAXsNH2,5.726821145124717
MAXssNH,3.0328081520674113
MDEC-12,0.7211247851537042
MDEC-13,1.0865734103904057
MDEC-22,0.7841369378620653
MDEC-23,5.603307440730286
MDEC-33,6.332486321992826
MDEN-12,0.7071067811865476
MDEN-22,0.4999999999999999
MINaaCH,1.6958491591080878
MINaasC,0.26432634164777036
MINdssC,-0.1240249433106575
MINsCH3,1.956476438090796
MINsNH2,5.726821145124717
MINssNH,3.0328081520674113
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.57563025210084
SM1_Dzi,0.8067428643070996
SM1_Dzm,2.588668286688989
SM1_Dzp,-1.5546189026872002
SM1_Dzv,-0.9585219827077667
SddssSe,0
SpAD_Dt,199.81189318696494
SpAbs_A,21.27437143460129
SpAbs_D,130.25622084471127
SpMAD_A,1.251433613800076
SpMAD_D,7.66213063792419
SpMax_A,2.4135381631851347
SpMax_D,65.12811042235562
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,124.48999999999998
TpiPC10,7.507158240480965
VAdjMat,5.169925001442312
VE1_DzZ,4.040327564217523
VE1_Dzi,4.046768898022124
VE1_Dzm,4.040340246493576
VE1_Dzp,4.023863215660526
VE1_Dzv,4.031386300114453
VE2_DzZ,0.23766632730691312
VE2_Dzi,0.23804522929541908
VE2_Dzm,0.23766707332315154
VE2_Dzp,0.23669783621532509
VE2_Dzv,0.23714037059496781
VE3_DzZ,1.9269540200002653
VE3_Dzi,1.9285470108089728
VE3_Dzm,1.9269571589180752
VE3_Dzp,1.922870691149787
VE3_Dzv,1.9247385629336458
VR1_DzZ,81.78704239655436
VR1_Dzi,81.15133916894459
VR1_Dzm,81.77795062619218
VR1_Dzp,83.419680383032
VR1_Dzv,82.63248121179288
VR2_DzZ,4.8110024939149625
VR2_Dzi,4.773608186408505
VR2_Dzm,4.810467683893657
VR2_Dzp,4.9070400225312945
VR2_Dzv,4.860734188928993
VR3_DzZ,4.934747076213237
VR3_Dzi,4.926944047276559
VR3_Dzm,4.934635906088096
VR3_Dzp,4.954512508404689
VR3_Dzv,4.945031089302079
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.1705273923041115
Xch-6dv,0.2747523392198023
Xch-7dv,0.21615530909245692
Xpc-4dv,1.7126954718750826
Xpc-5dv,2.3757872518736836
Xpc-6dv,2.5391033121031006
Zagreb1,86.0
Zagreb2,100.0
fragCpx,52.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,10
nBondsD,1
nBondsM,11
nBondsO,18
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,2
AATS0are,6.345955555555556
AATS1are,6.468285714285715
AATS2are,6.317657777777779
AATS3are,6.295608163265307
AATS4are,6.52603488372093
AATS5are,6.595065000000003
AATS6are,6.263358974358975
AATS7are,6.188735135135135
AATS8are,5.80467
AATSC0dv,3.7785229216413483
AATSC0pe,0.11493031550068585
AATSC0se,0.0798397037037037
AATSC1dv,0.890054385824847
AATSC1pe,-0.01680372819909861
AATSC1se,-0.013781892857142857
AATSC2dv,0.7327812494707784
AATSC2pe,0.01797659807956103
AATSC2se,0.01160808888888888
AATSC3dv,0.28105921025118874
AATSC3pe,-0.0020096805800509797
AATSC3se,-0.005125000000000003
AATSC4dv,0.41848689322663457
AATSC4pe,0.014781484671579375
AATSC4se,0.003804441860465121
AATSC5dv,-1.8896111703839185
AATSC5pe,-0.022618278463648857
AATSC5se,-0.0057047249999999826
AATSC6dv,-0.9806497081302754
AATSC6pe,-0.01935956526326896
AATSC6se,-0.009837307692307689
AATSC7dv,-1.3341031932710032
AATSC7pe,-0.009755740926111266
AATSC7se,-0.0018996216216216168
AATSC8dv,-0.2464241562092499
AATSC8pe,-0.008456611796982094
AATSC8se,-0.005940599999999999
AETA_eta,0.7724458404622522
ATSC0are,2.9905629629629615
ATSC1are,-0.5049023319615912
ATSC2are,0.6728098765432093
ATSC3are,-0.41162908093278505
ATSC4are,1.0826775034293543
ATSC5are,-1.0044784636488335
ATSC6are,-0.8020872427983534
ATSC7are,-0.6933418381344302
ATSC8are,-0.25019218106995844
BCUTZ-1h,17.001109090392752
BCUTZ-1l,5.747459947749827
BCUTc-1h,0.42574700170530555
BCUTc-1l,-0.37080849898525453
BCUTd-1h,3.2180472538981904
BCUTd-1l,0.9779550969715146
BCUTi-1h,14.553115604454625
BCUTi-1l,10.31117806927867
BCUTm-1h,35.45051806095348
BCUTm-1l,11.75929579094116
BCUTp-1h,2.9382626041272424
BCUTp-1l,0.7527823590923222
BCUTs-1h,7.008268285543824
BCUTs-1l,0.604506074798146
BCUTv-1h,24.441897084444594
BCUTv-1l,14.7027162547806
BalabanJ,1.8847966524881725
Diameter,10
ETA_beta,21.75
GATS1are,0.8769311630023474
GATS2are,0.6502447204292019
GATS3are,1.122521568730136
GATS4are,0.9715258759999442
GATS5are,1.4669737953463486
GATS6are,1.0976417174023965
GATS7are,1.2954670152930854
GATS8are,1.0892297003413205
HybRatio,0.2
Lipinski,True
LogEE_Dt,99.90594659348245
MATS1are,-0.16280215860686284
MATS2are,0.13498659982265196
MATS3are,-0.07584392202956006
MATS4are,0.22732200137118086
MATS5are,-0.22672084532579026
MATS6are,-0.18568114932480861
MATS7are,-0.1691829125212162
MATS8are,-0.07529450667036545
MAXssCH2,0.7414820851179976
MINssCH2,0.7414820851179976
NsssssAs,0
RotRatio,0.2222222222222222
SM1_Dzpe,0.9585673504485387
SM1_Dzse,1.0217801605363066
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,17.595212487081092
SMR_VSA7,26.223357540071447
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,85.03890694042303
SpAD_Dzi,102.87508208023281
SpAD_Dzm,84.98546129478913
SpAD_Dzp,113.3218231102001
SpAD_Dzv,113.89193277666206
SpAbs_Dt,199.81189318696494
SpDiam_A,4.658490843345679
SpDiam_D,96.36381694077117
SpMAD_Dt,11.75364077570382
SpMax_Dt,99.90594659348245
SsssssAs,0
VE1_Dzpe,4.045820379935472
VE1_Dzse,4.045439896442327
VE2_Dzpe,0.23798943411385132
VE2_Dzse,0.23796705273190155
VE3_Dzpe,1.9283125943426438
VE3_Dzse,1.9282185463252943
VMcGowan,189.28999999999982
VR1_Dzpe,81.27077658759436
VR1_Dzse,81.34498941926833
VR2_Dzpe,4.780633916917315
VR2_Dzse,4.784999377604019
VR3_Dzpe,4.928414751430631
VR3_Dzse,4.929327489950991
mZagreb1,6.416666666666667
mZagreb2,3.8333333333333326
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11076159122085043
AATSC1are,-0.018032226141485398
AATSC2are,0.014951330589849097
AATSC3are,-0.008400593488424184
AATSC4are,0.025178546591380333
AATSC5are,-0.025111961591220838
AATSC6are,-0.02056633955893214
AATSC7are,-0.018738968598227844
AATSC8are,-0.008339739368998615
AETA_beta,1.2794117647058822
BCUTdv-1h,6.021950050317454
BCUTdv-1l,0.6522680318088022
BCUTpe-1h,3.4883731363234354
BCUTpe-1l,2.2758593671674787
BCUTse-1h,3.7014760149000883
BCUTse-1l,2.485118165924685
ETA_alpha,8.914285714285715
ETA_dBeta,0.25
ETA_eta_B,0.300821359442903
ETA_eta_F,12.392230761109563
ETA_eta_L,4.18577341194885
ETA_eta_R,25.52381004896785
ETA_psi_1,0.5909090909090909
LabuteASA,111.4382393980665
LogEE_DzZ,42.42637121595576
LogEE_Dzi,51.48499650272271
LogEE_Dzm,42.39919811394161
LogEE_Dzp,56.28712619927825
LogEE_Dzv,56.8895827422894
PEOE_VSA1,11.050456081168516
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,22.937725768167255
PEOE_VSA7,19.056471336613843
PEOE_VSA8,6.544756405912575
PEOE_VSA9,9.213476209446931
SM1_Dzare,0.9101449890260137
SpAD_Dzpe,101.79429704115509
SpAD_Dzse,100.84408113107244
SpAbs_DzZ,83.37232265965187
SpAbs_Dzi,102.16325014113835
SpAbs_Dzm,83.31044063869626
SpAbs_Dzp,114.24073546106627
SpAbs_Dzv,114.73768746728655
SpDiam_Dt,143.17544393054249
SpMAD_DzZ,5.002288643554296
SpMAD_Dzi,6.051475416484283
SpMAD_Dzm,4.99914478204642
SpMAD_Dzp,6.665989594717653
SpMAD_Dzv,6.69952545745071
SpMax_DzZ,42.42637121595576
SpMax_Dzi,51.48499650272271
SpMax_Dzm,42.39919811394161
SpMax_Dzp,56.28712619927825
SpMax_Dzv,56.8895827422894
VE1_Dzare,4.045351872881981
VE2_Dzare,0.23796187487541065
VE3_Dzare,1.9281967873768853
VR1_Dzare,81.25818753476648
VR2_Dzare,4.7798933843980285
VR3_Dzare,4.92825983685376
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5243697478991597
AETA_dBeta,0.014705882352941176
AETA_eta_B,0.017695374084876647
AETA_eta_F,0.7289547506535037
AETA_eta_L,0.2462219654087559
AETA_eta_R,1.5014005911157557
BCUTare-1h,3.5432604712689493
BCUTare-1l,2.204114871843743
ETA_beta_s,10.75
ETA_dPsi_A,0.12309090909090903
ETA_dPsi_B,0.0
ETA_eta_BR,0.472821359442903
ETA_eta_FL,3.9276187909813425
ETA_eta_RL,8.113392202930193
LogEE_Dzpe,50.95353483530981
LogEE_Dzse,50.482145280861886
PEOE_VSA10,10.695009971536328
PEOE_VSA11,5.131558479839333
PEOE_VSA12,5.783244946364939
PEOE_VSA13,0.0
SlogP_VSA1,11.050456081168516
SlogP_VSA2,17.311979873224722
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,21.472568771165044
SlogP_VSA6,12.13273413692322
SlogP_VSA7,4.336329015745631
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,102.31385621173835
SpAbs_Dzpe,100.9485023201711
SpAbs_Dzse,99.94251040118746
SpDiam_DzZ,62.674585136959934
SpDiam_Dzi,77.96339247878004
SpDiam_Dzm,62.64200762027721
SpDiam_Dzp,81.36274389034375
SpDiam_Dzv,83.05208452194908
SpMAD_Dzpe,5.9878998259503
SpMAD_Dzse,5.932004772416026
SpMax_Dzpe,50.95353483530981
SpMax_Dzse,50.482145280861886
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,17
AETA_beta_s,0.6323529411764706
AETA_eta_BR,0.027813021143700177
AETA_eta_FL,0.23103639946949073
AETA_eta_RL,0.47725836487824663
DetourIndex,826
EState_VSA1,0.0
EState_VSA2,11.601107724199966
EState_VSA3,19.222181882987563
EState_VSA4,6.544756405912575
EState_VSA5,22.673571755869474
EState_VSA6,12.13273413692322
EState_VSA7,6.923737199690624
EState_VSA8,10.30076712495354
EState_VSA9,17.3346073673947
ETA_beta_ns,11.0
ETA_shape_p,0.21848290598290598
ETA_shape_x,0.0
ETA_shape_y,0.3365384615384615
GhoseFilter,True
LogEE_Dzare,51.210466046400114
SlogP_VSA10,10.949421257674361
SlogP_VSA11,0.0
SpAbs_Dzare,101.51078710377419
SpDiam_Dzpe,76.68763977199504
SpDiam_Dzse,75.73990699500368
SpMAD_Dzare,6.0184621301022565
SpMax_Dzare,51.210466046400114
TopoPSA(NO),68.00999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.5864290700848245
VSA_EState9,32.890296941086234
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6470588235294118
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.02436974789915968
ETA_dAlpha_B,0.0
FilterItLogS,-3.822027377896383
SpDiam_Dzare,77.23099025308645
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6698412698412701
ETA_epsilon_2,0.8873949579831932
ETA_epsilon_3,0.438775510204082
ETA_epsilon_4,0.6025974025974029
ETA_epsilon_5,0.7992857142857144
AETA_beta_ns_d,0.08823529411764706
ETA_dEpsilon_A,0.23106575963718812
ETA_dEpsilon_B,0.06724386724386722
ETA_dEpsilon_C,-0.1638218923933209
ETA_dEpsilon_D,0.08810924369747886
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6470588235294118
MDEDescriptor,"0.0,0.7211247851537042,1.0865734103904057,0.0,0.7841369378620653,5.603307440730286,0.0,6.332486321992826,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,36.34993
BCUTDescriptor,"11.997988010313776,34.968853984447634,-0.28711020884577537,0.22826534413854507,5.505963028281159,12.24954067682755"
BPolDescriptor,18.19007
TPSADescriptor,124.48999999999998
ALOGPDescriptor,"2.1796999999999995,4.7510920899999975,75.9928"
XLogPDescriptor,1.246
VAdjMaDescriptor,5.169925001442312
WeightDescriptor,286.9953817
ChiPathDescriptor,"12.41384908344359,8.113392202930193,7.304664210773969,5.892733810964943,4.869069702362418,3.166683572422942,2.0262812787355093,1.2308817695510488,11.378002636530107,6.927793101926503,5.910749617758453,4.242149365812826,3.2303650690446815,1.8436494005887822,1.0704461186086547,0.6699779709390027"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.4057144941062055,0.47399021386232926,0.0,0.0,0.17052739230411154,0.27475233921980236,0.21615530909245692"
AtomCountDescriptor,27
BondCountDescriptor,18
SmallRingDescriptor,"2,2,2,2,0,0,2,0,0,0,0"
ChiClusterDescriptor,"1.2237010601067566,0.0,0.2710175098617139,0.0,0.9832730652102868,0.0,0.10686286257645636,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,0,2,0,0,0"
ZagrebIndexDescriptor,86.0
LargestChainDescriptor,11
MannholdLogPDescriptor,1.79
WeightedPathDescriptor,"33.84279958598605,1.990752916822709,19.651288276649524,2.567712414787585,8.495749979178132"
FractionalPSADescriptor,0.43377004627249016
WienerNumbersDescriptor,"532.0,22.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.7115155335078933,4.285419574731029,5.210802872997192,1.7126954718750826,2.375787251873683,2.397317277096314"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.432098765432098,5.76,3.0625"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,512.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2
AutocorrelationDescriptorMass,"38.822865924119185,27.793913100684808,48.29089114101243,39.80042662020959,37.21678645107624"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.321180675661482,-0.1673021784815463,0.07351203355693273,-0.0962188963255589,-0.033324311531188075"
EccentricConnectivityIndexDescriptor,264
AutocorrelationDescriptorPolarizability,"1488.6903705322961,1734.1214356560258,2366.511740107854,1926.5495951345324,1738.2489058434294"
