DLiP-ID,T0031B
DLiP-Mol-ID,19595
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17N3O2S/c1-21(2)14-7-3-12(4-8-14)11-16-17(23)20-18(24-16)19-13-5-9-15(22)10-6-13/h3-11,22H,1-2H3,(H,19,20,23)/b16-11-"
Standard Inchi Key(RDKit),JWEILOGFOMOOHH-WJDWOHSUSA-N
Canonical SMILES(RDKit),CN(C)c1ccc(/C=C2\SC(=Nc3ccc(O)cc3)NC2=O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),339.42
MW Monoisotopic(RDKit),339.104147784
MolLogP(RDKit),3.3498
XLogP(SDF),
XLogP(CDK),2.932
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),64.93
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.841887267872468
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,334032.1750274225
qed,0.8418872678724685
Chi0,17.10408352775558
Chi1,11.50804039084698
TPSA,64.93
Chi0n,13.354289790134235
Chi0v,14.170786371061961
Chi1n,7.37131149697709
Chi1v,8.187808077904815
Chi2n,5.484087712114642
Chi2v,6.514736594041008
Chi3n,3.4384878711103797
Chi3v,4.348345941138149
Chi4n,2.1450070722893884
Chi4v,2.986830456774295
MolMR,99.68150000000001
MolWt,339.42
fr_SH,0
Kappa1,16.13920807271896
Kappa2,6.80004170502855
Kappa3,3.776503326742064
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,809.162446876571
MolLogP,3.349800000000002
NOCount,5
fr_Ar_N,0
fr_COO2,0
