DLiP-ID,T003CK
DLiP-Mol-ID,20083
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H27N5O5/c1-33-20-7-5-16(14-25-20)18(13-21(30)31)28-12-11-27(23(28)32)10-8-19(29)17-6-4-15-3-2-9-24-22(15)26-17/h4-7,14,18H,2-3,8-13H2,1H3,(H,24,26)(H,30,31)/t18-/m0/s1"
Standard Inchi Key(RDKit),KWKNIANILQEFIG-SFHVURJKSA-N
Canonical SMILES(RDKit),COc1ccc([C@H](CC(=O)O)N2CCN(CCC(=O)c3ccc4c(n3)NCCC4)C2=O)cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),453.499
MW Monoisotopic(RDKit),453.201218964
MolLogP(RDKit),2.3697
XLogP(SDF),
XLogP(CDK),1.102
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),124.96
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.554614953022199
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,36132929.2317067
qed,0.554614953022199
Chi0,23.371668241257186
Chi1,15.956728795830726
TPSA,124.96000000000002
Chi0n,18.49001700398538
Chi0v,18.49001700398538
Chi1n,11.002646062508799
Chi1v,11.002646062508799
Chi2n,8.11829992719618
Chi2v,8.11829992719618
Chi3n,6.012979632271174
Chi3v,6.012979632271174
Chi4n,4.229242755810614
Chi4v,4.229242755810614
MolMR,119.45300000000005
MolWt,453.4990000000002
fr_SH,0
Kappa1,22.502026983260752
Kappa2,9.845407758992387
Kappa3,5.047380703298547
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1042.0376730408057
MolLogP,2.3697
NOCount,10
