DLiP-ID,J0000X
DLiP-Mol-ID,26718
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H27F3N4O/c1-2-11-28-12-8-20(9-13-28)29(16-17-5-4-10-26-15-17)21(30)27-19-7-3-6-18(14-19)22(23,24)25/h3-7,10,14-15,20H,2,8-9,11-13,16H2,1H3,(H,27,30)"
Standard Inchi Key(RDKit),MYAZRJLIDGICMI-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCN1CCC(N(Cc2cccnc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),420.479
MW Monoisotopic(RDKit),420.213696144
MolLogP(RDKit),5.00890000000001
XLogP(SDF),
XLogP(CDK),3.618
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),48.47
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.714820222701089
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,4860479.765598369
qed,0.7148202227010885
Chi0,21.562267164498692
Chi1,14.3635232085956
TPSA,48.47
Chi0n,17.029682387003884
Chi0v,17.029682387003884
Chi1n,10.226726279414345
Chi1v,10.226726279414345
Chi2n,7.570705740415217
Chi2v,7.570705740415217
Chi3n,5.3154487986422305
Chi3v,5.3154487986422305
Chi4n,3.794474079560248
Chi4v,3.794474079560248
MolMR,109.99570000000006
MolWt,420.47900000000016
fr_SH,0
Kappa1,22.083689921218802
Kappa2,9.93056456008267
Kappa3,5.948364660391947
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,820.6324000616339
MolLogP,5.008900000000005
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,1
BalabanJ,1.7503140127112697
SMR_VSA1,17.96578232709628
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,44.94909782097267
SMR_VSA6,24.951057821744058
SMR_VSA7,59.918792537389805
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,174.44433524417826
NHOHCount,1
PEOE_VSA1,15.116608065707286
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,4.794537184071822
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,19.056471336613843
PEOE_VSA7,55.63614104023404
PEOE_VSA8,43.757183464795396
PEOE_VSA9,5.563451491696996
RingCount,3
SMR_VSA10,11.718500787021634
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,420.21369614400004
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,12.207413029781547
SlogP_VSA1,5.316788604006331
SlogP_VSA2,46.49102254187192
SlogP_VSA3,12.72105492335605
SlogP_VSA4,0.0
SlogP_VSA5,37.31310505186264
SlogP_VSA6,48.791889553995816
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
