DLiP-ID,C001XF
DLiP-Mol-ID,26834
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H16N4O3S/c1-11(2)12-7-9-13(10-8-12)26(24,25)18-16-19-17(23)14-5-3-4-6-15(14)22(16)21-20-18/h3-11H,1-2H3,(H,19,23)"
Standard Inchi Key(RDKit),VXRPWYOOYFIHSS-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)c1ccc(S(=O)(=O)c2nnn3c2nc(O)c2ccccc23)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),368.418
MW Monoisotopic(RDKit),368.094311372
MolLogP(RDKit),2.9393
XLogP(SDF),
XLogP(CDK),4.33
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),97.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.597015575381511
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1108140.6800006821
qed,0.5970155753815105
Chi0,18.474327015758657
Chi1,12.391883981397134
TPSA,97.45
Chi0n,14.156965271598015
Chi0v,14.973461852525741
Chi1n,8.075315557506679
Chi1v,9.558478805101073
Chi2n,6.30973765499366
Chi2v,8.174714082238228
Chi3n,4.31345319125412
Chi3v,5.979532032713269
Chi4n,2.8458662543390956
Chi4v,4.07999093533542
MolMR,95.93560000000001
MolWt,368.41800000000006
fr_SH,0
Kappa1,16.467455621301774
Kappa2,5.771564544913741
Kappa3,2.4130996839988508
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1228.7594455092446
MolLogP,2.939300000000001
NOCount,7
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,1.9320072471204046
SMR_VSA1,13.524324379169643
SMR_VSA2,0.0
SMR_VSA3,19.811443318518737
SMR_VSA4,0.0
SMR_VSA5,29.686823899729657
SMR_VSA6,0.0
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,5.879988336435371
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,149.39863180932994
NHOHCount,1
PEOE_VSA1,5.106527394840706
PEOE_VSA2,0.0
PEOE_VSA3,8.417796984328938
