DLiP-ID,C001TG
DLiP-Mol-ID,32885
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H13NO2/c19-16-10-15(18-11-12-6-2-1-3-7-12)13-8-4-5-9-14(13)17(16)20/h1-10,18H,11H2"
Standard Inchi Key(RDKit),KXFKWUFYZQYBFH-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1C=C(NCc2ccccc2)c2ccccc2C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),263.296
MW Monoisotopic(RDKit),263.094628656
MolLogP(RDKit),2.5827
XLogP(SDF),
XLogP(CDK),3.121
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),46.17
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.865697501892742
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,55146.61725931915
qed,0.8656975018927415
Chi0,13.94938298937633
Chi1,9.754020195423491
TPSA,46.17
Chi0n,10.797106054010534
Chi0v,10.797106054010534
Chi1n,6.430739212552622
Chi1v,6.430739212552622
Chi2n,4.6361233494647545
Chi2v,4.6361233494647545
Chi3n,3.2868732634806084
Chi3v,3.2868732634806084
Chi4n,2.262511439888723
