DLiP-ID,C0038Q
DLiP-Mol-ID,30770
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m1/s1"
Standard Inchi Key(RDKit),WTDRDQBEARUVNC-ZCFIWIBFSA-N
Canonical SMILES(RDKit),N[C@H](Cc1ccc(O)c(O)c1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),197.19
MW Monoisotopic(RDKit),197.068807832
MolLogP(RDKit),0.0522000000000001
XLogP(SDF),
XLogP(CDK),-2.03
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),103.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.512506924693015
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,1115.7791056158326
qed,0.5125069246930146
Chi0,10.71517847069432
Chi1,6.502907755397974
TPSA,103.78000000000002
Chi0n,7.343747204098415
Chi0v,7.343747204098415
Chi1n,3.9967885591797376
Chi1v,3.9967885591797376
Chi2n,2.9719215653681355
Chi2v,2.9719215653681355
Chi3n,1.812638001675133
Chi3v,1.812638001675133
Chi4n,1.037227028910416
Chi4v,1.037227028910416
MolMR,49.08680000000002
MolWt,197.18999999999997
fr_SH,0
Kappa1,10.331632653061224
Kappa2,3.972117202268431
Kappa3,2.366714454376792
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,350.6652327975252
MolLogP,0.052200000000000135
NOCount,5
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.7772680269131413
SMR_VSA1,20.11411936859394
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,23.762552697081826
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,80.41034351633131
NHOHCount,5
PEOE_VSA1,21.0532496616843
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,24.117007251546223
PEOE_VSA8,0.0
PEOE_VSA9,0.0
RingCount,1
SMR_VSA10,5.969305287951849
fr_Al_COO,1
