DLiP-ID,P000LK
AATSC5Z,-0.010589459509089724
AATSC5c,-0.0004307424655424011
AATSC5d,0.09365244536940688
AATSC5i,-0.16964602529328895
AATSC5m,-0.07577504996633368
AATSC5p,-0.013135912673796787
AATSC5s,-0.01193371556045241
AATSC5v,-1.9379933710260369
AATSC6Z,1.3836883984372566
AATSC6c,0.0007394617442263502
AATSC6d,0.04362347105996124
AATSC6i,0.1625912554086635
AATSC6m,6.637318456392104
AATSC6p,0.04143568348973739
AATSC6s,0.0632152275400638
AATSC6v,9.907961306155483
AATSC7Z,-0.3993628212620984
AATSC7c,-0.00019068428925857956
AATSC7d,-0.13988710390147252
AATSC7i,0.1340730034858124
AATSC7m,-1.9010853684945734
AATSC7p,-0.0007088343541045112
AATSC7s,-0.027557822030260862
AATSC7v,-1.1415605406774085
AATSC8Z,-1.3553860291633448
AATSC8c,2.9456788601287194e-05
AATSC8d,-0.14933037825857806
AATSC8i,-0.15356391923986962
AATSC8m,-6.567180136498774
AATSC8p,-0.049498500956899665
AATSC8s,-0.022384728810327152
AATSC8v,-11.255966751264436
ATS0are,369.8995999999999
ATS1are,414.82
ATS2are,730.2919000000002
ATS3are,899.1029000000001
ATS4are,964.7479999999997
ATS5are,990.9009000000001
ATS6are,975.0329
ATS7are,875.0468999999997
ATS8are,906.5379999999999
ATSC0dv,224.77419354838702
ATSC0pe,5.482541935483868
ATSC0se,3.146705548387096
ATSC1dv,95.0790842872008
ATSC1pe,0.9982843912591219
ATSC1se,0.4813666097814712
ATSC2dv,9.816857440166498
ATSC2pe,-0.28719594172734525
ATSC2se,-0.45164320499480803
ATSC3dv,-104.88033298647242
ATSC3pe,-2.1474904266388983
ATSC3se,-0.9481021477627559
ATSC4dv,-78.43496357960457
ATSC4pe,-1.6492980228928151
ATSC4se,-0.710863450572319
ATSC5dv,62.748178980228936
ATSC5pe,0.09788501560873605
ATSC5se,-0.09764205202913318
ATSC6dv,69.46305931321541
ATSC6pe,2.1807047866805327
ATSC6se,0.9417479583766933
ATSC7dv,-86.91987513007285
ATSC7pe,-0.5685729448491035
ATSC7se,-0.09669990426639283
ATSC8dv,-109.79396462018728
ATSC8pe,-0.9650525494276739
ATSC8se,-0.05691597502601281
AXp-0dv,0.5900314801855295
AXp-1dv,0.3181338307915541
AXp-2dv,0.17043890067349768
AXp-3dv,0.09372029890458083
AXp-4dv,0.05096346914528133
AXp-5dv,0.027872872651359282
AXp-6dv,0.014725848338259519
AXp-7dv,0.008056637906285065
BertzCT,1169.9914903522083
ECIndex,739
ETA_eta,30.49459798128825
GATS1dv,0.5180957102598895
GATS1pe,0.7056893057361993
GATS1se,0.7640778275635999
GATS2dv,1.0866837990620566
GATS2pe,1.132517789056993
GATS2se,1.2434679265539816
GATS3dv,1.268901076736898
GATS3pe,1.2508922571791483
GATS3se,1.2445465176872887
GATS4dv,1.075605205678923
GATS4pe,0.954463966001631
GATS4se,0.857654146368707
GATS5dv,0.8380960018909979
GATS5pe,0.8894763111447492
GATS5se,0.8431219424002099
GATS6dv,0.9181536467822109
GATS6pe,0.7969409130770811
GATS6se,0.7558623350735648
GATS7dv,1.199849507730054
GATS7pe,0.9336503865352572
GATS7se,0.822558265377246
GATS8dv,1.0784849478879335
GATS8pe,0.8565279353874883
GATS8se,0.7305561872385943
LogEE_A,4.411952915386667
LogEE_D,199.7661537379116
MATS1dv,0.39736196639181715
MATS1pe,0.17104881603748687
MATS1se,0.1437035874192619
MATS2dv,0.022947517951312557
MATS2pe,-0.027523649500217753
MATS2se,-0.07541349300487092
MATS3dv,-0.19546886151363774
MATS3pe,-0.164088916875179
MATS3se,-0.12622023912248795
MATS4dv,-0.13192013665257207
MATS4pe,-0.11372737565035103
MATS4se,-0.08540394277436177
MATS5dv,0.10181164314175734
MATS5pe,0.006511439658247653
MATS5se,-0.011316797899406162
MATS6dv,0.11473150140591383
MATS6pe,0.1476692717033115
MATS6se,0.11111016686585813
MATS7dv,-0.16421449129484303
MATS7pe,-0.04403956917068707
MATS7se,-0.013049947723483241
MATS8dv,-0.19665409217648025
MATS8pe,-0.07086633432842006
MATS8se,-0.007281972640724682
MAXaaCH,2.203252551020408
MAXaaaC,1.1915104822793319
MAXaasC,1.343236596189338
MAXaasN,2.4075881046863192
MAXsCH3,1.9883471192739008
MAXsssN,2.480695187982345
MDEC-11,0.25
MDEC-12,3.5832354805086246
MDEC-13,4.284829128272692
MDEC-22,24.507563486068562
MDEC-23,24.768966780395917
MDEC-33,8.600607505111892
MDEN-22,0.16666666666666669
MDEN-23,0.7776523367255858
MDEN-33,0.33333333333333337
MDEO-22,0.07692307692307693
MINaaCH,2.0667710853611756
MINaaaC,1.0347584929033342
MINaasC,0.8452788381585279
MINaasN,2.4075881046863192
MINsCH3,1.9640415637183453
MINsssN,2.480695187982345
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.2472667135871938
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,756.0606222949259
SpAbs_A,42.93027126512613
SpAbs_D,399.5323074758233
SpMAD_A,1.3415709770351916
SpMAD_D,12.485384608619476
SpMax_A,2.5024605504168465
SpMax_D,199.7661537379116
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,56.32000000000001
TpiPC10,9.391998622893926
VAdjMat,6.169925001442312
VE1_DzZ,5.5438790975454655
VE1_Dzi,5.541647192365848
VE1_Dzm,5.543877628236549
VE1_Dzp,5.53641885340942
VE1_Dzv,5.542138633334341
VE2_DzZ,0.1732462217982958
VE2_Dzi,0.17317647476143275
VE2_Dzm,0.17324617588239216
VE2_Dzp,0.17301308916904437
VE2_Dzv,0.17319183229169816
VE3_DzZ,2.875845263653445
VE3_Dzi,2.875442593513768
VE3_Dzm,2.8758449986207695
VE3_Dzp,2.8744986851956535
VE3_Dzv,2.8755312709704683
VR1_DzZ,221.78072835644696
VR1_Dzi,222.09258679422788
VR1_Dzm,221.7806763071981
VR1_Dzp,221.91069255011504
VR1_Dzv,221.5739332469094
VR2_DzZ,6.930647761138967
VR2_Dzi,6.940393337319621
VR2_Dzm,6.93064613459994
VR2_Dzp,6.934709142191095
VR2_Dzv,6.924185413965919
VR3_DzZ,6.5648399934648065
VR3_Dzi,6.566245162365257
VR3_Dzm,6.564839758776899
VR3_Dzp,6.565425824929023
VR3_Dzv,6.563907128007674
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.04782177322938192
Xch-6dv,0.22305210822224092
Xch-7dv,0.24952810400749023
Xpc-4dv,1.9987745209803913
Xpc-5dv,2.870261785236316
Xpc-6dv,3.3702753132866397
Zagreb1,172.0
Zagreb2,204.0
fragCpx,304.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,36
nBondsS,45
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,2
AATS0are,5.96612258064516
AATS1are,6.285151515151515
AATS2are,6.188914406779663
AATS3are,6.075019594594595
AATS4are,5.882609756097559
AATS5are,5.828828823529412
AATS6are,5.838520359281437
AATS7are,5.993471917808217
AATS8are,5.8866103896103885
AATSC0dv,3.625390218522371
AATSC0pe,0.08842809573361077
AATSC0se,0.050753315296566064
AATSC1dv,1.440592186169709
AATSC1pe,0.015125521079683665
AATSC1se,0.007293433481537443
AATSC2dv,0.08319370712005507
AATSC2pe,-0.0024338639129436036
AATSC2se,-0.0038274847880915936
AATSC3dv,-0.7086508985572462
AATSC3pe,-0.014510070450262827
AATSC3se,-0.006406095592991594
AATSC4dv,-0.4782619730463693
AATSC4pe,-0.010056695261541555
AATSC4se,-0.004334533235197067
AATSC5dv,0.3691069351778173
AATSC5pe,0.0005757942094631532
AATSC5se,-0.0005743650119360775
AATSC6dv,0.41594646295338566
AATSC6pe,0.01305811249509301
AATSC6se,0.005639209331596966
AATSC7dv,-0.595341610479951
AATSC7pe,-0.0038943352386924895
AATSC7se,-0.0006623281114136495
AATSC8dv,-0.7129478222090083
AATSC8pe,-0.006266574996283597
AATSC8se,-0.0003695842534156676
AETA_eta,0.9529561869152579
ATSC0are,5.640270967741934
ATSC1are,1.005801873048923
ATSC2are,-0.4887770031217258
ATSC3are,-2.085288761706536
ATSC4are,-1.5649103017689878
ATSC5are,0.04199573361081699
ATSC6are,2.058254006243489
ATSC7are,-0.4912606659729336
ATSC8are,-0.677808532778353
BCUTZ-1h,8.033371970786531
BCUTZ-1l,5.6826166196514265
BCUTc-1h,0.39803290625899024
BCUTc-1l,-0.4660103960837522
BCUTd-1h,3.27193308512905
BCUTd-1l,0.9929997820517079
BCUTi-1h,14.565527180860643
BCUTi-1l,10.945846972120865
BCUTm-1h,16.016007120921124
BCUTm-1l,11.69572805639807
BCUTp-1h,2.0055688591226293
BCUTp-1l,0.7157195105567788
BCUTs-1h,3.5538520685056985
BCUTs-1l,1.3580093221925982
BCUTv-1h,20.90597641028373
BCUTv-1l,14.681752727853787
BalabanJ,1.2097821689354697
Diameter,13
ETA_beta,39.25
GATS1are,0.7217429412270769
GATS2are,1.1831930195296734
GATS3are,1.2666179731328022
GATS4are,0.9315347731757697
GATS5are,0.8808153688634063
GATS6are,0.8014559528023363
GATS7are,0.9242155309932203
GATS8are,0.8140176059605115
HybRatio,0.38461538461538464
Lipinski,True
LogEE_Dt,378.03031114746295
MATS1are,0.16751751629966397
MATS2are,-0.0455323932143191
MATS3are,-0.15488030959576454
MATS4are,-0.10489078176210724
MATS5are,0.0027154885233685554
MATS6are,0.13547969774520932
MATS7are,-0.03698714907094542
MATS8are,-0.04838135549082842
MAXssCH2,1.0126738735617704
MINssCH2,0.8257327241007103
NsssssAs,0
RotRatio,0.19444444444444445
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,9.259957890773396
SMR_VSA2,0.0
SMR_VSA3,19.607651156714486
SMR_VSA4,0.0
SMR_VSA5,33.23387405114584
SMR_VSA6,32.84803314676356
SMR_VSA7,71.37296795111271
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,317.83997188830125
SpAD_Dzi,309.83653180126674
SpAD_Dzm,317.88402010982287
SpAD_Dzp,401.8436731913764
SpAD_Dzv,373.71108738116425
SpAbs_Dt,756.0606222949257
SpDiam_A,4.862837250831996
SpDiam_D,273.18388996760007
SpMAD_Dt,23.626894446716435
SpMax_Dt,378.03031114746295
SsssssAs,0
VE1_Dzpe,5.543655398938824
VE1_Dzse,5.543907121367775
VE2_Dzpe,0.17323923121683826
VE2_Dzse,0.17324709754274298
VE3_Dzpe,2.87580491228286
VE3_Dzse,2.8758503185529096
VMcGowan,335.8600000000013
VR1_Dzpe,221.81884633103778
VR1_Dzse,221.77573820082625
VR2_Dzpe,6.9318389478449305
VR2_Dzse,6.93049181877582
VR3_Dzpe,6.5650118510447495
VR3_Dzse,6.564817492809323
mZagreb1,8.11111111111111
mZagreb2,7.0
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,57
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.09097211238293441
AATSC1are,0.015239422318923078
AATSC2are,-0.004142177992556998
AATSC3are,-0.014089788930449567
AATSC4are,-0.009542135986396267
AATSC5are,0.00024703372712245287
AATSC6are,0.012324874288883169
AATSC7are,-0.0033647990820063946
AATSC8are,-0.004401354108950344
AETA_beta,1.2265625
BCUTdv-1h,6.033317503698308
BCUTdv-1l,0.9950380821586816
BCUTpe-1h,3.5151799500074223
BCUTpe-1l,2.229269920061724
BCUTse-1h,3.7233596140423253
BCUTse-1l,2.424801068235358
ETA_alpha,15.266666666666667
ETA_dBeta,-3.25
ETA_eta_B,0.22754037657203519
ETA_eta_F,28.61496586945234
ETA_eta_L,7.912351174927715
ETA_eta_R,59.10956385074059
ETA_psi_1,0.5979112271540472
LabuteASA,188.3483383928562
LogEE_DzZ,158.88471219939163
LogEE_Dzi,154.8766213600284
LogEE_Dzm,158.90684591022745
LogEE_Dzp,200.25975600171856
LogEE_Dzv,186.53128002353688
PEOE_VSA1,13.827057538564752
PEOE_VSA2,4.899909730850478
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,41.55486566789511
PEOE_VSA7,43.52793314262446
PEOE_VSA8,38.163298738273305
PEOE_VSA9,29.941093359106823
SM1_Dzare,1.3140995812005583
SpAD_Dzpe,315.8407977494684
SpAD_Dzse,318.1255573666193
SpAbs_DzZ,316.9024718883013
SpAbs_Dzi,308.74517342687795
SpAbs_Dzm,316.94905472171257
SpAbs_Dzp,404.7568278048427
SpAbs_Dzv,375.13784751616345
SpDiam_Dt,503.7922696824212
SpMAD_DzZ,9.932499121509414
SpMAD_Dzi,9.682391618789586
SpMAD_Dzm,9.933875628431965
SpMAD_Dzp,12.557614787230513
SpMAD_Dzv,11.678471480661383
SpMax_DzZ,158.88471219939163
SpMax_Dzi,154.8766213600284
SpMax_Dzm,158.90684591022745
SpMax_Dzp,200.25975600171856
SpMax_Dzv,186.53128002353688
VE1_Dzare,5.543492643409845
VE2_Dzare,0.17323414510655766
VE3_Dzare,2.8757755529691087
VR1_Dzare,221.85281001325083
VR2_Dzare,6.9329003129140885
VR3_Dzare,6.565164953826023
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47708333333333336
AETA_dBeta,-0.1015625
AETA_eta_B,0.0071106367678760996
AETA_eta_F,0.8942176834203857
AETA_eta_L,0.2472609742164911
AETA_eta_R,1.8471738703356435
BCUTare-1h,3.569592737326785
BCUTare-1l,2.1800610840562045
ETA_beta_s,21.25
ETA_dPsi_A,0.11608877284595276
ETA_dPsi_B,0.0
ETA_eta_BR,0.6575403765720351
ETA_eta_FL,7.7743220108733455
ETA_eta_RL,15.68667318580106
LogEE_Dzpe,157.87956994143912
LogEE_Dzse,159.02828448965178
PEOE_VSA10,11.58465191687437
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,52.45568430347804
SlogP_VSA3,24.123262605564644
SlogP_VSA4,13.847474399381248
SlogP_VSA5,22.842031403419824
SlogP_VSA6,53.054031484666226
SlogP_VSA7,0.0
SlogP_VSA8,22.160304418626517
SlogP_VSA9,0.0
SpAD_Dzare,313.03541312443707
SpAbs_Dzpe,314.82389138471956
SpAbs_Dzse,317.19977099034384
SpDiam_DzZ,214.18079745194802
SpDiam_Dzi,208.76981030637063
SpDiam_Dzm,214.20899583707143
SpDiam_Dzp,272.06761568696413
SpDiam_Dzv,252.34075610002304
SpMAD_Dzpe,9.870024929670887
SpMAD_Dzse,9.941423667706854
SpMax_Dzpe,157.87956994143912
SpMax_Dzse,159.02828448965178
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.6640625
AETA_eta_BR,0.020548136767876098
AETA_eta_FL,0.24294756283979205
AETA_eta_RL,0.49020853705628314
DetourIndex,5894
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,86.15661641126125
EState_VSA5,11.080152209313258
EState_VSA6,0.0
EState_VSA7,13.847474399381248
EState_VSA8,63.15460918346015
EState_VSA9,14.243936411720606
ETA_beta_ns,18.0
ETA_shape_p,0.06550218340611354
ETA_shape_x,0.0
ETA_shape_y,0.314410480349345
GhoseFilter,True
LogEE_Dzare,156.4694566550107
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,311.88557599088654
SpDiam_Dzpe,212.85719535023733
SpDiam_Dzse,214.36994074091808
SpMAD_Dzare,9.782356660138658
SpMax_Dzare,156.4694566550107
TopoPSA(NO),56.32000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.800239035066603
VSA_EState9,54.53309429826673
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5625
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02291666666666664
FilterItLogS,-7.223771265020774
SpDiam_Dzare,211.0375652060008
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5569892473118278
ETA_epsilon_2,0.7979166666666664
ETA_epsilon_3,0.44545454545454477
ETA_epsilon_4,0.5096491228070168
ETA_epsilon_5,0.7979166666666664
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.11153470185728298
ETA_dEpsilon_B,0.047340124504810954
ETA_dEpsilon_C,-0.06419457735247203
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.9375
MDEDescriptor,"0.25,3.5832354805086246,4.284829128272692,0.0,24.507563486068562,24.768966780395917,0.0,8.600607505111892,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.16666666666666669,0.7776523367255858,0.33333333333333337"
APolDescriptor,71.76778999999998
BCUTDescriptor,"11.994262496184371,15.995931840918566,-0.3781264529116352,0.09383756785332169,5.704370933949448,11.06483764077673"
BPolDescriptor,41.90821
TPSADescriptor,56.32000000000001
ALOGPDescriptor,"4.1859,17.52175881,130.13469999999998"
XLogPDescriptor,4.004999999999999
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,430.23687644
ChiPathDescriptor,"21.915638315627206,15.686673185801062,13.92874351183171,12.081986096178179,10.433271966157513,8.098298308249904,5.327073007934917,4.3824790908072595,18.881007365936945,11.452817908495948,8.521945033674886,6.372980325511499,4.637675692220602,3.0381431189981623,1.7671018005911427,1.2487788754741864"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.7423933944835619,0.9425494915178545,0.0,0.0,0.04782177322938192,0.2230521082222409,0.2495281040074902"
AtomCountDescriptor,62
BondCountDescriptor,36
SmallRingDescriptor,"5,4,4,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"1.7629294493419145,0.0,0.4043287148627427,0.0,0.9145308825269103,0.0,0.13878814110212073,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,3,8,2,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.66
WeightedPathDescriptor,"66.61209911382224,2.081628097306945,19.19350687756805,5.979750189126314,13.213756688441736"
FractionalPSADescriptor,0.13090463203903044
WienerNumbersDescriptor,"3069.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.448321772712877,7.73820737948388,9.732301117286418,1.998774520980392,2.8702617852363175,2.9531344784731077"
FractionalCSP3Descriptor,0.38461538461538464
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,8,0,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.728395061728396,11.16,5.6444636678200695"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,3364.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.38461538461538464
AutocorrelationDescriptorMass,"34.98885927618781,39.04537492708831,54.18080531828506,52.07326325123222,46.990459129563014"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5082184947392218,-0.22274361790725833,-0.1835474810091982,0.227127206274082,-0.061084922155235075"
EccentricConnectivityIndexDescriptor,739
AutocorrelationDescriptorPolarizability,"2270.1307217214267,2685.6298584126243,3798.054601189347,3750.720281645724,3425.8114851003425"
