DLiP-ID,P000CC
AATSC6i,-0.007000220672704013
AATSC6m,-3.0748300555782673
AATSC6p,-0.003269039829912398
AATSC6s,-0.02516703004476158
AATSC6v,-1.8333563342787491
AATSC7Z,-0.6908523318512915
AATSC7c,0.0017312213931242539
AATSC7d,-0.1737773152965661
AATSC7i,-0.5827395931724447
AATSC7m,-3.413522401797367
AATSC7p,-0.058172027001849334
AATSC7s,0.04256035905359527
AATSC7v,-10.581737057885084
AATSC8Z,-2.964982129122744
AATSC8c,-0.0007101130113932268
AATSC8d,0.0443152513233498
AATSC8i,-0.0017177540445138457
AATSC8m,-14.059841934986201
AATSC8p,-0.03834947610700754
AATSC8s,-0.2498227993183429
AATSC8v,-13.101095324789155
ATS0are,191.2945
ATS1are,213.75390000000002
ATS2are,343.8224999999999
ATS3are,391.50590000000005
ATS4are,415.02770000000015
ATS5are,392.5489999999999
ATS6are,336.97700000000015
ATS7are,325.65100000000007
ATS8are,273.1449999999999
ATSC0dv,119.8709677419355
ATSC0pe,2.650741935483869
ATSC0se,1.3100007741935478
ATSC1dv,57.10509885535899
ATSC1pe,0.3101327783558756
ATSC1se,0.1077534984391264
ATSC2dv,35.77315296566078
ATSC2pe,1.7454656607700278
ATSC2se,0.980059554630593
ATSC3dv,-31.61290322580644
ATSC3pe,-0.7794161290322614
ATSC3se,-0.3818585806451605
ATSC4dv,-13.362122788761704
ATSC4pe,0.45936607700312193
ATSC4se,0.3508775275754422
ATSC5dv,-38.60041623309052
ATSC5pe,-1.3898459937565026
ATSC5se,-0.7761854942767948
ATSC6dv,-31.41207075962539
ATSC6pe,-0.704049947970863
ATSC6se,-0.357294946930281
ATSC7dv,-45.8678459937565
ATSC7pe,-0.061364724245575514
ATSC7se,-0.04606163163371537
ATSC8dv,-51.163371488033306
ATSC8pe,-1.8706170655567085
ATSC8se,-0.8203368907388132
AXp-0dv,0.5696086665076439
AXp-1dv,0.2869566153311735
AXp-2dv,0.1508438035719593
AXp-3dv,0.07619081380699384
AXp-4dv,0.03836599973637078
AXp-5dv,0.02044136654229797
AXp-6dv,0.010429820153463156
AXp-7dv,0.00522226507565901
BertzCT,701.4230274917585
ECIndex,261
ETA_eta,10.862231301687073
GATS1dv,0.42090713377042754
GATS1pe,0.7436168482680113
GATS1se,0.8512597328634474
GATS2dv,0.8133745963401505
GATS2pe,0.5802358709335453
GATS2se,0.5846748028954077
GATS3dv,1.0696986006458555
GATS3pe,1.132826475849732
GATS3se,1.1893563520179156
GATS4dv,0.9679525739251565
GATS4pe,0.8864832158265811
GATS4se,0.8471472317220179
GATS5dv,1.1781899478347269
GATS5pe,1.2998073482867762
GATS5se,1.3357915769761675
GATS6dv,1.072581885283715
GATS6pe,1.0001916687963202
GATS6se,0.9819097250471952
GATS7dv,1.1375868480281828
GATS7pe,0.8530167506911692
GATS7se,0.8111620466370122
GATS8dv,1.3683191369869423
GATS8pe,1.661876798631096
GATS8se,1.6092904528459149
LogEE_A,3.8393127470253967
LogEE_D,67.08922238232567
MATS1dv,0.4475160648465275
MATS1pe,0.10990766339603428
MATS1se,0.07726940729826952
MATS2dv,0.17132121357094449
MATS2pe,0.3780174032112012
MATS2se,0.4294858388220167
MATS3dv,-0.13186221743810542
MATS3pe,-0.14701848539057916
MATS3se,-0.14574746372964445
MATS4dv,-0.05081760906730829
MATS4pe,0.07900312182117937
MATS4se,0.12210593765774508
MATS5dv,-0.15357704727995355
MATS5pe,-0.2500619237649649
MATS5se,-0.2825805766576253
MATS6dv,-0.14506285560510532
MATS6pe,-0.14703126331033303
MATS6se,-0.15098332618567287
MATS7dv,-0.21567178784616883
MATS7pe,-0.01304819211795914
MATS7se,-0.019818316957230468
MATS8dv,-0.2876398184115692
MATS8pe,-0.47557750641673746
MATS8se,-0.4220117587759591
MAXaaCH,2.069184145880574
MAXaaaC,0.6028557256235829
MAXaasC,1.1881386999244143
MAXaasN,1.8327777777777778
MAXsCH3,2.069184145880574
MAXssNH,3.3850925925925925
MDEC-11,0.14285714285714285
MDEC-12,2.7354177266305535
MDEC-13,3.2428314389336603
MDEC-22,4.791111808680182
MDEC-23,9.633017397066372
MDEC-33,3.729665447196344
MDEN-22,2.2255091267712075
MDEN-23,1.9999999999999996
MINaaCH,1.655138888888889
MINaaaC,0.6028557256235829
MINaasC,0.9088742441421015
MINaasN,1.8327777777777778
MINsCH3,1.9421730914588058
MINssNH,3.3850925925925925
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.7142857142857145
SM1_Dzi,1.1262479272882393
SM1_Dzm,0.7125008924109377
SM1_Dzp,-2.5909090909090904
SM1_Dzv,-1.5966231412171439
SddssSe,0
SpAD_Dt,309.4671725667624
SpAbs_A,23.54980611638376
SpAbs_D,134.17844476465143
SpMAD_A,1.30832256202132
SpMAD_D,7.4543580424806315
SpMax_A,2.430071094655084
SpMax_D,67.08922238232567
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,55.11
TpiPC10,8.491132318966375
VAdjMat,5.321928094887363
VE1_DzZ,4.187488440353019
VE1_Dzi,4.182812099762713
VE1_Dzm,4.18750631946835
VE1_Dzp,4.201027564295843
VE1_Dzv,4.199478223778204
VE2_DzZ,0.23263824668627883
VE2_Dzi,0.2323784499868174
VE2_Dzm,0.2326392399704639
VE2_Dzp,0.23339042023865794
VE2_Dzv,0.23330434576545578
VE3_DzZ,2.0198878015367816
VE3_Dzi,2.0187704363825842
VE3_Dzm,2.019892071178935
VE3_Dzp,2.0231158184331903
VE3_Dzv,2.022746950040193
VR1_DzZ,90.87335713583408
VR1_Dzi,91.22070862113115
VR1_Dzm,90.87199835772083
VR1_Dzp,89.57355299411516
VR1_Dzv,89.80378463477365
VR2_DzZ,5.048519840879671
VR2_Dzi,5.067817145618397
VR2_Dzm,5.048444353206713
VR2_Dzp,4.976308499673064
VR2_Dzv,4.989099146376314
VR3_DzZ,5.097253522307207
VR3_Dzi,5.101068604420477
VR3_Dzm,5.097238569758795
VR3_Dzp,5.082846773836117
VR3_Dzv,5.0854137844755725
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025819888974716113
Xch-6dv,0.06666848437866899
Xch-7dv,0.10356114489076083
Xpc-4dv,0.9403002370220678
Xpc-5dv,1.1467307257546855
Xpc-6dv,1.3516228282654068
Zagreb1,96.0
Zagreb2,113.0
fragCpx,94.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,20
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.170790322580645
AATS1are,6.47739090909091
AATS2are,6.367083333333331
AATS3are,6.314611290322581
AATS4are,6.103348529411767
AATS5are,6.0392153846153835
AATS6are,6.017446428571431
AATS7are,5.920927272727274
AATS8are,5.937934782608694
AATSC0dv,3.8668054110301773
AATSC0pe,0.08550780437044739
AATSC0se,0.04225808949011444
AATSC1dv,1.7304575410714844
AATSC1pe,0.00939796298048108
AATSC1se,0.0032652575284583757
AATSC2dv,0.6624657956603848
AATSC2pe,0.03232343816240792
AATSC2se,0.01814925101167765
AATSC3dv,-0.5098855359001039
AATSC3pe,-0.01257122788761712
AATSC3se,-0.006159009365244524
AATSC4dv,-0.1965018057170839
AATSC4pe,0.006755383485340029
AATSC4se,0.005159963640815327
AATSC5dv,-0.5938525574321618
AATSC5pe,-0.021382246057792348
AATSC5se,-0.011941315296566075
AATSC6dv,-0.5609298349933105
AATSC6pe,-0.012572320499479695
AATSC6se,-0.006380266909469304
AATSC7dv,-0.8339608362501181
AATSC7pe,-0.0011157222590104639
AATSC7se,-0.0008374842115220977
AATSC8dv,-1.1122472062615936
AATSC8pe,-0.040665588381667575
AATSC8se,-0.01783341066823507
AETA_eta,0.6034572945381708
ATSC0are,2.7589354838709665
ATSC1are,0.2913396462018698
ATSC2are,1.945418834547342
ATSC3are,-0.805906451612906
ATSC4are,0.6114221644120701
ATSC5are,-1.567058272632673
ATSC6are,-0.7514157127991666
ATSC7are,-0.05782101977106974
ATSC8are,-1.8729365244536913
BCUTZ-1h,7.179473396149086
BCUTZ-1l,5.692284577714083
BCUTc-1h,0.42365114865293574
BCUTc-1l,-0.40157231464688026
BCUTd-1h,3.241628329929491
BCUTd-1l,0.9929591012704033
BCUTi-1h,14.691950347552908
BCUTi-1l,10.953459903666516
BCUTm-1h,14.170436080217165
BCUTm-1l,11.703889106461299
BCUTp-1h,1.9846138286753676
BCUTp-1l,0.9164555942650424
BCUTs-1h,3.1691736280683322
BCUTs-1l,1.454942642498616
BCUTv-1h,20.891337360432132
BCUTv-1l,15.444142896906527
BalabanJ,1.6257900164136183
Diameter,8
ETA_beta,26.75
GATS1are,0.784393445132159
GATS2are,0.5772153822769416
GATS3are,1.157160896558981
GATS4are,0.8660949173945066
GATS5are,1.323645974145816
GATS6are,0.9921819801265763
GATS7are,0.82855079257268
GATS8are,1.6485800822623515
HybRatio,0.15384615384615385
Lipinski,True
LogEE_Dt,154.7335862833812
MATS1are,0.0991986581589854
MATS2are,0.40479906929975257
MATS3are,-0.14605387772282494
MATS4are,0.10103047953896906
MATS5are,-0.2708893547786528
MATS6are,-0.15076911802287987
MATS7are,-0.01181253766753041
MATS8are,-0.45749397215524573
NsssssAs,0
RotRatio,0.1
SM1_Dzpe,0.8059210526315791
SM1_Dzse,0.7013149655604256
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,19.582036743811077
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,5.316788604006331
SMR_VSA7,47.91653490361805
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,94.72097224377356
SpAD_Dzi,89.47838071377393
SpAD_Dzm,94.74378614507364
SpAD_Dzp,136.60195144671135
SpAD_Dzv,123.98311533832356
SpAbs_Dt,309.46717256676243
SpDiam_A,4.797434925974088
SpDiam_D,99.16788125310507
SpMAD_Dt,17.192620698153465
SpMax_Dt,154.7335862833812
SsssssAs,0
VE1_Dzpe,4.186544625306137
VE1_Dzse,4.187617942686856
VE2_Dzpe,0.2325858125170076
VE2_Dzse,0.2326454412603809
VE3_Dzpe,2.0196623868426964
VE3_Dzse,2.0199187270744225
VMcGowan,181.24999999999974
VR1_Dzpe,90.94470915710677
VR1_Dzse,90.86350897981208
VR2_Dzpe,5.052483842061488
VR2_Dzse,5.047972721100671
VR3_Dzpe,5.098038395080197
VR3_Dzse,5.097145144120192
mZagreb1,5.166666666666666
mZagreb2,3.916666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,26
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.0889979188345473
AATSC1are,0.008828474127329388
AATSC2are,0.036026274713839665
AATSC3are,-0.01299849115504687
AATSC4are,0.00899150241782456
AATSC5are,-0.02410858880973343
AATSC6are,-0.013418137728556547
AATSC7are,-0.0010512912685649042
AATSC8are,-0.0407160114011672
AETA_beta,1.4861111111111112
BCUTdv-1h,5.172231496989929
BCUTdv-1l,0.9950215731606492
BCUTpe-1h,3.2546767450147325
BCUTpe-1l,2.2413071567652807
BCUTse-1h,3.414534945096487
BCUTse-1l,2.4371571413676345
ETA_alpha,8.500000000000002
ETA_dBeta,2.25
ETA_eta_B,0.17703011935521573
ETA_eta_F,15.974482103181236
ETA_eta_L,3.3677816748142684
ETA_eta_R,26.83671340486831
ETA_psi_1,0.5821917808219181
LabuteASA,104.51380164441886
LogEE_DzZ,47.40016866156932
LogEE_Dzi,44.80175968618075
LogEE_Dzm,47.41147645544854
LogEE_Dzp,67.86915754153748
LogEE_Dzv,61.72545381229227
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.400694606261793
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,10.197363616602075
PEOE_VSA6,18.19910120538483
PEOE_VSA7,25.477292959539852
PEOE_VSA8,17.447681337993632
PEOE_VSA9,0.0
SM1_Dzare,0.9283387622149836
SpAD_Dzpe,93.55080553750385
SpAD_Dzse,94.88678561089472
SpAbs_DzZ,94.09450416347849
SpAbs_Dzi,88.54202373455635
SpAbs_Dzm,94.11876428415698
SpAbs_Dzp,138.32922417398404
SpAbs_Dzv,125.04753076580167
SpDiam_Dt,221.30584765423148
SpMAD_DzZ,5.2622762357651975
SpMAD_Dzi,4.971021150765218
SpMAD_Dzm,5.263543674726313
SpMAD_Dzp,7.588997302595075
SpMAD_Dzv,6.887950852129086
SpMax_DzZ,47.40016866156932
SpMax_Dzi,44.80175968618075
SpMax_Dzm,47.41147645544854
SpMax_Dzp,67.86915754153748
SpMax_Dzv,61.72545381229227
VE1_Dzare,4.1852011201006905
VE2_Dzare,0.23251117333892724
VE3_Dzare,2.0193414250605692
VR1_Dzare,91.04510362371336
VR2_Dzare,5.05806131242852
VR3_Dzare,5.099141692844577
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4722222222222223
AETA_dBeta,0.125
AETA_eta_B,0.009835006630845319
AETA_eta_F,0.8874712279545132
AETA_eta_L,0.18709898193412602
AETA_eta_R,1.4909285224926838
BCUTare-1h,3.2754023647929853
BCUTare-1l,2.1915465383788457
ETA_beta_s,12.25
ETA_dPsi_A,0.13180821917808183
ETA_dPsi_B,0.0
ETA_eta_BR,0.43503011935521574
ETA_eta_FL,5.369401768203612
ETA_eta_RL,8.73718344301788
LogEE_Dzpe,46.82017616056479
LogEE_Dzse,47.48235474797849
PEOE_VSA10,12.14518285259957
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.777653723919194
SlogP_VSA1,5.316788604006331
SlogP_VSA2,19.582036743811077
SlogP_VSA3,0.0
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.257379486545457
SlogP_VSA6,36.65915541707259
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
SpAD_Dzare,91.99108318077165
SpAbs_Dzpe,92.85130388678171
SpAbs_Dzse,94.27084801799109
SpDiam_DzZ,71.37894737204857
SpDiam_Dzi,67.21043422936849
SpDiam_Dzm,71.397091078704
SpDiam_Dzp,104.27685252519487
SpDiam_Dzv,94.38859084657864
SpMAD_Dzpe,5.197266974305769
SpMAD_Dzse,5.271488089494151
SpMax_Dzpe,46.82017616056479
SpMax_Dzse,47.48235474797849
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6805555555555556
AETA_eta_BR,0.02416833996417865
AETA_eta_FL,0.298300098233534
AETA_eta_RL,0.48539908016766
DetourIndex,1368
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.777653723919194
EState_VSA4,17.19917704736705
EState_VSA5,5.563451491696996
EState_VSA6,6.3273200747645415
EState_VSA7,35.58990007979885
EState_VSA8,33.48823500970785
EState_VSA9,0.0
ETA_beta_ns,14.5
ETA_shape_p,0.11764705882352938
ETA_shape_x,0.0
ETA_shape_y,0.3411764705882352
GhoseFilter,True
LogEE_Dzare,46.04711596606443
SlogP_VSA10,11.50524905251859
SlogP_VSA11,0.0
SpAbs_Dzare,91.19774323211936
SpDiam_Dzpe,70.44835225804397
SpDiam_Dzse,71.51081777678198
SpMAD_Dzare,5.110615732265092
SpMax_Dzare,46.04711596606443
TopoPSA(NO),55.11
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.8327777777777778
VSA_EState9,36.00055555555556
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8055555555555556
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02777777777777768
FilterItLogS,-3.782733928153861
SpDiam_Dzare,69.20807511807448
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5967741935483872
ETA_epsilon_2,0.8111111111111109
ETA_epsilon_3,0.44400000000000034
ETA_epsilon_4,0.5358974358974361
ETA_epsilon_5,0.7842105263157894
AETA_beta_ns_d,0.027777777777777776
ETA_dEpsilon_A,0.1527741935483869
ETA_dEpsilon_B,0.06087675765095113
ETA_dEpsilon_C,-0.09189743589743576
ETA_dEpsilon_D,0.026900584795321536
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8888888888888888
MDEDescriptor,"0.14285714285714285,2.7354177266305535,3.2428314389336603,0.0,4.791111808680182,9.633017397066372,0.0,3.729665447196344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2255091267712075,1.9999999999999996,0.0"
APolDescriptor,37.048309
BCUTDescriptor,"11.98837717894961,14.014786350043048,-0.2886017485688808,0.23486438365138645,6.157821063680476,10.126168385207514"
BPolDescriptor,19.491690999999996
TPSADescriptor,55.11
ALOGPDescriptor,"2.302500000000001,5.301506250000005,69.22919999999999"
XLogPDescriptor,4.6000000000000005
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,239.11709552
ChiPathDescriptor,"12.535169427003234,8.737183443017882,7.949016667739312,6.6282244888054365,5.686539532144241,4.3325465287521965,2.9413753603677883,1.9851399081894214,10.252955997137589,5.73913230662347,4.223626500014863,2.8190601108587723,1.8799339870821683,1.185599259453282,0.625789209207789,0.32378043469085865"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.2902636039661994,0.508115673915401,0.0,0.0,0.025819888974716113,0.06666848437866899,0.10356114489076085"
AtomCountDescriptor,31
BondCountDescriptor,20
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.1604601584782832,0.0,0.2539338936857123,0.0,0.5194266002432666,0.0,0.07321051096652297,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,7,1,2,0,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"37.04932847151413,2.0582960261952294,15.838492846105552,0.0,15.838492846105552"
FractionalPSADescriptor,0.23047285632235587
WienerNumbersDescriptor,"588.0,26.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.6477311445031027,4.282901102371632,5.728330551875651,0.9403002370220678,1.1467307257546848,1.262785132083854"
FractionalCSP3Descriptor,0.15384615384615385
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.005,5.551020408163265,2.8049671292914535"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,783.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.15384615384615385
AutocorrelationDescriptorMass,"19.7999015063824,21.855617699900492,31.129356971825963,28.52034543262228,24.575578302453454"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.23705247624661033,-0.193785656766091,0.15052190441513802,-0.12791711974115277,0.07254399720365777"
EccentricConnectivityIndexDescriptor,261
AutocorrelationDescriptorPolarizability,"1149.062533866409,1344.1659343300626,1867.1789431611633,1732.6679912812644,1417.4388282797695"
